actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
159,PT10M34.00S,2024-12-22T23:37:43.7Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,27,23,2024-12-22T23:37:48Z,1580000,False,,,0,,P. Siakam REBOUND (Off:1 Def:0),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,157.0,1.0,0.0,1.0,,,,,,,,,,,,,,
160,PT10M25.00S,2024-12-22T23:37:53.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,34.247700394218136,54.90196078431373,1610612754,27,23,2024-12-22T23:37:58Z,1590000,False,-25.0,269.0,1,left,MISS P. Siakam 27' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,27.05,Missed,,,,,,,,,,,,,,,,,,
161,PT10M22.00S,2024-12-22T23:37:56.3Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,27,23,2024-12-22T23:37:58Z,1600000,False,,,0,,D. Fox REBOUND (Off:0 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,,
162,PT10M08.00S,2024-12-22T23:38:10.0Z,2,REGULAR,3pt,Jump Shot,[],203926,64.99671484888306,44.6078431372549,1610612758,30,23,2024-12-22T23:38:15Z,1610000,False,-27.0,277.0,1,right,D. McDermott 27' 3PT  (3 PTS) (K. Huerter 1 AST),"[203926, 1628989]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,27.78,Made,,,,,,,,,,,,3.0,,,,K. Huerter,1628989.0,1.0
164,PT09M49.00S,2024-12-22T23:38:29.2Z,2,REGULAR,turnover,lost ball,[],204456,,,1610612754,30,23,2024-12-22T23:38:40Z,1630000,False,,,0,,T. McConnell lost ball TURNOVER (1 TO),"[204456, 203926]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,McDermott,203926.0,,,
165,PT09M49.00S,2024-12-22T23:38:29.2Z,2,REGULAR,steal,,[],203926,,,1610612758,30,23,2024-12-22T23:38:31Z,1640000,False,,,0,,D. McDermott STEAL (1 STL),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
166,PT09M47.00S,2024-12-22T23:38:34.6Z,2,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612758,30,23,2024-12-22T23:38:50Z,1650000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Murray 2 FT),"[1641716, 1631099]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,1627961.0,1.0,0.0,Murray,1631099.0,,,,,,,
168,PT09M47.00S,2024-12-22T23:39:01.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631099,,,1610612758,31,23,2024-12-22T23:39:01Z,1670000,False,,,0,,K. Murray Free Throw 1 of 2 (3 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
169,PT09M47.00S,2024-12-22T23:39:03.8Z,2,REGULAR,substitution,out,[],1630167,,,1610612758,31,23,2024-12-22T23:39:09Z,1680000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M47.00S,2024-12-22T23:39:03.8Z,2,REGULAR,substitution,in,[],1642277,,,1610612758,31,23,2024-12-22T23:39:09Z,1690000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT09M47.00S,2024-12-22T23:39:21.6Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631099,,,1610612758,32,23,2024-12-22T23:39:21Z,1700000,False,,,0,,K. Murray Free Throw 2 of 2 (4 PTS),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
172,PT09M41.00S,2024-12-22T23:39:31.8Z,2,REGULAR,foul,personal,[],1628368,,,1610612754,32,23,2024-12-22T23:39:43Z,1710000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 204456]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,201246.0,1.0,0.0,McConnell,204456.0,,,,,,,
174,PT09M33.00S,2024-12-22T23:39:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,9.017739816031538,44.36274509803921,1610612754,32,25,2024-12-22T23:40:08Z,1730000,False,28.0,32.0,1,left,T. McConnell driving Layup (4 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,,,,,,,,4.0,,,,,,
175,PT09M21.00S,2024-12-22T23:40:11.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,89.17542706964521,53.18627450980392,1610612758,32,25,2024-12-22T23:48:05Z,1740000,False,16.0,49.0,1,right,MISS K. Murray driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,5.18,Missed,,,,,,,,,,,,,,,,,,
176,PT09M19.00S,2024-12-22T23:40:13.6Z,2,REGULAR,rebound,defensive,[],1642277,,,1610612754,32,25,2024-12-22T23:40:18Z,1750000,False,,,0,,J. Furphy REBOUND (Off:0 Def:1),[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT09M07.00S,2024-12-22T23:40:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,8.229303547963205,44.36274509803921,1610612754,32,27,2024-12-22T23:40:32Z,1760000,False,28.0,25.0,1,left,B. Mathurin driving Layup (2 PTS) (J. Walker 1 AST),"[1631097, 1641716]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.76,Made,,,,,,,,,,,,2.0,,,,J. Walker,1641716.0,1.0
179,PT08M56.00S,2024-12-22T23:40:38.0Z,2,REGULAR,foul,personal,['2freethrow'],1631097,,,1610612758,32,27,2024-12-22T23:40:48Z,1780000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Fox 2 FT),"[1631097, 1628368]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,201246.0,1.0,0.0,Fox,1628368.0,,,,,,,
181,PT08M56.00S,2024-12-22T23:41:06.9Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,33,27,2024-12-23T00:35:35Z,1800000,False,,,0,,D. Fox Free Throw 1 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,11.0,,,,,,
182,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,33,27,2024-12-22T23:41:25Z,1810000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,out,[],1631099,,,1610612758,33,27,2024-12-22T23:41:25Z,1820000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,out,[],1631097,,,1610612758,33,27,2024-12-22T23:41:25Z,1830000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,in,[],201942,,,1610612758,33,27,2024-12-22T23:41:25Z,1840000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,33,27,2024-12-22T23:41:25Z,1850000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M56.00S,2024-12-22T23:41:07.8Z,2,REGULAR,substitution,in,[],1628418,,,1610612758,33,27,2024-12-22T23:41:25Z,1860000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M56.00S,2024-12-22T23:41:06.9Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,34,27,2024-12-23T00:35:35Z,1870000,False,,,0,,D. Fox Free Throw 2 of 2 (12 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,12.0,,,,,,
189,PT08M31.00S,2024-12-22T23:42:00.3Z,2,REGULAR,3pt,Jump Shot,[],1628418,12.697109067017081,4.411764705882353,1610612754,34,30,2024-12-22T23:42:10Z,1880000,False,228.0,67.0,1,left,T. Bryant 3PT  (3 PTS) (P. Siakam 1 AST),"[1628418, 1627783]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Right Corner 3,24+ Right,23.75,Made,,,,,,,,,,,,3.0,,,,P. Siakam,1627783.0,1.0
191,PT08M21.00S,2024-12-22T23:42:11.7Z,2,REGULAR,foul,personal,['2freethrow'],1628418,,,1610612758,34,30,2024-12-22T23:42:28Z,1900000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Fox 2 FT),"[1628418, 1628368]",1610612754.0,IND,shooting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,203591.0,1.0,0.0,Fox,1628368.0,,,,,,,
193,PT08M21.00S,2024-12-22T23:42:38.1Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,35,30,2024-12-22T23:43:05Z,1920000,False,,,0,,D. Fox Free Throw 1 of 2 (13 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,13.0,,,,,,
194,PT08M21.00S,2024-12-22T23:42:40.0Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,35,30,2024-12-22T23:42:45Z,1930000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M21.00S,2024-12-22T23:42:40.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612758,35,30,2024-12-22T23:42:45Z,1940000,False,,,0,,SUB in: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M21.00S,2024-12-22T23:42:38.1Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,35,30,2024-12-22T23:43:05Z,1950000,False,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT08M17.00S,2024-12-22T23:42:42.1Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,35,30,2024-12-22T23:43:05Z,1960000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,
198,PT08M05.00S,2024-12-22T23:43:16.5Z,2,REGULAR,3pt,Jump Shot,[],204456,34.90473061760841,49.754901960784316,1610612754,35,30,2024-12-22T23:43:21Z,1970000,False,1.0,276.0,1,left,MISS T. McConnell 27' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,27.56,Missed,,,,,,,,,,,,,,,,,,
199,PT08M02.00S,2024-12-22T23:43:19.5Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,35,30,2024-12-22T23:43:21Z,1980000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,198.0,9.0,8.0,1.0,,,,,,,,,,,,,,
200,PT07M56.00S,2024-12-22T23:43:24.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203926,69.72733245729303,17.892156862745097,1610612758,35,30,2024-12-22T23:50:28Z,1990000,False,-161.0,232.0,1,right,MISS D. McDermott 28' running 3PT,[203926],1610612758.0,SAC,running,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,28.22,Missed,,,,,,,,,,,,,,,,,,
201,PT07M53.00S,2024-12-22T23:43:27.6Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,35,30,2024-12-22T23:43:33Z,2000000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT07M48.00S,2024-12-22T23:43:32.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,9.937582128777924,49.01960784313725,1610612754,35,32,2024-12-22T23:51:22Z,2010000,False,5.0,41.0,1,left,P. Siakam Hook (6 PTS) (T. McConnell 2 AST),"[1627783, 204456]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,,,,,,,,6.0,,,,T. McConnell,204456.0,2.0
204,PT07M46.00S,2024-12-22T23:43:39.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,35,32,2024-12-22T23:43:39Z,2030000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M46.00S,2024-12-22T23:45:04.5Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,35,32,2024-12-22T23:46:38Z,2040000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M46.00S,2024-12-22T23:45:04.5Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,35,32,2024-12-22T23:46:38Z,2050000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M33.00S,2024-12-22T23:46:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,92.19776609724047,37.99019607843137,1610612758,35,32,2024-12-22T23:52:16Z,2060000,False,-60.0,21.0,1,right,MISS M. Monk 6' driving reverse Layup,[1628370],1610612758.0,SAC,driving reverse,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,6.35,Missed,,,,,,,,,,,,,,,,,,
208,PT07M32.00S,2024-12-22T23:47:00.4Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,35,32,2024-12-22T23:52:47Z,2070000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,207.0,10.0,8.0,2.0,,,,,,,,,,,,,,
209,PT07M30.00S,2024-12-22T23:47:06.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628989,69.85873850197109,20.588235294117645,1610612758,38,32,2024-12-22T23:53:05Z,2080000,False,-147.0,231.0,1,right,K. Huerter 27' 3PT  (8 PTS) (D. Sabonis 3 AST),"[1628989, 1627734]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,27.37,Made,,,,,,,,,,,,8.0,,,,D. Sabonis,1627734.0,3.0
211,PT07M02.00S,2024-12-22T23:47:33.3Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612754,38,32,2024-12-22T23:47:45Z,2100000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,201246.0,,,,,,,,,,,
212,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,out,[],1628418,,,1610612758,38,32,2024-12-22T23:48:05Z,2110000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,out,[],204456,,,1610612758,38,32,2024-12-22T23:48:05Z,2120000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,out,[],1642277,,,1610612758,38,32,2024-12-22T23:48:05Z,2130000,False,,,0,,SUB out: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,in,[],1629614,,,1610612758,38,32,2024-12-22T23:48:05Z,2140000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,in,[],1630169,,,1610612758,38,32,2024-12-22T23:48:05Z,2150000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M02.00S,2024-12-22T23:47:36.7Z,2,REGULAR,substitution,in,[],1626167,,,1610612758,38,32,2024-12-22T23:48:05Z,2160000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M41.00S,2024-12-22T23:48:17.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627734,87.72996057818659,46.81372549019608,1610612758,38,32,2024-12-22T23:54:01Z,2170000,False,-16.0,63.0,1,right,MISS D. Sabonis 6' driving Hook,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.48,Missed,,,,,,,,,,,,,,,,,,
219,PT06M38.00S,2024-12-22T23:48:20.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,38,32,2024-12-22T23:48:24Z,2180000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,218.0,4.0,4.0,0.0,,,,,,,,,,,,,,
220,PT06M22.00S,2024-12-22T23:48:36.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,15.062417871222076,48.529411764705884,1610612754,38,34,2024-12-22T23:56:33Z,2190000,False,7.0,89.0,1,left,J. Walker 8' driving floating Jump Shot (4 PTS) (A. Nembhard 1 AST),"[1641716, 1629614]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,8.94,Made,,,,,,,,,,,,4.0,,,,A. Nembhard,1629614.0,1.0
221,PT06M09.00S,2024-12-22T23:48:49.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,89.83245729303549,40.19607843137255,1610612758,38,34,2024-12-22T23:55:42Z,2200000,False,-49.0,43.0,1,right,MISS D. Sabonis 6' cutting Layup,[1627734],1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
222,PT06M07.00S,2024-12-22T23:48:51.9Z,2,REGULAR,rebound,offensive,[],201942,,,1610612758,38,34,2024-12-22T23:56:21Z,2210000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,221.0,2.0,1.0,1.0,,,,,,,,,,,,,,
223,PT05M58.00S,2024-12-22T23:49:00.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201942,83.65637319316689,60.049019607843135,1610612758,38,34,2024-12-22T23:49:08Z,2220000,False,50.0,101.0,1,right,MISS D. DeRozan 11' turnaround fadeaway Shot,[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,11.29,Missed,,,,,,,,,,,,,,,,,,
224,PT05M55.00S,2024-12-22T23:49:03.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,38,34,2024-12-22T23:49:08Z,2230000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,223.0,2.0,1.0,1.0,,,,,,,,,,,,,,
225,PT05M44.00S,2024-12-22T23:49:13.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,10.463206307490145,42.8921568627451,1610612754,38,36,2024-12-22T23:49:21Z,2240000,False,36.0,46.0,1,left,M. Turner driving Layup (4 PTS) (T. Haliburton 3 AST),"[1626167, 1630169]",1610612754.0,IND,driving,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,,,,,,,,,,,,4.0,,,,T. Haliburton,1630169.0,3.0
295,PT05M31.00S,2024-12-22T23:49:22.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,91.5407358738502,51.470588235294116,1610612758,38,36,2024-12-23T00:11:53Z,2255000,False,7.0,27.0,1,right,MISS D. Sabonis driving Layup - blocked,"[1627734, 1626167]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,Turner,1626167.0,,,,,,,,,,,,
296,PT05M31.00S,2024-12-22T23:49:22.5Z,2,REGULAR,block,,[],1626167,,,1610612758,38,36,2024-12-23T00:03:22Z,2257500,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT05M30.00S,2024-12-22T23:49:23.5Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,38,36,2024-12-23T00:11:53Z,2258750,False,,,0,,D. Sabonis REBOUND (Off:3 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,295.0,11.0,8.0,3.0,,,,,,,,,,,,,,
227,PT05M29.00S,2024-12-22T23:49:31.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,91.27792378449409,37.5,1610612758,38,36,2024-12-23T00:12:54Z,2269375,False,-62.0,29.0,1,right,MISS D. Sabonis 6' putback Layup,[1627734],1610612758.0,SAC,putback,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,6.91,Missed,,,,,,,,,,,,,,,,,,
228,PT05M28.00S,2024-12-22T23:49:32.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,38,36,2024-12-23T00:12:54Z,2274687,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,227.0,3.0,2.0,1.0,,,,,,,,,,,,,,
229,PT05M11.00S,2024-12-22T23:49:48.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,31.750985545335087,19.607843137254903,1610612754,38,39,2024-12-22T23:58:02Z,2280000,False,152.0,246.0,1,left,T. Haliburton 28' 3PT step back (3 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,28.92,Made,,,,,,,,,,,,3.0,,,,,,
230,PT05M11.00S,2024-12-22T23:49:53.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,38,39,2024-12-22T23:49:53Z,2290000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,out,[],203926,,,1610612758,38,39,2024-12-22T23:52:38Z,2300000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,out,[],1628989,,,1610612758,38,39,2024-12-22T23:52:38Z,2310000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,out,[],1627783,,,1610612758,38,39,2024-12-22T23:52:38Z,2320000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,38,39,2024-12-22T23:52:38Z,2330000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,38,39,2024-12-22T23:52:38Z,2340000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M11.00S,2024-12-22T23:50:57.0Z,2,REGULAR,substitution,in,[],1630167,,,1610612758,38,39,2024-12-22T23:52:38Z,2350000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT04M56.00S,2024-12-22T23:52:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,87.33574244415243,43.627450980392155,1610612758,38,39,2024-12-22T23:58:39Z,2360000,False,-32.0,67.0,1,right,MISS K. Murray 7' driving floating bank Shot,[1631099],1610612758.0,SAC,driving floating bank,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
