actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-04T03:10:22.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-04T03:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-04T03:10:26.3Z,1,REGULAR,jumpball,recovered,[],1630224,,,1610612745,0,0,2024-12-04T03:10:26Z,40000,False,,,0,,Jump Ball A. Sengun vs. D. Sabonis: Tip to J. Green,"[1630224, 1630578, 1627734]",1610612745.0,HOU,startperiod,J. Green,1630224.0,Green,J. Green,Sengun,1630578.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2024-12-04T03:10:35.7Z,1,REGULAR,2pt,Jump Shot,[],1627832,21.107095926412615,31.61764705882353,1610612745,0,0,2024-12-04T03:10:43Z,70000,False,92.0,146.0,1,left,MISS F. VanVleet 17' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,17.24,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-12-04T03:10:42.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,0,0,2024-12-04T03:10:43Z,80000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2024-12-04T03:10:50.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,67.49342969776609,66.66666666666666,1610612758,0,0,2024-12-04T03:10:55Z,90000,False,83.0,253.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,26.65,Missed,,,,,,,,,,,,,,,,,,
10,PT11M27.00S,2024-12-04T03:10:53.8Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,0,0,2024-12-04T03:10:55Z,100000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2024-12-04T03:11:04.1Z,1,REGULAR,2pt,Jump Shot,[],1630578,20.581471747700395,28.186274509803923,1610612745,0,2,2024-12-04T03:11:08Z,110000,False,109.0,141.0,1,left,A. Sengun 17' Jump Shot (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right Center,17.83,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
13,PT11M02.00S,2024-12-04T03:11:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,92.19776609724047,45.83333333333333,1610612758,2,2,2024-12-04T03:11:23Z,130000,False,-21.0,21.0,1,right,D. Sabonis driving Layup (2 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.94,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M51.00S,2024-12-04T03:11:29.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,20.581471747700395,51.225490196078425,1610612745,2,4,2024-12-04T03:11:34Z,140000,False,-6.0,141.0,1,left,J. Green 14' pullup Jump Shot (2 PTS),[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,8-16 Center,14.11,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M32.00S,2024-12-04T03:11:48.4Z,1,REGULAR,3pt,Jump Shot,[],1628368,92.59198423127464,3.1862745098039214,1610612758,2,4,2024-12-04T03:11:53Z,150000,False,-234.0,17.0,1,right,MISS D. Fox 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2024-12-04T03:11:51.4Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,2,4,2024-12-04T03:11:53Z,160000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M25.00S,2024-12-04T03:11:56.8Z,1,REGULAR,turnover,lost ball,[],1630224,,,1610612745,2,4,2024-12-04T04:25:20Z,170000,False,,,0,,J. Green lost ball TURNOVER (1 TO),"[1630224, 1628368]",1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Fox,1628368.0,,,,,,,
