actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
265,PT07M03.00S,2024-10-29T02:59:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628989,5.863994743758213,52.94117647058824,1610612758,35,30,2024-10-29T02:59:43Z,2560000,False,-15.0,3.0,1,left,K. Huerter running Layup (8 PTS) (D. DeRozan 1 AST),"[1628989, 201942]",1610612758.0,SAC,running,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,8.0,D. DeRozan,201942.0,1.0,,,,,,
267,PT06M46.00S,2024-10-29T02:59:56.1Z,2,REGULAR,foul,offensive,[],1630703,,,1610612757,35,30,2024-10-29T03:00:06Z,2580000,False,,,0,,S. Henderson charge offensive FOUL (3 PF),"[1630703, 1626168]",1610612757.0,POR,charge,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,3.0,0.0,Lyles,1626168.0,,
269,PT06M46.00S,2024-10-29T02:59:56.1Z,2,REGULAR,turnover,offensive foul,[],1630703,,,1610612757,35,30,2024-10-29T02:59:56Z,2600000,False,,,0,,S. Henderson offensive foul TURNOVER (1 TO),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,200834.0,,,,,,,,,,
270,PT06M46.00S,2024-10-29T03:00:08.5Z,2,REGULAR,substitution,out,[],1630703,,,1610612758,35,30,2024-10-29T03:00:27Z,2610000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M46.00S,2024-10-29T03:00:08.5Z,2,REGULAR,substitution,in,[],203924,,,1610612758,35,30,2024-10-29T03:00:27Z,2620000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M46.00S,2024-10-29T03:00:08.5Z,2,REGULAR,substitution,out,[],1626168,,,1610612758,35,30,2024-10-29T03:00:43Z,2625000,False,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M46.00S,2024-10-29T03:00:08.5Z,2,REGULAR,substitution,in,[],1631165,,,1610612758,35,30,2024-10-29T03:00:43Z,2627500,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M35.00S,2024-10-29T03:00:32.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,6.652431011826544,94.85294117647058,1610612758,38,30,2024-10-29T03:00:46Z,2630000,False,-224.0,10.0,1,left,K. Ellis 3PT  (3 PTS) (J. McLaughlin 1 AST),"[1631165, 1629162]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,,,,,3.0,J. McLaughlin,1629162.0,1.0,,,,,,
277,PT06M23.00S,2024-10-29T03:01:01.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629162,,,1610612757,38,30,2024-10-29T03:01:10Z,2660000,False,,,0,,J. McLaughlin defensive-3-second technical FOUL (1 Tech),[1629162],1610612758.0,SAC,defensive-3-second,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,1.0,1.0,,,,
278,PT06M23.00S,2024-10-29T03:01:11.6Z,2,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,38,30,2024-10-29T03:01:11Z,2670000,False,,,0,,MISS A. Simons technical Free Throw 1 of 1,[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT06M23.00S,2024-10-29T03:01:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,38,30,2024-10-29T03:01:11Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,,,,
280,PT06M17.00S,2024-10-29T03:01:29.8Z,2,REGULAR,3pt,Jump Shot,[],203924,76.5604467805519,13.23529411764706,1610612757,38,30,2024-10-29T03:01:38Z,2690000,False,-184.0,168.0,1,right,MISS J. Grant 24' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,24.89,Missed,,,,,,,,,,,,,,,,,,
281,PT06M12.00S,2024-10-29T03:01:34.8Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,38,30,2024-10-29T03:01:38Z,2700000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,280.0,7.0,5.0,2.0,,,,,,,,,,,,,,
282,PT06M05.00S,2024-10-29T03:01:42.2Z,2,REGULAR,3pt,Jump Shot,[],1628989,29.77989487516426,26.47058823529412,1610612758,38,30,2024-10-29T03:01:47Z,2710000,False,118.0,227.0,1,left,MISS K. Huerter 25' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,,,,,,,,,,,,,,,,,
283,PT06M03.00S,2024-10-29T03:01:44.2Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,38,30,2024-10-29T03:01:47Z,2720000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT05M53.00S,2024-10-29T03:01:54.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,86.5473061760841,51.470588235294116,1610612757,38,32,2024-10-29T03:02:00Z,2730000,False,7.0,74.0,1,right,D. Ayton 7' Hook (8 PTS) (J. Grant 1 AST),"[1629028, 203924]",1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.44,Made,,,,,,,,,8.0,J. Grant,203924.0,1.0,,,,,,
286,PT05M42.00S,2024-10-29T03:02:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612758,38,32,2024-10-29T03:02:20Z,2750000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630166, 201942]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,DeRozan,201942.0,,
288,PT05M42.00S,2024-10-29T03:02:35.8Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,39,32,2024-10-29T03:02:35Z,2770000,False,,,0,,D. DeRozan Free Throw 1 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,12.0,,,,,,,,,
289,PT05M42.00S,2024-10-29T03:02:40.0Z,2,REGULAR,substitution,out,[],1629162,,,1610612758,39,32,2024-10-29T03:02:43Z,2780000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT05M42.00S,2024-10-29T03:02:40.0Z,2,REGULAR,substitution,in,[],1628368,,,1610612758,39,32,2024-10-29T03:02:43Z,2790000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M42.00S,2024-10-29T03:02:57.8Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,40,32,2024-10-29T03:02:57Z,2800000,False,,,0,,D. DeRozan Free Throw 2 of 2 (13 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,13.0,,,,,,,,,
293,PT05M19.00S,2024-10-29T03:03:21.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.72339027595268,46.81372549019608,1610612757,40,34,2024-10-29T03:15:16Z,2810000,False,-16.0,16.0,1,right,D. Avdija Layup (4 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,,,,,4.0,,,,,,,,,
294,PT05M10.00S,2024-10-29T03:03:30.4Z,2,REGULAR,2pt,Jump Shot,[],201942,26.62614980289093,60.29411764705882,1610612758,42,34,2024-10-29T03:03:40Z,2820000,False,-51.0,198.0,1,left,D. DeRozan 20' pullup Jump Shot (15 PTS) (D. Fox 1 AST),"[201942, 1628368]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,20.44,Made,,,,,,,,,15.0,D. Fox,1628368.0,1.0,,,,,,
296,PT04M52.00S,2024-10-29T03:03:48.1Z,2,REGULAR,3pt,Jump Shot,[],1631200,92.06636005256242,96.32352941176471,1610612757,42,34,2024-10-29T03:03:54Z,2840000,False,232.0,22.0,1,right,MISS K. Murray 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Right Corner 3,24+ Right,23.27,Missed,,,,,,,,,,,,,,,,,,
297,PT04M48.00S,2024-10-29T03:03:52.1Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,42,34,2024-10-29T03:03:54Z,2850000,False,,,0,,D. Fox REBOUND (Off:0 Def:3),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,296.0,3.0,3.0,0.0,,,,,,,,,,,,,,
298,PT04M43.00S,2024-10-29T03:04:05.2Z,2,REGULAR,turnover,offensive-kicked-ball,[],1628368,,,1610612758,42,34,2024-10-29T03:04:26Z,2860000,False,,,0,,D. Fox offensive-kicked-ball TURNOVER (2 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,,,,,,,,,
300,PT04M43.00S,2024-10-29T03:04:21.5Z,2,REGULAR,substitution,out,[],201942,,,1610612757,42,34,2024-10-29T03:04:24Z,2880000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M43.00S,2024-10-29T03:04:21.5Z,2,REGULAR,substitution,in,[],1631099,,,1610612757,42,34,2024-10-29T03:04:24Z,2890000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M29.00S,2024-10-29T03:04:36.2Z,2,REGULAR,turnover,out-of-bounds,[],1631200,,,1610612757,42,34,2024-10-29T03:04:50Z,2900000,False,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631200],1610612757.0,POR,bad pass,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,,,1.0,,,200834.0,,,,,,,,,,
303,PT04M24.00S,2024-10-29T03:04:43.7Z,2,REGULAR,turnover,bad pass,[],1628368,,,1610612758,42,34,2024-10-29T03:04:53Z,2910000,False,,,0,,D. Fox bad pass TURNOVER (3 TO),"[1628368, 1630166]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,3.0,Avdija,1630166.0,,,,,,,,,,,
304,PT04M24.00S,2024-10-29T03:04:43.7Z,2,REGULAR,steal,,[],1630166,,,1610612757,42,34,2024-10-29T03:22:37Z,2920000,False,,,0,,D. Avdija STEAL (1 STL),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
305,PT04M10.00S,2024-10-29T03:04:57.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631200,93.51182654402102,51.71568627450981,1610612757,42,36,2024-10-29T03:05:06Z,2930000,False,9.0,8.0,1,right,K. Murray driving Layup (4 PTS),[1631200],1610612757.0,POR,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,,4.0,,,,,,,,,
306,PT03M47.00S,2024-10-29T03:05:19.5Z,2,REGULAR,3pt,Jump Shot,[],1628989,27.677398160315374,77.69607843137256,1610612758,42,36,2024-10-29T03:05:27Z,2940000,False,-138.0,208.0,1,left,MISS K. Huerter 24' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
307,PT03M42.00S,2024-10-29T03:05:24.5Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,42,36,2024-10-29T03:05:27Z,2950000,False,,,0,,J. Grant REBOUND (Off:0 Def:4),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,,
308,PT03M39.00S,2024-10-29T03:05:30.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612757,42,36,2024-10-29T03:05:37Z,2960000,False,,,0,,K. Huerter shooting personal FOUL (2 PF) (Simons 2 FT),"[1628989, 1629014]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627962.0,,,,,2.0,0.0,Simons,1629014.0,,
310,PT03M39.00S,2024-10-29T03:05:52.8Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,42,37,2024-10-29T03:05:52Z,2980000,False,,,0,,A. Simons Free Throw 1 of 2 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
311,PT03M39.00S,2024-10-29T03:05:59.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,42,37,2024-10-29T03:05:59Z,2990000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT03M39.00S,2024-10-29T03:06:01.5Z,2,REGULAR,substitution,out,[],1631099,,,1610612757,42,37,2024-10-29T03:09:03Z,3000000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT03M39.00S,2024-10-29T03:06:01.5Z,2,REGULAR,substitution,in,[],201942,,,1610612757,42,37,2024-10-29T03:09:03Z,3010000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT03M39.00S,2024-10-29T03:09:26.4Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,42,38,2024-10-29T03:09:26Z,3020000,False,,,0,,A. Simons Free Throw 2 of 2 (6 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
315,PT03M20.00S,2024-10-29T03:09:47.7Z,2,REGULAR,2pt,Jump Shot,[],201942,6.389618922470433,75.49019607843137,1610612758,44,38,2024-10-29T03:21:55Z,3030000,False,-127.0,8.0,1,left,D. DeRozan 12' turnaround fadeaway Jump Shot (17 PTS) (K. Huerter 3 AST),"[201942, 1628989]",1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,12.77,Made,,,,,,,,,17.0,K. Huerter,1628989.0,3.0,,,,,,
317,PT03M07.00S,2024-10-29T03:10:03.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612757,44,38,2024-10-29T03:10:19Z,3050000,False,,,0,,D. Sabonis shooting personal FOUL (2 PF) (Avdija 2 FT),"[1627734, 1630166]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200834.0,,,,,2.0,0.0,Avdija,1630166.0,,
319,PT03M07.00S,2024-10-29T03:10:32.6Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,44,39,2024-10-29T03:10:32Z,3070000,False,,,0,,D. Avdija Free Throw 1 of 2 (5 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
320,PT03M07.00S,2024-10-29T03:10:32.6Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,44,39,2024-10-29T03:10:49Z,3080000,False,,,0,,MISS D. Avdija Free Throw 2 of 2,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
321,PT03M04.00S,2024-10-29T03:10:35.6Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,44,39,2024-10-29T03:10:49Z,3090000,False,,,0,,K. Ellis REBOUND (Off:1 Def:2),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,320.0,3.0,2.0,1.0,,,,,,,,,,,,,,
322,PT02M52.00S,2024-10-29T03:11:00.1Z,2,REGULAR,3pt,Jump Shot,[],1628368,23.209592641261498,12.745098039215685,1610612758,47,39,2024-10-29T03:11:05Z,3100000,False,186.0,166.0,1,left,D. Fox 24' 3PT  (9 PTS) (D. Sabonis 2 AST),"[1628368, 1627734]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,24.93,Made,,,,,,,,,9.0,D. Sabonis,1627734.0,2.0,,,,,,
324,PT02M37.00S,2024-10-29T03:11:16.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628989,,,1610612757,47,39,2024-10-29T03:11:32Z,3120000,False,,,0,,K. Huerter shooting personal FOUL (3 PF) (Avdija 2 FT),"[1628989, 1630166]",1610612758.0,SAC,shooting,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627962.0,,,,,3.0,0.0,Avdija,1630166.0,,
326,PT02M37.00S,2024-10-29T03:11:48.6Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612757,47,40,2024-10-29T03:11:48Z,3140000,False,,,0,,D. Avdija Free Throw 1 of 2 (6 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,6.0,,,,,,,,,
327,PT02M37.00S,2024-10-29T03:11:49.6Z,2,REGULAR,substitution,out,[],1628989,,,1610612757,47,40,2024-10-29T03:11:56Z,3150000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M37.00S,2024-10-29T03:11:49.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612757,47,40,2024-10-29T03:11:56Z,3160000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M37.00S,2024-10-29T03:12:03.8Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612757,47,41,2024-10-29T03:12:03Z,3170000,False,,,0,,D. Avdija Free Throw 2 of 2 (7 PTS),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,,,,,7.0,,,,,,,,,
332,PT02M19.00S,2024-10-29T03:12:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,7.835085413929041,56.86274509803921,1610612758,47,41,2024-10-29T03:12:34Z,3180000,False,-34.0,21.0,1,left,MISS D. Fox driving Layup - blocked,"[1628368, 203924]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,4.03,Missed,,,,,,,,,,,,,,,,,Grant,203924.0
333,PT02M19.00S,2024-10-29T03:12:22.3Z,2,REGULAR,block,,[],203924,,,1610612758,47,41,2024-10-29T03:12:24Z,3190000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
334,PT02M19.00S,2024-10-29T03:12:22.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,47,41,2024-10-29T03:12:34Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,332.0,,,,,,,,,,,,,,,,,
336,PT02M16.00S,2024-10-29T03:12:37.7Z,2,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,47,41,2024-10-29T03:12:53Z,3220000,False,,,0,,D. Sabonis offensive FOUL (3 PF),"[1627734, 203924]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627962.0,,,,,3.0,0.0,Grant,203924.0,,
338,PT02M16.00S,2024-10-29T03:12:37.7Z,2,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,47,41,2024-10-29T03:12:37Z,3240000,False,,,0,,D. Sabonis offensive foul TURNOVER (2 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,,,,,,,2.0,,,1627962.0,,,,,,,,,,
339,PT01M59.00S,2024-10-29T03:13:07.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,92.72339027595268,45.588235294117645,1610612757,47,43,2024-10-29T03:13:14Z,3250000,False,-22.0,16.0,1,right,J. Grant driving Layup (4 PTS) (D. Avdija 1 AST),"[203924, 1630166]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,2.72,Made,,,,,,,,,4.0,D. Avdija,1630166.0,1.0,,,,,,
341,PT01M49.00S,2024-10-29T03:13:18.0Z,2,REGULAR,3pt,Jump Shot,[],1628368,26.757555847568987,19.607843137254903,1610612758,47,43,2024-10-29T03:13:22Z,3270000,False,152.0,199.0,1,left,MISS D. Fox 25' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
342,PT01M47.00S,2024-10-29T03:13:20.0Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,47,43,2024-10-29T03:13:22Z,3280000,False,,,0,,J. Grant REBOUND (Off:0 Def:5),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,341.0,5.0,5.0,0.0,,,,,,,,,,,,,,
368,PT01M40.00S,2024-10-29T03:13:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,85.75886990801577,59.80392156862745,1610612757,47,43,2024-10-29T03:20:42Z,3305000,False,49.0,81.0,1,right,MISS J. Grant 9' driving Layup - blocked,"[203924, 1628370]",1610612757.0,POR,driving,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,Monk,1628370.0
369,PT01M40.00S,2024-10-29T03:13:41.9Z,2,REGULAR,block,,[],1628370,,,1610612757,47,43,2024-10-29T03:20:42Z,3307500,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
370,PT01M40.00S,2024-10-29T03:13:41.9Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,47,43,2024-10-29T03:20:42Z,3308750,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,,,368.0,1.0,1.0,0.0,,,,,,,,,,,,,,
345,PT01M40.00S,2024-10-29T03:13:51.8Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612758,47,43,2024-10-29T03:20:42Z,3310000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT01M40.00S,2024-10-29T03:14:12.3Z,2,REGULAR,substitution,out,[],1627734,,,1610612758,47,43,2024-10-29T03:20:42Z,3330000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT01M40.00S,2024-10-29T03:14:12.3Z,2,REGULAR,substitution,in,[],1626168,,,1610612758,47,43,2024-10-29T03:20:42Z,3340000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT01M32.00S,2024-10-29T03:18:26.5Z,2,REGULAR,3pt,Jump Shot,[],1631165,21.632720105124836,88.97058823529412,1610612758,47,43,2024-10-29T03:18:41Z,3350000,False,-195.0,151.0,1,left,MISS K. Ellis 24' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
350,PT01M27.00S,2024-10-29T03:18:30.8Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612757,47,43,2024-10-29T03:18:30Z,3360000,False,,,0,,D. Ayton REBOUND (Off:2 Def:3),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,349.0,5.0,3.0,2.0,,,,,,,,,,,,,,
351,PT01M08.00S,2024-10-29T03:18:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.59198423127464,50.73529411764706,1610612757,47,43,2024-10-29T03:18:56Z,3370000,False,4.0,17.0,1,right,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.75,Missed,,,,,,,,,,,,,,,,,,
352,PT01M05.00S,2024-10-29T03:18:53.0Z,2,REGULAR,rebound,offensive,[],1631200,,,1610612757,47,43,2024-10-29T03:18:56Z,3380000,False,,,0,,K. Murray REBOUND (Off:2 Def:0),[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,351.0,2.0,0.0,2.0,,,,,,,,,,,,,,
353,PT01M05.00S,2024-10-29T03:18:53.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,94.40999984741211,50.0,1610612757,47,43,2024-10-29T03:18:53Z,3390000,False,0.0,0.0,1,right,MISS K. Murray tip Layup,[1631200],1610612757.0,POR,tip,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
354,PT01M04.00S,2024-10-29T03:18:54.1Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612758,47,43,2024-10-29T03:18:54Z,3400000,False,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Left,,,353.0,2.0,2.0,0.0,,,,,,,,,,,,,,
