actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-17T03:10:11.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-17T03:10:11Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-17T03:10:14.6Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612743,0,0,2024-12-17T03:10:14Z,40000,False,,,0,,Jump Ball N. Jokić vs. D. Sabonis: Tip to R. Westbrook,"[201566, 203999, 1627734]",1610612743.0,DEN,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Jokić,203999.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2024-12-17T03:10:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,94.1688567674113,47.05882352941176,1610612743,0,0,2024-12-17T03:11:14Z,70000,False,-15.0,2.0,1,right,MISS R. Westbrook cutting Layup - blocked,"[201566, 1628370]",1610612743.0,DEN,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.49,Missed,Monk,1628370.0,,,,,,,,,,,,,,,,
8,PT11M47.00S,2024-12-17T03:10:25.8Z,1,REGULAR,block,,[],1628370,,,1610612743,0,0,2024-12-17T03:10:28Z,80000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M46.00S,2024-12-17T03:10:26.8Z,1,REGULAR,rebound,offensive,[],201566,,,1610612743,0,0,2024-12-17T03:11:14Z,90000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:0),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,
10,PT11M45.00S,2024-12-17T03:10:34.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,92.85479632063075,44.85294117647059,1610612743,0,2,2024-12-17T03:11:28Z,100000,False,-26.0,15.0,1,right,R. Westbrook putback Layup (2 PTS),[201566],1610612743.0,DEN,putback,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,2.0,,,,,,,,,,,
11,PT11M25.00S,2024-12-17T03:10:45.1Z,1,REGULAR,2pt,Hook,[],1627734,7.046649145860711,68.87254901960785,1610612758,2,2,2024-12-17T03:12:12Z,110000,False,-94.0,14.0,1,left,D. Sabonis 9' Hook (2 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Left,9.54,Made,,,,,,,2.0,M. Monk,1628370.0,1.0,,,,,,,,
13,PT11M10.00S,2024-12-17T03:11:00.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,67.36202365308804,51.470588235294116,1610612743,2,5,2024-12-17T03:11:06Z,130000,False,7.0,254.0,1,right,M. Porter Jr. 25' 3PT  (3 PTS) (A. Gordon 1 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.44,Made,,,,,,,3.0,A. Gordon,203932.0,1.0,,,,,,,,
15,PT10M55.00S,2024-12-17T03:11:17.2Z,1,REGULAR,2pt,Jump Shot,[],1628370,27.414586070959263,61.51960784313726,1610612758,2,5,2024-12-17T03:13:13Z,150000,False,-58.0,205.0,1,left,MISS M. Monk 21' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,16-24 Center,21.31,Missed,,,,,,,,,,,,,,,,,,
16,PT10M52.00S,2024-12-17T03:11:20.2Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,2,5,2024-12-17T03:13:57Z,160000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:0),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Center,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
