actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
91,PT03M41.00S,2024-11-16T03:30:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,11.908672798948752,50.49019607843137,1610612750,18,25,2024-11-16T03:32:39Z,900000,False,-2.0,59.0,1,left,N. Reid driving finger roll Layup (2 PTS) (J. McDaniels 2 AST),"[1629675, 1630183]",1610612750.0,MIN,driving finger roll,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.95,Made,,2.0,,,,,,,J. McDaniels,1630183.0,2.0,,
93,PT03M27.00S,2024-11-16T03:30:17.3Z,1,REGULAR,3pt,Jump Shot,[],1629162,74.45795006570303,87.00980392156863,1610612758,18,25,2024-11-16T03:30:21Z,920000,False,185.0,188.0,1,right,MISS J. McLaughlin 26' 3PT,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,Above the Break 3,24+ Right Center,,,,,,26.35,Missed,,,,,,,,,,,,,
94,PT03M25.00S,2024-11-16T03:30:19.3Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,18,25,2024-11-16T03:30:21Z,930000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,,,,,,93.0,,1.0,1.0,0.0,,,,,,,,
95,PT03M15.00S,2024-11-16T03:30:33.3Z,1,REGULAR,foul,offensive,[],1630162,,,1610612750,18,25,2024-11-16T03:30:57Z,940000,False,,,0,,A. Edwards charge offensive FOUL (2 PF),"[1630162, 1629162]",1610612750.0,MIN,charge,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,1630886.0,2.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,
97,PT03M15.00S,2024-11-16T03:30:33.3Z,1,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,18,25,2024-11-16T03:30:57Z,960000,False,,,0,,A. Edwards offensive foul TURNOVER (1 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Right,1630886.0,,,,,,,,,,,,1.0,,,,,,,
98,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,out,[],1629162,,,1610612758,18,25,2024-11-16T03:31:30Z,970000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,out,[],1628989,,,1610612758,18,25,2024-11-16T03:31:30Z,980000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,18,25,2024-11-16T03:31:30Z,990000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612758,18,25,2024-11-16T03:31:30Z,1000000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,in,[],203926,,,1610612758,18,25,2024-11-16T03:31:30Z,1020000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,18,25,2024-11-16T03:31:30Z,1030000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,in,[],1631099,,,1610612758,18,25,2024-11-16T03:31:30Z,1040000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,in,[],1642265,,,1610612758,18,25,2024-11-16T03:31:30Z,1050000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612758,18,25,2024-11-16T03:31:30Z,1060000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M15.00S,2024-11-16T03:30:47.5Z,1,REGULAR,substitution,out,[],1630183,,,1610612758,18,25,2024-11-16T03:31:51Z,1065000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M58.00S,2024-11-16T03:31:31.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,71.17279894875165,24.019607843137255,1610612758,18,25,2024-11-16T03:31:34Z,1070000,False,-130.0,218.0,1,right,MISS T. Lyles 25' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,25.42,Missed,,,,,,,,,,,,,
109,PT02M56.00S,2024-11-16T03:31:33.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,18,25,2024-11-16T03:31:34Z,1080000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,,,108.0,,1.0,1.0,0.0,,,,,,,,
110,PT02M45.00S,2024-11-16T03:31:45.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,30.831143232588698,68.62745098039215,1610612750,18,25,2024-11-16T03:31:54Z,1090000,False,-93.0,237.0,1,left,MISS D. DiVincenzo 25' 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,25.49,Missed,,,,,,,,,,,,,
111,PT02M43.00S,2024-11-16T03:31:47.1Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612758,18,25,2024-11-16T04:12:45Z,1100000,False,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,110.0,,1.0,1.0,0.0,,,,,,,,
113,PT02M36.00S,2024-11-16T03:31:55.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.81011826544021,52.20588235294118,1610612758,20,25,2024-11-16T04:12:40Z,1110000,False,11.0,71.0,1,right,D. Fox 7' driving floating Jump Shot (9 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.23,Made,,9.0,,,,,,,,,,,
114,PT02M16.00S,2024-11-16T03:32:12.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,10.5946123521682,49.50980392156863,1610612750,20,27,2024-11-16T03:35:17Z,1120000,False,2.0,47.0,1,left,N. Reid driving Hook (4 PTS),[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.72,Made,,4.0,,,,,,,,,,,
115,PT02M01.00S,2024-11-16T03:32:27.7Z,1,REGULAR,3pt,Jump Shot,[],1631099,76.42904073587385,88.97058823529412,1610612758,20,27,2024-11-16T03:36:04Z,1130000,False,195.0,169.0,1,right,MISS K. Murray 25' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,25.8,Missed,,,,,,,,,,,,,
116,PT01M58.00S,2024-11-16T03:32:30.7Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,20,27,2024-11-16T03:32:32Z,1140000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,115.0,,1.0,0.0,1.0,,,,,,,,
117,PT01M56.00S,2024-11-16T03:32:36.4Z,1,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612758,20,27,2024-11-16T03:32:50Z,1150000,False,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Lyles 2 FT),"[1629638, 1626168]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,,,
119,PT01M56.00S,2024-11-16T03:33:04.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626168,,,1610612758,21,27,2024-11-16T03:33:04Z,1170000,False,,,0,,T. Lyles Free Throw 1 of 2 (4 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,
120,PT01M56.00S,2024-11-16T03:33:21.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626168,,,1610612758,22,27,2024-11-16T03:33:21Z,1180000,False,,,0,,T. Lyles Free Throw 2 of 2 (5 PTS),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,Made,,5.0,,,,,,,,,,,
121,PT01M36.00S,2024-11-16T03:33:44.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,9.806176084099869,65.68627450980392,1610612750,22,27,2024-11-16T03:37:22Z,1190000,False,-78.0,40.0,1,left,MISS J. Randle 8' turnaround bank Shot,[203944],1610612750.0,MIN,turnaround bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,8.79,Missed,,,,,,,,,,,,,
122,PT01M34.00S,2024-11-16T03:33:46.0Z,1,REGULAR,rebound,defensive,[],203926,,,1610612758,22,27,2024-11-16T03:37:22Z,1200000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,121.0,,1.0,1.0,0.0,,,,,,,,
123,PT01M28.00S,2024-11-16T03:33:51.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,72.35545335085413,21.07843137254902,1610612758,22,27,2024-11-16T03:37:49Z,1210000,False,-145.0,207.0,1,right,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,25.28,Missed,,,,,,,,,,,,,
124,PT01M26.00S,2024-11-16T03:33:53.9Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,22,27,2024-11-16T03:37:49Z,1220000,False,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,,,,,,,,123.0,,2.0,2.0,0.0,,,,,,,,
125,PT01M11.00S,2024-11-16T03:34:08.5Z,1,REGULAR,2pt,Layup,[],1629675,6.783837056504599,67.40196078431373,1610612750,22,27,2024-11-16T03:38:18Z,1230000,False,-87.0,11.0,1,left,MISS N. Reid 8' driving Layup,[1629675],1610612750.0,MIN,driving,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,8.77,Missed,,,,,,,,,,,,,
126,PT01M09.00S,2024-11-16T03:34:10.5Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,22,27,2024-11-16T03:38:18Z,1240000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,,125.0,,3.0,2.0,1.0,,,,,,,,
127,PT01M08.00S,2024-11-16T03:34:11.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629675,7.5722733245729295,66.42156862745098,1610612750,22,29,2024-11-16T03:38:22Z,1250000,False,-82.0,19.0,1,left,N. Reid 8' floating Jump Shot (6 PTS),[1629675],1610612750.0,MIN,floating,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,8.42,Made,,6.0,,,,,,,,,,,
128,PT00M54.90S,2024-11-16T03:34:24.0Z,1,REGULAR,3pt,Jump Shot,[],1631165,93.38042049934296,4.411764705882353,1610612758,25,29,2024-11-16T03:34:30Z,1260000,False,-228.0,10.0,1,right,K. Ellis 3PT  (3 PTS) (D. Fox 1 AST),"[1631165, 1628368]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,22.81,Made,,3.0,,,,,,,D. Fox,1628368.0,1.0,,
130,PT00M44.80S,2024-11-16T03:34:37.3Z,1,REGULAR,3pt,Jump Shot,[],203944,25.969119579500656,82.35294117647058,1610612750,25,29,2024-11-16T03:34:41Z,1280000,False,-162.0,192.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,,,,25.08,Missed,,,,,,,,,,,,,
131,PT00M41.90S,2024-11-16T03:34:40.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,25,29,2024-11-16T03:34:41Z,1290000,False,,,0,,K. Murray REBOUND (Off:1 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,130.0,,2.0,1.0,1.0,,,,,,,,
132,PT00M36.40S,2024-11-16T03:34:45.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631165,95.22010512483574,4.6568627450980395,1610612758,25,29,2024-11-16T03:38:58Z,1300000,False,-227.0,-8.0,1,right,MISS K. Ellis running 3PT,[1631165],1610612758.0,SAC,running,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,,,,22.68,Missed,,,,,,,,,,,,,
133,PT00M34.80S,2024-11-16T03:34:47.3Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612750,25,29,2024-11-16T03:39:15Z,1310000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,,,,,,132.0,,1.0,1.0,0.0,,,,,,,,
134,PT00M22.50S,2024-11-16T03:34:59.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612750,25,29,2024-11-16T03:35:06Z,1320000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1631165]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Ellis,1631165.0,,,,,
135,PT00M22.50S,2024-11-16T03:34:59.6Z,1,REGULAR,steal,,[],1631165,,,1610612758,25,29,2024-11-16T03:35:02Z,1330000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
136,PT00M19.00S,2024-11-16T03:35:04.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203926,92.32917214191852,43.872549019607845,1610612758,25,29,2024-11-16T03:39:48Z,1340000,False,-31.0,20.0,1,right,MISS D. McDermott running Layup,[203926],1610612758.0,SAC,running,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,,3.63,Missed,,,,,,,,,,,,,
137,PT00M18.00S,2024-11-16T03:35:05.7Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,25,29,2024-11-16T03:39:48Z,1350000,False,,,0,,K. Murray REBOUND (Off:2 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,136.0,,3.0,1.0,2.0,,,,,,,,
138,PT00M18.00S,2024-11-16T03:35:09.7Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631099,94.40999984741211,50.0,1610612758,27,29,2024-11-16T03:39:56Z,1360000,False,0.0,0.0,1,right,K. Murray tip DUNK (4 PTS),[1631099],1610612758.0,SAC,tip,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,0.0,Made,,4.0,,,,,,,,,,,
139,PT00M00.00S,2024-11-16T03:35:25.4Z,1,REGULAR,3pt,Jump Shot,[],203944,32.40801576872536,42.8921568627451,1610612750,27,32,2024-11-16T03:40:22Z,1370000,False,36.0,252.0,1,left,J. Randle 25' 3PT pullup (5 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,pullup,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,25.46,Made,,5.0,,,,,,,D. DiVincenzo,1628978.0,1.0,,
142,PT00M00.00S,2024-11-16T03:37:34.2Z,1,REGULAR,period,end,[],0,,,1610612758,27,32,2024-11-16T03:37:34Z,1400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612758,27,32,2024-11-16T03:38:20Z,1410000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612758,27,32,2024-11-16T03:38:20Z,1420000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,out,['startperiod'],1642265,,,1610612758,27,32,2024-11-16T03:38:20Z,1430000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,in,['startperiod'],1629162,,,1610612758,27,32,2024-11-16T03:38:20Z,1440000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612758,27,32,2024-11-16T03:38:20Z,1450000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2024-11-16T03:37:36.9Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612758,27,32,2024-11-16T03:38:20Z,1460000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2024-11-16T03:38:12.9Z,2,REGULAR,period,start,[],0,,,1610612750,27,32,2024-11-16T03:38:21Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M39.00S,2024-11-16T03:38:33.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,21.76412614980289,10.294117647058822,1610612750,27,35,2024-11-16T03:38:37Z,1480000,False,199.0,152.0,1,left,D. DiVincenzo 25' 3PT  (3 PTS) (R. Gobert 2 AST),"[1628978, 203497]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,25.01,Made,,3.0,,,,,,,R. Gobert,203497.0,2.0,,
152,PT11M21.00S,2024-11-16T03:38:52.9Z,2,REGULAR,3pt,Jump Shot,[],1631099,94.30026281208936,4.6568627450980395,1610612758,27,35,2024-11-16T03:41:07Z,1500000,False,-227.0,1.0,1,right,MISS K. Murray 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,,,,22.67,Missed,,,,,,,,,,,,,
153,PT11M19.00S,2024-11-16T03:38:54.9Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,27,35,2024-11-16T03:41:07Z,1510000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,,,,,,,,152.0,,2.0,2.0,0.0,,,,,,,,
154,PT11M09.00S,2024-11-16T03:39:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,8.623521681997373,52.94117647058824,1610612750,27,35,2024-11-16T03:41:47Z,1520000,False,-15.0,29.0,1,left,MISS N. Reid turnaround Shot,[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,3.22,Missed,,,,,,,,,,,,,
155,PT11M07.00S,2024-11-16T03:39:08.2Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,27,35,2024-11-16T03:41:47Z,1530000,False,,,0,,K. Murray REBOUND (Off:2 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,154.0,,4.0,2.0,2.0,,,,,,,,
156,PT10M57.00S,2024-11-16T03:39:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,86.41590013140605,37.254901960784316,1610612758,29,35,2024-11-16T03:42:13Z,1540000,False,-64.0,75.0,1,right,D. Fox 9' turnaround Jump Shot (11 PTS),[1628368],1610612758.0,SAC,turnaround,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Left,,,,,,9.86,Made,,11.0,,,,,,,,,,,
157,PT10M39.00S,2024-11-16T03:39:32.2Z,2,REGULAR,3pt,Jump Shot,[],1629638,25.706307490144546,15.196078431372548,1610612750,29,38,2024-11-16T03:39:41Z,1550000,False,174.0,189.0,1,left,N. Alexander-Walker 25' 3PT  (3 PTS) (N. Reid 1 AST),"[1629638, 1629675]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,,,,,,25.7,Made,,3.0,,,,,,,N. Reid,1629675.0,1.0,,
159,PT10M17.00S,2024-11-16T03:39:56.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,84.1819973718791,35.78431372549019,1610612758,29,38,2024-11-16T03:42:51Z,1570000,False,-71.0,96.0,1,right,MISS K. Murray 11' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,11.96,Missed,,,,,,,,,,,,,
160,PT10M14.00S,2024-11-16T03:39:59.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,29,38,2024-11-16T03:42:51Z,1580000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,159.0,,3.0,3.0,0.0,,,,,,,,
161,PT10M01.00S,2024-11-16T03:40:10.8Z,2,REGULAR,3pt,Jump Shot,[],201144,4.812746386333772,2.941176470588235,1610612750,29,38,2024-11-16T03:40:24Z,1590000,False,235.0,-7.0,1,left,MISS M. Conley 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Right Corner 3,24+ Right,,,,,,23.54,Missed,,,,,,,,,,,,,
162,PT09M58.00S,2024-11-16T03:40:13.8Z,2,REGULAR,rebound,defensive,[],203926,,,1610612758,29,38,2024-11-16T03:40:24Z,1600000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,,,,,,,,161.0,,2.0,2.0,0.0,,,,,,,,
163,PT09M51.00S,2024-11-16T03:40:20.7Z,2,REGULAR,3pt,Jump Shot,[],203926,74.58935611038108,86.51960784313727,1610612758,32,38,2024-11-16T03:40:25Z,1610000,False,183.0,186.0,1,right,D. McDermott 26' 3PT  (3 PTS) (J. McLaughlin 1 AST),"[203926, 1629162]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,26.09,Made,,3.0,,,,,,,J. McLaughlin,1629162.0,1.0,,
165,PT09M31.00S,2024-11-16T03:40:40.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,8.886333771353483,58.08823529411765,1610612750,32,40,2024-11-16T03:43:51Z,1630000,False,-40.0,31.0,1,left,N. Reid turnaround Jump Shot (8 PTS),[1629675],1610612750.0,MIN,turnaround,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.09,Made,,8.0,,,,,,,,,,,
166,PT09M23.00S,2024-11-16T03:40:50.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,89.70105124835742,38.970588235294116,1610612758,32,40,2024-11-16T03:44:46Z,1640000,False,-55.0,44.0,1,right,MISS D. Fox 7' driving Layup - blocked,"[1628368, 203497]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.07,Missed,,,,,,,,,,,,Gobert,203497.0
167,PT09M23.00S,2024-11-16T03:40:50.9Z,2,REGULAR,block,,[],203497,,,1610612758,32,40,2024-11-16T03:40:53Z,1650000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT09M21.00S,2024-11-16T03:40:52.9Z,2,REGULAR,rebound,offensive,[],1628368,,,1610612758,32,40,2024-11-16T03:44:46Z,1660000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,166.0,,2.0,1.0,1.0,,,,,,,,
169,PT09M20.00S,2024-11-16T03:40:55.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628368,91.5407358738502,46.32352941176471,1610612758,34,40,2024-11-16T03:44:54Z,1670000,False,-18.0,27.0,1,right,D. Fox putback Layup (13 PTS),[1628368],1610612758.0,SAC,putback,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,3.27,Made,,13.0,,,,,,,,,,,
