actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-21T23:10:13.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-21T23:10:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-21T23:10:18.6Z,1,REGULAR,jumpball,recovered,[],203076,,,1610612747,0,0,2024-12-21T23:10:18Z,40000,False,,,0,,Jump Ball A. Reaves vs. D. Sabonis: Tip to A. Davis,"[203076, 1630559, 1627734]",1610612747.0,LAL,startperiod,A. Davis,203076.0,Davis,A. Davis,Reaves,1630559.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2024-12-21T23:10:35.9Z,1,REGULAR,2pt,Jump Shot,[],203076,91.40932982917214,26.225490196078432,1610612747,0,0,2024-12-21T23:11:14Z,70000,False,-119.0,28.0,1,right,MISS A. Davis 12' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,12.22,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2024-12-21T23:10:37.9Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,0,0,2024-12-21T23:11:14Z,80000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2024-12-21T23:10:50.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631108,92.72339027595268,90.68627450980392,1610612747,0,0,2024-12-21T23:11:34Z,90000,False,203.0,16.0,1,right,MISS M. Christie 20' step back Shot,[1631108],1610612747.0,LAL,step back,,,Christie,M. Christie,,,,,Mid-Range,16-24 Right,20.4,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-12-21T23:10:51.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,0,0,2024-12-21T23:11:03Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Mid-Range,16-24 Right,,,9.0,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2024-12-21T23:11:12.9Z,1,REGULAR,turnover,bad pass,[],201942,,,1610612758,0,0,2024-12-21T23:11:23Z,110000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1631108]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Christie,1631108.0,,,,,,,,,,,
12,PT11M09.00S,2024-12-21T23:11:12.9Z,1,REGULAR,steal,,[],1631108,,,1610612747,0,0,2024-12-21T23:11:16Z,120000,False,,,0,,M. Christie STEAL (1 STL),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M03.00S,2024-12-21T23:11:20.1Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612747,0,0,2024-12-21T23:11:29Z,130000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (James 2 FT),"[1631099, 2544]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,202056.0,1.0,0.0,James,2544.0,,,,,,
16,PT11M03.00S,2024-12-21T23:11:46.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",2544,,,1610612747,0,1,2024-12-21T23:11:46Z,150000,False,,,0,,L. James Free Throw 1 of 2 (1 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
