actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
263,PT04M49.00S,2024-02-09T01:00:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,90.48948751642575,50.245098039215684,1610612753,42,37,2024-02-09T01:00:37Z,2620000,False,1.0,37.0,1,right,F. Wagner driving Layup (8 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.69,Made,,,,,8.0,,,,,,,,,,,,,
264,PT04M28.00S,2024-02-09T01:00:48.9Z,2,REGULAR,3pt,Jump Shot,[],1631110,8.754927726675426,96.56862745098039,1610612759,42,40,2024-02-09T01:00:53Z,2630000,False,-233.0,30.0,1,left,J. Sochan 3PT  (5 PTS) (B. Wesley 3 AST),"[1631110, 1631104]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.47,Made,,,,,5.0,B. Wesley,1631104.0,3.0,,,,,,,,,,
266,PT04M12.00S,2024-02-09T01:01:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,87.33574244415243,57.107843137254896,1610612753,44,40,2024-02-09T01:01:11Z,2650000,False,36.0,67.0,1,right,M. Fultz 7' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,7.54,Made,,,,,2.0,,,,,,,,,,,,,
267,PT04M00.00S,2024-02-09T01:01:17.0Z,2,REGULAR,3pt,Jump Shot,[],1631104,25.706307490144546,83.82352941176471,1610612759,44,40,2024-02-09T01:01:22Z,2660000,False,-169.0,189.0,1,left,MISS B. Wesley 25' 3PT,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,Above the Break 3,24+ Left Center,25.37,Missed,,,,,,,,,,,,,,,,,,
268,PT03M56.00S,2024-02-09T01:01:21.0Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,44,40,2024-02-09T01:01:22Z,2670000,False,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,267.0,3.0,3.0,0.0,,,,,,,,,,,,,,
269,PT03M51.00S,2024-02-09T01:01:26.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,92.59198423127464,52.20588235294118,1610612753,44,40,2024-02-09T01:05:47Z,2680000,False,11.0,17.0,1,right,MISS F. Wagner running Layup,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
270,PT03M48.00S,2024-02-09T01:01:29.3Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,44,40,2024-02-09T01:01:40Z,2690000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,269.0,2.0,2.0,0.0,,,,,,,,,,,,,,
271,PT03M45.00S,2024-02-09T01:01:32.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631110,6.389618922470433,47.794117647058826,1610612759,44,40,2024-02-09T01:01:45Z,2700000,False,11.0,8.0,1,left,MISS J. Sochan running Layup,[1631110],1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
272,PT03M42.00S,2024-02-09T01:01:35.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,44,40,2024-02-09T01:01:45Z,2710000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,271.0,4.0,3.0,1.0,,,,,,,,,,,,,,
273,PT03M38.00S,2024-02-09T01:01:39.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630532,92.59198423127464,52.450980392156865,1610612753,46,40,2024-02-09T01:01:49Z,2720000,False,12.0,17.0,1,right,F. Wagner running DUNK (10 PTS) (W. Carter Jr. 1 AST),"[1630532, 1628976]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,10.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,
275,PT03M26.00S,2024-02-09T01:01:50.9Z,2,REGULAR,3pt,Jump Shot,[],1631110,6.258212877792378,4.166666666666666,1610612759,46,40,2024-02-09T01:01:56Z,2740000,False,229.0,6.0,1,left,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
276,PT03M22.00S,2024-02-09T01:01:54.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,46,40,2024-02-09T01:01:56Z,2750000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,275.0,5.0,4.0,1.0,,,,,,,,,,,,,,
277,PT03M19.00S,2024-02-09T01:01:59.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630591,93.11760840998686,50.245098039215684,1610612753,48,40,2024-02-09T01:02:34Z,2760000,False,1.0,12.0,1,right,J. Suggs running DUNK (4 PTS) (P. Banchero 3 AST),"[1630591, 1631094]",1610612753.0,ORL,running,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,4.0,P. Banchero,1631094.0,3.0,,,,,,,,,,
279,PT03M19.00S,2024-02-09T01:02:12.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,48,40,2024-02-09T01:02:12Z,2780000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M19.00S,2024-02-09T01:03:20.2Z,2,REGULAR,substitution,out,[],1631110,,,1610612759,48,40,2024-02-09T01:03:44Z,2790000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M19.00S,2024-02-09T01:03:20.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,48,40,2024-02-09T01:03:44Z,2800000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M05.00S,2024-02-09T01:04:00.8Z,2,REGULAR,3pt,Jump Shot,[],1629640,9.149145860709593,94.6078431372549,1610612759,48,40,2024-02-09T01:04:05Z,2810000,False,-223.0,34.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.55,Missed,,,,,,,,,,,,,,,,,,
283,PT03M01.00S,2024-02-09T01:04:04.8Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,48,40,2024-02-09T01:04:05Z,2820000,False,,,0,,J. Suggs REBOUND (Off:1 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,282.0,2.0,1.0,1.0,,,,,,,,,,,,,,
285,PT02M40.00S,2024-02-09T01:04:38.4Z,2,REGULAR,2pt,Jump Shot,[],1630591,78.40013140604468,50.73529411764706,1610612753,50,40,2024-02-09T01:04:44Z,2840000,False,4.0,151.0,1,right,J. Suggs 15' pullup Jump Shot (6 PTS),[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Center,15.05,Made,,,,,6.0,,,,,,,,,,,,,
286,PT02M22.00S,2024-02-09T01:04:56.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,10.5946123521682,57.107843137254896,1610612759,50,42,2024-02-09T01:05:02Z,2850000,False,-36.0,47.0,1,left,Z. Collins turnaround Hook (4 PTS) (J. Champagnie 1 AST),"[1628380, 1630577]",1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.9,Made,,,,,4.0,J. Champagnie,1630577.0,1.0,,,,,,,,,,
288,PT02M06.00S,2024-02-09T01:05:20.0Z,2,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612753,50,42,2024-02-09T01:05:28Z,2870000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629640, 1631094]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1630886.0,,,,,,1.0,0.0,Banchero,1631094.0
290,PT02M06.00S,2024-02-09T01:05:45.2Z,2,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,50,42,2024-02-09T01:05:45Z,2890000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
291,PT02M06.00S,2024-02-09T01:05:45.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,50,42,2024-02-09T01:05:45Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,290.0,,,,,,,,,,,,,,,,,
292,PT02M06.00S,2024-02-09T01:05:46.1Z,2,REGULAR,substitution,out,[],1630577,,,1610612753,50,42,2024-02-09T01:05:54Z,2910000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M06.00S,2024-02-09T01:05:46.1Z,2,REGULAR,substitution,in,[],1631110,,,1610612753,50,42,2024-02-09T01:05:54Z,2920000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M06.00S,2024-02-09T01:06:09.9Z,2,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,51,42,2024-02-09T01:06:09Z,2930000,False,,,0,,P. Banchero Free Throw 2 of 2 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
295,PT01M57.00S,2024-02-09T01:06:19.7Z,2,REGULAR,2pt,Jump Shot,[],1630170,21.895532194480946,40.68627450980392,1610612759,51,42,2024-02-09T01:06:25Z,2940000,False,47.0,153.0,1,left,MISS D. Vassell 16' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,16.02,Missed,,,,,,,,,,,,,,,,,,
296,PT01M53.00S,2024-02-09T01:06:23.7Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,51,42,2024-02-09T01:06:25Z,2950000,False,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,295.0,5.0,5.0,0.0,,,,,,,,,,,,,,
297,PT01M43.00S,2024-02-09T01:06:33.7Z,2,REGULAR,3pt,Jump Shot,[],1631094,69.59592641261499,20.098039215686274,1610612753,54,42,2024-02-09T01:06:39Z,2960000,False,-150.0,233.0,1,right,P. Banchero 27' 3PT pullup (10 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,27.71,Made,,,,,10.0,,,,,,,,,,,,,
298,PT01M32.00S,2024-02-09T01:06:44.4Z,2,REGULAR,turnover,lost ball,[],1629640,,,1610612759,54,42,2024-02-09T01:06:50Z,2970000,False,,,0,,K. Johnson lost ball TURNOVER (1 TO),"[1629640, 1630591]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,
299,PT01M32.00S,2024-02-09T01:06:44.4Z,2,REGULAR,steal,,[],1630591,,,1610612753,54,42,2024-02-09T01:06:46Z,2980000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
300,PT01M26.00S,2024-02-09T01:06:50.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,92.32917214191852,49.754901960784316,1610612753,56,42,2024-02-09T01:06:57Z,2990000,False,-1.0,20.0,1,right,P. Banchero running alley-oop DUNK (12 PTS) (F. Wagner 5 AST),"[1631094, 1630532]",1610612753.0,ORL,running alley-oop,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,12.0,F. Wagner,1630532.0,5.0,,,,,,,,,,
302,PT01M15.00S,2024-02-09T01:07:02.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,7.30946123521682,49.50980392156863,1610612759,56,44,2024-02-09T01:07:07Z,3010000,False,2.0,16.0,1,left,J. Sochan driving DUNK (7 PTS) (B. Wesley 4 AST),"[1631110, 1631104]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,7.0,B. Wesley,1631104.0,4.0,,,,,,,,,,
327,PT01M01.00S,2024-02-09T01:07:32.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,92.72339027595268,50.98039215686274,1610612753,56,44,2024-02-09T01:13:55Z,3025000,False,5.0,16.0,1,right,MISS P. Banchero driving DUNK - blocked,"[1631094, 1628380]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,,Collins,1628380.0,,,,,,,
328,PT01M01.00S,2024-02-09T01:07:32.6Z,2,REGULAR,block,,[],1628380,,,1610612753,56,44,2024-02-09T01:12:19Z,3027500,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
329,PT01M00.00S,2024-02-09T01:07:33.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,56,44,2024-02-09T01:13:55Z,3028750,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,327.0,,,,,,,,,,,,,,,,,
310,PT01M00.00S,2024-02-09T01:07:50.5Z,2,REGULAR,jumpball,recovered,[],1631104,,,1610612759,56,44,2024-02-09T01:14:45Z,3030000,False,,,0,,Jump Ball Z. Collins vs. W. Carter Jr.: Tip to B. Wesley,"[1631104, 1628380, 1628976]",1610612759.0,SAS,heldball,B. Wesley,1631104.0,Wesley,B. Wesley,Collins,1628380.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
308,PT01M00.00S,2024-02-09T01:08:03.2Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612759,56,44,2024-02-09T01:13:55Z,3060000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M41.30S,2024-02-09T01:09:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,9.017739816031538,49.01960784313725,1610612759,56,44,2024-02-09T01:13:09Z,3125000,False,5.0,32.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1630532]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,Wagner,1630532.0,,,,,,,
325,PT00M41.30S,2024-02-09T01:09:56.4Z,2,REGULAR,block,,[],1630532,,,1610612759,56,44,2024-02-09T01:12:01Z,3127500,False,,,0,,F. Wagner BLOCK (2 BLK),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
326,PT00M40.30S,2024-02-09T01:09:57.4Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,56,44,2024-02-09T01:12:23Z,3128750,False,,,0,,M. Fultz REBOUND (Off:2 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,324.0,3.0,1.0,2.0,,,,,,,,,,,,,,
317,PT00M31.90S,2024-02-09T01:10:15.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.85479632063075,50.0,1610612753,58,44,2024-02-09T01:12:11Z,3150000,False,0.0,15.0,1,right,F. Wagner driving reverse Layup (12 PTS) (P. Banchero 4 AST),"[1630532, 1631094]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,12.0,P. Banchero,1631094.0,4.0,,,,,,,,,,
319,PT00M09.60S,2024-02-09T01:10:37.7Z,2,REGULAR,3pt,Jump Shot,[],1629640,27.54599211563732,20.34313725490196,1610612759,58,44,2024-02-09T01:11:49Z,3170000,False,148.0,206.0,1,left,MISS K. Johnson 25' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,25.42,Missed,,,,,,,,,,,,,,,,,,
320,PT00M04.30S,2024-02-09T01:10:43.0Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,58,44,2024-02-09T01:10:44Z,3180000,False,,,0,,M. Fultz REBOUND (Off:2 Def:2),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,319.0,4.0,2.0,2.0,,,,,,,,,,,,,,
321,PT00M00.80S,2024-02-09T01:10:47.1Z,2,REGULAR,3pt,Jump Shot,[],1630532,73.80091984231275,12.254901960784313,1610612753,61,44,2024-02-09T01:11:08Z,3190000,False,-189.0,194.0,1,right,F. Wagner 27' 3PT step back (15 PTS) (M. Fultz 3 AST),"[1630532, 1628365]",1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,27.05,Made,,,,,15.0,M. Fultz,1628365.0,3.0,,,,,,,,,,
323,PT00M00.00S,2024-02-09T01:10:54.1Z,2,REGULAR,period,end,[],0,,,1610612759,61,44,2024-02-09T01:10:54Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,out,['startperiod'],1629640,,,1610612759,61,44,2024-02-09T01:26:15Z,3220000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,out,['startperiod'],1631104,,,1610612759,61,44,2024-02-09T01:26:15Z,3230000,False,,,0,,SUB out: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,out,['startperiod'],1628380,,,1610612759,61,44,2024-02-09T01:26:15Z,3240000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,61,44,2024-02-09T01:26:15Z,3250000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,in,['startperiod'],1630577,,,1610612759,61,44,2024-02-09T01:26:15Z,3260000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2024-02-09T01:25:49.1Z,3,REGULAR,substitution,in,['startperiod'],1630200,,,1610612759,61,44,2024-02-09T01:26:15Z,3270000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2024-02-09T01:26:12.9Z,3,REGULAR,period,start,[],0,,,1610612753,61,44,2024-02-09T01:26:16Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M42.00S,2024-02-09T01:26:30.3Z,3,REGULAR,3pt,Jump Shot,[],1630532,33.327858081471746,62.5,1610612753,64,44,2024-02-09T01:26:55Z,3290000,False,-62.0,261.0,1,left,F. Wagner 26' 3PT step back (18 PTS) (P. Banchero 5 AST),"[1630532, 1631094]",1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.82,Made,,,,,18.0,P. Banchero,1631094.0,5.0,,,,,,,,,,
339,PT11M27.00S,2024-02-09T01:26:45.4Z,3,REGULAR,turnover,lost ball,[],1641705,,,1610612759,64,44,2024-02-09T01:26:50Z,3310000,False,,,0,,V. Wembanyama lost ball TURNOVER (3 TO),"[1641705, 1630591]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,3.0,Suggs,1630591.0,,,,
340,PT11M27.00S,2024-02-09T01:26:45.4Z,3,REGULAR,steal,,[],1630591,,,1610612753,64,44,2024-02-09T01:26:47Z,3320000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
341,PT11M23.00S,2024-02-09T01:26:48.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630532,6.783837056504599,50.73529411764706,1610612753,66,44,2024-02-09T01:26:55Z,3330000,False,-4.0,11.0,1,left,F. Wagner running DUNK (20 PTS) (J. Suggs 1 AST),"[1630532, 1630591]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.19,Made,,,,,20.0,J. Suggs,1630591.0,1.0,,,,,,,,,,
343,PT11M04.00S,2024-02-09T01:27:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,92.59198423127464,51.225490196078425,1610612759,66,46,2024-02-09T01:27:49Z,3350000,False,6.0,17.0,1,right,D. Vassell driving Layup (2 PTS) (T. Jones 2 AST),"[1630170, 1630200]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,2.0,T. Jones,1630200.0,2.0,,,,,,,,,,
345,PT10M55.00S,2024-02-09T01:27:16.7Z,3,REGULAR,3pt,Jump Shot,[],1628976,28.203022339027594,20.098039215686274,1610612753,69,46,2024-02-09T01:27:22Z,3370000,False,150.0,213.0,1,left,W. Carter Jr. 25' 3PT  (7 PTS) (J. Suggs 2 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,25.99,Made,,,,,7.0,J. Suggs,1630591.0,2.0,,,,,,,,,,
347,PT10M43.00S,2024-02-09T01:27:29.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.40932982917214,54.90196078431373,1610612759,69,48,2024-02-09T01:27:40Z,3390000,False,25.0,28.0,1,right,T. Jones driving Layup (2 PTS) (V. Wembanyama 1 AST),"[1630200, 1641705]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,
349,PT10M29.00S,2024-02-09T01:27:42.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,15.062417871222076,50.49019607843137,1610612753,69,48,2024-02-09T01:27:52Z,3410000,False,-2.0,89.0,1,left,MISS W. Carter Jr. 8' driving floating Shot,[1628976],1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
350,PT10M26.00S,2024-02-09T01:27:45.5Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,69,48,2024-02-09T01:27:52Z,3420000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,,349.0,3.0,3.0,0.0,,,,,,,,,,,,,,
351,PT10M20.00S,2024-02-09T01:27:52.2Z,3,REGULAR,2pt,Jump Shot,[],1641705,93.24901445466492,71.32352941176471,1610612759,69,50,2024-02-09T01:28:01Z,3430000,False,107.0,11.0,1,right,V. Wembanyama 10' turnaround fadeaway Jump Shot (9 PTS) (J. Champagnie 2 AST),"[1641705, 1630577]",1610612759.0,SAS,turnaround fadeaway,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,10.72,Made,,,,,9.0,J. Champagnie,1630577.0,2.0,,,,,,,,,,
353,PT10M03.00S,2024-02-09T01:28:09.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.1268068331143235,54.65686274509803,1610612753,69,50,2024-02-09T01:28:15Z,3450000,False,-23.0,5.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
354,PT10M00.00S,2024-02-09T01:28:12.4Z,3,REGULAR,rebound,defensive,[],1630170,,,1610612759,69,50,2024-02-09T01:28:15Z,3460000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,353.0,2.0,2.0,0.0,,,,,,,,,,,,,,
355,PT09M53.00S,2024-02-09T01:28:18.6Z,3,REGULAR,turnover,bad pass,[],1631110,,,1610612759,69,50,2024-02-09T01:28:23Z,3470000,False,,,0,,J. Sochan bad pass TURNOVER (2 TO),"[1631110, 1628976]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,Carter Jr.,1628976.0,,,,
356,PT09M53.00S,2024-02-09T01:28:18.6Z,3,REGULAR,steal,,[],1628976,,,1610612753,69,50,2024-02-09T01:28:21Z,3480000,False,,,0,,W. Carter Jr. STEAL (1 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
