actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
89,PT04M15.00S,2023-12-30T00:26:20.6Z,1,REGULAR,foul,personal,[],1628973,,,1610612753,21,14,2023-12-30T00:38:21Z,850000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1631216]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,201246.0,1.0,0.0,Houstan,1631216.0,,,,,,,,,,,,
91,PT04M15.00S,2023-12-30T00:26:29.8Z,1,REGULAR,substitution,out,[],1628978,,,1610612753,21,14,2023-12-30T00:26:38Z,870000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M15.00S,2023-12-30T00:26:29.8Z,1,REGULAR,substitution,in,[],1630193,,,1610612753,21,14,2023-12-30T00:26:38Z,880000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M14.00S,2023-12-30T00:26:41.9Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,21,14,2023-12-30T00:26:57Z,890000,False,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (2 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,201245.0,,,,,,,,,2.0,,,,,,,
94,PT04M02.00S,2023-12-30T00:26:59.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,93.77463863337714,54.41176470588235,1610612752,21,16,2023-12-30T00:27:05Z,900000,False,22.0,6.0,1,right,J. Randle driving Layup (8 PTS) (I. Hartenstein 1 AST),"[203944, 1628392]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,8.0,,,,,,,I. Hartenstein,1628392.0,1.0,,
96,PT03M42.00S,2023-12-30T00:27:19.3Z,1,REGULAR,3pt,Jump Shot,[],1631216,22.683968462549277,88.97058823529412,1610612753,21,16,2023-12-30T00:27:25Z,920000,False,-195.0,161.0,1,left,MISS C. Houstan 25' 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
97,PT03M38.00S,2023-12-30T00:27:23.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,16,2023-12-30T00:27:25Z,930000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Left Center,,,96.0,,,,,,,1.0,1.0,0.0,,,,,,,,
98,PT03M33.00S,2023-12-30T00:27:31.5Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612752,21,16,2023-12-30T00:27:39Z,940000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Randle 2 FT),"[1631094, 203944]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,
100,PT03M33.00S,2023-12-30T00:28:00.2Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,21,17,2023-12-30T00:28:00Z,960000,False,,,0,,J. Randle Free Throw 1 of 2 (9 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
101,PT03M33.00S,2023-12-30T00:28:04.4Z,1,REGULAR,substitution,out,[],1630591,,,1610612752,21,17,2023-12-30T00:28:15Z,970000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2023-12-30T00:28:04.4Z,1,REGULAR,substitution,out,[],1629048,,,1610612752,21,17,2023-12-30T00:28:15Z,980000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M33.00S,2023-12-30T00:28:04.4Z,1,REGULAR,substitution,in,[],1630175,,,1610612752,21,17,2023-12-30T00:28:15Z,990000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M33.00S,2023-12-30T00:28:04.4Z,1,REGULAR,substitution,in,[],1629021,,,1610612752,21,17,2023-12-30T00:28:15Z,1000000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M33.00S,2023-12-30T00:28:27.3Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,21,18,2023-12-30T00:28:27Z,1010000,False,,,0,,J. Randle Free Throw 2 of 2 (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
106,PT03M21.00S,2023-12-30T00:28:42.4Z,1,REGULAR,3pt,Jump Shot,[],1631216,5.995400788436268,5.147058823529411,1610612753,21,18,2023-12-30T00:28:47Z,1020000,False,224.0,4.0,1,left,MISS C. Houstan 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
107,PT03M17.00S,2023-12-30T00:28:46.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,21,18,2023-12-30T00:28:47Z,1030000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,106.0,,,,,,,2.0,2.0,0.0,,,,,,,,
108,PT03M11.00S,2023-12-30T00:28:51.6Z,1,REGULAR,2pt,Jump Shot,[],203944,92.72339027595268,78.43137254901961,1610612752,21,20,2023-12-30T00:28:56Z,1040000,False,142.0,16.0,1,right,J. Randle 14' pullup Jump Shot (12 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,14.31,Made,,,,,,,12.0,,,,,,,,,,,
109,PT03M02.00S,2023-12-30T00:29:02.8Z,1,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612753,21,20,2023-12-30T00:29:17Z,1050000,False,,,0,,I. Quickley shooting personal FOUL (1 PF) (Anthony 2 FT),"[1630193, 1630175]",1610612752.0,NYK,shooting,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,201246.0,1.0,0.0,Anthony,1630175.0,,,,,,,,,,,,
111,PT03M02.00S,2023-12-30T00:29:29.5Z,1,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,22,20,2023-12-30T00:29:29Z,1070000,False,,,0,,C. Anthony Free Throw 1 of 2 (1 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
112,PT03M02.00S,2023-12-30T00:29:46.0Z,1,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,23,20,2023-12-30T00:29:46Z,1080000,False,,,0,,C. Anthony Free Throw 2 of 2 (2 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
113,PT02M53.00S,2023-12-30T00:29:55.8Z,1,REGULAR,2pt,Jump Shot,[],1628973,87.3850197109067,14.973958333333334,1610612752,23,20,2023-12-30T00:30:07Z,1090000,False,-175.0,66.0,1,right,MISS J. Brunson 18' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left,18.72,Missed,,,,,,,,,,,,,,,,,,
114,PT02M51.00S,2023-12-30T00:29:57.8Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,23,20,2023-12-30T00:30:07Z,1100000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Left,,,113.0,,,,,,,1.0,1.0,0.0,,,,,,,,
115,PT02M33.00S,2023-12-30T00:30:18.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1631094,10.85742444152431,56.127450980392155,1610612753,25,20,2023-12-30T00:30:39Z,1110000,False,-31.0,50.0,1,left,P. Banchero driving finger roll Layup (8 PTS) (A. Black 4 AST),"[1631094, 1641710]",1610612753.0,ORL,driving finger roll,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,5.83,Made,,,,,,,8.0,,,,,,,A. Black,1641710.0,4.0,,
117,PT02M33.00S,2023-12-30T00:30:20.5Z,1,REGULAR,violation,defensive goaltending,[],1628392,,,1610612753,25,20,2023-12-30T00:30:39Z,1130000,False,,,0,,I. Hartenstein defensive goaltending VIOLATION,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,201245.0,,,,,,,,,,,,,,,,
118,PT02M33.00S,2023-12-30T00:30:26.4Z,1,REGULAR,foul,personal,['1freethrow'],203944,,,1610612753,25,20,2023-12-30T00:30:45Z,1140000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Banchero 1 FT),"[203944, 1631094]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,201245.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
120,PT02M33.00S,2023-12-30T00:30:47.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,25,20,2023-12-30T00:32:10Z,1160000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M33.00S,2023-12-30T00:30:51.1Z,1,REGULAR,substitution,out,[],1628973,,,1610612753,25,20,2023-12-30T00:32:59Z,1170000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M33.00S,2023-12-30T00:30:51.1Z,1,REGULAR,substitution,in,[],1629656,,,1610612753,25,20,2023-12-30T00:32:59Z,1180000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M33.00S,2023-12-30T00:33:29.6Z,1,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,26,20,2023-12-30T00:33:29Z,1190000,False,,,0,,P. Banchero Free Throw 1 of 1 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
125,PT02M14.00S,2023-12-30T00:33:51.0Z,1,REGULAR,2pt,Jump Shot,[],1630193,90.80157687253615,27.473958333333332,1610612752,26,22,2023-12-30T00:33:59Z,1200000,False,-113.0,34.0,1,right,I. Quickley 11' driving floating Jump Shot (2 PTS) (J. Randle 1 AST),"[1630193, 203944]",1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,11.76,Made,,,,,,,2.0,,,,,,,J. Randle,203944.0,1.0,,
127,PT02M02.00S,2023-12-30T00:34:02.9Z,1,REGULAR,3pt,Jump Shot,[],1630175,28.991458607095925,74.75490196078431,1610612753,26,22,2023-12-30T00:34:15Z,1220000,False,-124.0,220.0,1,left,MISS C. Anthony 25' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
128,PT01M58.00S,2023-12-30T00:34:06.9Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612752,26,22,2023-12-30T00:34:15Z,1230000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,127.0,,,,,,,2.0,1.0,1.0,,,,,,,,
129,PT01M52.00S,2023-12-30T00:34:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.38042049934296,62.745098039215684,1610612752,26,22,2023-12-30T00:34:24Z,1240000,False,64.0,10.0,1,right,MISS J. Randle 6' Layup,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
131,PT01M52.00S,2023-12-30T00:34:13.4Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,26,22,2023-12-30T00:54:29Z,1260000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,129.0,,,,,,,3.0,2.0,1.0,,,,,,,,
250,PT01M52.00S,2023-12-30T00:34:17.2Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,26,22,2023-12-30T00:55:04Z,1265000,False,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1630175]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Anthony,1630175.0,,,,,
251,PT01M52.00S,2023-12-30T00:34:17.2Z,1,REGULAR,steal,,[],1630175,,,1610612753,26,22,2023-12-30T00:55:04Z,1267500,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
132,PT01M45.00S,2023-12-30T00:34:21.1Z,1,REGULAR,turnover,lost ball,[],1631094,,,1610612753,26,22,2023-12-30T00:34:28Z,1270000,False,,,0,,P. Banchero lost ball TURNOVER (1 TO),"[1631094, 1628392]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,Hartenstein,1628392.0,,,,,
133,PT01M45.00S,2023-12-30T00:34:21.1Z,1,REGULAR,steal,,[],1628392,,,1610612752,26,22,2023-12-30T00:34:23Z,1280000,False,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2023-12-30T00:34:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203944,92.59198423127464,49.754901960784316,1610612752,26,24,2023-12-30T00:34:32Z,1290000,False,-1.0,17.0,1,right,J. Randle running Layup (14 PTS) (I. Hartenstein 2 AST),"[203944, 1628392]",1610612752.0,NYK,running,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,14.0,,,,,,,I. Hartenstein,1628392.0,2.0,,
136,PT01M14.00S,2023-12-30T00:34:51.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,14.273981603153747,57.107843137254896,1610612753,26,24,2023-12-30T00:48:02Z,1310000,False,-36.0,82.0,1,left,MISS P. Banchero 8' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
137,PT01M12.00S,2023-12-30T00:34:53.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,26,24,2023-12-30T00:34:55Z,1320000,False,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,136.0,,,,,,,4.0,3.0,1.0,,,,,,,,
138,PT01M08.00S,2023-12-30T00:34:59.5Z,1,REGULAR,turnover,out-of-bounds,[],203944,,,1610612752,26,24,2023-12-30T00:35:05Z,1330000,False,,,0,,J. Randle lost ball out-of-bounds TURNOVER (2 TO),[203944],1610612752.0,NYK,lost ball,,,Randle,J. Randle,,,,,Mid-Range,8-16 Right,,,,201245.0,,,,,,,,,2.0,,,,,,,
139,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,out,[],1641710,,,1610612753,26,24,2023-12-30T00:35:17Z,1340000,False,,,0,,SUB out: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,26,24,2023-12-30T00:35:17Z,1350000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,out,[],1628392,,,1610612753,26,24,2023-12-30T00:35:17Z,1360000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,26,24,2023-12-30T00:35:17Z,1370000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,26,24,2023-12-30T00:35:17Z,1380000,False,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M08.00S,2023-12-30T00:35:02.2Z,1,REGULAR,substitution,in,[],201959,,,1610612753,26,24,2023-12-30T00:35:17Z,1390000,False,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M47.50S,2023-12-30T00:35:36.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631216,4.5499342969776615,97.54901960784314,1610612753,26,24,2023-12-30T00:35:42Z,1400000,False,-238.0,-10.0,1,left,MISS C. Houstan 3PT,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Left Corner 3,24+ Left,23.79,Missed,,,,,,,,,,,,,,,,,,
146,PT00M43.60S,2023-12-30T00:35:40.6Z,1,REGULAR,rebound,defensive,[],201959,,,1610612752,26,24,2023-12-30T00:35:42Z,1410000,False,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,Left Corner 3,24+ Left,,,145.0,,,,,,,1.0,1.0,0.0,,,,,,,,
147,PT00M40.20S,2023-12-30T00:35:44.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,66.83639947437582,30.637254901960787,1610612752,26,27,2023-12-30T02:36:06Z,1420000,False,-97.0,259.0,1,right,I. Quickley 27' 3PT running pullup (5 PTS),[1630193],1610612752.0,NYK,running pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,27.67,Made,,,,,,,5.0,,,,,,,,,,,
149,PT00M30.80S,2023-12-30T00:36:06.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,10.33180026281209,59.068627450980394,1610612753,26,27,2023-12-30T00:52:28Z,1440000,False,-45.0,45.0,1,left,MISS M. Wagner 6' cutting Layup,[1629021],1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.36,Missed,,,,,,,,,,,,,,,,,,
150,PT00M28.60S,2023-12-30T00:36:08.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,26,27,2023-12-30T00:36:11Z,1450000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,149.0,,,,,,,1.0,1.0,0.0,,,,,,,,
151,PT00M11.70S,2023-12-30T00:36:27.2Z,1,REGULAR,foul,personal,[],1629643,,,1610612752,26,27,2023-12-30T00:36:39Z,1460000,False,,,0,,C. Okeke personal FOUL (1 PF),"[1629643, 1630193]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Left Center,,,,201246.0,1.0,0.0,Quickley,1630193.0,,,,,,,,,,,,
153,PT00M02.50S,2023-12-30T00:36:57.5Z,1,REGULAR,2pt,Jump Shot,[],203944,77.08607095926413,55.88235294117647,1610612752,26,29,2023-12-30T00:37:02Z,1480000,False,29.0,163.0,1,right,J. Randle 16' step back Jump Shot (16 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,16.55,Made,,,,,,,16.0,,,,,,,,,,,
154,PT00M00.00S,2023-12-30T00:37:09.0Z,1,REGULAR,period,end,[],0,,,1610612753,26,29,2023-12-30T00:37:09Z,1490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-12-30T00:39:00.5Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612753,26,29,2023-12-30T00:39:46Z,1500000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-30T00:39:00.5Z,2,REGULAR,substitution,in,['startperiod'],1629628,,,1610612753,26,29,2023-12-30T00:39:46Z,1510000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-30T00:39:48.1Z,2,REGULAR,period,start,[],0,,,1610612753,26,29,2023-12-30T00:39:48Z,1520000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M46.00S,2023-12-30T00:40:01.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,12.697109067017081,51.71568627450981,1610612753,26,29,2023-12-30T00:40:06Z,1530000,False,-9.0,67.0,1,left,MISS F. Wagner 6' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.75,Missed,,,,,,,,,,,,,,,,,,
159,PT11M44.00S,2023-12-30T00:40:03.3Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,26,29,2023-12-30T00:40:06Z,1540000,False,,,0,,T. Gibson REBOUND (Off:0 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,158.0,,,,,,,2.0,2.0,0.0,,,,,,,,
160,PT11M35.00S,2023-12-30T00:40:12.9Z,2,REGULAR,2pt,Jump Shot,[],1629628,83.39356110381078,73.77450980392157,1610612752,26,29,2023-12-30T00:40:18Z,1550000,False,119.0,104.0,1,right,MISS R. Barrett 15' pullup Shot,[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,15.77,Missed,,,,,,,,,,,,,,,,,,
161,PT11M31.00S,2023-12-30T00:40:16.9Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,26,29,2023-12-30T00:40:18Z,1560000,False,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,,,160.0,,,,,,,2.0,2.0,0.0,,,,,,,,
162,PT11M23.00S,2023-12-30T00:40:24.4Z,2,REGULAR,3pt,Jump Shot,[],1629643,28.86005256241787,17.892156862745097,1610612753,26,29,2023-12-30T00:40:32Z,1570000,False,161.0,219.0,1,left,MISS C. Okeke 27' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,27.14,Missed,,,,,,,,,,,,,,,,,,
163,PT11M19.00S,2023-12-30T00:40:28.4Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,26,29,2023-12-30T00:40:32Z,1580000,False,,,0,,T. Gibson REBOUND (Off:0 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Right Center,,,162.0,,,,,,,3.0,3.0,0.0,,,,,,,,
164,PT11M06.00S,2023-12-30T00:40:41.2Z,2,REGULAR,2pt,Jump Shot,[],1628404,78.79434954007884,50.0,1610612752,26,29,2023-12-30T00:55:11Z,1590000,False,0.0,147.0,1,right,MISS J. Hart 14' fadeaway Shot,[1628404],1610612752.0,NYK,fadeaway,,,Hart,J. Hart,,,,,Mid-Range,8-16 Center,14.68,Missed,,,,,,,,,,,,,,,,,,
165,PT11M03.00S,2023-12-30T00:40:44.2Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,26,29,2023-12-30T00:40:55Z,1600000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Center,,,164.0,,,,,,,1.0,1.0,0.0,,,,,,,,
166,PT10M55.00S,2023-12-30T00:40:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.206964520367937,56.127450980392155,1610612753,28,29,2023-12-30T00:55:44Z,1610000,False,-31.0,-4.0,1,left,F. Wagner Layup (4 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.08,Made,,,,,,,4.0,,,,,,,C. Anthony,1630175.0,1.0,,
168,PT10M42.00S,2023-12-30T00:41:05.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.9060446780552,55.392156862745104,1610612752,28,31,2023-12-30T00:41:13Z,1630000,False,27.0,5.0,1,right,J. Hart driving Layup (2 PTS),[1628404],1610612752.0,NYK,driving,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,,,2.0,,,,,,,,,,,
169,PT10M22.00S,2023-12-30T00:41:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,7.440867279894875,59.068627450980394,1610612753,30,31,2023-12-30T00:41:33Z,1640000,False,-45.0,17.0,1,left,C. Okeke driving floating bank Jump Shot (2 PTS) (M. Wagner 1 AST),"[1629643, 1629021]",1610612753.0,ORL,driving floating bank,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,4.85,Made,,,,,,,2.0,,,,,,,M. Wagner,1629021.0,1.0,,
171,PT10M00.00S,2023-12-30T00:41:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,83.919185282523,51.470588235294116,1610612752,30,31,2023-12-30T00:56:51Z,1660000,False,7.0,99.0,1,right,MISS R. Barrett 9' turnaround fadeaway Shot,[1629628],1610612752.0,NYK,turnaround fadeaway,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,9.9,Missed,,,,,,,,,,,,,,,,,,
