actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M32.00S,2024-04-14T17:25:52.7Z,1,REGULAR,steal,,[],203914,,,1610612753,7,15,2024-04-14T17:34:31Z,820000,False,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2024-04-14T17:25:58.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631094,26.10052562417871,18.627450980392158,1610612753,10,15,2024-04-14T17:28:39Z,830000,False,157.0,193.0,1,left,P. Banchero 24' 3PT running (8 PTS) (J. Suggs 2 AST),"[1631094, 1630591]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,24.86,Made,,,,,,,8.0,J. Suggs,1630591.0,2.0,,,,,,,,
86,PT05M09.00S,2024-04-14T17:26:15.8Z,1,REGULAR,2pt,Jump Shot,[],203114,93.77463863337714,30.637254901960787,1610612749,10,17,2024-04-14T17:26:21Z,850000,False,-97.0,6.0,1,right,K. Middleton 9' turnaround fadeaway Jump Shot (4 PTS),[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,9.7,Made,,,,,,,4.0,,,,,,,,,,,
87,PT04M56.00S,2024-04-14T17:26:27.9Z,1,REGULAR,3pt,Jump Shot,[],1628371,8.360709592641262,96.32352941176471,1610612753,13,17,2024-04-14T17:26:33Z,860000,False,-232.0,26.0,1,left,J. Isaac 3PT  (5 PTS) (P. Banchero 1 AST),"[1628371, 1631094]",1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,23.31,Made,,,,,,,5.0,P. Banchero,1631094.0,1.0,,,,,,,,
89,PT04M43.00S,2024-04-14T17:26:50.2Z,1,REGULAR,foul,technical,['1freethrow'],1631094,,,1610612749,13,17,2024-04-14T17:27:04Z,880000,False,,,0,,P. Banchero defensive-3-second technical FOUL (1 Tech),[1631094],1610612753.0,ORL,defensive-3-second,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,201638.0,,,,0.0,1.0,,
90,PT04M43.00S,2024-04-14T17:26:55.1Z,1,REGULAR,substitution,out,[],1628371,,,1610612749,13,17,2024-04-14T17:27:02Z,890000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M43.00S,2024-04-14T17:26:55.1Z,1,REGULAR,substitution,in,[],1629021,,,1610612749,13,17,2024-04-14T17:27:02Z,900000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M43.00S,2024-04-14T17:27:05.2Z,1,REGULAR,freethrow,1 of 1,[],203081,,,1610612749,13,18,2024-04-14T17:27:05Z,910000,False,,,0,,D. Lillard technical Free Throw 1 of 1 (6 PTS),[203081],1610612749.0,MIL,technical,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
93,PT04M35.00S,2024-04-14T17:27:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,84.31340341655716,40.44117647058824,1610612749,13,18,2024-04-14T17:27:39Z,920000,False,-48.0,95.0,1,right,MISS K. Middleton 10' turnaround Shot,[203114],1610612749.0,MIL,turnaround,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,10.63,Missed,,,,,,,,,,,,,,,,,,
94,PT04M34.00S,2024-04-14T17:27:23.3Z,1,REGULAR,rebound,offensive,[],203109,,,1610612749,13,18,2024-04-14T17:30:38Z,930000,False,,,0,,J. Crowder REBOUND (Off:1 Def:0),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,,,,,93.0,1.0,0.0,1.0,,,,,,,,,,,,
95,PT04M33.00S,2024-04-14T17:27:29.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203109,94.40999984741211,50.0,1610612749,13,18,2024-04-14T17:30:47Z,940000,False,0.0,0.0,1,right,MISS J. Crowder putback Layup,[203109],1610612749.0,MIL,putback,,,Crowder,J. Crowder,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
96,PT04M31.00S,2024-04-14T17:27:31.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,13,18,2024-04-14T17:30:47Z,950000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,,
98,PT04M18.00S,2024-04-14T17:27:55.3Z,1,REGULAR,turnover,lost ball,[],1629021,,,1610612753,13,18,2024-04-14T17:28:21Z,970000,False,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 203081]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,
99,PT04M18.00S,2024-04-14T17:27:55.3Z,1,REGULAR,steal,,[],203081,,,1610612749,13,18,2024-04-14T17:28:54Z,980000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
100,PT04M10.00S,2024-04-14T17:28:03.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201572,69.46452036793693,78.92156862745098,1610612749,13,18,2024-04-14T17:28:09Z,990000,False,145.0,235.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Above the Break 3,24+ Right Center,27.55,Missed,,,,,,,,,,,,,,,,,,
101,PT04M06.00S,2024-04-14T17:28:07.8Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,13,18,2024-04-14T17:28:09Z,1000000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,,
102,PT04M02.00S,2024-04-14T17:28:13.5Z,1,REGULAR,foul,personal,['2freethrow'],203114,,,1610612753,13,18,2024-04-14T17:28:29Z,1010000,False,,,0,,K. Middleton shooting personal FOUL (1 PF) (Banchero 2 FT),"[203114, 1631094]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Banchero,1631094.0
104,PT04M02.00S,2024-04-14T17:28:50.5Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631094,,,1610612753,14,18,2024-04-14T17:29:22Z,1030000,False,,,0,,P. Banchero Free Throw 1 of 2 (9 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
105,PT04M02.00S,2024-04-14T17:28:52.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,14,18,2024-04-14T17:29:03Z,1040000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M02.00S,2024-04-14T17:28:52.6Z,1,REGULAR,substitution,out,[],203114,,,1610612753,14,18,2024-04-14T17:29:03Z,1050000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M02.00S,2024-04-14T17:28:52.6Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,14,18,2024-04-14T17:29:03Z,1060000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M02.00S,2024-04-14T17:28:52.6Z,1,REGULAR,substitution,in,[],1627736,,,1610612753,14,18,2024-04-14T17:29:03Z,1070000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M02.00S,2024-04-14T17:28:50.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1631094,,,1610612753,14,18,2024-04-14T17:29:22Z,1080000,False,,,0,,MISS P. Banchero Free Throw 2 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT03M58.00S,2024-04-14T17:28:54.5Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,14,18,2024-04-14T17:29:22Z,1090000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,
111,PT03M50.00S,2024-04-14T17:29:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.59198423127464,54.41176470588235,1610612749,14,18,2024-04-14T17:34:52Z,1100000,False,22.0,17.0,1,right,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,
112,PT03M49.00S,2024-04-14T17:29:32.6Z,1,REGULAR,rebound,offensive,[],201572,,,1610612749,14,18,2024-04-14T17:34:52Z,1110000,False,,,0,,B. Lopez REBOUND (Off:1 Def:0),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,
113,PT03M48.00S,2024-04-14T17:29:36.9Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201572,94.40999984741211,50.0,1610612749,14,20,2024-04-14T17:34:57Z,1120000,False,0.0,0.0,1,right,B. Lopez tip DUNK (5 PTS),[201572],1610612749.0,MIL,tip,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,5.0,,,,,,,,,,,
114,PT03M27.00S,2024-04-14T17:29:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.966491458607096,49.50980392156863,1610612753,16,20,2024-04-14T17:29:57Z,1130000,False,2.0,22.0,1,left,M. Wagner cutting Layup (2 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,,,2.0,C. Anthony,1630175.0,1.0,,,,,,,,
116,PT03M07.00S,2024-04-14T17:30:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.59198423127464,56.86274509803921,1610612749,16,20,2024-04-14T17:30:20Z,1150000,False,34.0,17.0,1,right,MISS D. Lillard driving Layup,[203081],1610612749.0,MIL,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
117,PT03M06.00S,2024-04-14T17:30:14.0Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,16,20,2024-04-14T17:30:20Z,1160000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
118,PT03M03.00S,2024-04-14T17:30:17.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629021,8.360709592641262,50.245098039215684,1610612753,16,20,2024-04-14T17:30:33Z,1170000,False,-1.0,26.0,1,left,MISS M. Wagner running Layup,[1629021],1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.61,Missed,,,,,,,,,,,,,,,,,,
119,PT03M03.00S,2024-04-14T17:30:17.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,16,20,2024-04-14T17:30:33Z,1180000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,,,118.0,,,,,,,,,,,,,,,
121,PT03M03.00S,2024-04-14T17:30:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,16,20,2024-04-14T17:30:25Z,1200000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M03.00S,2024-04-14T17:30:44.0Z,1,REGULAR,substitution,out,[],1630532,,,1610612749,16,20,2024-04-14T17:33:08Z,1210000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M03.00S,2024-04-14T17:30:44.0Z,1,REGULAR,substitution,out,[],201572,,,1610612749,16,20,2024-04-14T17:33:08Z,1220000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M03.00S,2024-04-14T17:30:44.0Z,1,REGULAR,substitution,in,[],204060,,,1610612749,16,20,2024-04-14T17:33:08Z,1230000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M03.00S,2024-04-14T17:30:44.0Z,1,REGULAR,substitution,in,[],1626171,,,1610612749,16,20,2024-04-14T17:33:08Z,1240000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M46.00S,2024-04-14T17:33:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,81.2910643889619,50.73529411764706,1610612749,16,22,2024-04-14T17:33:41Z,1250000,False,4.0,123.0,1,right,B. Portis 12' turnaround fadeaway Jump Shot (7 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,12.35,Made,,,,,,,7.0,,,,,,,,,,,
127,PT02M29.00S,2024-04-14T17:33:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,17.821944809461236,50.0,1610612753,16,22,2024-04-14T17:33:54Z,1260000,False,0.0,115.0,1,left,MISS P. Banchero 11' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,11.5,Missed,,,,,,,,,,,,,,,,,,
128,PT02M26.00S,2024-04-14T17:33:53.0Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612749,16,22,2024-04-14T17:33:54Z,1270000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,
129,PT02M16.00S,2024-04-14T17:34:04.4Z,1,REGULAR,foul,personal,[],1629021,,,1610612749,16,22,2024-04-14T17:34:19Z,1280000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1626171]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Portis,1626171.0
131,PT02M16.00S,2024-04-14T17:34:14.8Z,1,REGULAR,substitution,out,[],203914,,,1610612749,16,22,2024-04-14T17:34:20Z,1300000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M16.00S,2024-04-14T17:34:14.8Z,1,REGULAR,substitution,in,[],1628365,,,1610612749,16,22,2024-04-14T17:34:20Z,1310000,False,,,0,,SUB in: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M12.00S,2024-04-14T17:34:34.5Z,1,REGULAR,foul,personal,['3freethrow'],1628365,,,1610612749,16,22,2024-04-14T17:34:53Z,1320000,False,,,0,,M. Fultz shooting personal FOUL (1 PF) (Lillard 3 FT),"[1628365, 203081]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202058.0,,,,1.0,0.0,Lillard,203081.0
135,PT02M12.00S,2024-04-14T17:34:58.0Z,1,REGULAR,freethrow,1 of 3,[],203081,,,1610612749,16,23,2024-04-14T17:34:58Z,1340000,False,,,0,,D. Lillard Free Throw 1 of 3 (7 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
136,PT02M12.00S,2024-04-14T17:35:16.4Z,1,REGULAR,freethrow,2 of 3,[],203081,,,1610612749,16,24,2024-04-14T17:35:16Z,1350000,False,,,0,,D. Lillard Free Throw 2 of 3 (8 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
137,PT02M12.00S,2024-04-14T17:35:34.2Z,1,REGULAR,freethrow,3 of 3,[],203081,,,1610612749,16,25,2024-04-14T17:35:34Z,1360000,False,,,0,,D. Lillard Free Throw 3 of 3 (9 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
139,PT01M50.00S,2024-04-14T17:36:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,6.652431011826544,55.88235294117647,1610612753,18,25,2024-04-14T17:36:18Z,1380000,False,-29.0,10.0,1,left,M. Wagner driving Layup (4 PTS),[1629021],1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,3.11,Made,,,,,,,4.0,,,,,,,,,,,
140,PT01M38.00S,2024-04-14T17:36:22.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,90.88370565045992,47.794117647058826,1610612749,18,25,2024-04-14T17:36:27Z,1390000,False,-11.0,33.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612749.0,MIL,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,3.5,Missed,,,,,,,,,,,,,,,,,,
141,PT01M36.00S,2024-04-14T17:36:24.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,18,25,2024-04-14T17:36:27Z,1400000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,
142,PT01M31.00S,2024-04-14T17:36:29.7Z,1,REGULAR,2pt,Jump Shot,[],1631094,8.754927726675426,20.34313725490196,1610612753,18,25,2024-04-14T17:36:36Z,1410000,False,148.0,30.0,1,left,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,15.13,Missed,,,,,,,,,,,,,,,,,,
143,PT01M28.00S,2024-04-14T17:36:32.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,18,25,2024-04-14T17:36:36Z,1420000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,142.0,4.0,4.0,0.0,,,,,,,,,,,,
144,PT01M12.00S,2024-04-14T17:36:48.5Z,1,REGULAR,2pt,Jump Shot,[],1627736,81.42247043363994,66.91176470588235,1610612749,18,27,2024-04-14T17:36:52Z,1430000,False,85.0,122.0,1,right,M. Beasley 14' pullup Jump Shot (2 PTS) (B. Portis 1 AST),"[1627736, 1626171]",1610612749.0,MIL,pullup,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Right,14.85,Made,,,,,,,2.0,B. Portis,1626171.0,1.0,,,,,,,,
146,PT00M56.00S,2024-04-14T17:37:06.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,6.652431011826544,50.73529411764706,1610612753,20,27,2024-04-14T17:37:13Z,1450000,False,-4.0,10.0,1,left,P. Banchero cutting DUNK (11 PTS) (M. Wagner 1 AST),"[1631094, 1629021]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,,,11.0,M. Wagner,1629021.0,1.0,,,,,,,,
148,PT00M37.10S,2024-04-14T17:37:29.5Z,1,REGULAR,3pt,Jump Shot,[],203109,91.14651773981603,3.1862745098039214,1610612749,20,30,2024-04-14T17:37:34Z,1470000,False,-234.0,31.0,1,right,J. Crowder 3PT  (3 PTS) (D. Lillard 1 AST),"[203109, 203081]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,23.61,Made,,,,,,,3.0,D. Lillard,203081.0,1.0,,,,,,,,
150,PT00M17.80S,2024-04-14T17:37:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,5.338370565045992,54.65686274509803,1610612753,22,30,2024-04-14T17:37:58Z,1490000,False,-23.0,-2.0,1,left,M. Wagner cutting Layup (6 PTS) (P. Banchero 2 AST),"[1629021, 1631094]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.34,Made,,,,,,,6.0,P. Banchero,1631094.0,2.0,,,,,,,,
152,PT00M00.30S,2024-04-14T17:38:10.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,78.53153745072274,92.64705882352942,1610612749,22,30,2024-04-14T17:39:24Z,1510000,False,213.0,149.0,1,right,MISS M. Beasley 26' step back 3PT,[1627736],1610612749.0,MIL,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,26.03,Missed,,,,,,,,,,,,,,,,,,
153,PT00M00.30S,2024-04-14T17:38:10.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,22,30,2024-04-14T17:38:16Z,1520000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,152.0,,,,,,,,,,,,,,,
154,PT00M00.00S,2024-04-14T17:38:14.5Z,1,REGULAR,period,end,[],0,,,1610612749,22,30,2024-04-14T17:38:14Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-04-14T17:38:22.9Z,2,REGULAR,substitution,out,['startperiod'],1631094,,,1610612749,22,30,2024-04-14T17:40:46Z,1540000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-04-14T17:38:22.9Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,22,30,2024-04-14T17:40:46Z,1550000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-04-14T17:38:22.9Z,2,REGULAR,substitution,in,['startperiod'],1628371,,,1610612749,22,30,2024-04-14T17:40:46Z,1560000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-04-14T17:38:22.9Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612749,22,30,2024-04-14T17:40:46Z,1570000,False,,,0,,SUB in: P. Beverley,[201976],1610612749.0,MIL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-04-14T17:40:54.1Z,2,REGULAR,period,start,[],0,,,1610612753,22,30,2024-04-14T17:40:54Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M42.00S,2024-04-14T17:41:11.3Z,2,REGULAR,2pt,Jump Shot,[],1628371,19.004599211563733,80.63725490196079,1610612753,22,30,2024-04-14T17:41:19Z,1590000,False,-153.0,126.0,1,left,MISS J. Isaac 19' step back Shot,[1628371],1610612753.0,ORL,step back,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Left Center,19.84,Missed,,,,,,,,,,,,,,,,,,
161,PT11M39.00S,2024-04-14T17:41:14.3Z,2,REGULAR,rebound,defensive,[],203109,,,1610612749,22,30,2024-04-14T18:03:58Z,1600000,False,,,0,,J. Crowder REBOUND (Off:1 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Mid-Range,16-24 Left Center,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,,
162,PT11M30.00S,2024-04-14T17:41:23.0Z,2,REGULAR,2pt,Jump Shot,[],1626171,88.78120893561103,15.196078431372548,1610612749,22,30,2024-04-14T17:42:29Z,1610000,False,-174.0,53.0,1,right,MISS B. Portis 18' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,18.19,Missed,,,,,,,,,,,,,,,,,,
163,PT11M26.00S,2024-04-14T17:41:27.0Z,2,REGULAR,rebound,defensive,[],1628365,,,1610612753,22,30,2024-04-14T17:41:28Z,1620000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,
164,PT11M15.00S,2024-04-14T17:41:37.6Z,2,REGULAR,turnover,lost ball,[],1628365,,,1610612753,22,30,2024-04-14T17:41:41Z,1630000,False,,,0,,M. Fultz lost ball TURNOVER (1 TO),"[1628365, 1627736]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Beasley,1627736.0,,,,
165,PT11M15.00S,2024-04-14T17:41:37.6Z,2,REGULAR,steal,,[],1627736,,,1610612749,22,30,2024-04-14T17:41:39Z,1640000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
166,PT11M10.00S,2024-04-14T17:41:43.3Z,2,REGULAR,turnover,bad pass,[],1626192,,,1610612749,22,30,2024-04-14T17:41:51Z,1650000,False,,,0,,P. Connaughton bad pass TURNOVER (1 TO),"[1626192, 204060]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,Ingles,204060.0,,,,
167,PT11M10.00S,2024-04-14T17:41:43.3Z,2,REGULAR,steal,,[],204060,,,1610612753,22,30,2024-04-14T17:41:45Z,1660000,False,,,0,,J. Ingles STEAL (1 STL),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
