actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
169,PT11M12.00S,2024-01-10T00:38:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,92.06636005256242,54.41176470588235,1610612750,18,35,2024-01-10T00:38:48Z,1680000,False,22.0,22.0,1,right,K. Anderson driving Layup (4 PTS),[203937],1610612750.0,MIN,driving,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.13,Made,,,4.0,,,,,,,,,,,,,,,
170,PT10M54.00S,2024-01-10T00:38:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,11.383048620236531,45.588235294117645,1610612753,18,35,2024-01-10T00:39:06Z,1690000,False,22.0,55.0,1,left,MISS A. Black floating Shot - blocked,"[1641710, 203497]",1610612753.0,ORL,floating,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,,,,,,,,Gobert,203497.0
171,PT10M54.00S,2024-01-10T00:38:58.6Z,2,REGULAR,block,,[],203497,,,1610612753,18,35,2024-01-10T00:39:02Z,1700000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
172,PT10M50.00S,2024-01-10T00:39:02.6Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,18,35,2024-01-10T00:39:06Z,1710000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,,,170.0,,,,,,2.0,2.0,0.0,,,,,,,,,
173,PT10M43.00S,2024-01-10T00:39:12.1Z,2,REGULAR,foul,personal,[],1630175,,,1610612750,18,35,2024-01-10T00:39:40Z,1720000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 203497]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,1630886.0,,,,,,,,2.0,0.0,Gobert,203497.0,,,,,
175,PT10M43.00S,2024-01-10T00:39:26.1Z,2,REGULAR,substitution,out,[],203937,,,1610612750,18,35,2024-01-10T00:39:30Z,1740000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M43.00S,2024-01-10T00:39:26.1Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,18,35,2024-01-10T00:39:30Z,1750000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M37.00S,2024-01-10T00:39:41.5Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,18,35,2024-01-10T00:39:47Z,1760000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1629021]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Wagner,1629021.0,,
178,PT10M37.00S,2024-01-10T00:39:41.5Z,2,REGULAR,steal,,[],1629021,,,1610612753,18,35,2024-01-10T00:39:43Z,1770000,False,,,0,,M. Wagner STEAL (1 STL),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
179,PT10M33.00S,2024-01-10T00:39:45.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629021,5.469776609724048,50.73529411764706,1610612753,20,35,2024-01-10T00:39:52Z,1780000,False,-4.0,-1.0,1,left,M. Wagner running DUNK (9 PTS) (A. Black 1 AST),"[1629021, 1641710]",1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,0.39,Made,,,9.0,A. Black,1641710.0,1.0,,,,,,,,,,,,
181,PT10M13.00S,2024-01-10T00:40:07.3Z,2,REGULAR,foul,personal,[],1630243,,,1610612750,20,35,2024-01-10T00:40:19Z,1800000,False,,,0,,T. Queen personal FOUL (1 PF),"[1630243, 1630162]",1610612753.0,ORL,,,,Queen,T. Queen,,,,,Mid-Range,16-24 Right Center,,,,2003.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
183,PT10M13.00S,2024-01-10T00:40:20.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,20,35,2024-01-10T00:40:24Z,1820000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M13.00S,2024-01-10T00:40:20.0Z,2,REGULAR,substitution,in,[],203937,,,1610612750,20,35,2024-01-10T00:40:24Z,1830000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M12.00S,2024-01-10T00:40:33.9Z,2,REGULAR,foul,offensive,[],1630162,,,1610612750,20,35,2024-01-10T00:40:44Z,1840000,False,,,0,,A. Edwards offensive FOUL (3 PF),"[1630162, 1641710]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,2003.0,,,,,,,,3.0,0.0,Black,1641710.0,,,,,
187,PT10M12.00S,2024-01-10T00:40:33.9Z,2,REGULAR,turnover,offensive foul,[],1630162,,,1610612750,20,35,2024-01-10T00:40:33Z,1860000,False,,,0,,A. Edwards offensive foul TURNOVER (3 TO),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,2003.0,,,,,,,,,,,,3.0,,,,
188,PT10M12.00S,2024-01-10T00:40:48.3Z,2,REGULAR,substitution,out,[],1630162,,,1610612753,20,35,2024-01-10T00:40:53Z,1870000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M12.00S,2024-01-10T00:40:48.3Z,2,REGULAR,substitution,in,[],201144,,,1610612753,20,35,2024-01-10T00:40:53Z,1880000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M02.00S,2024-01-10T00:41:09.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,31.225361366622867,65.68627450980392,1610612753,23,35,2024-01-10T00:41:15Z,1890000,False,-78.0,241.0,1,left,C. Okeke 25' 3PT  (3 PTS) (A. Black 2 AST),"[1629643, 1641710]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,25.34,Made,,,3.0,A. Black,1641710.0,2.0,,,,,,,,,,,,
192,PT09M47.00S,2024-01-10T00:41:23.6Z,2,REGULAR,3pt,Jump Shot,[],201144,74.19513797634691,84.31372549019608,1610612750,23,35,2024-01-10T00:41:28Z,1910000,False,172.0,190.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
193,PT09M45.00S,2024-01-10T00:41:25.6Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,23,35,2024-01-10T00:41:28Z,1920000,False,,,0,,C. Okeke REBOUND (Off:1 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Right Center,,,192.0,,,,,,3.0,2.0,1.0,,,,,,,,,
194,PT09M38.00S,2024-01-10T00:41:33.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630175,16.770696452036795,40.68627450980392,1610612753,25,35,2024-01-10T00:41:41Z,1930000,False,47.0,105.0,1,left,C. Anthony 11' running Jump Shot (2 PTS) (C. Okeke 1 AST),"[1630175, 1629643]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,,,2.0,C. Okeke,1629643.0,1.0,,,,,,,,,,,,
196,PT09M21.00S,2024-01-10T00:41:50.8Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,25,35,2024-01-10T00:42:00Z,1950000,False,,,0,,N. Reid lost ball TURNOVER (2 TO),"[1629675, 1641710]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,Black,1641710.0,,
197,PT09M21.00S,2024-01-10T00:41:50.8Z,2,REGULAR,steal,,[],1641710,,,1610612753,25,35,2024-01-10T00:41:53Z,1960000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
198,PT09M14.00S,2024-01-10T00:41:57.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,8.492115637319317,77.20588235294117,1610612753,25,35,2024-01-10T00:43:50Z,1970000,False,-136.0,27.0,1,left,MISS C. Anthony 13' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Left,13.87,Missed,,,,,,,,,,,,,,,,,,
199,PT09M12.00S,2024-01-10T00:41:59.2Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,25,35,2024-01-10T00:43:50Z,1980000,False,,,0,,N. Reid REBOUND (Off:1 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,198.0,,,,,,3.0,2.0,1.0,,,,,,,,,
200,PT09M08.00S,2024-01-10T00:42:05.2Z,2,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612750,25,35,2024-01-10T00:42:18Z,1990000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Conley 2 FT),"[1641710, 201144]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,1630886.0,,,,,,,,1.0,0.0,Conley,201144.0,,,,,
202,PT09M08.00S,2024-01-10T00:42:34.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],201144,,,1610612750,25,36,2024-01-10T00:42:34Z,2010000,False,,,0,,M. Conley Free Throw 1 of 2 (1 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
203,PT09M08.00S,2024-01-10T00:42:35.6Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,25,36,2024-01-10T00:42:42Z,2020000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M08.00S,2024-01-10T00:42:35.6Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,25,36,2024-01-10T00:42:42Z,2030000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M08.00S,2024-01-10T00:42:56.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],201144,,,1610612750,25,37,2024-01-10T00:42:56Z,2040000,False,,,0,,M. Conley Free Throw 2 of 2 (2 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
206,PT08M48.00S,2024-01-10T00:43:19.1Z,2,REGULAR,3pt,Jump Shot,[],1641710,13.354139290407357,95.09803921568627,1610612753,28,37,2024-01-10T00:43:23Z,2050000,False,-225.0,73.0,1,left,A. Black 3PT  (3 PTS) (T. Queen 2 AST),"[1641710, 1630243]",1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,23.7,Made,,,3.0,T. Queen,1630243.0,2.0,,,,,,,,,,,,
208,PT08M29.00S,2024-01-10T00:43:38.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,86.02168199737189,52.94117647058824,1610612750,28,37,2024-01-10T00:43:44Z,2070000,False,15.0,79.0,1,right,MISS K. Anderson 8' driving floating Shot,[203937],1610612750.0,MIN,driving floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,8.03,Missed,,,,,,,,,,,,,,,,,,
209,PT08M25.00S,2024-01-10T00:43:42.6Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,28,37,2024-01-10T00:43:44Z,2080000,False,,,0,,C. Okeke REBOUND (Off:1 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),8-16 Center,,,208.0,,,,,,4.0,3.0,1.0,,,,,,,,,
210,PT08M16.00S,2024-01-10T00:43:59.5Z,2,REGULAR,turnover,out-of-bounds,[],1630243,,,1610612753,28,37,2024-01-10T00:44:06Z,2090000,False,,,0,,T. Queen lost ball out-of-bounds TURNOVER (1 TO),[1630243],1610612753.0,ORL,lost ball,,,Queen,T. Queen,,,,,In The Paint (Non-RA),0-8 Center,,,,1662.0,,,,,,,,,,,,1.0,,,,
211,PT08M06.00S,2024-01-10T00:44:14.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626157,83.26215505913272,51.9607843137255,1610612750,28,39,2024-01-10T00:44:22Z,2100000,False,10.0,105.0,1,right,K. Towns 10' driving floating Jump Shot (13 PTS) (J. McLaughlin 1 AST),"[1626157, 1629162]",1610612750.0,MIN,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,10.53,Made,,,13.0,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,
212,PT07M48.00S,2024-01-10T00:44:33.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,7.966491458607096,64.70588235294117,1610612753,28,39,2024-01-10T00:44:38Z,2110000,False,-74.0,22.0,1,left,MISS C. Anthony 7' turnaround Hook,[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,7.68,Missed,,,,,,,,,,,,,,,,,,
213,PT07M45.00S,2024-01-10T00:44:36.0Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,28,39,2024-01-10T00:44:38Z,2120000,False,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,212.0,,,,,,7.0,7.0,0.0,,,,,,,,,
214,PT07M39.00S,2024-01-10T00:44:46.3Z,2,REGULAR,foul,offensive,[],1626157,,,1610612750,28,39,2024-01-10T00:44:58Z,2130000,False,,,0,,K. Towns charge offensive FOUL (1 PF),"[1626157, 1629021]",1610612750.0,MIN,charge,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,1.0,0.0,Wagner,1629021.0,,,,,
216,PT07M39.00S,2024-01-10T00:44:46.3Z,2,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,28,39,2024-01-10T00:44:46Z,2150000,False,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,,,,,2.0,,,,
217,PT07M39.00S,2024-01-10T00:44:58.8Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,28,39,2024-01-10T00:45:02Z,2160000,False,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M39.00S,2024-01-10T00:44:58.8Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,28,39,2024-01-10T00:45:02Z,2170000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M25.00S,2024-01-10T00:45:38.6Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612753,28,39,2024-01-10T00:45:45Z,2190000,False,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Queen 2 FT),"[1629162, 1630243]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,,,,2003.0,,,,,,,,1.0,0.0,Queen,1630243.0,,,,,
222,PT07M25.00S,2024-01-10T00:46:16.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630243,,,1610612753,29,39,2024-01-10T00:46:16Z,2210000,False,,,0,,T. Queen Free Throw 1 of 2 (1 PTS),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
223,PT07M25.00S,2024-01-10T00:46:17.2Z,2,REGULAR,substitution,out,[],1629162,,,1610612753,29,39,2024-01-10T00:46:28Z,2220000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M25.00S,2024-01-10T00:46:17.2Z,2,REGULAR,substitution,out,[],203497,,,1610612753,29,39,2024-01-10T00:46:28Z,2230000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M25.00S,2024-01-10T00:46:17.2Z,2,REGULAR,substitution,in,[],1630183,,,1610612753,29,39,2024-01-10T00:46:28Z,2240000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M25.00S,2024-01-10T00:46:17.2Z,2,REGULAR,substitution,in,[],1629675,,,1610612753,29,39,2024-01-10T00:46:28Z,2250000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M25.00S,2024-01-10T00:46:36.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630243,,,1610612753,30,39,2024-01-10T00:46:36Z,2260000,False,,,0,,T. Queen Free Throw 2 of 2 (2 PTS),[1630243],1610612753.0,ORL,,,,Queen,T. Queen,,,,,,,,Made,,,2.0,,,,,,,,,,,,,,,
228,PT07M11.00S,2024-01-10T00:46:52.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,93.9060446780552,51.225490196078425,1610612750,30,41,2024-01-10T00:46:56Z,2270000,False,6.0,5.0,1,right,K. Anderson cutting DUNK (6 PTS) (N. Reid 2 AST),"[203937, 1629675]",1610612750.0,MIN,cutting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.78,Made,,,6.0,N. Reid,1629675.0,2.0,,,,,,,,,,,,
230,PT06M55.00S,2024-01-10T00:47:07.9Z,2,REGULAR,turnover,lost ball,[],1629021,,,1610612753,30,41,2024-01-10T00:47:13Z,2290000,False,,,0,,M. Wagner lost ball TURNOVER (1 TO),"[1629021, 1626157]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Towns,1626157.0,,
231,PT06M55.00S,2024-01-10T00:47:07.9Z,2,REGULAR,steal,,[],1626157,,,1610612750,30,41,2024-01-10T00:47:10Z,2300000,False,,,0,,K. Towns STEAL (2 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
232,PT06M51.00S,2024-01-10T00:47:12.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630183,91.80354796320631,48.529411764705884,1610612750,30,43,2024-01-10T00:47:21Z,2310000,False,-7.0,25.0,1,right,J. McDaniels running Layup (2 PTS),[1630183],1610612750.0,MIN,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.56,Made,,,2.0,,,,,,,,,,,,,,,
233,PT06M27.00S,2024-01-10T00:47:36.5Z,2,REGULAR,3pt,Jump Shot,[],1630175,8.492115637319317,4.6568627450980395,1610612753,30,43,2024-01-10T00:47:40Z,2320000,False,227.0,27.0,1,left,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,22.83,Missed,,,,,,,,,,,,,,,,,,
234,PT06M24.00S,2024-01-10T00:47:39.3Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,30,43,2024-01-10T00:47:39Z,2330000,False,,,0,,N. Reid REBOUND (Off:1 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,233.0,,,,,,4.0,3.0,1.0,,,,,,,,,
235,PT06M15.00S,2024-01-10T00:47:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,90.88370565045992,41.17647058823529,1610612750,30,43,2024-01-10T00:48:57Z,2340000,False,-44.0,33.0,1,right,MISS K. Towns driving floating bank Shot,[1626157],1610612750.0,MIN,driving floating bank,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
236,PT06M14.00S,2024-01-10T00:47:50.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,30,43,2024-01-10T00:47:58Z,2350000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,235.0,,,,,,,,,,,,,,,,,
238,PT06M14.00S,2024-01-10T00:48:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,30,43,2024-01-10T00:48:54Z,2370000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M14.00S,2024-01-10T00:50:19.8Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,30,43,2024-01-10T00:51:00Z,2380000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M14.00S,2024-01-10T00:50:19.8Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,30,43,2024-01-10T00:51:00Z,2390000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M14.00S,2024-01-10T00:50:19.8Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,30,43,2024-01-10T00:51:00Z,2400000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M14.00S,2024-01-10T00:50:19.8Z,2,REGULAR,substitution,in,[],1629048,,,1610612753,30,43,2024-01-10T00:51:00Z,2410000,False,,,0,,SUB in: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M00.00S,2024-01-10T00:51:01.9Z,2,REGULAR,3pt,Jump Shot,[],1630243,30.305519053876477,32.1078431372549,1610612753,33,43,2024-01-10T00:51:07Z,2420000,False,89.0,232.0,1,left,T. Queen 24' 3PT  (5 PTS) (G. Bitadze 1 AST),"[1630243, 1629048]",1610612753.0,ORL,,,,Queen,T. Queen,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,
246,PT05M43.00S,2024-01-10T00:51:19.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,87.46714848883047,44.11764705882353,1610612750,33,45,2024-01-10T00:51:25Z,2440000,False,-29.0,65.0,1,right,K. Towns 7' turnaround Hook (15 PTS) (M. Conley 4 AST),"[1626157, 201144]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,,,15.0,M. Conley,201144.0,4.0,,,,,,,,,,,,
247,PT05M20.00S,2024-01-10T00:51:41.9Z,2,REGULAR,3pt,Jump Shot,[],1631094,27.54599211563732,19.852941176470587,1610612753,33,45,2024-01-10T00:51:49Z,2450000,False,151.0,206.0,1,left,MISS P. Banchero 25' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,25.56,Missed,,,,,,,,,,,,,,,,,,
248,PT05M18.00S,2024-01-10T00:51:43.9Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,33,45,2024-01-10T00:51:49Z,2460000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,247.0,,,,,,1.0,1.0,0.0,,,,,,,,,
249,PT05M18.00S,2024-01-10T00:51:49.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612750,33,45,2024-01-10T00:51:57Z,2470000,False,,,0,,J. Suggs personal FOUL (2 PF) (Anderson 2 FT),"[1630591, 203937]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,,,,1662.0,,,,,,,,2.0,0.0,Anderson,203937.0,,,,,
251,PT05M18.00S,2024-01-10T00:52:28.2Z,2,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,33,45,2024-01-10T00:52:28Z,2490000,False,,,0,,MISS K. Anderson Free Throw 1 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
252,PT05M18.00S,2024-01-10T00:52:28.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,33,45,2024-01-10T00:52:28Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
253,PT05M18.00S,2024-01-10T00:52:46.3Z,2,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,33,46,2024-01-10T00:52:46Z,2510000,False,,,0,,K. Anderson Free Throw 2 of 2 (7 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
254,PT05M05.00S,2024-01-10T00:53:05.4Z,2,REGULAR,foul,offensive,['inpenalty'],1629048,,,1610612753,33,46,2024-01-10T00:53:36Z,2520000,False,,,0,,G. Bitadze off-the-ball offensive FOUL (3 PF),"[1629048, 201144]",1610612753.0,ORL,off-the-ball,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,1630886.0,,,,,,,,3.0,0.0,Conley,201144.0,,,,,
256,PT05M05.00S,2024-01-10T00:53:05.4Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,33,46,2024-01-10T00:53:05Z,2540000,False,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,,1630886.0,,,,,,,,,,,,1.0,,,,
