actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-01T00:12:35.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-01T00:12:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-01T00:12:38.5Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612753,0,0,2024-03-01T00:12:38Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Collins: Tip to P. Banchero,"[1631094, 1628976, 1628381]",1610612753.0,ORL,startperiod,P. Banchero,1631094.0,Banchero,P. Banchero,Carter Jr.,1628976.0,Collins,1628381.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-01T00:12:50.8Z,1,REGULAR,3pt,Jump Shot,[],203914,71.69842312746385,82.35294117647058,1610612753,3,0,2024-03-01T00:12:55Z,70000,False,162.0,214.0,1,right,G. Harris 26' 3PT  (3 PTS) (P. Banchero 1 AST),"[203914, 1631094]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,26.79,Made,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-01T00:13:08.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,26.888961892247043,17.15686274509804,1610612762,3,0,2024-03-01T00:13:16Z,90000,False,164.0,200.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,25.9,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2024-03-01T00:13:11.9Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,3,0,2024-03-01T00:13:16Z,100000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2024-03-01T00:13:35.1Z,1,REGULAR,turnover,out-of-bounds,[],1631094,,,1610612753,3,0,2024-03-01T00:13:43Z,110000,False,,,0,,P. Banchero lost ball out-of-bounds TURNOVER (1 TO),[1631094],1610612753.0,ORL,lost ball,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1627519.0,1.0,,,,,,,,
12,PT10M44.00S,2024-03-01T00:13:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,10.200394218134035,56.372549019607845,1610612762,3,0,2024-03-01T00:14:06Z,120000,False,-32.0,43.0,1,left,MISS C. Sexton driving Layup,[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,5.39,Missed,,,,,,,,,,,,,,,,,,
13,PT10M41.00S,2024-03-01T00:14:02.4Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,3,0,2024-03-01T00:14:06Z,130000,False,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M32.00S,2024-03-01T00:14:12.1Z,1,REGULAR,3pt,Jump Shot,[],203914,71.69842312746385,77.94117647058823,1610612753,6,0,2024-03-01T00:14:16Z,140000,False,140.0,214.0,1,right,G. Harris 25' 3PT  (6 PTS) (F. Wagner 1 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,25.51,Made,6.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
16,PT10M14.00S,2024-03-01T00:14:30.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641707,12.171484888304862,51.9607843137255,1610612762,6,0,2024-03-01T00:14:36Z,160000,False,-10.0,62.0,1,left,MISS T. Hendricks 6' driving Hook,[1641707],1610612762.0,UTA,driving,,,Hendricks,T. Hendricks,,,,,In The Paint (Non-RA),0-8 Center,6.27,Missed,,,,,,,,,,,,,,,,,,
17,PT10M11.00S,2024-03-01T00:14:33.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,6,0,2024-03-01T00:14:36Z,170000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,
18,PT09M59.00S,2024-03-01T00:14:44.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,90.88370565045992,35.049019607843135,1610612753,6,0,2024-03-01T00:16:26Z,180000,False,-75.0,33.0,1,right,MISS P. Banchero 8' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Left,8.18,Missed,,,,,,,,,,,,,,,,,,
19,PT09M57.00S,2024-03-01T00:14:46.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,6,0,2024-03-01T00:14:51Z,190000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT09M50.00S,2024-03-01T00:14:54.1Z,1,REGULAR,3pt,Jump Shot,[],1629012,28.597240473061763,76.22549019607843,1610612762,6,3,2024-03-01T00:16:56Z,200000,False,-131.0,216.0,1,left,C. Sexton 25' 3PT pullup (3 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,25.29,Made,3.0,,,,,,,,,,,,,,,,,
21,PT09M32.00S,2024-03-01T00:15:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,93.51182654402102,54.65686274509803,1610612753,8,3,2024-03-01T00:15:21Z,210000,False,23.0,8.0,1,right,F. Wagner driving Layup (2 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.48,Made,2.0,,,,,,,,,,,,,,,,,
