actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
175,PT08M27.00S,2024-03-19T23:43:05.0Z,2,REGULAR,turnover,bad pass,[],1630544,,,1610612766,37,19,2024-03-19T23:43:10Z,1710000,False,,,0,,T. Mann bad pass TURNOVER (1 TO),"[1630544, 1628371]",1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,Isaac,1628371.0
176,PT08M27.00S,2024-03-19T23:43:05.0Z,2,REGULAR,steal,,[],1628371,,,1610612753,37,19,2024-03-19T23:43:07Z,1720000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
177,PT08M25.00S,2024-03-19T23:43:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630175,92.85479632063075,51.71568627450981,1610612753,39,19,2024-03-19T23:43:17Z,1730000,False,9.0,15.0,1,right,C. Anthony running Layup (7 PTS) (J. Isaac 1 AST),"[1630175, 1628371]",1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,1.7,Made,7.0,,J. Isaac,1628371.0,1.0,,,,,,,,,,,,,
179,PT08M25.00S,2024-03-19T23:43:16.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,39,19,2024-03-19T23:43:16Z,1750000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,out,[],1628371,,,1610612766,39,19,2024-03-19T23:45:42Z,1760000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,out,[],1628365,,,1610612766,39,19,2024-03-19T23:45:42Z,1770000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,39,19,2024-03-19T23:45:42Z,1780000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,out,[],1641706,,,1610612766,39,19,2024-03-19T23:45:42Z,1790000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,in,[],1628976,,,1610612766,39,19,2024-03-19T23:45:42Z,1800000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,in,[],1630532,,,1610612766,39,19,2024-03-19T23:45:42Z,1810000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,39,19,2024-03-19T23:45:42Z,1820000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M25.00S,2024-03-19T23:45:26.1Z,2,REGULAR,substitution,in,[],203995,,,1610612766,39,19,2024-03-19T23:45:42Z,1830000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M07.00S,2024-03-19T23:46:22.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203995,6.652431011826544,46.568627450980394,1610612766,39,21,2024-03-19T23:46:40Z,1840000,False,17.0,10.0,1,left,V. Micic driving floating bank Jump Shot (10 PTS),[203995],1610612766.0,CHA,driving floating bank,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,1.99,Made,10.0,,,,,,,,,,,,,,,,,
189,PT07M46.00S,2024-03-19T23:46:42.9Z,2,REGULAR,turnover,bad pass,[],1629021,,,1610612753,39,21,2024-03-19T23:47:38Z,1850000,False,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 203995]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,Micic,203995.0
190,PT07M46.00S,2024-03-19T23:46:42.9Z,2,REGULAR,steal,,[],203995,,,1610612766,39,21,2024-03-19T23:46:46Z,1860000,False,,,0,,V. Micic STEAL (1 STL),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
191,PT07M42.00S,2024-03-19T23:46:48.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202722,20.844283837056505,92.40196078431373,1610612766,39,21,2024-03-19T23:47:26Z,1870000,False,-212.0,143.0,1,left,MISS D. Bertans 25' running 3PT,[202722],1610612766.0,CHA,running,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
192,PT07M39.00S,2024-03-19T23:46:51.3Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,39,21,2024-03-19T23:46:53Z,1880000,False,,,0,,M. Wagner REBOUND (Off:2 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,191.0,3.0,1.0,2.0,,,,
193,PT07M31.00S,2024-03-19T23:46:58.8Z,2,REGULAR,3pt,Jump Shot,[],1630175,74.72076215505913,83.57843137254902,1610612753,42,21,2024-03-19T23:47:04Z,1890000,False,168.0,185.0,1,right,C. Anthony 24' 3PT  (10 PTS) (M. Wagner 2 AST),"[1630175, 1629021]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,24.99,Made,10.0,,M. Wagner,1629021.0,2.0,,,,,,,,,,,,,
210,PT07M15.00S,2024-03-19T23:47:24.7Z,2,REGULAR,turnover,lost ball,[],203995,,,1610612766,42,21,2024-03-19T23:51:32Z,1915000,False,,,0,,V. Micic lost ball TURNOVER (2 TO),[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,,,,,,,,
197,PT07M15.00S,2024-03-19T23:47:50.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,42,21,2024-03-20T00:03:14Z,1930000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,out,[],204060,,,1610612753,42,21,2024-03-19T23:51:32Z,1960000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,42,21,2024-03-19T23:51:32Z,1970000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,out,[],1630544,,,1610612753,42,21,2024-03-19T23:51:32Z,1980000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,42,21,2024-03-19T23:51:32Z,1990000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,42,21,2024-03-19T23:51:32Z,2000000,False,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M15.00S,2024-03-19T23:50:14.9Z,2,REGULAR,substitution,in,[],1630197,,,1610612753,42,21,2024-03-19T23:51:32Z,2010000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M02.00S,2024-03-19T23:51:02.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,92.46057818659659,3.431372549019608,1610612753,45,21,2024-03-19T23:51:55Z,2030000,False,-233.0,18.0,1,right,J. Suggs 3PT  (7 PTS) (F. Wagner 2 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,23.35,Made,7.0,,F. Wagner,1630532.0,2.0,,,,,,,,,,,,,
209,PT06M49.00S,2024-03-19T23:51:09.3Z,2,REGULAR,turnover,traveling,[],1630208,,,1610612766,45,21,2024-03-19T23:52:07Z,2050000,False,,,0,,N. Richards traveling TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,202058.0,,,,,,,,1.0,,,,,,,,
211,PT06M40.00S,2024-03-19T23:51:36.5Z,2,REGULAR,foul,technical,['1freethrow'],1630208,,,1610612753,45,21,2024-03-19T23:51:51Z,2060000,False,,,0,,N. Richards defensive-3-second technical FOUL (1 Tech),[1630208],1610612766.0,CHA,defensive-3-second,,,Richards,N. Richards,,,,,,,,,,202058.0,,,,0.0,1.0,,,,,,,,,,,
212,PT06M40.00S,2024-03-19T23:51:53.0Z,2,REGULAR,freethrow,1 of 1,[],1630175,,,1610612753,45,21,2024-03-19T23:51:53Z,2070000,False,,,0,,MISS C. Anthony technical Free Throw 1 of 1,[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT06M40.00S,2024-03-19T23:51:53.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,45,21,2024-03-19T23:51:53Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,212.0,,,,,,,
214,PT06M32.00S,2024-03-19T23:52:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630175,92.19776609724047,54.90196078431373,1610612753,47,21,2024-03-19T23:53:07Z,2090000,False,25.0,21.0,1,right,C. Anthony cutting Layup (12 PTS) (P. Banchero 2 AST),"[1630175, 1631094]",1610612753.0,ORL,cutting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,3.21,Made,12.0,,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,
216,PT06M22.00S,2024-03-19T23:52:29.1Z,2,REGULAR,2pt,Jump Shot,[],203995,16.245072273324574,32.84313725490196,1610612766,47,23,2024-03-19T23:53:44Z,2110000,False,86.0,100.0,1,left,V. Micic 13' pullup bank Jump Shot (12 PTS),[203995],1610612766.0,CHA,pullup bank,,,Micic,V. Micic,,,,,Mid-Range,8-16 Right,13.19,Made,12.0,,,,,,,,,,,,,,,,,
218,PT06M15.00S,2024-03-19T23:52:43.1Z,2,REGULAR,foul,personal,[],1630208,,,1610612753,47,23,2024-03-19T23:53:00Z,2130000,False,,,0,,N. Richards personal FOUL (1 PF),"[1630208, 1631094]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,1628480.0,,,,1.0,1.0,Banchero,1631094.0,,,,,,,,,
220,PT06M15.00S,2024-03-19T23:52:47.9Z,2,REGULAR,substitution,out,[],1630208,,,1610612753,47,23,2024-03-19T23:52:54Z,2150000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M15.00S,2024-03-19T23:52:47.9Z,2,REGULAR,substitution,in,[],1629684,,,1610612753,47,23,2024-03-19T23:52:54Z,2160000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M05.00S,2024-03-19T23:53:05.6Z,2,REGULAR,turnover,bad pass,[],1631094,,,1610612753,47,23,2024-03-19T23:53:11Z,2170000,False,,,0,,P. Banchero bad pass TURNOVER (1 TO),"[1631094, 202722]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,,,Bertans,202722.0
223,PT06M05.00S,2024-03-19T23:53:05.6Z,2,REGULAR,steal,,[],202722,,,1610612766,47,23,2024-03-19T23:53:08Z,2180000,False,,,0,,D. Bertans STEAL (1 STL),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
224,PT05M46.00S,2024-03-19T23:53:24.7Z,2,REGULAR,turnover,lost ball,[],1628970,,,1610612766,47,23,2024-03-20T00:05:55Z,2190000,False,,,0,,M. Bridges lost ball TURNOVER (2 TO),"[1628970, 1630532]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,,,Wagner,1630532.0
225,PT05M46.00S,2024-03-19T23:53:24.7Z,2,REGULAR,steal,,[],1630532,,,1610612753,47,23,2024-03-19T23:53:27Z,2200000,False,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
226,PT05M41.00S,2024-03-19T23:53:29.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,93.38042049934296,52.69607843137255,1610612753,49,23,2024-03-19T23:53:41Z,2210000,False,13.0,10.0,1,right,P. Banchero running DUNK (9 PTS) (J. Suggs 2 AST),"[1631094, 1630591]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.66,Made,9.0,,J. Suggs,1630591.0,2.0,,,,,,,,,,,,,
228,PT05M26.00S,2024-03-19T23:53:44.2Z,2,REGULAR,3pt,Jump Shot,[],1630197,32.013797634691194,60.049019607843135,1610612766,49,23,2024-03-19T23:53:50Z,2230000,False,-50.0,248.0,1,left,MISS A. Pokusevski 25' step back 3PT,[1630197],1610612766.0,CHA,step back,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
229,PT05M23.00S,2024-03-19T23:53:47.2Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,49,23,2024-03-19T23:53:50Z,2240000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,228.0,5.0,5.0,0.0,,,,
230,PT05M04.00S,2024-03-19T23:54:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,74.58935611038108,14.215686274509803,1610612753,49,23,2024-03-19T23:54:15Z,2250000,False,-179.0,186.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,25.84,Missed,,,,,,,,,,,,,,,,,,
231,PT05M00.00S,2024-03-19T23:54:10.6Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,49,23,2024-03-19T23:54:15Z,2260000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,230.0,6.0,5.0,1.0,,,,
232,PT04M56.00S,2024-03-19T23:54:15.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,93.11760840998686,50.98039215686274,1610612753,51,23,2024-03-19T23:54:29Z,2270000,False,5.0,12.0,1,right,P. Banchero alley-oop DUNK (11 PTS) (F. Wagner 3 AST),"[1631094, 1630532]",1610612753.0,ORL,alley-oop,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.31,Made,11.0,,F. Wagner,1630532.0,3.0,,,,,,,,,,,,,
234,PT04M40.00S,2024-03-19T23:54:35.9Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612766,51,23,2024-03-19T23:58:34Z,2290000,False,,,0,,D. Bertans flagrant-type-2 personal FOUL (1 PF) (Suggs 2 FT),"[202722, 1630591]",1610612766.0,CHA,flagrant-type-2,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,,,,202058.0,,,,1.0,0.0,Suggs,1630591.0,,,,,,,,,
236,PT04M40.00S,2024-03-19T23:54:35.9Z,2,REGULAR,turnover,offensive foul,[],202722,,,1610612766,51,23,2024-03-19T23:54:35Z,2310000,False,,,0,,D. Bertans offensive foul TURNOVER (1 TO),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,In The Paint (Non-RA),8-16 Center,,,,202058.0,,,,,,,,1.0,,,,,,,,
566,PT04M40.00S,2024-03-19T23:56:45.0Z,2,REGULAR,ejection,other,[],202722,,,1610612753,51,23,2024-03-20T02:52:09Z,2325000,False,,,0,,Ejection D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,
238,PT04M40.00S,2024-03-19T23:58:35.9Z,2,REGULAR,freethrow,1 of 2,[],1630591,,,1610612753,52,23,2024-03-19T23:58:35Z,2330000,False,,,0,,J. Suggs flagrant Free Throw 1 of 2 (8 PTS),[1630591],1610612753.0,ORL,flagrant,,,Suggs,J. Suggs,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
239,PT04M40.00S,2024-03-19T23:58:47.9Z,2,REGULAR,freethrow,2 of 2,[],1630591,,,1610612753,53,23,2024-03-19T23:58:47Z,2340000,False,,,0,,J. Suggs flagrant Free Throw 2 of 2 (9 PTS),[1630591],1610612753.0,ORL,flagrant,,,Suggs,J. Suggs,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
248,PT04M40.00S,2024-03-19T23:58:54.0Z,2,REGULAR,substitution,out,[],202722,,,1610612766,53,23,2024-03-20T00:00:15Z,2345000,False,,,0,,SUB out: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M40.00S,2024-03-19T23:58:54.0Z,2,REGULAR,substitution,in,[],1641706,,,1610612766,53,23,2024-03-20T00:00:15Z,2347500,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT04M30.00S,2024-03-19T23:59:12.2Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,53,23,2024-03-19T23:59:17Z,2350000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1628970]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,,,,,,,Bridges,1628970.0
241,PT04M30.00S,2024-03-19T23:59:12.2Z,2,REGULAR,steal,,[],1628970,,,1610612766,53,23,2024-03-19T23:59:14Z,2360000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
242,PT04M20.00S,2024-03-19T23:59:22.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,32.276609724047304,55.88235294117647,1610612766,53,26,2024-03-19T23:59:28Z,2370000,False,-29.0,251.0,1,left,B. Miller 25' 3PT  (8 PTS) (M. Bridges 1 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.26,Made,8.0,,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,
244,PT04M03.00S,2024-03-19T23:59:38.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,82.9993429697766,36.27450980392157,1610612753,55,26,2024-03-19T23:59:47Z,2390000,False,-69.0,107.0,1,right,C. Anthony 12' pullup Jump Shot (14 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Left,12.74,Made,14.0,,,,,,,,,,,,,,,,,
245,PT03M53.00S,2024-03-19T23:59:51.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,15.719448094612352,37.5,1610612766,55,26,2024-03-20T00:00:34Z,2400000,False,62.0,95.0,1,left,MISS B. Miller 11' turnaround fadeaway Shot,[1641706],1610612766.0,CHA,turnaround fadeaway,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,11.4,Missed,,,,,,,,,,,,,,,,,,
246,PT03M53.00S,2024-03-20T00:00:05.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,55,26,2024-03-20T00:00:05Z,2410000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,245.0,,,,,,,
250,PT03M53.00S,2024-03-20T00:00:41.3Z,2,REGULAR,foul,technical,[],1629684,,,1610612766,55,26,2024-03-20T00:00:53Z,2430000,False,,,0,,G. Williams double technical FOUL (1 Tech),[1629684],1610612766.0,CHA,double,,,Williams,G. Williams,,,,,,,,,,1627962.0,,,,1.0,1.0,,,,,,,,,,,
251,PT03M53.00S,2024-03-20T00:00:41.3Z,2,REGULAR,foul,technical,[],1630591,,,1610612766,55,26,2024-03-20T00:00:47Z,2440000,False,,,0,,J. Suggs double technical FOUL (1 Tech),[1630591],1610612753.0,ORL,double,,,Suggs,J. Suggs,,,,,,,,,,1627962.0,,,,0.0,1.0,,,,,,,,,,,
252,PT03M53.00S,2024-03-20T00:01:50.8Z,2,REGULAR,turnover,jumpball violation,[],1628970,,,1610612766,55,26,2024-03-20T00:06:54Z,2450000,False,,,0,,M. Bridges jumpball violation TURNOVER (3 TO),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,,,,,,,,
253,PT03M39.00S,2024-03-20T00:01:59.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630175,77.34888304862024,91.91176470588235,1610612753,58,26,2024-03-20T00:11:13Z,2460000,False,210.0,160.0,1,right,C. Anthony 26' 3PT  (17 PTS) (W. Carter Jr. 1 AST),"[1630175, 1628976]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,26.39,Made,17.0,,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,
255,PT03M39.00S,2024-03-20T00:02:16.4Z,2,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612753,58,26,2024-03-20T00:11:05Z,2480000,False,,,0,,G. Williams away-from-play personal FOUL (2 PF) (Carter Jr. 1 FT),"[1629684, 1628976]",1610612766.0,CHA,away-from-play,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,1627962.0,,,,2.0,1.0,Carter Jr.,1628976.0,,,,,,,,,
258,PT03M39.00S,2024-03-20T00:02:45.7Z,2,REGULAR,substitution,out,[],1629684,,,1610612753,58,26,2024-03-20T00:02:48Z,2510000,False,,,0,,SUB out: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M39.00S,2024-03-20T00:02:45.7Z,2,REGULAR,substitution,in,[],1630208,,,1610612753,58,26,2024-03-20T00:02:48Z,2520000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M39.00S,2024-03-20T00:03:05.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628976,,,1610612753,59,26,2024-03-20T00:10:57Z,2530000,False,,,0,,W. Carter Jr. away-from-play Free Throw 1 of 1 (1 PTS),[1628976],1610612753.0,ORL,away-from-play,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
261,PT03M27.00S,2024-03-20T00:03:20.0Z,2,REGULAR,turnover,bad pass,[],1641706,,,1610612766,59,26,2024-03-20T00:03:25Z,2540000,False,,,0,,B. Miller bad pass TURNOVER (1 TO),"[1641706, 1630591]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Suggs,1630591.0
262,PT03M27.00S,2024-03-20T00:03:20.0Z,2,REGULAR,steal,,[],1630591,,,1610612753,59,26,2024-03-20T00:03:23Z,2550000,False,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
263,PT03M23.00S,2024-03-20T00:03:24.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630175,93.77463863337714,50.245098039215684,1610612753,61,26,2024-03-20T00:03:59Z,2560000,False,1.0,6.0,1,right,C. Anthony running reverse Layup (19 PTS) (J. Suggs 3 AST),"[1630175, 1630591]",1610612753.0,ORL,running reverse,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,0.61,Made,19.0,,J. Suggs,1630591.0,3.0,,,,,,,,,,,,,
265,PT03M13.00S,2024-03-20T00:03:39.0Z,2,REGULAR,foul,personal,[],1630591,,,1610612766,61,26,2024-03-20T00:03:53Z,2580000,False,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1641706]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,1628480.0,,,,1.0,1.0,Miller,1641706.0,,,,,,,,,
268,PT02M59.00S,2024-03-20T00:04:09.4Z,2,REGULAR,turnover,bad pass,[],1641706,,,1610612766,61,26,2024-03-20T00:13:45Z,2610000,False,,,0,,B. Miller bad pass TURNOVER (2 TO),"[1641706, 1630591]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,,,,,Suggs,1630591.0
