actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-17T22:10:41.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-17T22:10:41Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-03-17T22:10:44.6Z,1,REGULAR,jumpball,recovered,[],1630591,,,1610612753,0,0,2024-03-17T22:10:44Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. K. Olynyk: Tip to J. Suggs,"[1630591, 1628976, 203482]",1610612753.0,ORL,startperiod,J. Suggs,1630591.0,Suggs,J. Suggs,Carter Jr.,1628976.0,Olynyk,203482.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2024-03-17T22:10:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,91.80354796320631,49.50980392156863,1610612753,2,0,2024-03-17T22:11:07Z,70000,False,-2.0,25.0,1,right,F. Wagner driving Layup (2 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.46,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M21.00S,2024-03-17T22:11:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,7.5722733245729295,47.549019607843135,1610612761,2,2,2024-03-17T22:11:24Z,80000,False,12.0,19.0,1,left,K. Olynyk driving Layup (2 PTS) (I. Quickley 1 AST),"[203482, 1630193]",1610612761.0,TOR,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.24,Made,2.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
10,PT11M11.00S,2024-03-17T22:11:30.2Z,1,REGULAR,3pt,Jump Shot,[],203914,92.9862023653088,3.1862745098039214,1610612753,2,2,2024-03-17T22:11:33Z,100000,False,-234.0,13.0,1,right,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
11,PT11M09.00S,2024-03-17T22:11:32.2Z,1,REGULAR,rebound,defensive,[],203482,,,1610612761,2,2,2024-03-17T22:11:33Z,110000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M07.00S,2024-03-17T22:11:36.9Z,1,REGULAR,turnover,out-of-bounds,[],203482,,,1610612761,2,2,2024-03-17T22:11:45Z,120000,False,,,0,,K. Olynyk bad pass out-of-bounds TURNOVER (1 TO),[203482],1610612761.0,TOR,bad pass,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,1.0,,,,,,,,
13,PT10M44.00S,2024-03-17T22:12:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,92.85479632063075,52.94117647058824,1610612753,4,2,2024-03-17T22:12:10Z,130000,False,15.0,15.0,1,right,P. Banchero cutting Layup (2 PTS) (W. Carter Jr. 1 AST),"[1631094, 1628976]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.08,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,
15,PT10M29.00S,2024-03-17T22:12:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,8.492115637319317,53.92156862745098,1610612761,4,2,2024-03-17T22:12:26Z,150000,False,-20.0,27.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,3.36,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2024-03-17T22:12:23.0Z,1,REGULAR,rebound,offensive,[],203482,,,1610612761,4,2,2024-03-17T22:12:26Z,160000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,
