actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
83,PT04M56.00S,2024-03-10T22:23:53.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,12,6,2024-03-10T22:24:57Z,790000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,
84,PT04M43.00S,2024-03-10T22:24:04.9Z,1,REGULAR,2pt,Jump Shot,[],1630169,21.23850197109067,59.80392156862745,1610612754,12,6,2024-03-10T22:24:11Z,800000,False,-49.0,147.0,1,left,MISS T. Haliburton 15' turnaround fadeaway Shot,[1630169],1610612754.0,IND,turnaround fadeaway,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,15.5,Missed,,,,,,,,,,,,,,,,,,
85,PT04M40.00S,2024-03-10T22:24:07.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,12,6,2024-03-10T22:24:11Z,810000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,,84.0,3.0,3.0,0.0,,,,,,,,,,,,,
86,PT04M29.00S,2024-03-10T22:24:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204060,91.14651773981603,49.50980392156863,1610612753,14,6,2024-03-10T22:24:25Z,820000,False,-2.0,31.0,1,right,J. Ingles driving finger roll Layup (2 PTS) (P. Banchero 2 AST),"[204060, 1631094]",1610612753.0,ORL,driving finger roll,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,3.08,Made,2.0,,,,,,,,,,P. Banchero,1631094.0,2.0,,,,,
88,PT04M22.00S,2024-03-10T22:24:26.1Z,1,REGULAR,3pt,Jump Shot,[],1641716,3.7614980289093296,97.54901960784314,1610612754,14,6,2024-03-10T22:26:21Z,840000,False,-238.0,-17.0,1,left,MISS J. Walker step back 3PT,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
89,PT04M19.00S,2024-03-10T22:24:29.1Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,14,6,2024-03-10T22:24:31Z,850000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,
90,PT04M14.00S,2024-03-10T22:24:33.9Z,1,REGULAR,3pt,Jump Shot,[],204060,71.17279894875165,81.37254901960785,1610612753,17,6,2024-03-10T22:24:42Z,860000,False,157.0,218.0,1,right,J. Ingles 26' 3PT  (5 PTS) (P. Banchero 3 AST),"[204060, 1631094]",1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Right Center,26.9,Made,5.0,,,,,,,,,,P. Banchero,1631094.0,3.0,,,,,
92,PT04M05.00S,2024-03-10T22:24:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,7.178055190538765,50.0,1610612754,17,8,2024-03-10T22:24:54Z,880000,False,0.0,15.0,1,left,M. Turner cutting Layup (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,,,,,,,,,,T. Haliburton,1630169.0,1.0,,,,,
94,PT03M43.00S,2024-03-10T22:25:04.7Z,1,REGULAR,turnover,bad pass,[],1628976,,,1610612753,17,8,2024-03-10T22:25:10Z,900000,False,,,0,,W. Carter Jr. bad pass TURNOVER (1 TO),"[1628976, 204456]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,McConnell,204456.0
95,PT03M43.00S,2024-03-10T22:25:04.7Z,1,REGULAR,steal,,[],204456,,,1610612754,17,8,2024-03-10T22:25:07Z,910000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT03M40.00S,2024-03-10T22:25:09.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630167,7.046649145860711,50.49019607843137,1610612754,17,10,2024-03-10T22:25:20Z,920000,False,-2.0,14.0,1,left,O. Toppin running alley-oop DUNK (2 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,running alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.39,Made,2.0,,,,,,,,,,T. McConnell,204456.0,1.0,,,,,
98,PT03M40.00S,2024-03-10T22:25:23.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,17,10,2024-03-10T22:25:23Z,940000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,out,[],1631216,,,1610612753,17,10,2024-03-10T22:27:59Z,950000,False,,,0,,SUB out: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,out,[],203914,,,1610612753,17,10,2024-03-10T22:27:59Z,960000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612753,17,10,2024-03-10T22:27:59Z,970000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,17,10,2024-03-10T22:27:59Z,980000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,in,[],1641710,,,1610612753,17,10,2024-03-10T22:27:59Z,990000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2024-03-10T22:27:12.6Z,1,REGULAR,substitution,in,[],1630543,,,1610612753,17,10,2024-03-10T22:27:59Z,1000000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M16.00S,2024-03-10T22:28:31.7Z,1,REGULAR,3pt,Jump Shot,[],1630175,91.5407358738502,96.56862745098039,1610612753,17,10,2024-03-10T22:28:38Z,1010000,False,233.0,27.0,1,right,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
106,PT03M10.00S,2024-03-10T22:28:37.7Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,17,10,2024-03-10T22:28:38Z,1020000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
107,PT03M06.00S,2024-03-10T22:28:42.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",204456,6.652431011826544,45.588235294117645,1610612754,17,10,2024-03-10T22:29:25Z,1030000,False,22.0,10.0,1,left,MISS T. McConnell running Layup,[204456],1610612754.0,IND,running,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
108,PT03M03.00S,2024-03-10T22:28:45.8Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,17,10,2024-03-10T22:28:51Z,1040000,False,,,0,,W. Carter Jr. REBOUND (Off:3 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,107.0,6.0,3.0,3.0,,,,,,,,,,,,,
110,PT02M54.00S,2024-03-10T22:28:57.8Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,17,10,2024-03-10T22:29:11Z,1060000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M54.00S,2024-03-10T22:28:57.8Z,1,REGULAR,substitution,out,[],1630169,,,1610612753,17,10,2024-03-10T22:29:11Z,1070000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M54.00S,2024-03-10T22:28:57.8Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,17,10,2024-03-10T22:29:11Z,1080000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M54.00S,2024-03-10T22:28:57.8Z,1,REGULAR,substitution,in,[],1641767,,,1610612753,17,10,2024-03-10T22:29:11Z,1090000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M43.00S,2024-03-10T22:29:28.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.19776609724047,51.225490196078425,1610612753,19,10,2024-03-10T22:29:34Z,1100000,False,6.0,21.0,1,right,M. Wagner Layup (2 PTS) (C. Anthony 1 AST),"[1629021, 1630175]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.17,Made,2.0,,,,,,,,,,C. Anthony,1630175.0,1.0,,,,,
116,PT02M15.00S,2024-03-10T22:29:56.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,16.245072273324574,48.03921568627451,1610612754,19,10,2024-03-10T22:30:20Z,1120000,False,10.0,100.0,1,left,MISS J. Walker 10' driving floating Shot,[1641716],1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),8-16 Center,10.07,Missed,,,,,,,,,,,,,,,,,,
117,PT02M11.00S,2024-03-10T22:30:00.1Z,1,REGULAR,rebound,defensive,[],204060,,,1610612753,19,10,2024-03-10T22:30:04Z,1130000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),8-16 Center,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT02M07.00S,2024-03-10T22:30:07.5Z,1,REGULAR,foul,personal,['2freethrow'],1641716,,,1610612753,19,10,2024-03-10T22:30:16Z,1140000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Banchero 2 FT),"[1641716, 1631094]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,1.0,0.0,Banchero,1631094.0,,,,,,,,
120,PT02M07.00S,2024-03-10T22:30:43.5Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,20,10,2024-03-10T22:30:43Z,1160000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2024-03-10T22:30:44.7Z,1,REGULAR,substitution,out,[],1641716,,,1610612753,20,10,2024-03-10T22:30:50Z,1170000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M07.00S,2024-03-10T22:30:44.7Z,1,REGULAR,substitution,in,[],1627783,,,1610612753,20,10,2024-03-10T22:30:50Z,1180000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M07.00S,2024-03-10T22:31:08.2Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,21,10,2024-03-10T22:31:08Z,1190000,False,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
124,PT01M55.00S,2024-03-10T22:31:20.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,8.09789750328515,48.03921568627451,1610612754,21,12,2024-03-10T22:31:25Z,1200000,False,10.0,24.0,1,left,T. McConnell driving Layup (6 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.56,Made,6.0,,,,,,,,,,,,,,,,,
125,PT01M39.00S,2024-03-10T22:31:38.7Z,1,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,21,12,2024-03-10T22:31:44Z,1210000,False,,,0,,A. Black bad pass out-of-bounds TURNOVER (1 TO),[1641710],1610612753.0,ORL,bad pass,,,Black,A. Black,,,,,Mid-Range,16-24 Right,,,,,,,,1198.0,,,,,,,,,,1.0,,
126,PT01M27.00S,2024-03-10T22:31:55.9Z,1,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612754,21,12,2024-03-10T22:32:06Z,1220000,False,,,0,,M. Wagner shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629021, 1630543]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627963.0,1.0,0.0,Jackson,1630543.0,,,,,,,,
128,PT01M27.00S,2024-03-10T22:32:26.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630543,,,1610612754,21,13,2024-03-10T22:32:26Z,1240000,False,,,0,,I. Jackson Free Throw 1 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
129,PT01M27.00S,2024-03-10T22:32:27.4Z,1,REGULAR,substitution,out,[],1631094,,,1610612754,21,13,2024-03-10T22:32:30Z,1250000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M27.00S,2024-03-10T22:32:27.4Z,1,REGULAR,substitution,in,[],1628371,,,1610612754,21,13,2024-03-10T22:32:30Z,1260000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M27.00S,2024-03-10T22:32:50.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630543,,,1610612754,21,14,2024-03-10T22:32:50Z,1270000,False,,,0,,I. Jackson Free Throw 2 of 2 (2 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
132,PT01M06.00S,2024-03-10T22:33:12.0Z,1,REGULAR,2pt,Jump Shot,[],1641710,81.68528252299606,78.18627450980392,1610612753,21,14,2024-03-10T22:33:19Z,1280000,False,141.0,120.0,1,right,MISS A. Black 18' pullup Shot,[1641710],1610612753.0,ORL,pullup,,,Black,A. Black,,,,,Mid-Range,16-24 Right Center,18.49,Missed,,,,,,,,,,,,,,,,,,
133,PT01M05.00S,2024-03-10T22:33:13.0Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,21,14,2024-03-10T22:35:00Z,1290000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,,,,132.0,1.0,0.0,1.0,,,,,,,,,,,,,
134,PT01M05.00S,2024-03-10T22:33:18.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628371,94.40999984741211,50.0,1610612753,21,14,2024-03-10T22:34:51Z,1300000,False,0.0,0.0,1,right,MISS J. Isaac tip Layup,[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
135,PT01M05.00S,2024-03-10T22:33:18.0Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,21,14,2024-03-10T22:34:51Z,1310000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,134.0,1.0,1.0,0.0,,,,,,,,,,,,,
136,PT01M00.00S,2024-03-10T22:33:25.8Z,1,REGULAR,foul,technical,['1freethrow'],1320,,,1610612754,21,14,2024-03-10T22:34:16Z,1320000,False,,,0,,TEAM foul technical,[1320],1610612754.0,IND,,,,,,,,,,,,,,,,,,,1627963.0,,,,,,,,,,,,
137,PT01M00.00S,2024-03-10T22:33:50.0Z,1,REGULAR,freethrow,1 of 1,[],1630175,,,1610612754,22,14,2024-03-10T22:33:50Z,1330000,False,,,0,,C. Anthony technical Free Throw 1 of 1 (1 PTS),[1630175],1610612753.0,ORL,technical,,,Anthony,C. Anthony,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
138,PT00M48.90S,2024-03-10T22:34:24.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641710,,,1610612754,22,14,2024-03-10T22:34:35Z,1340000,False,,,0,,A. Black shooting personal FOUL (1 PF) (Siakam 2 FT),"[1641710, 1627783]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1198.0,1.0,0.0,Siakam,1627783.0,,,,,,,,
140,PT00M48.90S,2024-03-10T22:34:52.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,22,15,2024-03-10T22:34:52Z,1360000,False,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
141,PT00M48.90S,2024-03-10T22:35:12.1Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,22,16,2024-03-10T22:35:12Z,1370000,False,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
142,PT00M39.30S,2024-03-10T22:35:25.2Z,1,REGULAR,foul,offensive,['inpenalty'],1629021,,,1610612753,22,16,2024-03-10T22:35:36Z,1380000,False,,,0,,M. Wagner off-the-ball offensive FOUL (2 PF),"[1629021, 204456]",1610612753.0,ORL,off-the-ball,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,204058.0,2.0,0.0,McConnell,204456.0,,,,,,,,
144,PT00M39.30S,2024-03-10T22:35:25.2Z,1,REGULAR,turnover,offensive foul,[],1629021,,,1610612753,22,16,2024-03-10T22:35:25Z,1400000,False,,,0,,M. Wagner offensive foul TURNOVER (1 TO),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,204058.0,,,,,,,,,,1.0,,
145,PT00M33.00S,2024-03-10T22:35:51.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,15.719448094612352,42.64705882352941,1610612754,22,18,2024-03-10T22:35:58Z,1410000,False,37.0,95.0,1,left,T. McConnell 10' pullup Jump Shot (8 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,10.22,Made,8.0,,,,,,,,,,,,,,,,,
146,PT00M10.80S,2024-03-10T22:36:18.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.32917214191852,53.67647058823529,1610612753,24,18,2024-03-10T22:36:35Z,1420000,False,18.0,20.0,1,right,C. Anthony driving finger roll Layup (3 PTS),[1630175],1610612753.0,ORL,driving finger roll,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.69,Made,3.0,,,,,,,,,,,,,,,,,
147,PT00M03.30S,2024-03-10T22:36:31.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,50.98039215686274,1610612754,24,18,2024-03-10T23:22:12Z,1430000,False,-5.0,9.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
148,PT00M01.60S,2024-03-10T22:36:33.0Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,24,18,2024-03-10T23:22:12Z,1440000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,
149,PT00M00.00S,2024-03-10T22:36:35.7Z,1,REGULAR,3pt,Jump Shot,[],1629021,19.004599211563733,73.52941176470588,1610612753,24,18,2024-03-10T22:37:14Z,1450000,False,118.0,709.0,1,right,MISS M. Wagner 71' pullup 3PT,[1629021],1610612753.0,ORL,pullup,,,Wagner,M. Wagner,,,,,Mid-Range,16-24 Left Center,71.86,Missed,,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2024-03-10T22:36:35.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,24,18,2024-03-10T22:36:48Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,149.0,,,,,,,,,,,,,,,,
151,PT00M00.00S,2024-03-10T22:36:51.0Z,1,REGULAR,period,end,[],0,,,1610612753,24,18,2024-03-10T22:36:51Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2024-03-10T22:39:12.1Z,2,REGULAR,period,start,[],0,,,1610612754,24,18,2024-03-10T22:39:12Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT11M46.00S,2024-03-10T22:39:26.7Z,2,REGULAR,3pt,Jump Shot,[],1641767,27.677398160315374,18.137254901960784,1610612754,24,18,2024-03-10T23:23:07Z,1490000,False,159.0,208.0,1,left,MISS B. Sheppard 26' 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
154,PT11M44.00S,2024-03-10T22:39:28.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,24,18,2024-03-10T23:23:07Z,1500000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,,,
155,PT11M28.00S,2024-03-10T22:39:42.4Z,2,REGULAR,3pt,Jump Shot,[],1630175,72.48685939553219,16.911764705882355,1610612753,24,18,2024-03-10T22:39:47Z,1510000,False,-165.0,206.0,1,right,MISS C. Anthony 26' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,26.43,Missed,,,,,,,,,,,,,,,,,,
156,PT11M25.00S,2024-03-10T22:39:45.4Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,24,18,2024-03-10T22:39:47Z,1520000,False,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,
157,PT11M24.00S,2024-03-10T22:39:49.0Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612753,24,18,2024-03-10T22:40:01Z,1530000,False,,,0,,I. Jackson shooting personal FOUL (1 PF) (Wagner 2 FT),"[1630543, 1629021]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,1.0,0.0,Wagner,1629021.0,,,,,,,,
159,PT11M24.00S,2024-03-10T22:40:20.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629021,,,1610612753,25,18,2024-03-10T22:40:20Z,1550000,False,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
160,PT11M24.00S,2024-03-10T22:40:37.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629021,,,1610612753,26,18,2024-03-10T22:40:37Z,1560000,False,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
161,PT11M15.00S,2024-03-10T22:40:52.1Z,2,REGULAR,foul,personal,[],1641710,,,1610612754,26,18,2024-03-10T22:41:04Z,1570000,False,,,0,,A. Black personal FOUL (2 PF),"[1641710, 204456]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1198.0,2.0,0.0,McConnell,204456.0,,,,,,,,
163,PT11M08.00S,2024-03-10T22:41:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,4.28712220762155,37.00980392156863,1610612754,26,18,2024-03-10T22:41:20Z,1590000,False,65.0,-12.0,1,left,MISS T. McConnell 6' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.61,Missed,,,,,,,,,,,,,,,,,,
164,PT11M05.00S,2024-03-10T22:41:18.7Z,2,REGULAR,rebound,defensive,[],1628371,,,1610612753,26,18,2024-03-10T22:41:18Z,1600000,False,,,0,,J. Isaac REBOUND (Off:1 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,In The Paint (Non-RA),0-8 Center,,,,163.0,2.0,1.0,1.0,,,,,,,,,,,,,
165,PT10M51.00S,2024-03-10T22:41:36.1Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612753,26,18,2024-03-10T22:41:47Z,1610000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Wagner 2 FT),"[1627783, 1629021]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,1198.0,2.0,0.0,Wagner,1629021.0,,,,,,,,
