actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
83,PT05M27.00S,2023-12-21T00:25:22.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,92.46057818659659,50.98039215686274,1610612748,12,15,2023-12-21T00:25:28Z,810000,False,5.0,18.0,1,right,T. Bryant DUNK (2 PTS) (T. Herro 2 AST),"[1628418, 1629639]",1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.9,Made,,,,,,,2.0,,,,,,,,,T. Herro,1629639.0,2.0
85,PT05M00.00S,2023-12-21T00:25:49.8Z,1,REGULAR,2pt,Jump Shot,[],1630175,9.280551905387648,27.941176470588236,1610612753,14,15,2023-12-21T00:25:56Z,830000,False,110.0,35.0,1,left,C. Anthony 11' pullup Jump Shot (2 PTS) (J. Suggs 2 AST),"[1630175, 1630591]",1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Right,11.56,Made,,,,,,,2.0,,,,,,,,,J. Suggs,1630591.0,2.0
87,PT04M42.00S,2023-12-21T00:26:07.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,91.90210249671485,40.931372549019606,1610612748,14,15,2023-12-21T00:40:13Z,850000,False,-45.0,24.0,1,right,MISS T. Herro driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.11,Missed,,,,,,,,,,,,,,,,,,
162,PT04M42.00S,2023-12-21T00:26:07.0Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612748,14,15,2023-12-21T00:40:13Z,865000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,87.0,,,,,,,,,,,,1.0,0.0,1.0,,,
171,PT04M41.00S,2023-12-21T00:26:12.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628418,93.47897503285151,52.94117647058824,1610612748,14,17,2023-12-21T00:41:26Z,866250,False,15.0,9.0,1,right,T. Bryant tip DUNK (4 PTS),[1628418],1610612748.0,MIA,tip,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,4.0,,,,,,,,,,,
89,PT04M31.00S,2023-12-21T00:26:18.6Z,1,REGULAR,3pt,Jump Shot,[],1630175,33.196452036793694,46.81372549019608,1610612753,17,17,2023-12-21T00:26:24Z,870000,False,16.0,260.0,1,left,C. Anthony 26' 3PT  (5 PTS) (P. Banchero 2 AST),"[1630175, 1631094]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,26.0,Made,,,,,,,5.0,,,,,,,,,P. Banchero,1631094.0,2.0
91,PT04M12.00S,2023-12-21T00:26:42.7Z,1,REGULAR,foul,personal,[],203914,,,1610612748,17,17,2023-12-21T00:26:49Z,890000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1628997]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right,,,,1628487.0,1.0,0.0,Martin,1628997.0,,,,,,,,,,,,
93,PT04M00.00S,2023-12-21T00:27:12.0Z,1,REGULAR,2pt,Jump Shot,[],1628418,78.13731931668858,62.254901960784316,1610612748,17,17,2023-12-21T00:33:28Z,910000,False,61.0,153.0,1,right,MISS T. Bryant 16' fadeaway Shot,[1628418],1610612748.0,MIA,fadeaway,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Right Center,16.48,Missed,,,,,,,,,,,,,,,,,,
94,PT03M56.00S,2023-12-21T00:27:16.0Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,17,17,2023-12-21T00:27:17Z,920000,False,,,0,,P. Banchero REBOUND (Off:0 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,93.0,,,,,,,,,,,,3.0,3.0,0.0,,,
95,PT03M52.00S,2023-12-21T00:27:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,25.969119579500656,85.04901960784314,1610612753,17,17,2023-12-21T00:27:30Z,930000,False,-175.0,192.0,1,left,MISS C. Anthony 25' running 3PT,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.96,Missed,,,,,,,,,,,,,,,,,,
96,PT03M48.00S,2023-12-21T00:27:23.9Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612748,17,17,2023-12-21T00:27:30Z,940000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,95.0,,,,,,,,,,,,1.0,1.0,0.0,,,
97,PT03M41.00S,2023-12-21T00:27:31.0Z,1,REGULAR,3pt,Jump Shot,[],1629639,92.72339027595268,97.05882352941177,1610612748,17,20,2023-12-21T00:34:43Z,950000,False,235.0,16.0,1,right,T. Herro 3PT  (10 PTS) (J. Richardson 1 AST),"[1629639, 1626196]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,23.58,Made,,,,,,,10.0,,,,,,,,,J. Richardson,1626196.0,1.0
99,PT03M26.00S,2023-12-21T00:27:50.6Z,1,REGULAR,foul,personal,[],1628997,,,1610612753,17,20,2023-12-21T00:27:57Z,970000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 1631094]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right Center,,,,2004.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
101,PT03M26.00S,2023-12-21T00:28:01.6Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,17,20,2023-12-21T00:28:11Z,990000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M26.00S,2023-12-21T00:28:01.6Z,1,REGULAR,substitution,out,[],200768,,,1610612753,17,20,2023-12-21T00:28:11Z,1000000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M26.00S,2023-12-21T00:28:01.6Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,17,20,2023-12-21T00:28:11Z,1010000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M26.00S,2023-12-21T00:28:01.6Z,1,REGULAR,substitution,in,[],1629130,,,1610612753,17,20,2023-12-21T00:28:11Z,1020000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M23.00S,2023-12-21T00:28:30.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630175,6.521024967148489,46.07843137254902,1610612753,19,20,2023-12-21T00:28:44Z,1030000,False,20.0,9.0,1,left,C. Anthony cutting Layup (7 PTS) (G. Bitadze 1 AST),"[1630175, 1629048]",1610612753.0,ORL,cutting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,,,7.0,,,,,,,,,G. Bitadze,1629048.0,1.0
107,PT03M23.00S,2023-12-21T00:28:36.8Z,1,REGULAR,violation,defensive goaltending,[],1629639,,,1610612753,19,20,2023-12-21T00:28:44Z,1050000,False,,,0,,T. Herro defensive goaltending VIOLATION,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,202035.0,,,,,,,,,,,,,,,,
108,PT03M07.00S,2023-12-21T00:29:03.2Z,1,REGULAR,3pt,Jump Shot,[],1628997,91.40932982917214,97.79411764705883,1610612748,19,23,2023-12-21T00:29:09Z,1060000,False,239.0,28.0,1,right,C. Martin 24' 3PT  (3 PTS) (D. Robinson 1 AST),"[1628997, 1629130]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.07,Made,,,,,,,3.0,,,,,,,,,D. Robinson,1629130.0,1.0
110,PT02M50.00S,2023-12-21T00:29:19.8Z,1,REGULAR,3pt,Jump Shot,[],1630532,7.046649145860711,96.81372549019608,1610612753,19,23,2023-12-21T00:29:28Z,1080000,False,-234.0,14.0,1,left,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
111,PT02M45.00S,2023-12-21T00:29:24.8Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,19,23,2023-12-21T00:29:28Z,1090000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,,,110.0,,,,,,,,,,,,1.0,1.0,0.0,,,
118,PT02M35.00S,2023-12-21T00:29:48.1Z,1,REGULAR,turnover,bad pass,[],1629130,,,1610612748,19,23,2023-12-21T00:31:24Z,1120000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 1631094]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Banchero,1631094.0,,,,,,,,
119,PT02M35.00S,2023-12-21T00:29:48.1Z,1,REGULAR,steal,,[],1631094,,,1610612753,19,23,2023-12-21T00:31:52Z,1125000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
115,PT02M32.00S,2023-12-21T00:30:01.0Z,1,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612753,19,23,2023-12-21T00:30:16Z,1130000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Banchero 2 FT),"[1629639, 1631094]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,202035.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
117,PT02M32.00S,2023-12-21T00:30:19.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,19,23,2023-12-21T00:30:19Z,1150000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M32.00S,2023-12-21T00:30:37.4Z,1,REGULAR,substitution,out,[],1629639,,,1610612753,19,23,2023-12-21T00:32:32Z,1160000,False,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2023-12-21T00:30:37.4Z,1,REGULAR,substitution,out,[],1628997,,,1610612753,19,23,2023-12-21T00:32:32Z,1170000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2023-12-21T00:30:37.4Z,1,REGULAR,substitution,in,[],1629312,,,1610612753,19,23,2023-12-21T00:32:32Z,1180000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M32.00S,2023-12-21T00:30:37.4Z,1,REGULAR,substitution,in,[],1631170,,,1610612753,19,23,2023-12-21T00:32:32Z,1190000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M32.00S,2023-12-21T00:32:57.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,20,23,2023-12-21T00:32:57Z,1200000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
125,PT02M32.00S,2023-12-21T00:32:57.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,21,23,2023-12-21T00:36:24Z,1210000,False,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
127,PT02M19.00S,2023-12-21T00:33:39.3Z,1,REGULAR,substitution,out,[],1628418,,,1610612748,21,23,2023-12-21T00:33:44Z,1230000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M19.00S,2023-12-21T00:33:39.3Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,21,23,2023-12-21T00:33:44Z,1240000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M12.00S,2023-12-21T00:34:00.4Z,1,REGULAR,2pt,Jump Shot,[],1626196,77.4802890932983,31.61764705882353,1610612748,21,23,2023-12-21T00:34:06Z,1250000,False,-92.0,159.0,1,right,MISS J. Richardson 18' pullup Shot,[1626196],1610612748.0,MIA,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,18.38,Missed,,,,,,,,,,,,,,,,,,
130,PT02M09.00S,2023-12-21T00:34:03.4Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,21,23,2023-12-21T00:34:06Z,1260000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,129.0,,,,,,,,,,,,1.0,1.0,0.0,,,
131,PT01M57.00S,2023-12-21T00:34:15.6Z,1,REGULAR,turnover,bad pass,[],1630175,,,1610612753,21,23,2023-12-21T00:34:32Z,1270000,False,,,0,,C. Anthony bad pass TURNOVER (1 TO),"[1630175, 1631170]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1.0,Jaquez Jr.,1631170.0,,,,,,,,
132,PT01M57.00S,2023-12-21T00:34:15.6Z,1,REGULAR,steal,,[],1631170,,,1610612748,21,23,2023-12-21T00:34:17Z,1280000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
133,PT01M51.00S,2023-12-21T00:34:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629312,91.01511169513797,45.83333333333333,1610612748,21,23,2023-12-21T00:34:36Z,1290000,False,-21.0,32.0,1,right,MISS H. Highsmith Layup - blocked,"[1629312, 1629048]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,Bitadze,1629048.0,,,,,,
134,PT01M51.00S,2023-12-21T00:34:22.0Z,1,REGULAR,block,,[],1629048,,,1610612748,21,23,2023-12-21T00:34:25Z,1300000,False,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M46.00S,2023-12-21T00:34:27.0Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,21,23,2023-12-21T00:34:36Z,1310000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,133.0,,,,,,,,,,,,1.0,0.0,1.0,,,
136,PT01M45.00S,2023-12-21T00:34:26.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631170,66.17936925098554,41.42156862745098,1610612748,21,23,2023-12-21T00:34:40Z,1320000,False,-43.0,265.0,1,right,MISS J. Jaquez Jr. 26' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
137,PT01M43.00S,2023-12-21T00:34:28.9Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,21,23,2023-12-21T00:34:40Z,1330000,False,,,0,,P. Banchero REBOUND (Off:0 Def:4),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,136.0,,,,,,,,,,,,4.0,4.0,0.0,,,
138,PT01M33.00S,2023-12-21T00:34:40.2Z,1,REGULAR,turnover,bad pass,[],1629048,,,1610612753,21,23,2023-12-21T00:34:44Z,1340000,False,,,0,,G. Bitadze bad pass TURNOVER (1 TO),"[1629048, 1629312]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Center,,,,,,,,,,1.0,Highsmith,1629312.0,,,,,,,,
139,PT01M33.00S,2023-12-21T00:34:40.2Z,1,REGULAR,steal,,[],1629312,,,1610612748,21,23,2023-12-21T00:34:42Z,1350000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
140,PT01M26.00S,2023-12-21T00:34:47.0Z,1,REGULAR,turnover,bad pass,[],1629312,,,1610612748,21,23,2023-12-21T00:34:50Z,1360000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1630175]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1.0,Anthony,1630175.0,,,,,,,,
141,PT01M26.00S,2023-12-21T00:34:47.0Z,1,REGULAR,steal,,[],1630175,,,1610612753,21,23,2023-12-21T00:34:48Z,1370000,False,,,0,,C. Anthony STEAL (1 STL),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
142,PT01M23.00S,2023-12-21T00:34:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612753,21,23,2023-12-21T00:35:02Z,1380000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629130, 1630532]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,1628487.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,,,,
144,PT01M23.00S,2023-12-21T00:35:30.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630532,,,1610612753,21,23,2023-12-21T00:35:30Z,1400000,False,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
145,PT01M23.00S,2023-12-21T00:35:30.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,21,23,2023-12-21T00:35:30Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,
146,PT01M23.00S,2023-12-21T00:35:31.2Z,1,REGULAR,substitution,out,[],1631094,,,1610612753,21,23,2023-12-21T00:35:34Z,1420000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M23.00S,2023-12-21T00:35:31.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,21,23,2023-12-21T00:35:34Z,1430000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M23.00S,2023-12-21T00:35:55.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630532,,,1610612753,22,23,2023-12-21T00:35:55Z,1440000,False,,,0,,F. Wagner Free Throw 2 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
149,PT01M16.00S,2023-12-21T00:36:06.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,85.49605781865965,50.245098039215684,1610612748,22,25,2023-12-21T00:42:45Z,1450000,False,1.0,84.0,1,right,J. Jaquez Jr. 8' driving floating Jump Shot (4 PTS) (D. Robinson 2 AST),"[1631170, 1629130]",1610612748.0,MIA,driving floating,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.38,Made,,,,,,,4.0,,,,,,,,,D. Robinson,1629130.0,2.0
151,PT00M56.30S,2023-12-21T00:36:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628371,7.30946123521682,49.754901960784316,1610612753,22,25,2023-12-21T00:36:30Z,1470000,False,1.0,16.0,1,left,MISS J. Isaac Layup,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
152,PT00M54.10S,2023-12-21T00:36:28.1Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,22,25,2023-12-21T00:36:28Z,1480000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,151.0,,,,,,,,,,,,2.0,1.0,1.0,,,
153,PT00M53.60S,2023-12-21T00:36:29.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,7.178055190538765,50.245098039215684,1610612753,24,25,2023-12-21T00:36:36Z,1490000,False,-1.0,15.0,1,left,G. Bitadze DUNK (2 PTS),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.5,Made,,,,,,,2.0,,,,,,,,,,,
154,PT00M41.30S,2023-12-21T00:36:48.3Z,1,REGULAR,foul,personal,[],1630175,,,1610612748,24,25,2023-12-21T00:37:07Z,1500000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1628389]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,8-16 Center,,,,1628487.0,1.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,
156,PT00M26.80S,2023-12-21T00:37:27.0Z,1,REGULAR,2pt,Jump Shot,[],1626196,77.87450722733246,68.38235294117648,1610612748,24,25,2023-12-21T00:37:31Z,1520000,False,92.0,155.0,1,right,MISS J. Richardson 18' pullup Shot,[1626196],1610612748.0,MIA,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Right Center,18.06,Missed,,,,,,,,,,,,,,,,,,
157,PT00M23.10S,2023-12-21T00:37:30.7Z,1,REGULAR,rebound,defensive,[],1628371,,,1610612753,24,25,2023-12-21T00:37:30Z,1530000,False,,,0,,J. Isaac REBOUND (Off:0 Def:1),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Right Center,,,156.0,,,,,,,,,,,,1.0,1.0,0.0,,,
158,PT00M00.00S,2023-12-21T00:37:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,26.757555847568987,16.666666666666664,1610612753,24,25,2023-12-21T00:43:51Z,1540000,False,167.0,199.0,1,left,MISS F. Wagner 25' step back 3PT,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.96,Missed,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2023-12-21T00:37:54.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,24,25,2023-12-21T00:38:00Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2023-12-21T00:38:01.0Z,1,REGULAR,period,end,[],0,,,1610612753,24,25,2023-12-21T00:38:01Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-12-21T00:38:05.2Z,2,REGULAR,substitution,out,['startperiod'],1629048,,,1610612753,24,25,2023-12-21T00:40:30Z,1570000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-12-21T00:38:05.2Z,2,REGULAR,substitution,in,['startperiod'],1629021,,,1610612753,24,25,2023-12-21T00:40:30Z,1590000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-12-21T00:40:43.4Z,2,REGULAR,period,start,[],0,,,1610612753,24,25,2023-12-21T00:40:43Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M37.00S,2023-12-21T00:41:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630175,12.302890932982917,96.32352941176471,1610612753,24,25,2023-12-21T00:41:29Z,1630000,False,-232.0,63.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,24.0,Missed,,,,,,,,,,,,,,,,,,
172,PT11M33.00S,2023-12-21T00:41:26.8Z,2,REGULAR,rebound,offensive,[],203914,,,1610612753,24,25,2023-12-21T00:41:26Z,1640000,False,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,,,170.0,,,,,,,,,,,,1.0,0.0,1.0,,,
173,PT11M32.00S,2023-12-21T00:41:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630175,6.521024967148489,52.69607843137255,1610612753,26,25,2023-12-21T00:41:34Z,1650000,False,-13.0,9.0,1,left,C. Anthony cutting Layup (9 PTS) (G. Harris 1 AST),"[1630175, 203914]",1610612753.0,ORL,cutting,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,1.61,Made,,,,,,,9.0,,,,,,,,,G. Harris,203914.0,1.0
175,PT11M16.00S,2023-12-21T00:41:44.6Z,2,REGULAR,3pt,Jump Shot,[],1629312,78.66294349540078,93.62745098039215,1610612748,26,25,2023-12-21T00:41:49Z,1670000,False,218.0,148.0,1,right,MISS H. Highsmith 26' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
