actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-28T23:10:32.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-28T23:10:32Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2024-01-28T23:10:38.9Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2024-01-28T23:10:38Z,40000,False,,,0,,Jump Ball D. Eubanks vs. W. Carter Jr.: Tip to D. Booker,"[1626164, 1629234, 1628976]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Eubanks,1629234.0,Carter Jr.,1628976.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M52.00S,2024-01-28T23:10:39.8Z,1,REGULAR,turnover,lost ball,[],201142,,,1610612756,0,0,2024-01-28T23:10:45Z,70000,False,,,0,,K. Durant lost ball TURNOVER (1 TO),"[201142, 1628365]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,1.0,Fultz,1628365.0,,,,,,,,,,,,,,,,,
8,PT11M52.00S,2024-01-28T23:10:39.8Z,1,REGULAR,steal,,[],1628365,,,1610612753,0,0,2024-01-28T23:13:31Z,80000,False,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M49.00S,2024-01-28T23:10:43.0Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630591,33.98488830486202,35.78431372549019,1610612753,0,0,2024-01-28T23:11:54Z,90000,False,71.0,267.0,1,left,MISS J. Suggs 27' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,27.63,Missed,,,,,,,,,,,,,,,
10,PT11M45.00S,2024-01-28T23:10:47.0Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,0,0,2024-01-28T23:10:51Z,100000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M32.00S,2024-01-28T23:10:59.7Z,1,REGULAR,2pt,Jump Shot,[],203078,84.05059132720105,78.92156862745098,1610612756,0,2,2024-01-28T23:11:07Z,110000,False,145.0,97.0,1,right,B. Beal 17' pullup Jump Shot (2 PTS) (D. Eubanks 1 AST),"[203078, 1629234]",1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right,,,,17.43,Made,,,,,2.0,D. Eubanks,1629234.0,1.0,,,,,,,
13,PT11M14.00S,2024-01-28T23:11:17.6Z,1,REGULAR,2pt,Jump Shot,[],1628365,25.443495400788436,31.862745098039213,1610612753,2,2,2024-01-28T23:11:23Z,130000,False,91.0,187.0,1,left,M. Fultz 20' pullup Jump Shot (2 PTS) (F. Wagner 1 AST),"[1628365, 1630532]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,20.76,Made,,,,,2.0,F. Wagner,1630532.0,1.0,,,,,,,
15,PT10M58.00S,2024-01-28T23:11:32.8Z,1,REGULAR,2pt,Jump Shot,[],203078,80.6340341655716,71.32352941176471,1610612756,2,4,2024-01-28T23:12:47Z,150000,False,107.0,130.0,1,right,B. Beal 16' pullup Jump Shot (4 PTS),[203078],1610612756.0,PHX,pullup,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,16.77,Made,,,,,4.0,,,,,,,,,,
16,PT10M48.00S,2024-01-28T23:11:43.6Z,1,REGULAR,3pt,Jump Shot,[],1630591,33.590670170827856,59.31372549019608,1610612753,2,4,2024-01-28T23:11:49Z,160000,False,-47.0,263.0,1,left,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,26.74,Missed,,,,,,,,,,,,,,,
