actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
344,PT00M03.90S,2023-12-12T01:09:02.5Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,51,54,2023-12-12T01:09:10Z,3400000,False,,,0,,D. Wade REBOUND (Off:1 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left Center,,,343.0,,,,,,,,,,,,,2.0,1.0,1.0,,
345,PT00M00.00S,2023-12-12T01:09:14.8Z,2,REGULAR,period,end,[],0,,,1610612739,51,54,2023-12-12T01:09:14Z,3410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,out,['startperiod'],204060,,,1610612739,51,54,2023-12-12T01:24:25Z,3420000,False,,,0,,SUB out: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,out,['startperiod'],202684,,,1610612739,51,54,2023-12-12T01:24:25Z,3430000,False,,,0,,SUB out: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,out,['startperiod'],1630171,,,1610612739,51,54,2023-12-12T01:24:25Z,3440000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,in,['startperiod'],1641710,,,1610612739,51,54,2023-12-12T01:24:25Z,3450000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,in,['startperiod'],1628386,,,1610612739,51,54,2023-12-12T01:24:25Z,3460000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2023-12-12T01:23:14.1Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612739,51,54,2023-12-12T01:24:25Z,3470000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2023-12-12T01:24:38.4Z,3,REGULAR,period,start,[],0,,,1610612753,51,54,2023-12-12T01:24:38Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M40.00S,2023-12-12T01:24:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612753,51,54,2023-12-12T01:25:06Z,3490000,False,,,0,,J. Allen shooting personal FOUL (4 PF) (Wagner 2 FT),"[1628386, 1630532]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201639.0,4.0,1.0,Wagner,1630532.0,,,,,
355,PT11M40.00S,2023-12-12T01:25:21.5Z,3,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,51,54,2023-12-12T01:25:21Z,3510000,False,,,0,,MISS F. Wagner Free Throw 1 of 2,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
356,PT11M40.00S,2023-12-12T01:25:21.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,51,54,2023-12-12T01:25:21Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,
357,PT11M40.00S,2023-12-12T01:25:22.3Z,3,REGULAR,substitution,out,[],1628386,,,1610612753,51,54,2023-12-12T01:25:27Z,3530000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT11M40.00S,2023-12-12T01:25:22.3Z,3,REGULAR,substitution,in,[],202684,,,1610612753,51,54,2023-12-12T01:25:27Z,3540000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT11M40.00S,2023-12-12T01:25:44.3Z,3,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,52,54,2023-12-12T01:25:44Z,3550000,False,,,0,,F. Wagner Free Throw 2 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
360,PT11M23.00S,2023-12-12T01:26:03.7Z,3,REGULAR,turnover,bad pass,[],1629622,,,1610612739,52,54,2023-12-12T01:26:07Z,3560000,False,,,0,,M. Strus bad pass TURNOVER (2 TO),"[1629622, 1641710]",1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,Black,1641710.0,,,,,,,,,,
361,PT11M23.00S,2023-12-12T01:26:03.7Z,3,REGULAR,steal,,[],1641710,,,1610612753,52,54,2023-12-12T01:26:05Z,3570000,False,,,0,,A. Black STEAL (1 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
362,PT11M19.00S,2023-12-12T01:26:08.3Z,3,REGULAR,turnover,bad pass,[],1630532,,,1610612753,52,54,2023-12-12T01:26:14Z,3580000,False,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1629636]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,Garland,1629636.0,,,,,,,,,,
363,PT11M19.00S,2023-12-12T01:26:08.3Z,3,REGULAR,steal,,[],1629636,,,1610612739,52,54,2023-12-12T01:26:10Z,3590000,False,,,0,,D. Garland STEAL (2 STL),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
364,PT11M09.00S,2023-12-12T01:26:17.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629731,3.4986859395532193,96.32352941176471,1610612739,52,54,2023-12-12T01:26:22Z,3600000,False,-232.0,-20.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
365,PT11M06.00S,2023-12-12T01:26:20.8Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,52,54,2023-12-12T01:26:22Z,3610000,False,,,0,,F. Wagner REBOUND (Off:1 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,364.0,,,,,,,,,,,,,3.0,2.0,1.0,,
366,PT10M47.00S,2023-12-12T01:26:39.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.46057818659659,49.26470588235294,1610612753,54,54,2023-12-12T01:26:43Z,3620000,False,-4.0,18.0,1,right,F. Wagner cutting Layup (9 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,cutting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.88,Made,,9.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,,,
368,PT10M35.00S,2023-12-12T01:26:53.8Z,3,REGULAR,foul,personal,['2freethrow'],1641710,,,1610612739,54,54,2023-12-12T01:27:02Z,3640000,False,,,0,,A. Black shooting personal FOUL (2 PF) (Garland 2 FT),"[1641710, 1629636]",1610612753.0,ORL,shooting,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,201639.0,2.0,0.0,Garland,1629636.0,,,,,
370,PT10M35.00S,2023-12-12T01:27:21.5Z,3,REGULAR,freethrow,1 of 2,[],1629636,,,1610612739,54,54,2023-12-12T01:27:21Z,3660000,False,,,0,,MISS D. Garland Free Throw 1 of 2,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT10M35.00S,2023-12-12T01:27:21.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,54,54,2023-12-12T01:27:21Z,3670000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,370.0,,,,,,,,,,,,,,,,,
372,PT10M35.00S,2023-12-12T01:27:43.8Z,3,REGULAR,freethrow,2 of 2,[],1629636,,,1610612739,54,55,2023-12-12T01:27:43Z,3680000,False,,,0,,D. Garland Free Throw 2 of 2 (20 PTS),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
373,PT10M23.00S,2023-12-12T01:27:57.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,90.88370565045992,43.627450980392155,1610612753,54,55,2023-12-12T01:28:03Z,3690000,False,-32.0,33.0,1,right,MISS F. Wagner turnaround Hook,[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
374,PT10M21.00S,2023-12-12T01:27:59.4Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,54,55,2023-12-12T01:28:03Z,3700000,False,,,0,,D. Wade REBOUND (Off:1 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,373.0,,,,,,,,,,,,,3.0,2.0,1.0,,
375,PT10M18.00S,2023-12-12T01:28:04.3Z,3,REGULAR,foul,personal,[],1630532,,,1610612739,54,55,2023-12-12T01:28:13Z,3710000,False,,,0,,F. Wagner personal FOUL (2 PF),"[1630532, 1629636]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,201639.0,2.0,1.0,Garland,1629636.0,,,,,
377,PT10M18.00S,2023-12-12T01:28:10.4Z,3,REGULAR,foul,technical,['1freethrow'],1630532,,,1610612739,54,55,2023-12-12T01:28:20Z,3730000,False,,,0,,F. Wagner technical FOUL (2 Tech),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,201639.0,2.0,2.0,,,,,,,
378,PT10M18.00S,2023-12-12T01:28:38.2Z,3,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,54,55,2023-12-12T01:28:38Z,3740000,False,,,0,,MISS D. Mitchell technical Free Throw 1 of 1,[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
379,PT10M18.00S,2023-12-12T01:28:38.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,54,55,2023-12-12T01:28:38Z,3750000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,
380,PT10M09.00S,2023-12-12T01:29:05.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629622,10.068988173455978,59.80392156862745,1610612739,54,55,2023-12-12T01:29:11Z,3760000,False,-49.0,42.0,1,left,MISS M. Strus 6' driving floating bank Shot,[1629622],1610612739.0,CLE,driving floating bank,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
381,PT10M06.00S,2023-12-12T01:29:08.9Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,54,55,2023-12-12T01:29:11Z,3770000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,380.0,,,,,,,,,,,,,4.0,3.0,1.0,,
382,PT10M03.00S,2023-12-12T01:29:12.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1641710,71.56701708278581,83.57843137254902,1610612753,54,55,2023-12-12T01:29:29Z,3780000,False,168.0,215.0,1,right,MISS A. Black 27' running 3PT,[1641710],1610612753.0,ORL,running,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,27.26,Missed,,,,,,,,,,,,,,,,,,
383,PT10M01.00S,2023-12-12T01:29:14.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,54,55,2023-12-12T01:29:29Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Right Center,,,382.0,,,,,,,,,,,,,,,,,
384,PT10M01.00S,2023-12-12T01:29:18.0Z,3,REGULAR,foul,personal,[],202684,,,1610612753,54,55,2023-12-12T01:29:23Z,3800000,False,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 1629048]",1610612739.0,CLE,loose ball,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Bitadze,1629048.0,,,,,
386,PT09M50.00S,2023-12-12T01:29:46.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630591,82.9993429697766,39.950980392156865,1610612753,56,55,2023-12-12T01:29:50Z,3820000,False,-50.0,107.0,1,right,J. Suggs 11' driving floating Jump Shot (7 PTS),[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,11.85,Made,,7.0,,,,,,,,,,,,,,,,
387,PT09M23.00S,2023-12-12T01:30:13.0Z,3,REGULAR,3pt,Jump Shot,[],1629636,4.418528252299605,97.30392156862744,1610612739,56,58,2023-12-12T01:30:18Z,3830000,False,-237.0,-11.0,1,left,D. Garland 3PT  (23 PTS) (D. Mitchell 3 AST),"[1629636, 1628378]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Left Corner 3,24+ Left,23.68,Made,,23.0,D. Mitchell,1628378.0,3.0,,,,,,,,,,,,,
389,PT09M06.00S,2023-12-12T01:30:30.4Z,3,REGULAR,3pt,Jump Shot,[],1630532,78.66294349540078,92.40196078431373,1610612753,56,58,2023-12-12T01:30:35Z,3850000,False,212.0,148.0,1,right,MISS F. Wagner 25' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
390,PT09M03.00S,2023-12-12T01:30:33.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612739,56,58,2023-12-12T01:30:35Z,3860000,False,,,0,,T. Thompson REBOUND (Off:2 Def:4),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Right Center,,,389.0,,,,,,,,,,,,,6.0,4.0,2.0,,
391,PT08M53.00S,2023-12-12T01:30:43.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,10.988830486202366,61.76470588235294,1610612739,56,58,2023-12-12T01:30:47Z,3870000,False,-59.0,51.0,1,left,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
392,PT08M52.00S,2023-12-12T01:30:45.1Z,3,REGULAR,rebound,offensive,[],202684,,,1610612739,56,58,2023-12-12T01:30:45Z,3880000,False,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,391.0,,,,,,,,,,,,,7.0,4.0,3.0,,
393,PT08M50.00S,2023-12-12T01:30:46.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202684,8.360709592641262,43.13725490196079,1610612739,56,58,2023-12-12T01:30:51Z,3890000,False,34.0,26.0,1,left,MISS T. Thompson Layup - blocked,"[202684, 1641710]",1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,Black,1641710.0
394,PT08M50.00S,2023-12-12T01:30:46.7Z,3,REGULAR,block,,[],1641710,,,1610612739,56,58,2023-12-12T01:30:48Z,3900000,False,,,0,,A. Black BLOCK (1 BLK),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT08M48.00S,2023-12-12T01:30:48.7Z,3,REGULAR,rebound,defensive,[],1630532,,,1610612753,56,58,2023-12-12T01:30:51Z,3910000,False,,,0,,F. Wagner REBOUND (Off:1 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,393.0,,,,,,,,,,,,,5.0,4.0,1.0,,
396,PT08M41.00S,2023-12-12T01:30:55.7Z,3,REGULAR,turnover,lost ball,[],1641710,,,1610612753,56,58,2023-12-12T01:30:59Z,3920000,False,,,0,,A. Black lost ball TURNOVER (1 TO),"[1641710, 1629731]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Wade,1629731.0,,,,,,,,,,
397,PT08M41.00S,2023-12-12T01:30:55.7Z,3,REGULAR,steal,,[],1629731,,,1610612739,56,58,2023-12-12T01:30:57Z,3930000,False,,,0,,D. Wade STEAL (2 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
398,PT08M35.00S,2023-12-12T01:31:04.1Z,3,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612739,56,58,2023-12-12T01:31:15Z,3940000,False,,,0,,F. Wagner shooting personal FOUL (3 PF) (Mitchell 2 FT),"[1630532, 1628378]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,3.0,2.0,Mitchell,1628378.0,,,,,
400,PT08M35.00S,2023-12-12T01:31:40.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628378,,,1610612739,56,59,2023-12-12T01:31:40Z,3960000,False,,,0,,D. Mitchell Free Throw 1 of 2 (11 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
401,PT08M35.00S,2023-12-12T01:32:05.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628378,,,1610612739,56,60,2023-12-12T01:32:05Z,3970000,False,,,0,,D. Mitchell Free Throw 2 of 2 (12 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
402,PT08M20.00S,2023-12-12T01:32:24.8Z,3,REGULAR,3pt,Jump Shot,[],1630591,77.34888304862024,90.68627450980392,1610612753,59,60,2023-12-12T01:57:52Z,3980000,False,203.0,160.0,1,right,J. Suggs 25' 3PT  (10 PTS) (P. Banchero 2 AST),"[1630591, 1631094]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.9,Made,,10.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,
404,PT07M50.00S,2023-12-12T01:32:56.3Z,3,REGULAR,foul,personal,['3freethrow'],1630532,,,1610612739,59,60,2023-12-12T01:45:30Z,4025000,False,,,0,,F. Wagner shooting personal FOUL (4 PF) (Strus 3 FT),"[1630532, 1629622]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,4.0,2.0,Strus,1629622.0,,,,,
406,PT07M50.00S,2023-12-12T01:33:21.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612739,59,60,2023-12-12T01:45:44Z,4028750,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M50.00S,2023-12-12T01:36:30.2Z,3,REGULAR,freethrow,1 of 3,[],1629622,,,1610612739,59,60,2023-12-12T01:46:19Z,4060000,False,,,0,,MISS M. Strus Free Throw 1 of 3,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT07M50.00S,2023-12-12T01:36:30.2Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612739,59,60,2023-12-12T01:46:19Z,4075000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,,,,,
410,PT07M50.00S,2023-12-12T01:36:30.2Z,3,REGULAR,freethrow,2 of 3,[],1629622,,,1610612739,59,61,2023-12-12T01:46:19Z,4082500,False,,,0,,M. Strus Free Throw 2 of 3 (3 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
411,PT07M50.00S,2023-12-12T01:36:30.2Z,3,REGULAR,freethrow,3 of 3,[],1629622,,,1610612739,59,61,2023-12-12T01:46:19Z,4086250,False,,,0,,MISS M. Strus Free Throw 3 of 3,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
412,PT07M49.00S,2023-12-12T01:36:31.2Z,3,REGULAR,rebound,defensive,[],1641710,,,1610612753,59,61,2023-12-12T01:46:32Z,4088125,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,411.0,,,,,,,,,,,,,1.0,1.0,0.0,,
413,PT07M33.00S,2023-12-12T01:37:13.7Z,3,REGULAR,turnover,bad pass,[],1631094,,,1610612753,59,61,2023-12-12T01:37:19Z,4090000,False,,,0,,P. Banchero bad pass TURNOVER (5 TO),"[1631094, 1628378]",1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,,,5.0,Mitchell,1628378.0,,,,,,,,,,
414,PT07M33.00S,2023-12-12T01:37:13.7Z,3,REGULAR,steal,,[],1628378,,,1610612739,59,61,2023-12-12T01:37:15Z,4100000,False,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
415,PT07M23.00S,2023-12-12T01:37:23.2Z,3,REGULAR,turnover,bad pass,[],1629731,,,1610612739,59,61,2023-12-12T01:37:26Z,4110000,False,,,0,,D. Wade bad pass TURNOVER (2 TO),"[1629731, 1641710]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,Black,1641710.0,,,,,,,,,,
416,PT07M23.00S,2023-12-12T01:37:23.2Z,3,REGULAR,steal,,[],1641710,,,1610612753,59,61,2023-12-12T01:37:24Z,4120000,False,,,0,,A. Black STEAL (2 STL),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
417,PT07M19.00S,2023-12-12T01:37:29.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,90.22667542706965,40.931372549019606,1610612753,59,61,2023-12-12T01:41:23Z,4130000,False,-45.0,39.0,1,right,MISS F. Wagner 6' driving reverse Layup,[1630532],1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
418,PT07M18.00S,2023-12-12T01:37:30.8Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612753,59,61,2023-12-12T01:41:23Z,4140000,False,,,0,,G. Bitadze REBOUND (Off:3 Def:3),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,417.0,,,,,,,,,,,,,6.0,3.0,3.0,,
419,PT07M18.00S,2023-12-12T01:37:34.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629048,94.40999984741211,50.0,1610612753,61,61,2023-12-12T01:41:29Z,4150000,False,0.0,0.0,1,right,G. Bitadze tip Layup (13 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,0.0,Made,,13.0,,,,,,,,,,,,,,,,
420,PT07M00.00S,2023-12-12T01:37:53.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630591,,,1610612739,61,61,2023-12-12T01:38:00Z,4160000,False,,,0,,J. Suggs personal FOUL (1 PF) (Mitchell 2 FT),"[1630591, 1628378]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204058.0,1.0,0.0,Mitchell,1628378.0,,,,,
422,PT07M00.00S,2023-12-12T01:38:29.4Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612739,61,62,2023-12-12T01:38:29Z,4180000,False,,,0,,D. Mitchell Free Throw 1 of 2 (13 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
423,PT07M00.00S,2023-12-12T01:38:35.2Z,3,REGULAR,substitution,out,[],1630532,,,1610612739,61,62,2023-12-12T01:38:37Z,4190000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT07M00.00S,2023-12-12T01:38:35.2Z,3,REGULAR,substitution,in,[],204060,,,1610612739,61,62,2023-12-12T01:38:37Z,4200000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M00.00S,2023-12-12T01:38:56.9Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612739,61,63,2023-12-12T01:38:56Z,4210000,False,,,0,,D. Mitchell Free Throw 2 of 2 (14 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
426,PT06M46.00S,2023-12-12T01:39:15.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,91.27792378449409,54.65686274509803,1610612753,63,63,2023-12-12T01:39:20Z,4220000,False,23.0,29.0,1,right,P. Banchero driving floating bank Jump Shot (8 PTS),[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.76,Made,,8.0,,,,,,,,,,,,,,,,
427,PT06M46.00S,2023-12-12T01:39:17.2Z,3,REGULAR,foul,personal,['1freethrow'],1628378,,,1610612753,63,63,2023-12-12T01:39:26Z,4230000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Banchero 1 FT),"[1628378, 1631094]",1610612739.0,CLE,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,1.0,0.0,Banchero,1631094.0,,,,,
