actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-09T00:10:00.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-09T00:10:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-12-09T00:10:03.4Z,1,REGULAR,jumpball,recovered,[],1630191,,,1610612765,0,0,2023-12-09T00:10:03Z,40000,False,,,0,,Jump Ball M. Bagley III vs. G. Bitadze: Tip to I. Stewart,"[1630191, 1628963, 1629048]",1610612765.0,DET,startperiod,I. Stewart,1630191.0,Stewart,I. Stewart,Bagley III,1628963.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-12-09T00:10:15.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202711,16.63929040735874,51.71568627450981,1610612765,0,0,2023-12-09T00:10:23Z,70000,False,-9.0,104.0,1,left,MISS B. Bogdanovic 10' turnaround Hook,[202711],1610612765.0,DET,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,10.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-12-09T00:10:18.8Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,0,0,2023-12-09T00:10:23Z,80000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-12-09T00:10:31.4Z,1,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612753,0,0,2023-12-09T00:10:43Z,90000,False,,,0,,I. Stewart shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630191, 1631094]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,
11,PT11M30.00S,2023-12-09T00:10:59.0Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,1,0,2023-12-09T00:10:59Z,110000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M30.00S,2023-12-09T00:11:14.0Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,2,0,2023-12-09T00:11:14Z,120000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M17.00S,2023-12-09T00:11:28.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.258212877792378,51.470588235294116,1610612765,2,2,2023-12-09T00:11:38Z,130000,False,-7.0,6.0,1,left,M. Bagley III driving DUNK (2 PTS) (I. Stewart 1 AST),"[1628963, 1630191]",1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,,,,2.0,I. Stewart,1630191.0,1.0,,,,,
15,PT10M51.00S,2023-12-09T00:11:52.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,92.46057818659659,41.911764705882355,1610612753,2,2,2023-12-09T00:11:59Z,150000,False,-40.0,18.0,1,right,MISS F. Wagner driving Hook,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.44,Missed,,,,,,,,,,,,,,,,,,
16,PT10M49.00S,2023-12-09T00:11:54.8Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,2,2,2023-12-09T00:11:59Z,160000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M43.00S,2023-12-09T00:12:01.4Z,1,REGULAR,turnover,bad pass,[],1630191,,,1610612765,2,2,2023-12-09T00:12:16Z,170000,False,,,0,,I. Stewart bad pass TURNOVER (1 TO),"[1630191, 1631094]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Banchero,1631094.0,,
18,PT10M43.00S,2023-12-09T00:12:01.4Z,1,REGULAR,steal,,[],1631094,,,1610612753,2,2,2023-12-09T00:12:03Z,180000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2023-12-09T00:12:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,89.96386333771353,49.50980392156863,1610612753,2,2,2023-12-09T00:12:23Z,190000,False,-2.0,42.0,1,right,MISS P. Banchero Layup,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.19,Missed,,,,,,,,,,,,,,,,,,
20,PT10M27.00S,2023-12-09T00:12:16.9Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,2,2,2023-12-09T00:18:37Z,200000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M22.00S,2023-12-09T00:12:22.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,11.514454664914586,52.69607843137255,1610612765,2,4,2023-12-09T00:12:30Z,220000,False,-13.0,56.0,1,left,M. Bagley III driving Hook (4 PTS),[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,,,,,,4.0,,,,,,,,
23,PT10M10.00S,2023-12-09T00:12:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,90.88370565045992,45.09803921568628,1610612753,4,4,2023-12-09T00:12:42Z,230000,False,-25.0,33.0,1,right,G. Bitadze cutting Layup (2 PTS) (A. Black 1 AST),"[1629048, 1641710]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,,,,,,2.0,A. Black,1641710.0,1.0,,,,,
25,PT10M04.00S,2023-12-09T00:12:42.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,9.806176084099869,43.38235294117647,1610612765,4,4,2023-12-09T01:14:06Z,250000,False,33.0,40.0,1,left,MISS B. Bogdanovic driving floating bank Shot,[202711],1610612765.0,DET,driving floating bank,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2023-12-09T00:12:43.7Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,4,4,2023-12-09T01:14:06Z,260000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,25.0,2.0,2.0,0.0,,,,,,,,,,,,,,
27,PT09M55.00S,2023-12-09T00:12:50.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,92.9862023653088,50.245098039215684,1610612753,6,4,2023-12-09T00:18:45Z,270000,False,1.0,13.0,1,right,G. Bitadze cutting DUNK (4 PTS) (P. Banchero 1 AST),"[1629048, 1631094]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,,,4.0,P. Banchero,1631094.0,1.0,,,,,
30,PT09M39.00S,2023-12-09T00:13:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.966491458607096,49.01960784313725,1610612765,6,6,2023-12-09T00:13:13Z,300000,False,5.0,22.0,1,left,C. Cunningham driving Layup (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.29,Made,,,,,,,,,,2.0,,,,,,,,
32,PT09M12.00S,2023-12-09T00:13:49.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,92.85479632063075,50.245098039215684,1610612753,8,6,2023-12-09T00:13:55Z,320000,False,1.0,15.0,1,right,G. Bitadze cutting DUNK (6 PTS) (A. Black 2 AST),"[1629048, 1641710]",1610612753.0,ORL,cutting,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,6.0,A. Black,1641710.0,2.0,,,,,
34,PT08M59.00S,2023-12-09T00:14:07.1Z,1,REGULAR,foul,personal,[],203914,,,1610612765,8,6,2023-12-09T00:14:34Z,340000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1630595]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,2530.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,
36,PT08M52.00S,2023-12-09T00:14:34.3Z,1,REGULAR,3pt,Jump Shot,[],1630595,29.25427069645204,76.9607843137255,1610612765,8,9,2023-12-09T00:14:42Z,360000,False,-135.0,222.0,1,left,C. Cunningham 26' 3PT  (5 PTS) (K. Hayes 1 AST),"[1630595, 1630165]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,26.01,Made,,,,,,,,,,5.0,K. Hayes,1630165.0,1.0,,,,,
38,PT08M32.00S,2023-12-09T00:14:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,93.9060446780552,64.4607843137255,1610612753,8,9,2023-12-09T00:16:07Z,380000,False,72.0,5.0,1,right,MISS A. Black 7' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,7.25,Missed,,,,,,,,,,,,,,,,,,
39,PT08M27.00S,2023-12-09T00:14:59.1Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,8,9,2023-12-09T00:15:03Z,390000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,38.0,3.0,2.0,1.0,,,,,,,,,,,,,,
40,PT08M27.00S,2023-12-09T00:14:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,94.40999984741211,50.0,1610612753,10,9,2023-12-09T00:14:59Z,400000,False,0.0,0.0,1,right,G. Bitadze tip Layup (8 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,8.0,,,,,,,,
41,PT08M16.00S,2023-12-09T00:15:10.2Z,1,REGULAR,2pt,Jump Shot,[],1630165,6.1268068331143235,73.0392156862745,1610612765,10,11,2023-12-09T00:15:16Z,410000,False,-115.0,5.0,1,left,K. Hayes 11' pullup Jump Shot (2 PTS) (I. Stewart 2 AST),"[1630165, 1630191]",1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Left,11.53,Made,,,,,,,,,,2.0,I. Stewart,1630191.0,2.0,,,,,
43,PT08M03.00S,2023-12-09T00:15:23.3Z,1,REGULAR,2pt,Jump Shot,[],1631094,89.96386333771353,74.75490196078431,1610612753,10,11,2023-12-09T00:15:30Z,430000,False,124.0,42.0,1,right,MISS P. Banchero 13' turnaround Shot - blocked,"[1631094, 1630165]",1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Right,13.07,Missed,,,,,,,,,,,,,,,,,Hayes,1630165.0
44,PT08M03.00S,2023-12-09T00:15:23.3Z,1,REGULAR,block,,[],1630165,,,1610612753,10,11,2023-12-09T00:15:26Z,440000,False,,,0,,K. Hayes BLOCK (1 BLK),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
45,PT07M59.00S,2023-12-09T00:15:27.3Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,10,11,2023-12-09T00:15:30Z,450000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
66,PT07M53.00S,2023-12-09T00:15:29.0Z,1,REGULAR,turnover,out-of-bounds,[],1628963,,,1610612765,10,11,2023-12-09T00:19:57Z,455000,False,,,0,,M. Bagley III lost ball out-of-bounds TURNOVER (1 TO),[1628963],1610612765.0,DET,lost ball,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,203177.0,,,,,,,,,1.0,,,,
50,PT07M33.00S,2023-12-09T00:16:06.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630532,87.59855453350855,52.450980392156865,1610612753,10,11,2023-12-09T00:20:00Z,500000,False,12.0,64.0,1,right,MISS F. Wagner 6' driving floating Shot,[1630532],1610612753.0,ORL,driving floating,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
51,PT07M30.00S,2023-12-09T00:16:09.7Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,10,11,2023-12-09T00:16:12Z,510000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M12.00S,2023-12-09T00:16:27.8Z,1,REGULAR,3pt,Jump Shot,[],202711,34.773324572930356,52.20588235294118,1610612765,10,11,2023-12-09T00:16:32Z,520000,False,-11.0,274.0,1,left,MISS B. Bogdanovic 27' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,27.46,Missed,,,,,,,,,,,,,,,,,,
53,PT07M08.00S,2023-12-09T00:16:31.8Z,1,REGULAR,rebound,defensive,[],1641710,,,1610612753,10,11,2023-12-09T00:16:32Z,530000,False,,,0,,A. Black REBOUND (Off:0 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
54,PT06M56.00S,2023-12-09T00:16:43.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,88.25558475689881,62.99019607843137,1610612753,10,11,2023-12-09T00:21:21Z,540000,False,65.0,58.0,1,right,MISS P. Banchero 8' driving floating bank Shot,[1631094],1610612753.0,ORL,driving floating bank,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,8.7,Missed,,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2023-12-09T00:16:45.4Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,10,11,2023-12-09T00:27:53Z,550000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),8-16 Right,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
56,PT06M50.00S,2023-12-09T00:16:49.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630165,6.389618922470433,55.88235294117647,1610612765,10,13,2023-12-09T00:16:57Z,560000,False,-29.0,8.0,1,left,K. Hayes running Layup (4 PTS) (C. Cunningham 1 AST),"[1630165, 1630595]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,,,,4.0,C. Cunningham,1630595.0,1.0,,,,,
58,PT06M24.00S,2023-12-09T00:17:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,85.89027595269383,51.470588235294116,1610612753,12,13,2023-12-09T00:17:24Z,580000,False,7.0,80.0,1,right,P. Banchero 8' turnaround Jump Shot (4 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,,,,4.0,,,,,,,,
59,PT06M08.00S,2023-12-09T00:17:31.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,6.1268068331143235,49.50980392156863,1610612765,12,15,2023-12-09T00:17:37Z,590000,False,2.0,5.0,1,left,M. Bagley III DUNK (6 PTS) (C. Cunningham 2 AST),"[1628963, 1630595]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,,,,,,6.0,C. Cunningham,1630595.0,2.0,,,,,
61,PT05M46.00S,2023-12-09T00:17:53.4Z,1,REGULAR,turnover,bad pass,[],203914,,,1610612753,12,15,2023-12-09T00:18:00Z,610000,False,,,0,,G. Harris bad pass TURNOVER (1 TO),"[203914, 1630595]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,
62,PT05M46.00S,2023-12-09T00:17:53.4Z,1,REGULAR,steal,,[],1630595,,,1610612765,12,15,2023-12-09T00:17:55Z,620000,False,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT05M38.00S,2023-12-09T00:18:02.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630191,30.962549277266753,30.88235294117647,1610612765,12,18,2023-12-09T00:18:08Z,630000,False,96.0,239.0,1,left,I. Stewart 25' 3PT  (3 PTS) (K. Hayes 2 AST),"[1630191, 1630165]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,25.69,Made,,,,,,,,,,3.0,K. Hayes,1630165.0,2.0,,,,,
65,PT05M36.00S,2023-12-09T00:18:10.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,18,2023-12-09T00:18:10Z,650000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M36.00S,2023-12-09T00:20:24.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,12,18,2023-12-09T00:20:59Z,660000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M36.00S,2023-12-09T00:20:24.2Z,1,REGULAR,substitution,out,[],1630165,,,1610612753,12,18,2023-12-09T00:20:59Z,670000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M36.00S,2023-12-09T00:20:24.2Z,1,REGULAR,substitution,in,[],204060,,,1610612753,12,18,2023-12-09T00:20:59Z,680000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M36.00S,2023-12-09T00:20:24.2Z,1,REGULAR,substitution,in,[],1631093,,,1610612753,12,18,2023-12-09T00:20:59Z,690000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M15.00S,2023-12-09T00:21:22.2Z,1,REGULAR,turnover,bad pass,[],1629048,,,1610612753,12,18,2023-12-09T00:21:26Z,700000,False,,,0,,G. Bitadze bad pass TURNOVER (1 TO),"[1629048, 202711]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Bogdanovic,202711.0,,
72,PT05M15.00S,2023-12-09T00:21:22.2Z,1,REGULAR,steal,,[],202711,,,1610612765,12,18,2023-12-09T00:21:24Z,710000,False,,,0,,B. Bogdanovic STEAL (1 STL),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
73,PT05M11.00S,2023-12-09T00:21:28.8Z,1,REGULAR,turnover,out-of-bounds,[],202711,,,1610612765,12,18,2023-12-09T00:21:39Z,720000,False,,,0,,B. Bogdanovic bad pass out-of-bounds TURNOVER (1 TO),[202711],1610612765.0,DET,bad pass,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Right,,,,,,,1628484.0,,,,,,,,,1.0,,,,
74,PT04M48.00S,2023-12-09T00:22:04.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204060,85.62746386333771,43.627450980392155,1610612753,12,18,2023-12-09T00:22:11Z,730000,False,-32.0,83.0,1,right,MISS J. Ingles 8' driving floating Shot,[204060],1610612753.0,ORL,driving floating,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),8-16 Center,8.85,Missed,,,,,,,,,,,,,,,,,,
