actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
17,PT10M37.00S,2023-11-26T23:12:23.3Z,1,REGULAR,foul,personal,[],1630532,,,1610612766,6,0,2023-11-26T23:12:52Z,170000,False,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 202330]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1193.0,1.0,0.0,Hayward,202330.0,,
19,PT10M29.00S,2023-11-26T23:12:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,14.011169513797633,60.29411764705882,1610612766,6,2,2023-11-26T23:12:55Z,190000,False,-51.0,79.0,1,left,T. Rozier 9' pullup Jump Shot (2 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,,,,9.45,Made,2.0,,,,,,,,,,,,,,
20,PT10M20.00S,2023-11-26T23:13:03.7Z,1,REGULAR,foul,offensive,[],1629048,,,1610612753,6,2,2023-11-26T23:18:14Z,200000,False,,,0,,G. Bitadze off-the-ball offensive FOUL (1 PF),"[1629048, 1628970]",1610612753.0,ORL,off-the-ball,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,1193.0,1.0,0.0,Bridges,1628970.0,,
22,PT10M20.00S,2023-11-26T23:13:03.7Z,1,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,6,2,2023-11-26T23:13:03Z,220000,False,,,0,,G. Bitadze offensive foul TURNOVER (1 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,,,1193.0,,,,,,
23,PT10M03.00S,2023-11-26T23:13:30.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631109,14.668199737187912,43.38235294117647,1610612766,6,4,2023-11-26T23:13:44Z,230000,False,33.0,85.0,1,left,M. Williams 9' floating Jump Shot (2 PTS) (T. Rozier 1 AST),"[1631109, 1626179]",1610612766.0,CHA,floating,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,9.16,Made,2.0,,,,,T. Rozier,1626179.0,1.0,,,,,,,
25,PT09M49.00S,2023-11-26T23:13:44.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,77.87450722733246,36.029411764705884,1610612753,6,4,2023-11-26T23:13:50Z,250000,False,-70.0,155.0,1,right,MISS P. Banchero 17' step back Shot,[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,17.05,Missed,,,,,,,,,,,,,,,
26,PT09M46.00S,2023-11-26T23:13:47.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,6,4,2023-11-26T23:13:50Z,260000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
27,PT09M33.00S,2023-11-26T23:14:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,13.87976346911958,60.29411764705882,1610612766,6,4,2023-11-26T23:14:05Z,270000,False,-51.0,78.0,1,left,MISS G. Hayward 9' step back Shot,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,,,,9.35,Missed,,,,,,,,,,,,,,,
28,PT09M31.00S,2023-11-26T23:14:02.7Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,6,4,2023-11-26T23:14:05Z,280000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,27.0,1.0,1.0,0.0,,,,,,,,,,
29,PT09M29.00S,2023-11-26T23:14:07.3Z,1,REGULAR,foul,personal,[],1626179,,,1610612753,6,4,2023-11-26T23:14:16Z,290000,False,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1630591]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1193.0,1.0,0.0,Suggs,1630591.0,,
31,PT09M20.00S,2023-11-26T23:14:31.4Z,1,REGULAR,turnover,bad pass,[],1630591,,,1610612753,6,4,2023-11-26T23:14:36Z,310000,False,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 1631109]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Left Center,1.0,Williams,1631109.0,,,,,,,,,,,,,,,,,
32,PT09M20.00S,2023-11-26T23:14:31.4Z,1,REGULAR,steal,,[],1631109,,,1610612766,6,4,2023-11-26T23:14:34Z,320000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2023-11-26T23:14:39.8Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,6,4,2023-11-26T23:14:47Z,330000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 1629048]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,1.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,
34,PT09M11.00S,2023-11-26T23:14:39.8Z,1,REGULAR,steal,,[],1629048,,,1610612753,6,4,2023-11-26T23:14:43Z,340000,False,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
35,PT09M05.00S,2023-11-26T23:14:45.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631094,92.9862023653088,51.71568627450981,1610612753,8,4,2023-11-26T23:14:53Z,350000,False,9.0,13.0,1,right,P. Banchero running Layup (4 PTS) (A. Black 2 AST),"[1631094, 1641710]",1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,1.59,Made,4.0,,,,,A. Black,1641710.0,2.0,,,,,,,
37,PT08M51.00S,2023-11-26T23:14:59.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,6.258212877792378,54.65686274509803,1610612766,8,6,2023-11-26T23:15:10Z,370000,False,-23.0,6.0,1,left,M. Williams reverse DUNK (4 PTS),[1631109],1610612766.0,CHA,reverse,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,2.41,Made,4.0,,,,,,,,,,,,,,
39,PT08M33.00S,2023-11-26T23:15:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630591,66.17936925098554,50.73529411764706,1610612753,8,6,2023-11-26T23:15:24Z,390000,False,4.0,265.0,1,right,MISS J. Suggs 26' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,26.54,Missed,,,,,,,,,,,,,,,
40,PT08M27.00S,2023-11-26T23:15:23.7Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,8,6,2023-11-26T23:23:25Z,400000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,
41,PT08M25.00S,2023-11-26T23:15:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628970,5.206964520367937,56.61764705882353,1610612766,8,6,2023-11-26T23:15:32Z,410000,False,-33.0,-4.0,1,left,MISS M. Bridges running Layup - blocked,"[1628970, 1630591]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,3.33,Missed,,,,,,,,,,,,,,Suggs,1630591.0
42,PT08M25.00S,2023-11-26T23:15:25.7Z,1,REGULAR,block,,[],1630591,,,1610612766,8,6,2023-11-26T23:15:30Z,420000,False,,,0,,J. Suggs BLOCK (1 BLK),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M19.00S,2023-11-26T23:15:31.7Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,8,6,2023-11-26T23:15:32Z,430000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,41.0,2.0,2.0,0.0,,,,,,,,,,
44,PT08M02.00S,2023-11-26T23:15:48.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,92.59198423127464,55.14705882352941,1610612753,10,6,2023-11-26T23:15:55Z,440000,False,26.0,17.0,1,right,A. Black driving Layup (2 PTS) (G. Bitadze 1 AST),"[1641710, 1629048]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,3.09,Made,2.0,,,,,G. Bitadze,1629048.0,1.0,,,,,,,
46,PT07M34.00S,2023-11-26T23:16:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,15.325229960578188,64.70588235294117,1610612766,10,8,2023-11-26T23:16:25Z,460000,False,-74.0,92.0,1,left,G. Hayward 11' driving floating bank Jump Shot (2 PTS) (L. Ball 1 AST),"[202330, 1630163]",1610612766.0,CHA,driving floating bank,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Left,,,,11.74,Made,2.0,,,,,L. Ball,1630163.0,1.0,,,,,,,
48,PT07M13.00S,2023-11-26T23:16:38.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,92.72339027595268,50.0,1610612753,12,8,2023-11-26T23:16:44Z,480000,False,0.0,16.0,1,right,G. Bitadze DUNK (4 PTS) (F. Wagner 1 AST),"[1629048, 1630532]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,1.59,Made,4.0,,,,,F. Wagner,1630532.0,1.0,,,,,,,
50,PT06M57.00S,2023-11-26T23:16:53.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,24.129434954007884,90.19607843137256,1610612766,12,11,2023-11-26T23:17:00Z,500000,False,-201.0,174.0,1,left,L. Ball 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,26.6,Made,3.0,,,,,M. Bridges,1628970.0,1.0,,,,,,,
52,PT06M42.00S,2023-11-26T23:17:08.4Z,1,REGULAR,3pt,Jump Shot,[],1641710,90.88370565045992,3.431372549019608,1610612753,12,11,2023-11-26T23:17:15Z,520000,False,-233.0,33.0,1,right,MISS A. Black 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Left Corner 3,24+ Left,,,,23.52,Missed,,,,,,,,,,,,,,,
53,PT06M38.00S,2023-11-26T23:17:12.4Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,12,11,2023-11-26T23:17:15Z,530000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,,,,,,,52.0,1.0,1.0,0.0,,,,,,,,,,
54,PT06M34.00S,2023-11-26T23:17:16.6Z,1,REGULAR,3pt,Jump Shot,[],202330,4.418528252299605,96.56862745098039,1610612766,12,14,2023-11-26T23:17:23Z,540000,False,-233.0,-11.0,1,left,G. Hayward 3PT  (5 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,23.31,Made,5.0,,,,,T. Rozier,1626179.0,2.0,,,,,,,
56,PT06M33.00S,2023-11-26T23:17:30.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,14,2023-11-26T23:17:30Z,560000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M33.00S,2023-11-26T23:19:17.1Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,12,14,2023-11-26T23:20:17Z,570000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M33.00S,2023-11-26T23:19:17.1Z,1,REGULAR,substitution,out,[],1628970,,,1610612753,12,14,2023-11-26T23:20:17Z,580000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M33.00S,2023-11-26T23:19:17.1Z,1,REGULAR,substitution,in,[],204060,,,1610612753,12,14,2023-11-26T23:20:17Z,590000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M33.00S,2023-11-26T23:19:17.1Z,1,REGULAR,substitution,in,[],1629023,,,1610612753,12,14,2023-11-26T23:20:17Z,600000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M19.00S,2023-11-26T23:20:38.9Z,1,REGULAR,turnover,out-of-bounds,[],204060,,,1610612753,12,14,2023-11-26T23:20:53Z,610000,False,,,0,,J. Ingles bad pass out-of-bounds TURNOVER (1 TO),[204060],1610612753.0,ORL,bad pass,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,1193.0,,,,,,
62,PT06M04.00S,2023-11-26T23:21:02.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,12.434296977660972,39.950980392156865,1610612766,12,16,2023-11-26T23:21:14Z,620000,False,50.0,64.0,1,left,G. Hayward 8' fadeaway Jump Shot (7 PTS),[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,,,,8.17,Made,7.0,,,,,,,,,,,,,,
63,PT05M40.00S,2023-11-26T23:21:27.2Z,1,REGULAR,3pt,Jump Shot,[],1630591,65.25952693823915,49.754901960784316,1610612753,15,16,2023-11-26T23:21:34Z,630000,False,-1.0,274.0,1,right,J. Suggs 27' 3PT  (5 PTS) (J. Ingles 1 AST),"[1630591, 204060]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,,27.41,Made,5.0,,,,,J. Ingles,204060.0,1.0,,,,,,,
65,PT05M25.00S,2023-11-26T23:21:41.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,3.630091984231275,97.30392156862744,1610612766,15,16,2023-11-26T23:21:47Z,650000,False,-237.0,-18.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,23.72,Missed,,,,,,,,,,,,,,,
66,PT05M22.00S,2023-11-26T23:21:44.6Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,15,16,2023-11-26T23:21:47Z,660000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,,,,,65.0,1.0,1.0,0.0,,,,,,,,,,
67,PT05M18.00S,2023-11-26T23:21:49.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,92.59198423127464,49.50980392156863,1610612753,17,16,2023-11-27T01:29:21Z,670000,False,-2.0,17.0,1,right,J. Suggs running finger roll Layup (7 PTS),[1630591],1610612753.0,ORL,running finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,,,,1.73,Made,7.0,,,,,,,,,,,,,,
68,PT05M06.00S,2023-11-26T23:22:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.915243101182654,54.65686274509803,1610612766,17,18,2023-11-26T23:22:07Z,680000,False,-23.0,13.0,1,left,T. Rozier driving finger roll Layup (4 PTS),[1626179],1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,2.64,Made,4.0,,,,,,,,,,,,,,
69,PT04M52.00S,2023-11-26T23:22:15.2Z,1,REGULAR,2pt,Jump Shot,[],1631094,79.36925098554534,53.94454656862745,1610612753,17,18,2023-11-26T23:22:31Z,690000,False,20.0,141.0,1,right,MISS P. Banchero 14' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,,14.28,Missed,,,,,,,,,,,,,,,
70,PT04M51.00S,2023-11-26T23:22:16.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,17,18,2023-11-26T23:22:31Z,700000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Center,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,
71,PT04M51.00S,2023-11-26T23:22:21.5Z,1,REGULAR,foul,personal,[],1641710,,,1610612766,17,18,2023-11-26T23:22:26Z,710000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 1631109]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1193.0,1.0,0.0,Williams,1631109.0,,
73,PT04M51.00S,2023-11-26T23:22:28.0Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,17,18,2023-11-26T23:22:39Z,730000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M51.00S,2023-11-26T23:22:28.0Z,1,REGULAR,substitution,in,[],1641706,,,1610612766,17,18,2023-11-26T23:22:39Z,740000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M36.00S,2023-11-26T23:22:48.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,7.440867279894875,51.225490196078425,1610612766,17,20,2023-11-26T23:22:55Z,750000,False,-6.0,17.0,1,left,M. Williams cutting DUNK (6 PTS) (T. Rozier 3 AST),"[1631109, 1626179]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,1.84,Made,6.0,,,,,T. Rozier,1626179.0,3.0,,,,,,,
77,PT04M24.00S,2023-11-26T23:23:01.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629048,92.46057818659659,49.50980392156863,1610612753,19,20,2023-11-26T23:23:11Z,770000,False,-2.0,18.0,1,right,G. Bitadze DUNK (6 PTS) (J. Suggs 1 AST),"[1629048, 1630591]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,1.86,Made,6.0,,,,,J. Suggs,1630591.0,1.0,,,,,,,
79,PT04M06.00S,2023-11-26T23:23:24.1Z,1,REGULAR,foul,offensive,[],1631109,,,1610612766,19,20,2023-11-27T01:29:38Z,790000,False,,,0,,M. Williams off-the-ball offensive FOUL (1 PF),"[1631109, 1630591]",1610612766.0,CHA,off-the-ball,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1627962.0,1.0,0.0,Suggs,1630591.0,,
81,PT04M06.00S,2023-11-26T23:23:24.1Z,1,REGULAR,turnover,offensive foul,[],1631109,,,1610612766,19,20,2023-11-26T23:23:24Z,810000,False,,,0,,M. Williams offensive foul TURNOVER (1 TO),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,1627962.0,,,,,,
82,PT04M06.00S,2023-11-26T23:23:34.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612753,19,20,2023-11-26T23:23:38Z,820000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M06.00S,2023-11-26T23:23:34.5Z,1,REGULAR,substitution,in,[],203914,,,1610612753,19,20,2023-11-26T23:23:38Z,830000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT03M51.00S,2023-11-26T23:23:54.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204060,94.03745072273325,54.65686274509803,1610612753,19,20,2023-11-26T23:24:05Z,840000,False,23.0,4.0,1,right,MISS J. Ingles driving finger roll Layup,[204060],1610612753.0,ORL,driving finger roll,,,Ingles,J. Ingles,,,,,Restricted Area,0-8 Center,,,,2.36,Missed,,,,,,,,,,,,,,,
85,PT03M48.00S,2023-11-26T23:24:01.0Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612753,19,20,2023-11-26T23:24:01Z,850000,False,,,0,,G. Bitadze REBOUND (Off:1 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,84.0,2.0,1.0,1.0,,,,,,,,,,
86,PT03M48.00S,2023-11-26T23:24:01.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629048,94.40999984741211,50.0,1610612753,19,20,2023-11-26T23:24:30Z,860000,False,0.0,0.0,1,right,MISS G. Bitadze tip Layup,[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
87,PT03M48.00S,2023-11-26T23:24:01.0Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,19,20,2023-11-26T23:24:30Z,870000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,
