actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-03-03T23:10:31.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-03T23:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M52.00S,2024-03-03T23:10:38.0Z,1,REGULAR,jumpball,recovered,[],1631094,,,1610612753,0,0,2024-03-03T23:10:38Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Duren: Tip to P. Banchero,"[1631094, 1628976, 1631105]",1610612753.0,ORL,startperiod,P. Banchero,1631094.0,Banchero,P. Banchero,Carter Jr.,1628976.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-03-03T23:10:50.1Z,1,REGULAR,2pt,Jump Shot,[],1631094,87.20433639947439,20.34313725490196,1610612753,0,0,2024-03-03T23:10:55Z,70000,False,-148.0,68.0,1,right,MISS P. Banchero 16' Jump Shot,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left,16.31,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-03-03T23:10:53.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,0,0,2024-03-03T23:10:55Z,80000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-03-03T23:11:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,6.258212877792378,58.57843137254902,1610612765,0,0,2024-03-03T23:11:18Z,90000,False,-43.0,6.0,1,left,MISS J. Duren Layup,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.34,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2024-03-03T23:11:16.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,0,0,2024-03-03T23:11:16Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2024-03-03T23:11:57.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,26.10052562417871,18.38235294117647,1610612765,0,0,2024-03-03T23:12:04Z,130000,False,158.0,193.0,1,left,MISS I. Stewart 24' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
14,PT11M04.00S,2024-03-03T23:11:59.5Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,0,0,2024-03-03T23:12:04Z,140000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M55.00S,2024-03-03T23:12:08.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,86.28449408672799,96.56862745098039,1610612753,3,0,2024-03-03T23:12:15Z,150000,False,233.0,76.0,1,right,W. Carter Jr. 24' 3PT  (3 PTS) (J. Suggs 1 AST),"[1628976, 1630591]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,24.5,Made,,,,,3.0,J. Suggs,1630591.0,1.0,,,,,,,,,,
17,PT10M35.00S,2024-03-03T23:12:29.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,11.777266754270697,47.549019607843135,1610612765,3,2,2024-03-03T23:12:36Z,170000,False,12.0,58.0,1,left,C. Cunningham driving Hook (2 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M27.00S,2024-03-03T23:12:36.3Z,1,REGULAR,3pt,Jump Shot,[],203914,77.21747700394218,9.068627450980392,1610612753,3,2,2024-03-03T23:12:40Z,180000,False,-205.0,162.0,1,right,MISS G. Harris 26' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
