actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-01T02:40:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-01T02:40:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-01T02:40:58.9Z,1,REGULAR,jumpball,recovered,[],1628381,,,1610612762,0,0,2024-12-01T02:40:58Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Lively II: Tip to J. Collins,"[1628381, 1631117, 1641726]",1610612762.0,UTA,startperiod,J. Collins,1628381.0,Collins,J. Collins,Kessler,1631117.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-12-01T02:41:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.46057818659659,60.049019607843135,1610612762,0,0,2024-12-01T02:41:19Z,70000,False,50.0,18.0,1,right,MISS J. Collins driving Layup - blocked,"[1628381, 1629656]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,5.35,Missed,Grimes,1629656.0,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-12-01T02:41:12.0Z,1,REGULAR,block,,[],1629656,,,1610612762,0,0,2024-12-01T02:41:13Z,80000,False,,,0,,Q. Grimes BLOCK (1 BLK),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2024-12-01T02:41:14.0Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,0,0,2024-12-01T02:41:19Z,90000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M27.00S,2024-12-01T02:41:29.7Z,1,REGULAR,3pt,Jump Shot,[],202681,27.020367936925098,16.911764705882355,1610612742,0,3,2024-12-01T02:41:39Z,100000,False,165.0,201.0,1,left,K. Irving 26' 3PT step back (3 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.07,Made,,,,,,,3.0,,,,,,,,,,,
11,PT11M06.00S,2024-12-01T02:41:53.0Z,1,REGULAR,foul,personal,[],1630230,,,1610612762,0,3,2024-12-01T02:42:02Z,110000,False,,,0,,N. Marshall personal FOUL (1 PF),"[1630230, 1629012]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1628487.0,1.0,0.0,Sexton,1629012.0,,,,,,
13,PT10M56.00S,2024-12-01T02:42:19.6Z,1,REGULAR,2pt,Jump Shot,[],1628374,89.83245729303549,67.64705882352942,1610612762,0,3,2024-12-01T02:42:28Z,130000,False,88.0,43.0,1,right,MISS L. Markkanen 9' driving floating bank Shot,[1628374],1610612762.0,UTA,driving floating bank,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,9.82,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2024-12-01T02:42:22.6Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,0,3,2024-12-01T02:42:28Z,140000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,
15,PT10M53.00S,2024-12-01T02:42:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,94.40999984741211,50.0,1610612762,2,3,2024-12-01T02:42:22Z,150000,False,0.0,0.0,1,right,W. Kessler tip Layup (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,2.0,,,,,,,,,,,
16,PT10M40.00S,2024-12-01T02:42:36.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,10.726018396846255,42.8921568627451,1610612742,2,5,2024-12-01T02:42:54Z,160000,False,36.0,48.0,1,left,D. Lively II driving Hook (2 PTS) (K. Irving 1 AST),"[1641726, 202681]",1610612742.0,DAL,driving,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,,,,,,,2.0,,,,,,K. Irving,202681.0,1.0,,,
18,PT10M23.00S,2024-12-01T02:42:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,91.80354796320631,59.80392156862745,1610612762,2,5,2024-12-01T02:42:57Z,180000,False,49.0,25.0,1,right,MISS W. Kessler driving finger roll Layup,[1631117],1610612762.0,UTA,driving finger roll,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2024-12-01T02:42:54.3Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,2,5,2024-12-01T02:42:57Z,190000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,
20,PT10M17.00S,2024-12-01T02:42:59.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,26.888961892247043,80.3921568627451,1610612742,2,5,2024-12-01T02:43:56Z,200000,False,-152.0,200.0,1,left,MISS K. Irving 25' running 3PT,[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
21,PT10M14.00S,2024-12-01T02:43:01.4Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,2,5,2024-12-01T02:43:01Z,210000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,
22,PT10M13.00S,2024-12-01T02:43:03.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,32.14520367936925,39.950980392156865,1610612742,2,8,2024-12-01T02:43:54Z,220000,False,50.0,250.0,1,left,Q. Grimes 25' 3PT  (3 PTS) (D. Lively II 1 AST),"[1629656, 1641726]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,25.47,Made,,,,,,,3.0,,,,,,D. Lively II,1641726.0,1.0,,,
24,PT10M13.00S,2024-12-01T02:43:06.5Z,1,REGULAR,foul,personal,['1freethrow'],1641718,,,1610612742,2,8,2024-12-01T02:43:12Z,240000,False,,,0,,K. George shooting personal FOUL (1 PF) (Grimes 1 FT),"[1641718, 1629656]",1610612762.0,UTA,shooting,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,201246.0,1.0,0.0,Grimes,1629656.0,,,,,,
26,PT10M13.00S,2024-12-01T02:43:27.4Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1629656,,,1610612742,2,8,2024-12-01T02:43:30Z,260000,False,,,0,,MISS Q. Grimes Free Throw 1 of 1,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
27,PT10M12.00S,2024-12-01T02:43:28.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,2,8,2024-12-01T02:43:30Z,270000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M55.00S,2024-12-01T02:43:43.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.38042049934296,45.34313725490196,1610612762,4,8,2024-12-01T02:43:50Z,280000,False,-23.0,10.0,1,right,W. Kessler cutting DUNK (4 PTS) (J. Collins 1 AST),"[1631117, 1628381]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,4.0,,,,,,J. Collins,1628381.0,1.0,,,
30,PT09M42.00S,2024-12-01T02:43:56.3Z,1,REGULAR,2pt,Jump Shot,[],1629656,19.004599211563733,18.137254901960784,1610612742,4,8,2024-12-01T02:44:05Z,300000,False,159.0,126.0,1,left,MISS Q. Grimes 20' pullup Shot,[1629656],1610612742.0,DAL,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Right Center,20.32,Missed,,,,,,,,,,,,,,,,,,
31,PT09M42.00S,2024-12-01T02:43:56.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,4,8,2024-12-01T02:44:05Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,30.0,,,,,,,,,,,,,,,
33,PT09M27.00S,2024-12-01T02:44:18.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,90.22667542706965,49.01960784313725,1610612762,6,8,2024-12-01T02:44:24Z,330000,False,-5.0,39.0,1,right,L. Markkanen DUNK (2 PTS) (W. Kessler 1 AST),"[1628374, 1631117]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.97,Made,,,,,,,2.0,,,,,,W. Kessler,1631117.0,1.0,,,
35,PT09M13.00S,2024-12-01T02:44:37.2Z,1,REGULAR,foul,personal,[],1641718,,,1610612742,6,8,2024-12-01T02:44:49Z,350000,False,,,0,,K. George personal FOUL (2 PF),"[1641718, 1629023]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1662.0,2.0,0.0,Washington,1629023.0,,,,,,
37,PT09M11.00S,2024-12-01T02:44:56.2Z,1,REGULAR,3pt,Jump Shot,[],1629656,32.670827858081466,52.450980392156865,1610612742,6,11,2024-12-01T02:45:02Z,370000,False,-12.0,255.0,1,left,Q. Grimes 25' 3PT  (6 PTS) (K. Irving 2 AST),"[1629656, 202681]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,25.49,Made,,,,,,,6.0,,,,,,K. Irving,202681.0,2.0,,,
39,PT08M58.00S,2024-12-01T02:45:08.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,82.60512483574244,50.73529411764706,1610612762,6,11,2024-12-01T02:45:13Z,390000,False,4.0,111.0,1,right,MISS K. George 11' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,11.11,Missed,,,,,,,,,,,,,,,,,,
40,PT08M57.00S,2024-12-01T02:45:09.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,6,11,2024-12-01T02:45:13Z,400000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,
41,PT08M39.00S,2024-12-01T02:45:28.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,31.882391590013142,41.17647058823529,1610612742,6,14,2024-12-01T02:45:32Z,410000,False,44.0,247.0,1,left,P. Washington 25' 3PT  (3 PTS) (K. Irving 3 AST),"[1629023, 202681]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.11,Made,,,,,,,3.0,,,,,,K. Irving,202681.0,3.0,,,
43,PT08M37.00S,2024-12-01T02:45:34.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,6,14,2024-12-01T02:45:34Z,430000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PT08M14.00S,2024-12-01T02:48:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,81.8166885676741,62.99019607843137,1610612762,6,14,2024-12-01T02:49:36Z,440000,False,65.0,118.0,1,right,MISS K. George 13' driving floating Shot,[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,13.51,Missed,,,,,,,,,,,,,,,,,,
45,PT08M11.00S,2024-12-01T02:48:52.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,6,14,2024-12-01T02:48:59Z,450000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,
46,PT08M05.00S,2024-12-01T02:48:57.5Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629023,7.5722733245729295,37.00980392156863,1610612742,6,14,2024-12-01T02:50:49Z,460000,False,65.0,19.0,1,left,MISS P. Washington 6' driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
