actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-23T02:41:04.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-23T02:41:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-23T02:41:06.9Z,1,REGULAR,jumpball,recovered,[],1628415,,,1610612745,0,0,2025-02-23T02:41:07Z,40000,False,,,0,,Jump Ball A. Sengun vs. W. Kessler: Tip to D. Brooks,"[1628415, 1630578, 1631117]",1610612745.0,HOU,startperiod,D. Brooks,1628415.0,Brooks,D. Brooks,Sengun,1630578.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-23T02:41:17.8Z,1,REGULAR,3pt,Jump Shot,[],1631095,87.07293035479631,96.07843137254902,1610612745,0,0,2025-02-23T02:41:23Z,70000,False,230.0,69.0,1,right,MISS J. Smith Jr. 24' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,24.05,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-23T02:41:22.8Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,0,0,2025-02-23T02:41:23Z,80000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-02-23T02:41:28.7Z,1,REGULAR,3pt,Jump Shot,[],1641729,29.911300919842315,70.83333333333334,1610612762,0,0,2025-02-23T02:41:53Z,90000,False,-104.0,229.0,1,left,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
10,PT11M33.00S,2025-02-23T02:41:31.7Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,0,0,2025-02-23T02:42:17Z,100000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2025-02-23T02:41:46.3Z,1,REGULAR,2pt,Jump Shot,[],1630578,89.83245729303549,72.30392156862744,1610612745,0,0,2025-02-23T02:42:46Z,110000,False,112.0,43.0,1,right,MISS A. Sengun 11' bank Shot,[1630578],1610612745.0,HOU,bank,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,11.95,Missed,,,,,,,,,,,,,,,,,,
12,PT11M16.00S,2025-02-23T02:41:47.3Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,0,0,2025-02-23T02:43:27Z,120000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M16.00S,2025-02-23T02:41:52.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628415,94.40999984741211,50.0,1610612745,0,0,2025-02-23T02:43:37Z,130000,False,0.0,0.0,1,right,MISS D. Brooks tip Layup,[1628415],1610612745.0,HOU,tip,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
14,PT11M15.00S,2025-02-23T02:41:53.3Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,0,0,2025-02-23T02:43:37Z,140000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M08.00S,2025-02-23T02:41:56.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642268,7.835085413929041,57.35294117647059,1610612762,0,0,2025-02-23T02:45:00Z,150000,False,-37.0,21.0,1,left,MISS I. Collier running Layup,[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
16,PT11M07.00S,2025-02-23T02:41:57.7Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,0,0,2025-02-23T02:45:29Z,160000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M06.00S,2025-02-23T02:42:00.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631117,5.590000152587891,50.0,1610612762,2,0,2025-02-23T02:45:39Z,170000,False,0.0,0.0,1,left,W. Kessler tip Layup (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M49.00S,2025-02-23T02:42:14.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,79.84559789750328,50.245098039215684,1610612745,2,2,2025-02-23T02:42:19Z,180000,False,1.0,137.0,1,right,A. Sengun 13' Jump Shot (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,13.7,Made,,,,,2.0,J. Green,1630224.0,1.0,,,,,,,,,,
20,PT10M25.00S,2025-02-23T02:42:37.9Z,1,REGULAR,3pt,Jump Shot,[],1630231,8.492115637319317,95.34313725490196,1610612762,2,2,2025-02-23T02:42:43Z,200000,False,-227.0,27.0,1,left,MISS K. Martin 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Left Corner 3,24+ Left,22.83,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2025-02-23T02:42:39.9Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,2,2,2025-02-23T02:42:43Z,210000,False,,,0,,W. Kessler REBOUND (Off:2 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,,,20.0,2.0,0.0,2.0,,,,,,,,,,,,,,
23,PT10M11.00S,2025-02-23T02:43:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630231,27.94021024967148,75.73529411764706,1610612762,2,2,2025-02-23T02:43:14Z,230000,False,-129.0,210.0,1,left,MISS K. Martin 24' 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Left Center,24.64,Missed,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2025-02-23T02:43:12.8Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,2,2,2025-02-23T02:43:14Z,240000,False,,,0,,A. Sengun REBOUND (Off:0 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
