actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-22T02:41:03.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-22T02:41:03Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-22T02:41:07.2Z,1,REGULAR,jumpball,recovered,[],1628392,,,1610612760,0,0,2025-02-22T02:41:07Z,40000,False,,,0,,Jump Ball C. Holmgren vs. W. Kessler: Tip to I. Hartenstein,"[1628392, 1631096, 1631117]",1610612760.0,OKC,startperiod,I. Hartenstein,1628392.0,Hartenstein,I. Hartenstein,Holmgren,1631096.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-02-22T02:41:24.9Z,1,REGULAR,3pt,Jump Shot,[],1631096,4.812746386333772,3.6764705882352944,1610612760,0,3,2025-02-22T02:41:42Z,70000,False,232.0,-7.0,1,left,C. Holmgren 3PT step back (3 PTS) (I. Hartenstein 1 AST),"[1631096, 1628392]",1610612760.0,OKC,step back,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,23.17,Made,3.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,,,,
9,PT11M11.00S,2025-02-22T02:41:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,92.32917214191852,59.31372549019608,1610612762,0,3,2025-02-22T02:41:58Z,90000,False,47.0,20.0,1,right,MISS J. Clarkson driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
10,PT11M07.00S,2025-02-22T02:41:56.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,0,3,2025-02-22T02:41:58Z,100000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M04.00S,2025-02-22T02:41:59.6Z,1,REGULAR,2pt,Jump Shot,[],1628983,6.258212877792378,16.666666666666664,1610612760,0,5,2025-02-22T02:50:36Z,110000,False,167.0,6.0,1,left,S. Gilgeous-Alexander 16' step back Jump Shot (2 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right,16.68,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M44.00S,2025-02-22T02:42:18.2Z,1,REGULAR,3pt,Jump Shot,[],1628381,91.80354796320631,3.1862745098039214,1610612762,0,5,2025-02-22T02:42:23Z,120000,False,-234.0,25.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
13,PT10M41.00S,2025-02-22T02:42:21.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,0,5,2025-02-22T02:42:23Z,130000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Left Corner 3,24+ Left,,,,,,,12.0,2.0,2.0,0.0,,,,,,,,,,
14,PT10M35.00S,2025-02-22T02:42:27.7Z,1,REGULAR,3pt,Jump Shot,[],1629652,28.597240473061763,13.970588235294118,1610612760,0,5,2025-02-22T02:42:33Z,140000,False,180.0,216.0,1,left,MISS L. Dort 28' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
15,PT10M31.00S,2025-02-22T02:42:31.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,5,2025-02-22T02:42:33Z,150000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
