actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
186,PT10M59.00S,2025-04-10T01:39:09.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1641712,,,1610612757,24,28,2025-04-10T01:41:16Z,1770000,False,,,0,,MISS R. Rupert Free Throw 1 of 2,[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
187,PT10M59.00S,2025-04-10T01:39:09.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,24,28,2025-04-10T01:41:16Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,186.0,,,,,,,,,,,,
188,PT10M59.00S,2025-04-10T01:39:09.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1641712,,,1610612757,24,29,2025-04-10T01:41:16Z,1790000,False,,,0,,R. Rupert Free Throw 2 of 2 (1 PTS),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,,,,,,,,,Made,,,,,1.0,,,,,,,,
189,PT10M54.00S,2025-04-10T01:39:34.4Z,2,REGULAR,foul,personal,[],1641712,,,1610612762,24,29,2025-04-10T01:39:55Z,1800000,False,,,0,,R. Rupert personal FOUL (1 PF),"[1641712, 1630531]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,1155.0,1.0,0.0,Springer,1630531.0,,,,,,,,,,,,,,,
191,PT10M45.00S,2025-04-10T01:39:58.7Z,2,REGULAR,2pt,Jump Shot,[],1629012,20.97568988173456,58.08823529411765,1610612762,24,29,2025-04-10T01:40:01Z,1820000,False,-40.0,145.0,1,left,MISS C. Sexton 15' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Center,,,,,,15.02,Missed,,,,,,,,,,,,,
192,PT10M43.00S,2025-04-10T01:40:00.7Z,2,REGULAR,rebound,defensive,[],1641712,,,1610612757,24,29,2025-04-10T01:40:01Z,1830000,False,,,0,,R. Rupert REBOUND (Off:0 Def:3),[1641712],1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Mid-Range,8-16 Center,,,,,,,,191.0,3.0,3.0,0.0,,,,,,,,,
194,PT10M42.00S,2025-04-10T01:40:02.1Z,2,REGULAR,turnover,lost ball,[],1641712,,,1610612757,24,29,2025-04-10T01:40:07Z,1850000,False,,,0,,R. Rupert lost ball TURNOVER (1 TO),"[1641712, 1629012]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Sexton,1629012.0,,,,,
195,PT10M42.00S,2025-04-10T01:40:02.1Z,2,REGULAR,steal,,[],1629012,,,1610612762,24,29,2025-04-10T01:40:05Z,1860000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
196,PT10M38.00S,2025-04-10T01:40:05.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631131,11.645860709592641,43.627450980392155,1610612762,24,29,2025-04-10T01:42:43Z,1870000,False,32.0,57.0,1,left,MISS O. Tshiebwe 6' driving Layup,[1631131],1610612762.0,UTA,driving,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.53,Missed,,,,,,,,,,,,,
197,PT10M36.00S,2025-04-10T01:40:08.2Z,2,REGULAR,rebound,defensive,[],1631303,,,1610612757,24,29,2025-04-10T01:40:08Z,1880000,False,,,0,,J. Minaya REBOUND (Off:0 Def:1),[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,196.0,1.0,1.0,0.0,,,,,,,,,
198,PT10M34.00S,2025-04-10T01:40:10.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641712,69.59592641261499,71.07843137254902,1610612757,24,29,2025-04-10T01:40:16Z,1890000,False,105.0,233.0,1,right,MISS R. Rupert 25' running 3PT,[1641712],1610612757.0,POR,running,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,25.6,Missed,,,,,,,,,,,,,
199,PT10M30.00S,2025-04-10T01:40:14.6Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,24,29,2025-04-10T01:40:14Z,1900000,False,,,0,,D. Clingan REBOUND (Off:2 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Right Center,,,,,,,,198.0,3.0,1.0,2.0,,,,,,,,,
200,PT10M23.00S,2025-04-10T01:40:20.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631200,93.11760840998686,50.98039215686274,1610612757,24,31,2025-04-10T01:40:28Z,1910000,False,5.0,12.0,1,right,K. Murray driving reverse Layup (2 PTS) (D. Clingan 2 AST),"[1631200, 1642270]",1610612757.0,POR,driving reverse,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,1.31,Made,,,,,2.0,,,,D. Clingan,1642270.0,2.0,,
202,PT10M11.00S,2025-04-10T01:40:32.8Z,2,REGULAR,2pt,Jump Shot,[],1629012,22.28975032851511,28.676470588235293,1610612762,24,31,2025-04-10T01:43:13Z,1930000,False,107.0,157.0,1,left,MISS C. Sexton 18' step back Shot,[1629012],1610612762.0,UTA,step back,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Right Center,,,,,,18.98,Missed,,,,,,,,,,,,,
203,PT10M09.00S,2025-04-10T01:40:34.8Z,2,REGULAR,rebound,offensive,[],1631131,,,1610612762,24,31,2025-04-10T01:43:13Z,1940000,False,,,0,,O. Tshiebwe REBOUND (Off:2 Def:2),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Mid-Range,16-24 Right Center,,,,,,,,202.0,4.0,2.0,2.0,,,,,,,,,
204,PT10M00.00S,2025-04-10T01:40:43.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631131,13.61695137976347,40.931372549019606,1610612762,26,31,2025-04-10T01:43:30Z,1950000,False,45.0,75.0,1,left,O. Tshiebwe 8' floating Jump Shot (4 PTS) (J. Springer 2 AST),"[1631131, 1630531]",1610612762.0,UTA,floating,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,8.8,Made,,,,,4.0,,,,J. Springer,1630531.0,2.0,,
206,PT09M45.00S,2025-04-10T01:40:59.7Z,2,REGULAR,3pt,Jump Shot,[],1630625,66.3107752956636,50.245098039215684,1610612757,26,31,2025-04-10T01:41:04Z,1970000,False,1.0,264.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,,,,,,26.42,Missed,,,,,,,,,,,,,
207,PT09M41.00S,2025-04-10T01:41:03.7Z,2,REGULAR,rebound,offensive,[],1642270,,,1610612757,26,31,2025-04-10T01:41:04Z,1980000,False,,,0,,D. Clingan REBOUND (Off:3 Def:1),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,Above the Break 3,24+ Center,,,,,,,,206.0,4.0,1.0,3.0,,,,,,,,,
209,PT09M34.00S,2025-04-10T01:41:20.4Z,2,REGULAR,foul,personal,['2freethrow'],1631131,,,1610612757,26,31,2025-04-10T01:41:25Z,2000000,False,,,0,,O. Tshiebwe shooting personal FOUL (2 PF) (Banton 2 FT),"[1631131, 1630625]",1610612762.0,UTA,shooting,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,203591.0,2.0,0.0,Banton,1630625.0,,,,,,,,,,,,,,,
211,PT09M34.00S,2025-04-10T01:42:03.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630625,,,1610612757,26,32,2025-04-10T01:42:03Z,2020000,False,,,0,,D. Banton Free Throw 1 of 2 (5 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
212,PT09M34.00S,2025-04-10T01:42:03.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630625,,,1610612757,26,33,2025-04-10T01:42:03Z,2030000,False,,,0,,D. Banton Free Throw 2 of 2 (6 PTS),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
213,PT09M21.00S,2025-04-10T01:42:13.4Z,2,REGULAR,foul,personal,[],1641712,,,1610612762,26,33,2025-04-10T01:42:17Z,2040000,False,,,0,,R. Rupert personal FOUL (2 PF),"[1641712, 1629012]",1610612757.0,POR,,,,Rupert,R. Rupert,,,,,Mid-Range,16-24 Left Center,203591.0,2.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
215,PT09M17.00S,2025-04-10T01:42:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630695,8.492115637319317,50.245098039215684,1610612762,28,33,2025-04-10T01:44:43Z,2060000,False,-1.0,27.0,1,left,M. Potter cutting Layup (4 PTS) (C. Sexton 1 AST),"[1630695, 1629012]",1610612762.0,UTA,cutting,,,Potter,M. Potter,,,,,Restricted Area,0-8 Center,,,,,,2.73,Made,,,,,4.0,,,,C. Sexton,1629012.0,1.0,,
217,PT09M07.00S,2025-04-10T01:42:45.2Z,2,REGULAR,3pt,Jump Shot,[],1641712,69.72733245729303,73.2843137254902,1610612757,28,36,2025-04-10T01:49:57Z,2080000,False,116.0,232.0,1,right,R. Rupert 25' 3PT pullup (4 PTS),[1641712],1610612757.0,POR,pullup,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,25.97,Made,,,,,4.0,,,,,,,,
218,PT08M54.00S,2025-04-10T01:42:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,12.302890932982917,48.03921568627451,1610612762,30,36,2025-04-10T01:45:42Z,2090000,False,10.0,63.0,1,left,C. Sexton 6' driving floating Jump Shot (6 PTS),[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.39,Made,,,,,6.0,,,,,,,,
219,PT08M40.00S,2025-04-10T01:43:13.7Z,2,REGULAR,3pt,Jump Shot,[],1631200,80.76544021024968,8.088235294117647,1610612757,30,36,2025-04-10T01:43:17Z,2100000,False,-210.0,128.0,1,right,MISS K. Murray 24' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,24.57,Missed,,,,,,,,,,,,,
220,PT08M37.00S,2025-04-10T01:43:16.7Z,2,REGULAR,rebound,defensive,[],1630531,,,1610612762,30,36,2025-04-10T01:43:17Z,2110000,False,,,0,,J. Springer REBOUND (Off:2 Def:2),[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,Above the Break 3,24+ Left Center,,,,,,,,219.0,4.0,2.0,2.0,,,,,,,,,
221,PT08M32.00S,2025-04-10T01:43:21.7Z,2,REGULAR,3pt,Jump Shot,[],1629012,32.933639947437584,54.65686274509803,1610612762,30,36,2025-04-10T01:43:29Z,2120000,False,-23.0,257.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,25.82,Missed,,,,,,,,,,,,,
222,PT08M29.00S,2025-04-10T01:43:24.7Z,2,REGULAR,rebound,offensive,[],1631131,,,1610612762,30,36,2025-04-10T01:43:29Z,2130000,False,,,0,,O. Tshiebwe REBOUND (Off:3 Def:2),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Center,,,,,,,,221.0,5.0,2.0,3.0,,,,,,,,,
223,PT08M27.00S,2025-04-10T01:43:26.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631131,9.806176084099869,51.225490196078425,1610612762,30,36,2025-04-10T01:43:32Z,2140000,False,-6.0,40.0,1,left,MISS O. Tshiebwe putback Layup,[1631131],1610612762.0,UTA,putback,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,4.02,Missed,,,,,,,,,,,,,
224,PT08M25.00S,2025-04-10T01:43:28.0Z,2,REGULAR,rebound,offensive,[],1631131,,,1610612762,30,36,2025-04-10T01:43:28Z,2150000,False,,,0,,O. Tshiebwe REBOUND (Off:4 Def:2),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,,,,,,,,223.0,6.0,2.0,4.0,,,,,,,,,
225,PT08M25.00S,2025-04-10T01:43:28.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631131,11.514454664914586,50.73529411764706,1610612762,32,36,2025-04-10T01:43:35Z,2160000,False,-4.0,56.0,1,left,O. Tshiebwe putback Layup (6 PTS),[1631131],1610612762.0,UTA,putback,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.58,Made,,,,,6.0,,,,,,,,
226,PT08M07.00S,2025-04-10T01:43:46.2Z,2,REGULAR,3pt,Jump Shot,[],1631200,74.98357424441524,85.7843137254902,1610612757,32,36,2025-04-10T01:43:53Z,2170000,False,179.0,183.0,1,right,MISS K. Murray 25' 3PT,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,25.57,Missed,,,,,,,,,,,,,
227,PT08M07.00S,2025-04-10T01:43:46.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,32,36,2025-04-10T01:43:53Z,2180000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,226.0,,,,,,,,,,,,
229,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,out,[],1630531,,,1610612762,32,36,2025-04-10T01:44:28Z,2200000,False,,,0,,SUB out: J. Springer,[1630531],1610612762.0,UTA,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,out,[],1629004,,,1610612762,32,36,2025-04-10T01:44:28Z,2210000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,out,[],1631131,,,1610612762,32,36,2025-04-10T01:44:28Z,2220000,False,,,0,,SUB out: O. Tshiebwe,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,out,[],1630625,,,1610612762,32,36,2025-04-10T01:44:28Z,2230000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,in,[],1642271,,,1610612762,32,36,2025-04-10T01:44:28Z,2240000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,in,[],1630548,,,1610612762,32,36,2025-04-10T01:44:28Z,2250000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,in,[],1641729,,,1610612762,32,36,2025-04-10T01:44:28Z,2260000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M07.00S,2025-04-10T01:43:54.1Z,2,REGULAR,substitution,in,[],1631101,,,1610612762,32,36,2025-04-10T01:44:28Z,2270000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M48.00S,2025-04-10T01:44:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.674770039421814,45.83333333333333,1610612762,34,36,2025-04-10T01:45:04Z,2280000,False,21.0,38.0,1,left,C. Sexton driving Layup (8 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,4.37,Made,,,,,8.0,,,,,,,,
238,PT07M48.00S,2025-04-10T01:44:42.6Z,2,REGULAR,foul,personal,['1freethrow'],1631101,,,1610612762,34,36,2025-04-10T01:44:52Z,2290000,False,,,0,,S. Sharpe shooting personal FOUL (1 PF) (Sexton 1 FT),"[1631101, 1629012]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1204.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
240,PT07M48.00S,2025-04-10T01:44:55.1Z,2,REGULAR,substitution,out,[],1631303,,,1610612762,34,36,2025-04-10T01:45:04Z,2310000,False,,,0,,SUB out: J. Minaya,[1631303],1610612757.0,POR,,,,Minaya,J. Minaya,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M48.00S,2025-04-10T01:44:55.1Z,2,REGULAR,substitution,out,[],1642270,,,1610612762,34,36,2025-04-10T01:45:04Z,2320000,False,,,0,,SUB out: D. Clingan,[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M48.00S,2025-04-10T01:44:55.1Z,2,REGULAR,substitution,in,[],1641739,,,1610612762,34,36,2025-04-10T01:45:04Z,2330000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M48.00S,2025-04-10T01:44:55.1Z,2,REGULAR,substitution,in,[],1631133,,,1610612762,34,36,2025-04-10T01:45:04Z,2340000,False,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M48.00S,2025-04-10T01:45:10.6Z,2,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,35,36,2025-04-10T01:45:10Z,2350000,False,,,0,,C. Sexton Free Throw 1 of 1 (9 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,,
245,PT07M36.00S,2025-04-10T01:45:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641712,87.72996057818659,61.51960784313726,1610612757,35,38,2025-04-10T01:47:33Z,2360000,False,58.0,63.0,1,right,R. Rupert 8' fadeaway Jump Shot (6 PTS),[1641712],1610612757.0,POR,fadeaway,,,Rupert,R. Rupert,,,,,In The Paint (Non-RA),8-16 Right,,,,,,8.52,Made,,,,,6.0,,,,,,,,
246,PT07M22.00S,2025-04-10T01:45:40.7Z,2,REGULAR,turnover,traveling,[],1630695,,,1610612762,35,38,2025-04-10T01:45:46Z,2370000,False,,,0,,M. Potter traveling TURNOVER (2 TO),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,1155.0,,,,,,,,,,,,2.0,,,,,,,
247,PT07M07.00S,2025-04-10T01:46:05.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641712,70.64717477003943,73.2843137254902,1610612757,35,38,2025-04-10T01:48:02Z,2380000,False,116.0,223.0,1,right,MISS R. Rupert 25' pullup 3PT,[1641712],1610612757.0,POR,pullup,,,Rupert,R. Rupert,,,,,Above the Break 3,24+ Right Center,,,,,,25.19,Missed,,,,,,,,,,,,,
248,PT07M04.00S,2025-04-10T01:46:08.6Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,35,38,2025-04-10T01:46:10Z,2390000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:3),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,247.0,3.0,3.0,0.0,,,,,,,,,
249,PT06M59.00S,2025-04-10T01:46:15.7Z,2,REGULAR,foul,personal,['2freethrow'],1631200,,,1610612762,35,38,2025-04-10T01:46:34Z,2400000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Juzang 2 FT),"[1631200, 1630548]",1610612757.0,POR,shooting,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,203591.0,1.0,0.0,Juzang,1630548.0,,,,,,,,,,,,,,,
251,PT06M59.00S,2025-04-10T01:46:33.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,35,38,2025-04-10T01:46:33Z,2420000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M59.00S,2025-04-10T01:49:15.6Z,2,REGULAR,substitution,out,[],1631200,,,1610612762,35,38,2025-04-10T01:49:49Z,2430000,False,,,0,,SUB out: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M59.00S,2025-04-10T01:49:15.6Z,2,REGULAR,substitution,in,[],1629680,,,1610612762,35,38,2025-04-10T01:49:49Z,2440000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M59.00S,2025-04-10T01:50:06.0Z,2,REGULAR,freethrow,1 of 2,[],1630548,,,1610612762,36,38,2025-04-10T01:50:06Z,2450000,False,,,0,,J. Juzang Free Throw 1 of 2 (4 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,Made,,,,,4.0,,,,,,,,
259,PT06M59.00S,2025-04-10T01:50:18.7Z,2,REGULAR,freethrow,2 of 2,[],1630548,,,1610612762,37,38,2025-04-10T01:50:18Z,2460000,False,,,0,,J. Juzang Free Throw 2 of 2 (5 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,Made,,,,,5.0,,,,,,,,
260,PT06M49.00S,2025-04-10T01:50:29.3Z,2,REGULAR,3pt,Jump Shot,[],1631133,75.50919842312747,13.480392156862745,1610612757,37,38,2025-04-10T01:50:32Z,2470000,False,-183.0,178.0,1,right,MISS J. Walker 25' 3PT,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,25.48,Missed,,,,,,,,,,,,,
261,PT06M48.00S,2025-04-10T01:50:30.7Z,2,REGULAR,rebound,offensive,[],1631133,,,1610612757,37,38,2025-04-10T01:50:30Z,2480000,False,,,0,,J. Walker REBOUND (Off:1 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,,,,,260.0,2.0,1.0,1.0,,,,,,,,,
262,PT06M45.00S,2025-04-10T01:50:33.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641739,72.22404730617609,79.65686274509804,1610612757,37,38,2025-04-10T01:50:41Z,2490000,False,148.0,209.0,1,right,MISS T. Camara 25' 3PT,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,,,,25.59,Missed,,,,,,,,,,,,,
263,PT06M40.00S,2025-04-10T01:50:38.7Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,37,38,2025-04-10T01:50:41Z,2500000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,,,,,262.0,4.0,4.0,0.0,,,,,,,,,
265,PT06M35.00S,2025-04-10T01:51:04.4Z,2,REGULAR,3pt,Jump Shot,[],1642271,29.25427069645204,78.43137254901961,1610612762,40,38,2025-04-10T01:51:09Z,2520000,False,-142.0,222.0,1,left,K. Filipowski 26' 3PT  (6 PTS) (C. Sexton 2 AST),"[1642271, 1629012]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,26.41,Made,,,,,6.0,,,,C. Sexton,1629012.0,2.0,,
267,PT06M22.00S,2025-04-10T01:51:16.5Z,2,REGULAR,turnover,lost ball,[],1631101,,,1610612757,40,38,2025-04-10T01:51:20Z,2540000,False,,,0,,S. Sharpe lost ball TURNOVER (3 TO),"[1631101, 1630548]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Juzang,1630548.0,,,,,
268,PT06M22.00S,2025-04-10T01:51:16.5Z,2,REGULAR,steal,,[],1630548,,,1610612762,40,38,2025-04-10T01:51:17Z,2550000,False,,,0,,J. Juzang STEAL (1 STL),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT06M17.00S,2025-04-10T01:51:22.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,7.178055190538765,95.58823529411765,1610612762,43,38,2025-04-10T01:52:02Z,2560000,False,-228.0,15.0,1,left,B. Sensabaugh 3PT pullup (5 PTS) (C. Sexton 3 AST),"[1641729, 1629012]",1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,22.84,Made,,,,,5.0,,,,C. Sexton,1629012.0,3.0,,
271,PT05M53.00S,2025-04-10T01:51:44.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,92.19776609724047,50.49019607843137,1610612757,43,38,2025-04-10T01:51:48Z,2580000,False,2.0,21.0,1,right,MISS T. Camara driving Layup - blocked,"[1641739, 1642271]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,,,,,,2.09,Missed,,,,,,,,,,,,Filipowski,1642271.0
272,PT05M53.00S,2025-04-10T01:51:44.6Z,2,REGULAR,block,,[],1642271,,,1610612757,43,38,2025-04-10T01:51:46Z,2590000,False,,,0,,K. Filipowski BLOCK (1 BLK),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT05M50.00S,2025-04-10T01:51:47.6Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,43,38,2025-04-10T01:51:48Z,2600000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,,,,,271.0,2.0,2.0,0.0,,,,,,,,,
