actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-14T02:10:44.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-14T02:10:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-02-14T02:10:49.1Z,1,REGULAR,jumpball,recovered,[],1627884,,,1610612746,0,0,2025-02-14T02:10:49Z,40000,False,,,0,,Jump Ball I. Zubac vs. K. Filipowski: Tip to D. Jones Jr.,"[1627884, 1627826, 1642271]",1610612746.0,LAC,startperiod,D. Jones Jr.,1627884.0,Jones Jr.,D. Jones Jr.,Zubac,1627826.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-14T02:11:00.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,92.72339027595268,41.17647058823529,1610612746,0,0,2025-02-14T02:11:10Z,70000,False,-44.0,16.0,1,right,MISS I. Zubac Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,4.69,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-02-14T02:11:02.3Z,1,REGULAR,rebound,defensive,[],1642271,,,1610612762,0,0,2025-02-14T02:11:04Z,80000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-02-14T02:11:11.4Z,1,REGULAR,foul,personal,[],1627739,,,1610612762,0,0,2025-02-14T02:11:33Z,90000,False,,,0,,K. Dunn personal FOUL (1 PF),"[1627739, 1628374]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Mid-Range,16-24 Left Center,,,,,,,1627964.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,
11,PT11M24.00S,2025-02-14T02:11:40.8Z,1,REGULAR,3pt,Jump Shot,[],1642271,4.28712220762155,96.56862745098039,1610612762,0,0,2025-02-14T02:11:47Z,110000,False,-233.0,-12.0,1,left,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Left Corner 3,24+ Left,23.31,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2025-02-14T02:11:44.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,0,0,2025-02-14T02:11:47Z,120000,False,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Left Corner 3,24+ Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2025-02-14T02:11:54.7Z,1,REGULAR,turnover,bad pass,[],1627884,,,1610612746,0,0,2025-02-14T02:12:00Z,130000,False,,,0,,D. Jones Jr. bad pass TURNOVER (1 TO),"[1627884, 1642268]",1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,Collier,1642268.0,,,,,,
14,PT11M10.00S,2025-02-14T02:11:54.7Z,1,REGULAR,steal,,[],1642268,,,1610612762,0,0,2025-02-14T02:20:50Z,140000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2025-02-14T02:12:12.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628381,28.07161629434954,76.47058823529412,1610612762,3,0,2025-02-14T02:12:17Z,150000,False,-132.0,211.0,1,left,J. Collins 24' 3PT  (3 PTS) (I. Collier 1 AST),"[1628381, 1642268]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,24.94,Made,,,,,,,,,,,,,3.0,I. Collier,1642268.0,1.0,,
17,PT10M31.00S,2025-02-14T02:12:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,89.70105124835742,63.48039215686274,1610612746,3,2,2025-02-14T02:12:40Z,170000,False,67.0,44.0,1,right,N. Powell 8' driving finger roll Layup (2 PTS) (K. Dunn 1 AST),"[1626181, 1627739]",1610612746.0,LAC,driving finger roll,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Right,8.07,Made,,,,,,,,,,,,,2.0,K. Dunn,1627739.0,1.0,,
18,PT10M17.00S,2025-02-14T02:12:47.1Z,1,REGULAR,3pt,Jump Shot,[],1629004,32.802233902759525,47.30392156862745,1610612762,3,2,2025-02-14T02:12:51Z,180000,False,13.0,256.0,1,left,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,25.62,Missed,,,,,,,,,,,,,,,,,,
19,PT10M14.00S,2025-02-14T02:12:50.1Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612746,3,2,2025-02-14T02:12:51Z,190000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M06.00S,2025-02-14T02:12:59.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,88.25558475689881,56.372549019607845,1610612746,3,4,2025-02-14T02:21:53Z,200000,False,32.0,58.0,1,right,K. Dunn 6' driving floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1627739, 201935]",1610612746.0,LAC,driving floating,,,Dunn,K. Dunn,,,,,In The Paint (Non-RA),0-8 Center,6.61,Made,,,,,,,,,,,,,2.0,J. Harden,201935.0,1.0,,
