actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
346,PT08M41.00S,2024-12-31T03:25:57.4Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631128,92.59198423127464,53.92156862745098,1610612743,71,73,2024-12-31T03:26:54Z,3410000,False,20.0,17.0,1,right,C. Braun running alley-oop DUNK (12 PTS) (J. Murray 7 AST),"[1631128, 1627750]",1610612743.0,DEN,running alley-oop,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.6,Made,12.0,,,,,,,J. Murray,1627750.0,7.0,,,,,,,,
348,PT08M41.00S,2024-12-31T03:26:03.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,71,73,2024-12-31T03:26:03Z,3430000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT08M29.00S,2024-12-31T03:29:06.5Z,3,REGULAR,turnover,bad pass,[],1641718,,,1610612762,71,73,2024-12-31T03:29:11Z,3440000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1641718, 203999]",1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,2.0,Jokić,203999.0,,,,,
350,PT08M29.00S,2024-12-31T03:29:06.5Z,3,REGULAR,steal,,[],203999,,,1610612743,71,73,2024-12-31T03:29:08Z,3450000,False,,,0,,N. Jokić STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
351,PT08M23.00S,2024-12-31T03:29:11.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627750,92.9862023653088,58.333333333333336,1610612743,71,73,2024-12-31T03:30:25Z,3460000,False,42.0,13.0,1,right,MISS J. Murray running reverse Layup,[1627750],1610612743.0,DEN,running reverse,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
352,PT08M21.00S,2024-12-31T03:29:13.8Z,3,REGULAR,rebound,offensive,[],201566,,,1610612743,71,73,2024-12-31T03:30:14Z,3470000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:4),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,351.0,6.0,4.0,2.0,,,,,,,,,,,,,
353,PT08M09.00S,2024-12-31T03:29:26.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203999,64.73390275952694,53.92156862745098,1610612743,71,73,2024-12-31T03:29:31Z,3480000,False,20.0,279.0,1,right,MISS N. Jokić 27' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,27.97,Missed,,,,,,,,,,,,,,,,,,
354,PT08M06.00S,2024-12-31T03:29:29.3Z,3,REGULAR,rebound,defensive,[],1641718,,,1610612762,71,73,2024-12-31T03:29:29Z,3490000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,353.0,3.0,3.0,0.0,,,,,,,,,,,,,
355,PT08M00.00S,2024-12-31T03:29:35.9Z,3,REGULAR,2pt,Jump Shot,[],1629012,20.18725361366623,67.15686274509804,1610612762,71,73,2024-12-31T03:39:40Z,3500000,False,-86.0,137.0,1,left,MISS C. Sexton 16' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,16.19,Missed,,,,,,,,,,,,,,,,,,
356,PT07M57.00S,2024-12-31T03:29:38.9Z,3,REGULAR,rebound,defensive,[],201566,,,1610612743,71,73,2024-12-31T03:29:41Z,3510000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:5),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,355.0,7.0,5.0,2.0,,,,,,,,,,,,,
357,PT07M54.00S,2024-12-31T03:29:52.9Z,3,REGULAR,foul,personal,[],1630548,,,1610612743,71,73,2024-12-31T03:29:58Z,3520000,False,,,0,,J. Juzang personal FOUL (1 PF),"[1630548, 203999]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Jokić,203999.0
359,PT07M44.00S,2024-12-31T03:30:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.27792378449409,42.8921568627451,1610612743,71,73,2024-12-31T03:30:12Z,3540000,False,-36.0,29.0,1,right,MISS N. Jokić Layup - blocked,"[203999, 1631117]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,Kessler,1631117.0,,,,,,,,,,,
360,PT07M44.00S,2024-12-31T03:30:08.9Z,3,REGULAR,block,,[],1631117,,,1610612743,71,73,2024-12-31T03:30:11Z,3550000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
361,PT07M42.00S,2024-12-31T03:30:10.9Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,71,73,2024-12-31T03:30:12Z,3560000,False,,,0,,W. Kessler REBOUND (Off:1 Def:9),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,359.0,10.0,9.0,1.0,,,,,,,,,,,,,
362,PT07M38.00S,2024-12-31T03:30:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630548,8.754927726675426,41.17647058823529,1610612762,73,73,2024-12-31T03:30:20Z,3570000,False,44.0,30.0,1,left,J. Juzang running Layup (14 PTS) (K. George 4 AST),"[1630548, 1641718]",1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,14.0,,,,,,,K. George,1641718.0,4.0,,,,,,,,
364,PT07M25.00S,2024-12-31T03:30:28.9Z,3,REGULAR,3pt,Jump Shot,[],1627750,94.43166885676742,3.9215686274509802,1610612743,73,76,2024-12-31T03:30:33Z,3590000,False,-230.0,0.0,1,right,J. Murray 3PT  (12 PTS) (N. Jokić 7 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.04,Made,12.0,,,,,,,N. Jokić,203999.0,7.0,,,,,,,,
366,PT07M20.00S,2024-12-31T03:30:37.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.046649145860711,54.41176470588235,1610612762,75,76,2024-12-31T03:33:32Z,3610000,False,-22.0,14.0,1,left,C. Sexton driving reverse Layup (14 PTS),[1629012],1610612762.0,UTA,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.6,Made,14.0,,,,,,,,,,,,,,,,,
367,PT07M20.00S,2024-12-31T03:30:42.9Z,3,REGULAR,foul,personal,['1freethrow'],1631128,,,1610612762,75,76,2024-12-31T03:30:53Z,3620000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Sexton 1 FT),"[1631128, 1629012]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Sexton,1629012.0
369,PT07M20.00S,2024-12-31T03:30:53.9Z,3,REGULAR,substitution,out,[],1630548,,,1610612762,75,76,2024-12-31T03:31:51Z,3640000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT07M20.00S,2024-12-31T03:30:53.9Z,3,REGULAR,substitution,in,[],1642262,,,1610612762,75,76,2024-12-31T03:31:51Z,3650000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT07M20.00S,2024-12-31T03:31:11.6Z,3,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,76,76,2024-12-31T03:31:11Z,3660000,False,,,0,,C. Sexton Free Throw 1 of 1 (15 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
373,PT07M02.00S,2024-12-31T03:31:48.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,86.41590013140605,55.63725490196079,1610612743,76,76,2024-12-31T03:34:48Z,3680000,False,28.0,75.0,1,right,MISS N. Jokić 8' turnaround Hook - blocked,"[203999, 1631117]",1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,8.03,Missed,,,,,,Kessler,1631117.0,,,,,,,,,,,
374,PT07M02.00S,2024-12-31T03:31:48.4Z,3,REGULAR,block,,[],1631117,,,1610612743,76,76,2024-12-31T03:31:50Z,3690000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
375,PT07M00.00S,2024-12-31T03:31:50.4Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,76,76,2024-12-31T03:31:52Z,3700000,False,,,0,,N. Jokić REBOUND (Off:3 Def:9),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,373.0,12.0,9.0,3.0,,,,,,,,,,,,,
376,PT06M57.00S,2024-12-31T03:31:53.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,88.51839684625493,59.068627450980394,1610612743,76,78,2024-12-31T03:31:58Z,3710000,False,45.0,55.0,1,right,N. Jokić 7' turnaround Hook (23 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.16,Made,23.0,,,,,,,,,,,,,,,,,
377,PT06M37.00S,2024-12-31T03:32:13.5Z,3,REGULAR,turnover,bad pass,[],1642262,,,1610612762,76,78,2024-12-31T03:32:17Z,3720000,False,,,0,,C. Williams bad pass TURNOVER (1 TO),"[1642262, 1627750]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,
378,PT06M37.00S,2024-12-31T03:32:13.5Z,3,REGULAR,steal,,[],1627750,,,1610612743,76,78,2024-12-31T03:32:15Z,3730000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
379,PT06M34.00S,2024-12-31T03:32:16.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,90.3580814717477,52.94117647058824,1610612743,76,80,2024-12-31T03:32:22Z,3740000,False,15.0,38.0,1,right,C. Braun running DUNK (14 PTS) (J. Murray 8 AST),"[1631128, 1627750]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,4.08,Made,14.0,,,,,,,J. Murray,1627750.0,8.0,,,,,,,,
381,PT06M17.00S,2024-12-31T03:32:33.7Z,3,REGULAR,3pt,Jump Shot,[],1641718,29.911300919842315,27.450980392156865,1610612762,76,80,2024-12-31T03:35:32Z,3760000,False,113.0,229.0,1,left,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
382,PT06M14.00S,2024-12-31T03:32:36.7Z,3,REGULAR,rebound,offensive,[],1628374,,,1610612762,76,80,2024-12-31T03:32:40Z,3770000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,381.0,1.0,0.0,1.0,,,,,,,,,,,,,
383,PT06M14.00S,2024-12-31T03:32:39.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628374,5.590000152587891,50.0,1610612762,76,80,2024-12-31T03:32:39Z,3780000,False,0.0,0.0,1,left,MISS L. Markkanen tip DUNK,[1628374],1610612762.0,UTA,tip,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
384,PT06M14.00S,2024-12-31T03:32:40.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,76,80,2024-12-31T03:32:40Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Mid-Range,8-16 Left,,,,383.0,,,,,,,,,,,,,,,,
386,PT06M14.00S,2024-12-31T03:32:45.2Z,3,REGULAR,substitution,out,[],1641718,,,1610612762,76,80,2024-12-31T03:32:49Z,3810000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M14.00S,2024-12-31T03:32:45.2Z,3,REGULAR,substitution,in,[],203903,,,1610612762,76,80,2024-12-31T03:32:49Z,3820000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M08.00S,2024-12-31T03:33:09.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,7.30946123521682,51.225490196078425,1610612762,78,80,2024-12-31T03:36:36Z,3830000,False,-6.0,16.0,1,left,W. Kessler cutting finger roll Layup (8 PTS) (J. Clarkson 1 AST),"[1631117, 203903]",1610612762.0,UTA,cutting finger roll,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,,,,,,,J. Clarkson,203903.0,1.0,,,,,,,,
390,PT05M58.00S,2024-12-31T03:33:19.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.70105124835742,49.754901960784316,1610612743,78,82,2024-12-31T03:36:56Z,3850000,False,-1.0,44.0,1,right,R. Westbrook driving finger roll Layup (10 PTS),[201566],1610612743.0,DEN,driving finger roll,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,10.0,,,,,,,,,,,,,,,,,
391,PT05M44.00S,2024-12-31T03:33:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,14.273981603153747,44.6078431372549,1610612762,78,82,2024-12-31T03:33:36Z,3860000,False,27.0,82.0,1,left,MISS J. Clarkson 8' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,,
392,PT05M42.00S,2024-12-31T03:33:34.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,78,82,2024-12-31T03:33:36Z,3870000,False,,,0,,N. Jokić REBOUND (Off:3 Def:10),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,391.0,13.0,10.0,3.0,,,,,,,,,,,,,
393,PT05M38.00S,2024-12-31T03:33:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,89.83245729303549,46.07843137254902,1610612743,78,84,2024-12-31T03:33:44Z,3880000,False,-20.0,43.0,1,right,C. Braun running Layup (16 PTS) (N. Jokić 8 AST),"[1631128, 203999]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,4.73,Made,16.0,,,,,,,N. Jokić,203999.0,8.0,,,,,,,,
395,PT05M09.00S,2024-12-31T03:34:07.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,12.040078843626807,42.8921568627451,1610612762,80,84,2024-12-31T03:37:44Z,3900000,False,36.0,61.0,1,left,C. Sexton 7' driving floating Jump Shot (17 PTS),[1629012],1610612762.0,UTA,driving floating,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,7.03,Made,17.0,,,,,,,,,,,,,,,,,
396,PT04M59.00S,2024-12-31T03:34:17.0Z,3,REGULAR,2pt,Jump Shot,[],1627750,73.27529566360053,57.84313725490197,1610612743,80,86,2024-12-31T03:34:21Z,3910000,False,39.0,199.0,1,right,J. Murray 20' step back Jump Shot (14 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Center,20.25,Made,14.0,,,,,,,,,,,,,,,,,
397,PT04M42.00S,2024-12-31T03:34:34.0Z,3,REGULAR,3pt,Jump Shot,[],203903,27.283180026281208,81.12745098039215,1610612762,83,86,2024-12-31T03:34:38Z,3920000,False,-156.0,204.0,1,left,J. Clarkson 25' 3PT pullup (18 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,25.66,Made,18.0,,,,,,,,,,,,,,,,,
399,PT04M28.00S,2024-12-31T03:34:48.4Z,3,REGULAR,3pt,Jump Shot,[],1627750,72.22404730617609,22.30392156862745,1610612743,83,86,2024-12-31T03:34:54Z,3940000,False,-138.0,209.0,1,right,MISS J. Murray 25' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
400,PT04M22.00S,2024-12-31T03:34:54.4Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,83,86,2024-12-31T03:34:54Z,3950000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,399.0,4.0,1.0,3.0,,,,,,,,,,,,,
401,PT04M22.00S,2024-12-31T03:34:54.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629008,94.40999984741211,50.0,1610612743,83,86,2024-12-31T03:34:54Z,3960000,False,0.0,0.0,1,right,MISS M. Porter Jr. tip DUNK,[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
402,PT04M21.00S,2024-12-31T03:34:54.6Z,3,REGULAR,rebound,defensive,[],1642262,,,1610612762,83,86,2024-12-31T03:34:54Z,3970000,False,,,0,,C. Williams REBOUND (Off:0 Def:1),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,8-16 Left,,,,401.0,1.0,1.0,0.0,,,,,,,,,,,,,
403,PT04M19.00S,2024-12-31T03:34:58.9Z,3,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612762,83,86,2024-12-31T03:35:05Z,3980000,False,,,0,,C. Braun shooting personal FOUL (2 PF) (Williams 2 FT),"[1631128, 1642262]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,202049.0,2.0,0.0,Williams,1642262.0
405,PT04M19.00S,2024-12-31T03:35:23.3Z,3,REGULAR,freethrow,1 of 2,[],1642262,,,1610612762,84,86,2024-12-31T03:35:23Z,4000000,False,,,0,,C. Williams Free Throw 1 of 2 (1 PTS),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
406,PT04M19.00S,2024-12-31T03:35:24.2Z,3,REGULAR,substitution,out,[],1629012,,,1610612762,84,86,2024-12-31T03:35:38Z,4010000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M19.00S,2024-12-31T03:35:24.2Z,3,REGULAR,substitution,out,[],1627750,,,1610612762,84,86,2024-12-31T03:35:38Z,4020000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M19.00S,2024-12-31T03:35:24.2Z,3,REGULAR,substitution,in,[],1642268,,,1610612762,84,86,2024-12-31T03:35:38Z,4030000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M19.00S,2024-12-31T03:35:24.2Z,3,REGULAR,substitution,in,[],1631124,,,1610612762,84,86,2024-12-31T03:35:38Z,4040000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M19.00S,2024-12-31T03:35:23.3Z,3,REGULAR,freethrow,2 of 2,[],1642262,,,1610612762,84,86,2024-12-31T03:35:47Z,4050000,False,,,0,,MISS C. Williams Free Throw 2 of 2,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
411,PT04M17.00S,2024-12-31T03:35:25.3Z,3,REGULAR,rebound,offensive,[],1631117,,,1610612762,84,86,2024-12-31T03:35:47Z,4060000,False,,,0,,W. Kessler REBOUND (Off:2 Def:9),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,410.0,11.0,9.0,2.0,,,,,,,,,,,,,
412,PT04M11.00S,2024-12-31T03:35:50.7Z,3,REGULAR,turnover,lost ball,[],1631117,,,1610612762,84,86,2024-12-31T03:35:56Z,4070000,False,,,0,,W. Kessler lost ball TURNOVER (1 TO),"[1631117, 201566]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,
413,PT04M11.00S,2024-12-31T03:35:50.7Z,3,REGULAR,steal,,[],201566,,,1610612743,84,86,2024-12-31T03:35:52Z,4080000,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
414,PT04M05.00S,2024-12-31T03:35:57.1Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,87.46714848883047,51.470588235294116,1610612743,84,86,2024-12-31T03:41:58Z,4090000,False,7.0,65.0,1,right,MISS M. Porter Jr. 6' driving floating Shot,[1629008],1610612743.0,DEN,driving floating,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,,,,,,,,
415,PT04M03.00S,2024-12-31T03:35:59.1Z,3,REGULAR,rebound,defensive,[],1631117,,,1610612762,84,86,2024-12-31T03:36:01Z,4100000,False,,,0,,W. Kessler REBOUND (Off:2 Def:10),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,414.0,12.0,10.0,2.0,,,,,,,,,,,,,
416,PT03M43.00S,2024-12-31T03:36:18.6Z,3,REGULAR,3pt,Jump Shot,[],1642268,30.699737187910642,71.32352941176471,1610612762,84,86,2024-12-31T03:36:23Z,4110000,False,-107.0,236.0,1,left,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
417,PT03M40.00S,2024-12-31T03:36:21.6Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,84,86,2024-12-31T03:36:23Z,4120000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,416.0,2.0,2.0,0.0,,,,,,,,,,,,,
418,PT03M35.00S,2024-12-31T03:36:27.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,86.67871222076215,50.49019607843137,1610612743,84,88,2024-12-31T03:36:35Z,4130000,False,2.0,73.0,1,right,N. Jokić 7' floating Jump Shot (25 PTS) (R. Westbrook 7 AST),"[203999, 201566]",1610612743.0,DEN,floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,7.27,Made,25.0,,,,,,,R. Westbrook,201566.0,7.0,,,,,,,,
420,PT03M19.00S,2024-12-31T03:36:43.5Z,3,REGULAR,turnover,bad pass,[],203903,,,1610612762,84,88,2024-12-31T03:36:47Z,4150000,False,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1631128]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,Braun,1631128.0,,,,,
421,PT03M19.00S,2024-12-31T03:36:43.5Z,3,REGULAR,steal,,[],1631128,,,1610612743,84,88,2024-12-31T03:36:45Z,4160000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
422,PT03M16.00S,2024-12-31T03:36:46.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631124,71.17279894875165,78.92156862745098,1610612743,84,88,2024-12-31T03:43:32Z,4170000,False,145.0,218.0,1,right,MISS J. Strawther 26' running 3PT,[1631124],1610612743.0,DEN,running,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
423,PT03M14.00S,2024-12-31T03:36:48.8Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,84,88,2024-12-31T03:36:48Z,4180000,False,,,0,,M. Porter Jr. REBOUND (Off:4 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,422.0,5.0,1.0,4.0,,,,,,,,,,,,,
424,PT03M09.00S,2024-12-31T03:36:55.7Z,3,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612743,84,88,2024-12-31T03:37:00Z,4190000,False,,,0,,W. Kessler shooting personal FOUL (3 PF) (Jokić 2 FT),"[1631117, 203999]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202049.0,3.0,0.0,Jokić,203999.0
426,PT03M09.00S,2024-12-31T03:37:23.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203999,,,1610612743,84,89,2024-12-31T03:37:23Z,4210000,False,,,0,,N. Jokić Free Throw 1 of 2 (26 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
427,PT03M09.00S,2024-12-31T03:37:24.7Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,84,89,2024-12-31T03:37:27Z,4220000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
