actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT09M49.00S,2024-11-01T01:13:50.8Z,1,REGULAR,2pt,Jump Shot,[],1641718,21.23850197109067,77.45098039215686,1610612762,9,0,2024-11-01T01:13:57Z,220000,False,-137.0,147.0,1,left,K. George 20' pullup Jump Shot (2 PTS) (J. Clarkson 1 AST),"[1641718, 203903]",1610612762.0,UTA,pullup,,,George,K. George,,,,,Mid-Range,16-24 Left Center,20.12,Made,2.0,,,,,J. Clarkson,203903.0,1.0,,,,,,,,,,
24,PT09M38.00S,2024-11-01T01:14:00.5Z,1,REGULAR,3pt,Jump Shot,[],1641705,69.33311432325887,14.705882352941178,1610612759,9,3,2024-11-01T01:14:05Z,240000,False,-176.0,236.0,1,right,V. Wembanyama 29' 3PT  (3 PTS) (C. Paul 1 AST),"[1641705, 101108]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,29.45,Made,3.0,,,,,C. Paul,101108.0,1.0,,,,,,,,,,
26,PT09M23.00S,2024-11-01T01:14:15.4Z,1,REGULAR,3pt,Jump Shot,[],1641718,30.042706964520367,29.65686274509804,1610612762,9,3,2024-11-01T01:15:41Z,260000,False,102.0,230.0,1,left,MISS K. George 25' pullup 3PT,[1641718],1610612762.0,UTA,pullup,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
27,PT09M22.00S,2024-11-01T01:14:16.4Z,1,REGULAR,rebound,defensive,[],1641705,,,1610612759,9,3,2024-11-01T01:14:19Z,270000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,
28,PT09M16.00S,2024-11-01T01:14:23.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,64.99671484888306,45.588235294117645,1610612759,9,6,2024-11-01T01:16:08Z,280000,False,-22.0,277.0,1,right,V. Wembanyama 27' 3PT running pullup (6 PTS),[1641705],1610612759.0,SAS,running pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.74,Made,6.0,,,,,,,,,,,,,,,,,
29,PT09M00.00S,2024-11-01T01:14:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,9.543363994743759,52.20588235294118,1610612762,9,6,2024-11-01T01:16:52Z,290000,False,-11.0,37.0,1,left,MISS W. Kessler cutting Layup - blocked,"[1631117, 203084]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.88,Missed,,,,,,,,,,,,,,Barnes,203084.0,,,
30,PT09M00.00S,2024-11-01T01:14:41.0Z,1,REGULAR,block,,[],203084,,,1610612762,9,6,2024-11-01T01:14:43Z,300000,False,,,0,,H. Barnes BLOCK (1 BLK),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT08M57.00S,2024-11-01T01:14:44.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612759,9,6,2024-11-01T01:17:16Z,310000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
32,PT08M52.00S,2024-11-01T01:14:46.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630577,89.56964520367937,50.49019607843137,1610612759,9,8,2024-11-01T01:17:31Z,320000,False,2.0,46.0,1,right,J. Champagnie running Layup (2 PTS) (C. Paul 2 AST),"[1630577, 101108]",1610612759.0,SAS,running,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,4.56,Made,2.0,,,,,C. Paul,101108.0,2.0,,,,,,,,,,
33,PT08M38.00S,2024-11-01T01:15:00.3Z,1,REGULAR,3pt,Jump Shot,[],203903,22.28975032851511,11.27450980392157,1610612762,9,8,2024-11-01T01:15:04Z,330000,False,194.0,157.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,24.93,Missed,,,,,,,,,,,,,,,,,,
34,PT08M36.00S,2024-11-01T01:15:02.3Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,9,8,2024-11-01T01:15:04Z,340000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,
35,PT08M27.00S,2024-11-01T01:15:12.0Z,1,REGULAR,3pt,Jump Shot,[],203084,89.56964520367937,94.6078431372549,1610612759,9,8,2024-11-01T01:15:17Z,350000,False,223.0,46.0,1,right,MISS H. Barnes 3PT,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,22.76,Missed,,,,,,,,,,,,,,,,,,
36,PT08M25.00S,2024-11-01T01:15:14.0Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,9,8,2024-11-01T01:15:17Z,360000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Right Corner 3,24+ Right,,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,
37,PT08M03.00S,2024-11-01T01:15:36.1Z,1,REGULAR,3pt,Jump Shot,[],1642262,4.5499342969776615,95.34313725490196,1610612762,9,8,2024-11-01T01:15:43Z,370000,False,-227.0,-10.0,1,left,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
38,PT07M59.00S,2024-11-01T01:15:40.1Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,9,8,2024-11-01T01:15:43Z,380000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,
39,PT07M54.00S,2024-11-01T01:15:45.3Z,1,REGULAR,foul,offensive,[],1641705,,,1610612759,9,8,2024-11-01T01:18:53Z,390000,False,,,0,,V. Wembanyama offensive FOUL (1 PF),"[1641705, 1642271]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,1.0,0.0,Filipowski,1642271.0,,,,,
43,PT07M54.00S,2024-11-01T01:15:45.3Z,1,REGULAR,turnover,offensive foul,[],1641705,,,1610612759,9,8,2024-11-01T01:15:45Z,405000,False,,,0,,V. Wembanyama offensive foul TURNOVER (1 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,,,,,,,1.0,,
41,PT07M54.00S,2024-11-01T01:16:10.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,9,8,2024-11-01T01:15:45Z,410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2024-11-01T01:19:21.8Z,1,REGULAR,turnover,bad pass,[],1642271,,,1610612762,9,8,2024-11-01T01:19:27Z,430000,False,,,0,,K. Filipowski bad pass TURNOVER (1 TO),"[1642271, 1630577]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,1.0,Champagnie,1630577.0
46,PT07M39.00S,2024-11-01T01:19:21.8Z,1,REGULAR,steal,,[],1630577,,,1610612759,9,8,2024-11-01T01:19:24Z,440000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
47,PT07M27.00S,2024-11-01T01:19:34.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631110,92.72339027595268,3.6764705882352944,1610612759,9,11,2024-11-01T01:19:40Z,450000,False,-232.0,16.0,1,right,J. Sochan 3PT  (3 PTS) (C. Paul 3 AST),"[1631110, 101108]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,23.21,Made,3.0,,,,,C. Paul,101108.0,3.0,,,,,,,,,,
49,PT07M01.00S,2024-11-01T01:20:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,7.703679369250986,46.81372549019608,1610612762,9,11,2024-11-01T01:21:15Z,470000,False,16.0,20.0,1,left,MISS W. Kessler cutting Layup - blocked,"[1631117, 1641705]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
50,PT07M01.00S,2024-11-01T01:20:03.3Z,1,REGULAR,block,,[],1641705,,,1610612762,9,11,2024-11-01T01:20:05Z,480000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M59.00S,2024-11-01T01:20:05.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612759,9,11,2024-11-01T01:21:15Z,490000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,
52,PT06M54.00S,2024-11-01T01:20:09.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631110,92.59198423127464,56.61764705882353,1610612759,9,11,2024-11-01T01:21:50Z,500000,False,33.0,17.0,1,right,MISS J. Sochan running Layup,[1631110],1610612759.0,SAS,running,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
53,PT06M52.00S,2024-11-01T01:20:11.3Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,9,11,2024-11-01T01:21:50Z,510000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,52.0,3.0,2.0,1.0,,,,,,,,,,,,,
54,PT06M51.00S,2024-11-01T01:20:15.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630577,94.40999984741211,50.0,1610612759,9,11,2024-11-01T01:21:57Z,520000,False,0.0,0.0,1,right,MISS J. Champagnie putback Layup,[1630577],1610612759.0,SAS,putback,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
55,PT06M50.00S,2024-11-01T01:20:16.7Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,11,2024-11-01T01:22:30Z,530000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,
172,PT06M41.00S,2024-11-01T01:20:18.2Z,1,REGULAR,turnover,lost ball,[],203903,,,1610612762,9,11,2024-11-01T01:36:05Z,535000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 1641705]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Wembanyama,1641705.0
173,PT06M41.00S,2024-11-01T01:20:18.2Z,1,REGULAR,steal,,[],1641705,,,1610612759,9,11,2024-11-01T01:36:05Z,537500,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M26.00S,2024-11-01T01:20:35.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631110,91.14651773981603,42.40196078431372,1610612759,9,11,2024-11-01T01:36:15Z,570000,False,-38.0,31.0,1,right,MISS J. Sochan cutting Layup,[1631110],1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,4.89,Missed,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2024-11-01T01:20:38.5Z,1,REGULAR,rebound,defensive,[],1642262,,,1610612762,9,11,2024-11-01T01:31:52Z,580000,False,,,0,,C. Williams REBOUND (Off:0 Def:2),[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,
63,PT06M15.00S,2024-11-01T01:20:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,8.886333771353483,46.07843137254902,1610612762,9,11,2024-11-01T01:24:57Z,610000,False,20.0,31.0,1,left,MISS W. Kessler cutting Layup - blocked,"[1631117, 1641705]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0,,,
64,PT06M15.00S,2024-11-01T01:20:46.8Z,1,REGULAR,block,,[],1641705,,,1610612762,9,11,2024-11-01T01:20:48Z,620000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M13.00S,2024-11-01T01:20:48.8Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,9,11,2024-11-01T01:24:57Z,630000,False,,,0,,J. Sochan REBOUND (Off:0 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,
66,PT06M07.00S,2024-11-01T01:20:53.9Z,1,REGULAR,turnover,lost ball,[],1641705,,,1610612759,9,11,2024-11-01T01:20:59Z,640000,False,,,0,,V. Wembanyama lost ball TURNOVER (2 TO),"[1641705, 203903]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,2.0,Clarkson,203903.0
67,PT06M07.00S,2024-11-01T01:20:53.9Z,1,REGULAR,steal,,[],203903,,,1610612762,9,11,2024-11-01T01:32:30Z,650000,False,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
68,PT06M02.00S,2024-11-01T01:20:59.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641718,31.750985545335087,60.5392156862745,1610612762,9,11,2024-11-01T01:26:25Z,660000,False,-53.0,246.0,1,left,MISS K. George 25' running 3PT,[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
69,PT05M59.00S,2024-11-01T01:21:02.2Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,9,11,2024-11-01T01:21:04Z,670000,False,,,0,,J. Champagnie REBOUND (Off:1 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,68.0,4.0,3.0,1.0,,,,,,,,,,,,,
70,PT05M44.00S,2024-11-01T01:21:16.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,90.22667542706965,50.0,1610612759,9,11,2024-11-01T01:27:57Z,680000,False,0.0,39.0,1,right,MISS V. Wembanyama driving DUNK,[1641705],1610612759.0,SAS,driving,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
71,PT05M43.00S,2024-11-01T01:21:17.8Z,1,REGULAR,rebound,offensive,[],1630577,,,1610612759,9,11,2024-11-01T01:21:21Z,690000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,70.0,5.0,3.0,2.0,,,,,,,,,,,,,
72,PT05M34.00S,2024-11-01T01:21:27.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641705,92.46057818659659,44.6078431372549,1610612759,9,13,2024-11-01T01:21:32Z,700000,False,-27.0,18.0,1,right,V. Wembanyama alley-oop DUNK (8 PTS) (C. Paul 4 AST),"[1641705, 101108]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,3.27,Made,8.0,,,,,C. Paul,101108.0,4.0,,,,,,,,,,
74,PT05M10.00S,2024-11-01T01:21:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,8.492115637319317,61.029411764705884,1610612762,11,13,2024-11-01T01:29:41Z,720000,False,-55.0,27.0,1,left,K. George 6' driving finger roll Layup (4 PTS) (W. Kessler 1 AST),"[1641718, 1631117]",1610612762.0,UTA,driving finger roll,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,4.0,,,,,W. Kessler,1631117.0,1.0,,,,,,,,,,
75,PT05M05.00S,2024-11-01T01:21:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612759,11,13,2024-11-01T01:22:11Z,730000,False,,,0,,K. Filipowski shooting personal FOUL (1 PF) (Barnes 2 FT),"[1642271, 203084]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200832.0,1.0,0.0,Barnes,203084.0,,,,,
77,PT05M05.00S,2024-11-01T01:22:36.9Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612759,11,14,2024-11-01T01:22:36Z,750000,False,,,0,,H. Barnes Free Throw 1 of 2 (1 PTS),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
78,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],203903,,,1610612759,11,14,2024-11-01T01:22:55Z,760000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],1642271,,,1610612759,11,14,2024-11-01T01:22:55Z,770000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],1642262,,,1610612759,11,14,2024-11-01T01:22:55Z,780000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],1631117,,,1610612759,11,14,2024-11-01T01:22:55Z,790000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,11,14,2024-11-01T01:22:55Z,800000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],101108,,,1610612759,11,14,2024-11-01T01:22:55Z,810000,False,,,0,,SUB out: C. Paul,[101108],1610612759.0,SAS,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M05.00S,2024-11-01T01:22:37.5Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,11,14,2024-11-01T01:22:55Z,820000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
