actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-27T02:11:28.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-27T02:11:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-11-27T02:11:31.9Z,1,REGULAR,jumpball,recovered,[],1631117,,,1610612762,0,0,2024-11-27T02:11:32Z,40000,False,,,0,,Jump Ball W. Kessler vs. V. Wembanyama: Tip to W. Kessler,"[1631117, 1631117, 1641705]",1610612762.0,UTA,startperiod,W. Kessler,1631117.0,Kessler,W. Kessler,Kessler,1631117.0,Wembanyama,1641705.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-11-27T02:11:45.3Z,1,REGULAR,3pt,Jump Shot,[],1628374,9.149145860709593,4.166666666666666,1610612762,0,0,2024-11-27T02:11:50Z,70000,False,229.0,34.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-11-27T02:11:48.3Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,0,0,2024-11-27T02:11:50Z,80000,False,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-11-27T02:11:49.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631117,5.590000152587891,50.0,1610612762,2,0,2024-11-27T02:11:49Z,90000,False,0.0,0.0,1,left,W. Kessler tip DUNK (2 PTS),[1631117],1610612762.0,UTA,tip,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M23.00S,2024-11-27T02:12:04.3Z,1,REGULAR,2pt,Jump Shot,[],1641705,73.27529566360053,37.254901960784316,1610612759,2,0,2024-11-27T02:12:44Z,100000,False,-64.0,199.0,1,right,MISS V. Wembanyama 20' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,20.87,Missed,,,,,,,,,,,,,,,,,,
11,PT11M21.00S,2024-11-27T02:12:06.3Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,0,2024-11-27T02:12:11Z,110000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M15.00S,2024-11-27T02:12:12.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628374,6.783837056504599,42.15686274509804,1610612762,4,0,2024-11-27T02:12:19Z,120000,False,39.0,11.0,1,left,L. Markkanen running DUNK (2 PTS),[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.08,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M01.00S,2024-11-27T02:12:25.8Z,1,REGULAR,3pt,Jump Shot,[],1630577,68.28186596583443,70.34313725490196,1610612759,4,0,2024-11-27T02:12:31Z,130000,False,102.0,246.0,1,right,MISS J. Champagnie 26' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
14,PT10M58.00S,2024-11-27T02:12:28.8Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,4,0,2024-11-27T02:12:31Z,140000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Right Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M46.00S,2024-11-27T02:12:40.7Z,1,REGULAR,2pt,Jump Shot,[],1628381,9.017739816031538,14.705882352941178,1610612762,4,0,2024-11-27T02:12:46Z,150000,False,176.0,32.0,1,left,MISS J. Collins 17' step back Shot,[1628381],1610612762.0,UTA,step back,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right,17.94,Missed,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2024-11-27T02:12:41.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,4,0,2024-11-27T02:12:46Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,16-24 Right,,,15.0,,,,,,,,,,,,,,,,,
18,PT10M38.00S,2024-11-27T02:12:54.6Z,1,REGULAR,3pt,Jump Shot,[],1642264,73.80091984231275,12.745098039215685,1610612759,4,3,2024-11-27T02:13:01Z,180000,False,-186.0,194.0,1,right,S. Castle 26' 3PT  (3 PTS) (H. Barnes 1 AST),"[1642264, 203084]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,26.88,Made,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,,,
