actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
175,PT12M00.00S,2025-02-04T02:42:47.6Z,2,REGULAR,substitution,in,['startperiod'],1642268,,,1610612754,32,24,2025-02-04T02:43:05Z,1730000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2025-02-04T02:43:17.0Z,2,REGULAR,period,start,[],0,,,1610612762,32,24,2025-02-04T02:43:17Z,1740000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M39.00S,2025-02-04T02:43:37.9Z,2,REGULAR,3pt,Jump Shot,[],1642271,4.418528252299605,95.34313725490196,1610612762,35,24,2025-02-04T02:43:42Z,1750000,False,-227.0,-11.0,1,left,K. Filipowski 3PT  (7 PTS) (I. Collier 4 AST),"[1642271, 1642268]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Left Corner 3,24+ Left,,,,,,Made,7.0,22.7,,,,,,,I. Collier,1642268.0,4.0,,,
179,PT11M23.00S,2025-02-04T02:43:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,91.27792378449409,42.40196078431372,1610612754,35,26,2025-02-04T02:44:17Z,1770000,False,-38.0,29.0,1,right,O. Toppin driving finger roll Layup (7 PTS) (T. McConnell 2 AST),"[1630167, 204456]",1610612754.0,IND,driving finger roll,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,4.81,,,,,,,T. McConnell,204456.0,2.0,,,
180,PT11M07.00S,2025-02-04T02:44:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612762,35,26,2025-02-04T02:44:23Z,1780000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Filipowski 2 FT),"[1641767, 1642271]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,1627519.0,1.0,0.0,Filipowski,1642271.0,,,,,,,,,,,,,,,
183,PT11M07.00S,2025-02-04T02:44:38.5Z,2,REGULAR,freethrow,1 of 2,[],1642271,,,1610612762,36,26,2025-02-04T02:44:57Z,1800000,False,,,0,,K. Filipowski Free Throw 1 of 2 (8 PTS),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
184,PT11M07.00S,2025-02-04T02:44:38.5Z,2,REGULAR,freethrow,2 of 2,[],1642271,,,1610612762,36,26,2025-02-04T02:44:57Z,1810000,False,,,0,,MISS K. Filipowski Free Throw 2 of 2,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
185,PT11M06.00S,2025-02-04T02:44:39.5Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,36,26,2025-02-04T02:44:57Z,1820000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,184.0,2.0,2.0,0.0,,,,,,
186,PT10M55.00S,2025-02-04T02:45:07.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,79.84559789750328,42.64705882352941,1610612754,36,28,2025-02-04T02:45:11Z,1830000,False,-37.0,137.0,1,right,T. McConnell 14' pullup Jump Shot (2 PTS) (B. Sheppard 1 AST),"[204456, 1641767]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,14.19,,,,,,,B. Sheppard,1641767.0,1.0,,,
189,PT10M39.00S,2025-02-04T02:45:37.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,16.507884362680684,52.450980392156865,1610612762,36,28,2025-02-04T02:45:43Z,1860000,False,-12.0,103.0,1,left,MISS J. Clarkson 10' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,10.34,,,,,,,,,,,,
190,PT10M36.00S,2025-02-04T02:45:40.4Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,36,28,2025-02-04T02:45:43Z,1870000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,189.0,2.0,1.0,1.0,,,,,,
191,PT10M30.00S,2025-02-04T02:45:46.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,69.20170827858082,65.93137254901961,1610612754,36,31,2025-02-04T02:45:52Z,1880000,False,80.0,237.0,1,right,A. Nesmith 25' 3PT  (7 PTS) (T. McConnell 3 AST),"[1630174, 204456]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,Made,7.0,25.0,,,,,,,T. McConnell,204456.0,3.0,,,
193,PT10M29.00S,2025-02-04T02:45:50.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,36,31,2025-02-04T02:45:50Z,1900000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT10M12.00S,2025-02-04T02:48:59.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203903,8.492115637319317,39.705882352941174,1610612762,36,31,2025-02-04T02:49:03Z,1910000,False,51.0,27.0,1,left,MISS J. Clarkson cutting Layup,[203903],1610612762.0,UTA,cutting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,5.83,,,,,,,,,,,,
195,PT10M10.00S,2025-02-04T02:49:01.3Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,36,31,2025-02-04T02:49:03Z,1920000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,194.0,3.0,2.0,1.0,,,,,,
196,PT10M01.00S,2025-02-04T02:49:09.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.85479632063075,55.14705882352941,1610612754,36,33,2025-02-04T02:49:22Z,1930000,False,26.0,15.0,1,right,P. Siakam cutting Layup (4 PTS) (T. McConnell 4 AST),"[1627783, 204456]",1610612754.0,IND,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,2.96,,,,,,,T. McConnell,204456.0,4.0,,,
198,PT09M49.00S,2025-02-04T02:49:21.9Z,2,REGULAR,3pt,Jump Shot,[],1628374,28.33442838370565,75.98039215686273,1610612762,36,33,2025-02-04T02:49:29Z,1950000,False,-130.0,214.0,1,left,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.02,,,,,,,,,,,,
199,PT09M46.00S,2025-02-04T02:49:24.9Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,36,33,2025-02-04T02:49:29Z,1960000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,198.0,4.0,3.0,1.0,,,,,,
200,PT09M43.00S,2025-02-04T02:50:04.4Z,2,REGULAR,jumpball,recovered,[],203903,,,1610612754,36,33,2025-02-04T02:50:04Z,1970000,False,,,0,,Jump Ball B. Sensabaugh vs. A. Nesmith: Tip to J. Clarkson,"[203903, 1641729, 1630174]",1610612762.0,UTA,heldball,J. Clarkson,203903.0,Clarkson,J. Clarkson,Sensabaugh,1641729.0,Nesmith,1630174.0,,,,,,,,,,,,,,,,,,,,,,
203,PT09M43.00S,2025-02-04T02:50:04.4Z,2,REGULAR,turnover,lost ball,[],1630174,,,1610612754,36,33,2025-02-04T02:50:04Z,2000000,False,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 1641729]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,1.0,Sensabaugh,1641729.0
204,PT09M43.00S,2025-02-04T02:50:04.4Z,2,REGULAR,steal,,[],1641729,,,1610612762,36,33,2025-02-04T02:50:04Z,2010000,False,,,0,,B. Sensabaugh STEAL (1 STL),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M39.00S,2025-02-04T02:50:33.0Z,2,REGULAR,turnover,out-of-bounds,[],1642271,,,1610612762,36,33,2025-02-04T03:10:14Z,2030000,False,,,0,,K. Filipowski lost ball out-of-bounds TURNOVER (1 TO),[1642271],1610612762.0,UTA,lost ball,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,1627962.0,,,,,,,,,,,,,,,,,1.0,,
208,PT09M31.00S,2025-02-04T02:50:53.6Z,2,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,36,33,2025-02-04T02:50:59Z,2050000,False,,,0,,T. McConnell lost ball out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,lost ball,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,1627962.0,,,,,,,,,,,,,,,,,1.0,,
209,PT09M15.00S,2025-02-04T02:51:14.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642271,11.777266754270697,65.68627450980392,1610612762,36,33,2025-02-04T02:52:02Z,2060000,False,-78.0,58.0,1,left,MISS K. Filipowski 9' driving floating Shot,[1642271],1610612762.0,UTA,driving floating,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Missed,,9.76,,,,,,,,,,,,
210,PT09M12.00S,2025-02-04T02:51:16.8Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612762,36,33,2025-02-04T02:51:16Z,2070000,False,,,0,,L. Markkanen REBOUND (Off:2 Def:0),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,209.0,2.0,0.0,2.0,,,,,,
211,PT09M12.00S,2025-02-04T02:51:16.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628374,5.590000152587891,50.0,1610612762,36,33,2025-02-04T02:51:16Z,2080000,False,0.0,0.0,1,left,MISS L. Markkanen tip Layup,[1628374],1610612762.0,UTA,tip,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
212,PT09M11.00S,2025-02-04T02:51:17.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,36,33,2025-02-04T02:51:17Z,2090000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,
213,PT09M07.00S,2025-02-04T02:51:21.6Z,2,REGULAR,3pt,Jump Shot,[],1630167,90.22667542706965,95.83333333333334,1610612754,36,33,2025-02-04T02:52:36Z,2100000,False,229.0,39.0,1,right,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.26,,,,,,,,,,,,
214,PT09M04.00S,2025-02-04T02:51:24.6Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,36,33,2025-02-04T02:51:27Z,2110000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,,,,,,,,,213.0,1.0,1.0,0.0,,,,,,
215,PT09M02.00S,2025-02-04T02:51:27.4Z,2,REGULAR,turnover,bad pass,[],1642271,,,1610612762,36,33,2025-02-04T02:51:31Z,2120000,False,,,0,,K. Filipowski bad pass TURNOVER (2 TO),"[1642271, 204456]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,2.0,McConnell,204456.0
216,PT09M02.00S,2025-02-04T02:51:27.4Z,2,REGULAR,steal,,[],204456,,,1610612754,36,33,2025-02-04T02:51:28Z,2130000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
217,PT08M59.00S,2025-02-04T02:51:31.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,91.27792378449409,47.05882352941176,1610612754,36,33,2025-02-04T02:53:25Z,2140000,False,-15.0,29.0,1,right,MISS T. McConnell driving finger roll Layup,[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Missed,,3.3,,,,,,,,,,,,
218,PT08M57.00S,2025-02-04T02:51:33.1Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,36,33,2025-02-04T02:53:25Z,2150000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,
219,PT08M54.00S,2025-02-04T02:51:36.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1641729,10.726018396846255,65.93137254901961,1610612762,38,33,2025-02-04T02:53:41Z,2160000,False,-80.0,48.0,1,left,B. Sensabaugh 9' driving floating bank Jump Shot (2 PTS) (K. Filipowski 1 AST),"[1641729, 1642271]",1610612762.0,UTA,driving floating bank,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,9.32,,,,,,,K. Filipowski,1642271.0,1.0,,,
221,PT08M39.00S,2025-02-04T02:51:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,90.09526938239159,51.71568627450981,1610612754,38,35,2025-02-04T02:51:57Z,2180000,False,9.0,41.0,1,right,P. Siakam Layup (6 PTS) (A. Nesmith 1 AST),"[1627783, 1630174]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,4.15,,,,,,,A. Nesmith,1630174.0,1.0,,,
223,PT08M19.00S,2025-02-04T02:52:10.1Z,2,REGULAR,2pt,Jump Shot,[],1628374,24.917871222076215,56.61764705882353,1610612762,38,35,2025-02-04T02:54:54Z,2200000,False,-33.0,182.0,1,left,MISS L. Markkanen 18' Jump Shot,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Center,,,,,,Missed,,18.47,,,,,,,,,,,,
224,PT08M17.00S,2025-02-04T02:52:12.1Z,2,REGULAR,rebound,offensive,[],1642271,,,1610612762,38,35,2025-02-04T02:52:17Z,2210000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:2),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Mid-Range,16-24 Center,,,,,,,,,,,223.0,3.0,2.0,1.0,,,,,,
225,PT08M12.00S,2025-02-04T02:52:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203903,10.463206307490145,45.09803921568628,1610612762,40,35,2025-02-04T02:52:21Z,2220000,False,25.0,46.0,1,left,J. Clarkson driving Layup (11 PTS) (K. Filipowski 2 AST),"[203903, 1642271]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,11.0,5.2,,,,,,,K. Filipowski,1642271.0,2.0,,,
227,PT08M07.00S,2025-02-04T02:52:23.2Z,2,REGULAR,3pt,Jump Shot,[],1641767,91.27792378449409,2.696078431372549,1610612754,40,35,2025-02-04T02:55:10Z,2240000,False,-237.0,29.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.83,,,,,,,,,,,,
228,PT08M03.00S,2025-02-04T02:52:27.2Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,40,35,2025-02-04T02:52:30Z,2250000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,,,,,227.0,2.0,1.0,1.0,,,,,,
229,PT07M57.00S,2025-02-04T02:52:32.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642268,10.463206307490145,55.392156862745104,1610612762,42,35,2025-02-04T02:52:38Z,2260000,False,-27.0,46.0,1,left,I. Collier running DUNK (2 PTS) (B. Sensabaugh 1 AST),"[1642268, 1641729]",1610612762.0,UTA,running,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,5.33,,,,,,,B. Sensabaugh,1641729.0,1.0,,,
231,PT07M54.00S,2025-02-04T02:52:40.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,42,35,2025-02-04T02:52:40Z,2280000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],1642271,,,1610612754,42,35,2025-02-04T02:55:09Z,2290000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,42,35,2025-02-04T02:55:09Z,2300000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],204456,,,1610612754,42,35,2025-02-04T02:55:09Z,2310000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],1630174,,,1610612754,42,35,2025-02-04T02:55:09Z,2320000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,42,35,2025-02-04T02:55:09Z,2330000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,out,[],1627783,,,1610612754,42,35,2025-02-04T02:55:09Z,2340000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1631117,,,1610612754,42,35,2025-02-04T02:55:09Z,2350000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,42,35,2025-02-04T02:55:09Z,2360000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1628418,,,1610612754,42,35,2025-02-04T02:55:09Z,2370000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1641716,,,1610612754,42,35,2025-02-04T02:55:09Z,2380000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,42,35,2025-02-04T02:55:09Z,2390000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M54.00S,2025-02-04T02:54:42.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,42,35,2025-02-04T02:55:09Z,2400000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M40.00S,2025-02-04T02:55:45.4Z,2,REGULAR,3pt,Jump Shot,[],1629614,64.20827858081472,43.627450980392155,1610612754,42,38,2025-02-04T02:55:51Z,2410000,False,-32.0,284.0,1,right,A. Nembhard 28' 3PT  (5 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,28.57,,,,,,,T. Haliburton,1630169.0,1.0,,,
246,PT07M25.00S,2025-02-04T02:56:00.7Z,2,REGULAR,3pt,Jump Shot,[],1628374,22.421156373193167,11.76470588235294,1610612762,45,38,2025-02-04T02:56:06Z,2430000,False,191.0,158.0,1,left,L. Markkanen 24' 3PT  (3 PTS) (I. Collier 5 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,24.82,,,,,,,I. Collier,1642268.0,5.0,,,
248,PT07M03.00S,2025-02-04T02:56:21.0Z,2,REGULAR,3pt,Jump Shot,[],1628418,93.51182654402102,3.1862745098039214,1610612754,45,38,2025-02-04T02:56:25Z,2450000,False,-234.0,8.0,1,right,MISS T. Bryant 3PT,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.43,,,,,,,,,,,,
249,PT07M02.00S,2025-02-04T02:56:22.0Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,45,38,2025-02-04T02:56:25Z,2460000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,,,,,,,,,248.0,3.0,2.0,1.0,,,,,,
250,PT06M46.00S,2025-02-04T02:56:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,10.85742444152431,40.68627450980392,1610612762,47,38,2025-02-04T02:57:08Z,2470000,False,47.0,50.0,1,left,J. Clarkson 6' driving floating Jump Shot (13 PTS) (B. Sensabaugh 2 AST),"[203903, 1641729]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,13.0,6.81,,,,,,,B. Sensabaugh,1641729.0,2.0,,,
251,PT06M34.00S,2025-02-04T02:56:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,80.3712220762155,47.794117647058826,1610612754,47,40,2025-02-04T02:56:54Z,2480000,False,-11.0,132.0,1,right,A. Nembhard 13' pullup Jump Shot (7 PTS) (T. Haliburton 2 AST),"[1629614, 1630169]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,7.0,13.25,,,,,,,T. Haliburton,1630169.0,2.0,,,
253,PT06M16.00S,2025-02-04T02:57:09.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,7.046649145860711,50.98039215686274,1610612762,49,40,2025-02-04T02:57:13Z,2490000,False,-5.0,14.0,1,left,W. Kessler DUNK (7 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,Made,7.0,1.45,,,,,,,,,,,,
255,PT06M10.00S,2025-02-04T02:57:19.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612754,49,40,2025-02-04T02:57:30Z,2510000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M10.00S,2025-02-04T02:57:19.2Z,2,REGULAR,substitution,out,[],1641729,,,1610612754,49,40,2025-02-04T02:57:30Z,2520000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M10.00S,2025-02-04T02:57:19.2Z,2,REGULAR,substitution,in,[],1628381,,,1610612754,49,40,2025-02-04T02:57:30Z,2530000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M10.00S,2025-02-04T02:57:19.2Z,2,REGULAR,substitution,in,[],1641718,,,1610612754,49,40,2025-02-04T02:57:30Z,2540000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M04.00S,2025-02-04T02:57:45.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,89.17542706964521,51.225490196078425,1610612754,49,40,2025-02-04T02:58:31Z,2550000,False,6.0,49.0,1,right,MISS B. Mathurin driving floating Shot - blocked,"[1631097, 1631117]",1610612754.0,IND,driving floating,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.97,Kessler,1631117.0,,,,,,,,,,
261,PT06M04.00S,2025-02-04T02:57:45.3Z,2,REGULAR,block,,[],1631117,,,1610612754,49,40,2025-02-04T02:57:47Z,2560000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
262,PT06M02.00S,2025-02-04T02:57:47.3Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,49,40,2025-02-04T02:57:48Z,2570000,False,,,0,,W. Kessler REBOUND (Off:1 Def:5),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,260.0,6.0,5.0,1.0,,,,,,
