actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
168,PT11M36.00S,2025-03-23T20:11:02.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,79.71419185282524,64.2156862745098,1610612739,22,28,2025-03-23T20:11:33Z,1670000,False,71.0,138.0,1,right,MISS T. Jerome 15' driving floating Shot,[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),8-16 Center,,,15.54,Missed,,,,,,,,,,,,,,,,
169,PT11M34.00S,2025-03-23T20:11:04.9Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612739,22,28,2025-03-23T20:11:07Z,1680000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,,
170,PT11M34.00S,2025-03-23T20:11:07.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629631,94.40999984741211,50.0,1610612739,22,28,2025-03-23T20:11:09Z,1690000,False,0.0,0.0,1,right,MISS D. Hunter tip Layup,[1629631],1610612739.0,CLE,tip,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
171,PT11M34.00S,2025-03-23T20:11:07.2Z,2,REGULAR,rebound,offensive,[],1629631,,,1610612739,22,28,2025-03-23T20:11:09Z,1700000,False,,,0,,D. Hunter REBOUND (Off:2 Def:1),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,170.0,3.0,1.0,2.0,,,,,,,,,,,
172,PT11M34.00S,2025-03-23T20:11:08.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629631,94.40999984741211,50.0,1610612739,22,30,2025-03-23T20:11:08Z,1710000,False,0.0,0.0,1,right,D. Hunter tip Layup (5 PTS),[1629631],1610612739.0,CLE,tip,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,0.0,Made,5.0,,,,,,,,,,,,,,,
173,PT11M34.00S,2025-03-23T20:11:09.2Z,2,REGULAR,foul,personal,['1freethrow'],1630231,,,1610612739,22,30,2025-03-23T20:11:24Z,1720000,False,,,0,,K. Martin shooting personal FOUL (3 PF) (Hunter 1 FT),"[1630231, 1629631]",1610612762.0,UTA,shooting,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,3.0,0.0,Hunter,1629631.0,,
175,PT11M34.00S,2025-03-23T20:11:34.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629631,,,1610612739,22,31,2025-03-23T20:11:34Z,1740000,False,,,0,,D. Hunter Free Throw 1 of 1 (6 PTS),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
176,PT11M17.00S,2025-03-23T20:11:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.280551905387648,50.245098039215684,1610612762,24,31,2025-03-23T20:11:57Z,1750000,False,-1.0,35.0,1,left,C. Sexton driving Layup (2 PTS) (K. Martin 2 AST),"[1629012, 1630231]",1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,3.47,Made,2.0,,,,,K. Martin,1630231.0,2.0,,,,,,,,
177,PT11M07.00S,2025-03-23T20:12:02.2Z,2,REGULAR,3pt,Jump Shot,[],1630596,68.15045992115637,64.4607843137255,1610612739,24,31,2025-03-23T20:12:07Z,1760000,False,72.0,247.0,1,right,MISS E. Mobley 25' 3PT,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,25.73,Missed,,,,,,,,,,,,,,,,
178,PT11M04.00S,2025-03-23T20:12:05.2Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,24,31,2025-03-23T20:12:07Z,1770000,False,,,0,,J. Juzang REBOUND (Off:0 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,
179,PT10M56.00S,2025-03-23T20:12:14.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,13.222733245729303,49.01960784313725,1610612762,26,31,2025-03-23T20:12:18Z,1780000,False,5.0,72.0,1,left,C. Sexton 7' driving floating bank Jump Shot (4 PTS) (J. Juzang 1 AST),"[1629012, 1630548]",1610612762.0,UTA,driving floating bank,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,7.2,Made,4.0,,,,,J. Juzang,1630548.0,1.0,,,,,,,,
181,PT10M56.00S,2025-03-23T20:12:17.2Z,2,REGULAR,foul,personal,['1freethrow'],1629660,,,1610612762,26,31,2025-03-23T20:12:26Z,1800000,False,,,0,,T. Jerome shooting personal FOUL (1 PF) (Sexton 1 FT),"[1629660, 1629012]",1610612739.0,CLE,shooting,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Sexton,1629012.0,,
183,PT10M56.00S,2025-03-23T20:12:38.9Z,2,REGULAR,freethrow,1 of 1,[],1629012,,,1610612762,27,31,2025-03-23T20:12:38Z,1820000,False,,,0,,C. Sexton Free Throw 1 of 1 (5 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
184,PT10M39.00S,2025-03-23T20:12:58.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,82.47371879106439,41.66666666666667,1610612739,27,31,2025-03-23T20:13:17Z,1830000,False,-42.0,112.0,1,right,MISS D. Mitchell 11' driving floating Shot,[1628378],1610612739.0,CLE,driving floating,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,11.97,Missed,,,,,,,,,,,,,,,,
185,PT10M36.00S,2025-03-23T20:13:01.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612762,27,31,2025-03-23T20:13:02Z,1840000,False,,,0,,K. Martin REBOUND (Off:0 Def:2),[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,
186,PT10M24.00S,2025-03-23T20:13:12.8Z,2,REGULAR,3pt,Jump Shot,[],203903,28.465834428383708,23.52941176470588,1610612762,27,31,2025-03-23T20:13:17Z,1850000,False,132.0,215.0,1,left,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,25.26,Missed,,,,,,,,,,,,,,,,
187,PT10M21.00S,2025-03-23T20:13:15.8Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612739,27,31,2025-03-23T20:13:17Z,1860000,False,,,0,,D. Hunter REBOUND (Off:2 Def:2),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,186.0,4.0,2.0,2.0,,,,,,,,,,,
188,PT10M16.00S,2025-03-23T20:13:21.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628378,80.6340341655716,5.147058823529411,1610612739,27,31,2025-03-23T20:13:27Z,1870000,False,-224.0,130.0,1,right,MISS D. Mitchell 25' running 3PT,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,25.9,Missed,,,,,,,,,,,,,,,,
189,PT10M13.00S,2025-03-23T20:13:24.2Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,27,31,2025-03-23T20:13:27Z,1880000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,
190,PT10M08.00S,2025-03-23T20:13:28.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203903,27.414586070959263,84.31372549019608,1610612762,27,31,2025-03-23T20:13:35Z,1890000,False,-172.0,205.0,1,left,MISS J. Clarkson 26' running pullup 3PT,[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,26.75,Missed,,,,,,,,,,,,,,,,
191,PT10M05.00S,2025-03-23T20:13:31.7Z,2,REGULAR,rebound,offensive,[],1630548,,,1610612762,27,31,2025-03-23T20:13:31Z,1900000,False,,,0,,J. Juzang REBOUND (Off:1 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,,,,,,190.0,3.0,2.0,1.0,,,,,,,,,,,
192,PT09M59.00S,2025-03-23T20:13:37.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630231,32.14520367936925,50.245098039215684,1610612762,27,31,2025-03-23T20:13:43Z,1910000,False,-1.0,250.0,1,left,MISS K. Martin 24' 3PT,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Center,,,24.97,Missed,,,,,,,,,,,,,,,,
193,PT09M57.00S,2025-03-23T20:13:39.7Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,27,31,2025-03-23T20:13:43Z,1920000,False,,,0,,E. Mobley REBOUND (Off:1 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Center,,,,,,192.0,5.0,4.0,1.0,,,,,,,,,,,
194,PT09M51.00S,2025-03-23T20:13:46.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628378,90.09526938239159,52.450980392156865,1610612739,27,31,2025-03-23T20:14:27Z,1930000,False,12.0,41.0,1,right,MISS D. Mitchell running Layup,[1628378],1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,4.24,Missed,,,,,,,,,,,,,,,,
195,PT09M49.00S,2025-03-23T20:13:48.5Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,27,31,2025-03-23T20:13:50Z,1940000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,
196,PT09M43.00S,2025-03-23T20:13:54.6Z,2,REGULAR,3pt,Jump Shot,[],1642271,2.8416557161629434,2.2058823529411766,1610612762,30,31,2025-03-23T20:15:01Z,1950000,False,239.0,-26.0,1,left,K. Filipowski 24' 3PT  (8 PTS) (J. Clarkson 2 AST),"[1642271, 203903]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,,,24.04,Made,8.0,,,,,J. Clarkson,203903.0,2.0,,,,,,,,
198,PT09M31.00S,2025-03-23T20:14:09.3Z,2,REGULAR,foul,personal,['2freethrow'],1630548,,,1610612739,30,31,2025-03-23T20:14:13Z,1970000,False,,,0,,J. Juzang shooting personal FOUL (2 PF) (Jerome 2 FT),"[1630548, 1629660]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,2.0,0.0,Jerome,1629660.0,,
200,PT09M31.00S,2025-03-23T20:14:32.0Z,2,REGULAR,freethrow,1 of 2,[],1629660,,,1610612739,30,32,2025-03-23T20:14:59Z,1990000,False,,,0,,T. Jerome Free Throw 1 of 2 (6 PTS),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
201,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,out,[],1630548,,,1610612739,30,32,2025-03-23T20:14:53Z,2000000,False,,,0,,SUB out: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,out,[],1630231,,,1610612739,30,32,2025-03-23T20:14:53Z,2010000,False,,,0,,SUB out: K. Martin,[1630231],1610612762.0,UTA,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,out,[],1629631,,,1610612739,30,32,2025-03-23T20:14:53Z,2020000,False,,,0,,SUB out: D. Hunter,[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,in,[],1642262,,,1610612739,30,32,2025-03-23T20:14:53Z,2030000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,in,[],1641729,,,1610612739,30,32,2025-03-23T20:14:53Z,2040000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M31.00S,2025-03-23T20:14:32.7Z,2,REGULAR,substitution,in,[],1629731,,,1610612739,30,32,2025-03-23T20:14:53Z,2050000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M31.00S,2025-03-23T20:14:32.0Z,2,REGULAR,freethrow,2 of 2,[],1629660,,,1610612739,30,32,2025-03-23T20:14:59Z,2060000,False,,,0,,MISS T. Jerome Free Throw 2 of 2,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
208,PT09M28.00S,2025-03-23T20:14:35.0Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,30,32,2025-03-23T20:14:59Z,2070000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,207.0,1.0,1.0,0.0,,,,,,,,,,,
209,PT09M07.00S,2025-03-23T20:15:19.5Z,2,REGULAR,2pt,Jump Shot,[],1641729,4.681340341655716,74.01960784313727,1610612762,30,32,2025-03-23T20:15:24Z,2080000,False,-120.0,-8.0,1,left,MISS B. Sensabaugh 12' pullup Shot,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Left,,,12.04,Missed,,,,,,,,,,,,,,,,
210,PT09M04.00S,2025-03-23T20:15:22.6Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,30,32,2025-03-23T20:15:22Z,2090000,False,,,0,,E. Mobley REBOUND (Off:1 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,8-16 Left,,,,,,209.0,6.0,5.0,1.0,,,,,,,,,,,
211,PT09M01.00S,2025-03-23T20:15:25.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,74.32654402102497,13.725490196078432,1610612739,30,32,2025-03-23T20:16:20Z,2100000,False,-181.0,189.0,1,right,MISS S. Merrill 26' running pullup 3PT,[1630241],1610612739.0,CLE,running pullup,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,26.18,Missed,,,,,,,,,,,,,,,,
212,PT08M57.00S,2025-03-23T20:15:29.6Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,30,32,2025-03-23T20:15:31Z,2110000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:4),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,211.0,5.0,4.0,1.0,,,,,,,,,,,
213,PT08M50.00S,2025-03-23T20:15:39.4Z,2,REGULAR,turnover,out-of-bounds,[],203903,,,1610612762,30,32,2025-03-23T20:15:57Z,2120000,False,,,0,,J. Clarkson lost ball out-of-bounds TURNOVER (3 TO),[203903],1610612762.0,UTA,lost ball,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,204059.0,3.0,,,,,,,,,,,,,,,,,,
214,PT08M50.00S,2025-03-23T20:15:41.7Z,2,REGULAR,substitution,out,[],1629660,,,1610612739,30,32,2025-03-23T20:15:43Z,2130000,False,,,0,,SUB out: T. Jerome,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2025-03-23T20:15:41.7Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,30,32,2025-03-23T20:15:43Z,2140000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M28.00S,2025-03-23T20:16:15.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630596,85.49605781865965,41.911764705882355,1610612739,30,34,2025-03-23T20:16:20Z,2150000,False,-40.0,84.0,1,right,E. Mobley 9' fadeaway Jump Shot (7 PTS),[1630596],1610612739.0,CLE,fadeaway,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,9.3,Made,7.0,,,,,,,,,,,,,,,
217,PT08M13.00S,2025-03-23T20:16:28.6Z,2,REGULAR,3pt,Jump Shot,[],203903,29.25427069645204,23.52941176470588,1610612762,30,34,2025-03-23T20:16:35Z,2160000,False,132.0,222.0,1,left,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,25.89,Missed,,,,,,,,,,,,,,,,
218,PT08M11.00S,2025-03-23T20:16:30.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,30,34,2025-03-23T20:16:35Z,2170000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,217.0,,,,,,,,,,,,,,
220,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,30,34,2025-03-23T20:16:41Z,2190000,False,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,30,34,2025-03-23T20:16:41Z,2200000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,30,34,2025-03-23T20:16:41Z,2210000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,in,[],1629622,,,1610612739,30,34,2025-03-23T20:16:41Z,2220000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,30,34,2025-03-23T20:16:41Z,2230000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M11.00S,2025-03-23T20:16:34.7Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,30,34,2025-03-23T20:16:41Z,2240000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M55.00S,2025-03-23T20:17:10.3Z,2,REGULAR,3pt,Jump Shot,[],1629731,84.44480946123521,2.941176470588235,1610612739,30,34,2025-03-23T20:17:16Z,2250000,False,-235.0,94.0,1,right,MISS D. Wade 25' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Above the Break 3,24+ Left,,,25.33,Missed,,,,,,,,,,,,,,,,
227,PT07M53.00S,2025-03-23T20:17:12.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,30,34,2025-03-23T20:17:16Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left,,,,,,226.0,,,,,,,,,,,,,,
228,PT07M53.00S,2025-03-23T20:17:14.4Z,2,REGULAR,foul,personal,[],1629012,,,1610612739,30,34,2025-03-23T20:17:21Z,2270000,False,,,0,,C. Sexton loose ball personal FOUL (1 PF),"[1629012, 1630171]",1610612762.0,UTA,loose ball,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0,,
230,PT07M51.00S,2025-03-23T20:17:32.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629636,81.8166885676741,49.01960784313725,1610612739,30,34,2025-03-23T20:17:36Z,2290000,False,-5.0,118.0,1,right,MISS D. Garland 11' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,11.85,Missed,,,,,,,,,,,,,,,,
231,PT07M47.00S,2025-03-23T20:17:36.1Z,2,REGULAR,rebound,defensive,[],1642271,,,1610612762,30,34,2025-03-23T20:17:36Z,2300000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:5),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,230.0,6.0,5.0,1.0,,,,,,,,,,,
232,PT07M39.00S,2025-03-23T20:17:43.4Z,2,REGULAR,3pt,Jump Shot,[],1641729,31.35676741130092,66.42156862745098,1610612762,33,34,2025-03-23T20:17:48Z,2310000,False,-82.0,242.0,1,left,B. Sensabaugh 25' 3PT  (3 PTS) (C. Sexton 1 AST),"[1641729, 1629012]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,25.58,Made,3.0,,,,,C. Sexton,1629012.0,1.0,,,,,,,,
234,PT07M23.00S,2025-03-23T20:17:58.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,74.98357424441524,14.705882352941178,1610612739,33,34,2025-03-23T20:18:03Z,2330000,False,-176.0,183.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,25.4,Missed,,,,,,,,,,,,,,,,
235,PT07M22.00S,2025-03-23T20:17:59.6Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,33,34,2025-03-23T20:18:03Z,2340000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,,,,234.0,2.0,2.0,0.0,,,,,,,,,,,
236,PT07M11.00S,2025-03-23T20:18:12.0Z,2,REGULAR,3pt,Jump Shot,[],1642262,11.777266754270697,2.941176470588235,1610612762,33,34,2025-03-23T20:18:17Z,2350000,False,235.0,58.0,1,left,MISS C. Williams 24' 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Right Corner 3,24+ Right,,,24.24,Missed,,,,,,,,,,,,,,,,
237,PT07M08.00S,2025-03-23T20:18:15.0Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,33,34,2025-03-23T20:18:17Z,2360000,False,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Right Corner 3,24+ Right,,,,,,236.0,1.0,1.0,0.0,,,,,,,,,,,
238,PT06M57.00S,2025-03-23T20:18:25.3Z,2,REGULAR,turnover,bad pass,[],1629636,,,1610612739,33,34,2025-03-23T20:18:29Z,2370000,False,,,0,,D. Garland bad pass TURNOVER (1 TO),"[1629636, 1629012]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Sexton,1629012.0,,,,,,
239,PT06M57.00S,2025-03-23T20:18:25.3Z,2,REGULAR,steal,,[],1629012,,,1610612762,33,34,2025-03-23T20:18:26Z,2380000,False,,,0,,C. Sexton STEAL (1 STL),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT06M56.00S,2025-03-23T20:18:29.1Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612762,33,34,2025-03-23T20:18:44Z,2390000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630171, 1629012]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,204059.0,,,,,,,,,,,,,,1.0,0.0,Sexton,1629012.0,,
242,PT06M56.00S,2025-03-23T20:18:37.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,33,34,2025-03-23T20:18:37Z,2410000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M56.00S,2025-03-23T20:21:04.9Z,2,REGULAR,substitution,out,[],203903,,,1610612762,33,34,2025-03-23T20:21:16Z,2420000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M56.00S,2025-03-23T20:21:04.9Z,2,REGULAR,substitution,out,[],1642271,,,1610612762,33,34,2025-03-23T20:21:16Z,2430000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M56.00S,2025-03-23T20:21:04.9Z,2,REGULAR,substitution,in,[],1631117,,,1610612762,33,34,2025-03-23T20:21:16Z,2440000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M56.00S,2025-03-23T20:21:04.9Z,2,REGULAR,substitution,in,[],1642268,,,1610612762,33,34,2025-03-23T20:21:16Z,2450000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M56.00S,2025-03-23T20:21:50.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629012,,,1610612762,33,34,2025-03-23T20:22:09Z,2460000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
