actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
88,PT05M06.00S,2024-12-02T01:23:57.8Z,1,REGULAR,steal,,[],1642268,,,1610612762,13,13,2024-12-02T01:38:55Z,840000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
89,PT04M59.00S,2024-12-02T01:24:04.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,93.9060446780552,94.85294117647058,1610612762,16,13,2024-12-02T01:24:09Z,850000,False,224.0,5.0,1,right,B. Sensabaugh 3PT  (3 PTS) (I. Collier 1 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,22.44,Made,3.0,I. Collier,1642268.0,1.0,,,,,,,,,,,,,,
92,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,out,[],1631117,,,1610612747,16,13,2024-12-02T01:24:33Z,880000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,out,[],1629216,,,1610612747,16,13,2024-12-02T01:24:33Z,890000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,16,13,2024-12-02T01:24:33Z,900000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,in,[],1629234,,,1610612747,16,13,2024-12-02T01:24:33Z,910000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,in,[],1641720,,,1610612747,16,13,2024-12-02T01:24:33Z,920000,False,,,0,,SUB in: J. Hood-Schifino,[1641720],1610612747.0,LAL,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M43.00S,2024-12-02T01:24:24.4Z,1,REGULAR,substitution,in,[],1642422,,,1610612747,16,13,2024-12-02T01:24:33Z,930000,False,,,0,,SUB in: A. Traoré,[1642422],1610612747.0,LAL,,,,Traoré,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M37.00S,2024-12-02T01:24:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,6.652431011826544,57.107843137254896,1610612747,16,15,2024-12-02T01:24:57Z,940000,False,-36.0,10.0,1,left,A. Davis driving Layup (3 PTS),[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.69,Made,3.0,,,,,,,,,,,,,,,,,
99,PT04M22.00S,2024-12-02T01:25:09.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,84.44480946123521,37.99019607843137,1610612762,16,15,2024-12-02T01:27:10Z,950000,False,-60.0,94.0,1,right,MISS J. Collins 11' driving floating Shot - blocked,"[1628381, 1641720]",1610612762.0,UTA,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,11.13,Missed,,,,,,,,,,,Hood-Schifino,1641720.0,,,,,,
100,PT04M22.00S,2024-12-02T01:25:09.8Z,1,REGULAR,block,,[],1641720,,,1610612762,16,15,2024-12-02T01:25:12Z,960000,False,,,0,,J. Hood-Schifino BLOCK (1 BLK),[1641720],1610612747.0,LAL,,,,Hood-Schifino,J. Hood-Schifino,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
101,PT04M21.00S,2024-12-02T01:25:10.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,16,15,2024-12-02T01:27:23Z,970000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,99.0,,,1.0,0.0,1.0,,,
102,PT04M20.00S,2024-12-02T01:25:14.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628381,86.5473061760841,47.549019607843135,1610612762,18,15,2024-12-02T01:25:22Z,980000,False,-12.0,74.0,1,right,J. Collins 7' floating Jump Shot (5 PTS),[1628381],1610612762.0,UTA,floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,7.5,Made,5.0,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2024-12-02T01:25:17.0Z,1,REGULAR,foul,personal,['1freethrow'],1641720,,,1610612762,18,15,2024-12-02T01:25:21Z,990000,False,,,0,,J. Hood-Schifino shooting personal FOUL (1 PF) (Collins 1 FT),"[1641720, 1628381]",1610612747.0,LAL,shooting,,,Hood-Schifino,J. Hood-Schifino,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,1.0,0.0,Collins,1628381.0,,,,,,,,,
106,PT04M20.00S,2024-12-02T01:25:45.6Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1628381,,,1610612762,18,15,2024-12-02T01:25:45Z,1010000,False,,,0,,MISS J. Collins Free Throw 1 of 1,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
107,PT04M18.00S,2024-12-02T01:25:47.6Z,1,REGULAR,rebound,defensive,[],1642261,,,1610612747,18,15,2024-12-02T01:25:49Z,1020000,False,,,0,,D. Knecht REBOUND (Off:2 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,106.0,,,3.0,1.0,2.0,,,
108,PT04M01.00S,2024-12-02T01:26:04.2Z,1,REGULAR,2pt,Jump Shot,[],1631108,24.129434954007884,54.166666666666664,1610612747,18,15,2024-12-02T01:26:09Z,1030000,False,-21.0,174.0,1,left,MISS M. Christie 17' pullup Shot,[1631108],1610612747.0,LAL,pullup,,,Christie,M. Christie,,,,,Mid-Range,16-24 Center,17.55,Missed,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2024-12-02T01:26:08.2Z,1,REGULAR,rebound,offensive,[],1641720,,,1610612747,18,15,2024-12-02T01:26:09Z,1040000,False,,,0,,J. Hood-Schifino REBOUND (Off:1 Def:0),[1641720],1610612747.0,LAL,,,,Hood-Schifino,J. Hood-Schifino,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,108.0,,,1.0,0.0,1.0,,,
110,PT03M54.00S,2024-12-02T01:26:10.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631108,15.456636005256241,52.69607843137255,1610612747,18,15,2024-12-02T01:26:15Z,1050000,False,-13.0,93.0,1,left,MISS M. Christie 9' driving floating Shot,[1631108],1610612747.0,LAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,9.38,Missed,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2024-12-02T01:26:12.6Z,1,REGULAR,rebound,defensive,[],1629234,,,1610612762,18,15,2024-12-02T01:26:15Z,1060000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:1),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,110.0,,,1.0,1.0,0.0,,,
112,PT03M48.00S,2024-12-02T01:26:18.6Z,1,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,18,15,2024-12-02T01:26:25Z,1070000,False,,,0,,I. Collier lost ball out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,lost ball,,,Collier,I. Collier,,,,,Mid-Range,8-16 Left,,,,,,,203593.0,,,,,,,,,,,1.0,,
113,PT03M48.00S,2024-12-02T01:26:22.4Z,1,REGULAR,substitution,out,[],1641718,,,1610612747,18,15,2024-12-02T01:26:31Z,1080000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M48.00S,2024-12-02T01:26:22.4Z,1,REGULAR,substitution,in,[],1630548,,,1610612747,18,15,2024-12-02T01:26:31Z,1090000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M38.00S,2024-12-02T01:26:52.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,27.94021024967148,75.0,1610612747,18,15,2024-12-02T01:26:56Z,1100000,False,-125.0,210.0,1,left,MISS D. Knecht 24' 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
116,PT03M36.00S,2024-12-02T01:26:55.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,18,15,2024-12-02T01:26:55Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,115.0,,,,,,,,
118,PT03M28.00S,2024-12-02T01:27:21.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1642261,10.463206307490145,74.26470588235294,1610612747,18,15,2024-12-02T01:28:33Z,1130000,False,-121.0,46.0,1,left,MISS D. Knecht 12' fadeaway Shot,[1642261],1610612747.0,LAL,fadeaway,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Left,12.97,Missed,,,,,,,,,,,,,,,,,,
119,PT03M26.00S,2024-12-02T01:27:23.3Z,1,REGULAR,rebound,defensive,[],1630548,,,1610612762,18,15,2024-12-02T01:28:33Z,1140000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,118.0,,,1.0,1.0,0.0,,,
120,PT03M22.00S,2024-12-02T01:27:27.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630548,88.78120893561103,49.50980392156863,1610612762,20,15,2024-12-02T01:27:33Z,1150000,False,-2.0,53.0,1,right,J. Juzang running Layup (2 PTS),[1630548],1610612762.0,UTA,running,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,2.0,,,,,,,,,,,,,,,,,
121,PT03M22.00S,2024-12-02T01:27:31.3Z,1,REGULAR,foul,personal,['1freethrow'],1641720,,,1610612762,20,15,2024-12-02T01:27:41Z,1160000,False,,,0,,J. Hood-Schifino shooting personal FOUL (2 PF) (Juzang 1 FT),"[1641720, 1630548]",1610612747.0,LAL,shooting,,,Hood-Schifino,J. Hood-Schifino,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,2.0,0.0,Juzang,1630548.0,,,,,,,,,
123,PT03M22.00S,2024-12-02T01:27:54.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630548,,,1610612762,21,15,2024-12-02T01:27:54Z,1180000,False,,,0,,J. Juzang Free Throw 1 of 1 (3 PTS),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
124,PT03M03.00S,2024-12-02T01:28:14.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,9.149145860709593,59.55882352941176,1610612747,21,17,2024-12-02T01:28:57Z,1190000,False,-48.0,34.0,1,left,A. Davis driving finger roll Layup (5 PTS) (D. Knecht 1 AST),"[203076, 1642261]",1610612747.0,LAL,driving finger roll,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,5.84,Made,5.0,D. Knecht,1642261.0,1.0,,,,,,,,,,,,,,
125,PT02M46.00S,2024-12-02T01:28:32.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203076,,,1610612762,21,17,2024-12-02T01:28:40Z,1200000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Collins 2 FT),"[203076, 1628381]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,1.0,0.0,Collins,1628381.0,,,,,,,,,
128,PT02M46.00S,2024-12-02T01:28:46.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,21,17,2024-12-02T01:28:46Z,1220000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M46.00S,2024-12-02T01:31:21.5Z,1,REGULAR,substitution,out,[],1642261,,,1610612762,21,17,2024-12-02T01:31:35Z,1230000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M46.00S,2024-12-02T01:31:21.5Z,1,REGULAR,substitution,in,[],2544,,,1610612762,21,17,2024-12-02T01:31:35Z,1240000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2024-12-02T01:31:47.5Z,1,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,22,17,2024-12-02T01:31:47Z,1250000,False,,,0,,J. Collins Free Throw 1 of 2 (6 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
132,PT02M46.00S,2024-12-02T01:31:47.5Z,1,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,22,17,2024-12-02T01:32:08Z,1260000,False,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
133,PT02M44.00S,2024-12-02T01:31:49.5Z,1,REGULAR,rebound,defensive,[],1642422,,,1610612747,22,17,2024-12-02T01:32:08Z,1270000,False,,,0,,A. Traoré REBOUND (Off:0 Def:1),[1642422],1610612747.0,LAL,,,,Traoré,A. Traoré,,,,,,,,,,,,,,,,,,132.0,,,1.0,1.0,0.0,,,
134,PT02M30.00S,2024-12-02T01:32:20.3Z,1,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,22,17,2024-12-02T01:32:31Z,1280000,False,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Mid-Range,8-16 Right,,,,,,,204059.0,,,,,,,,,,,1.0,,
135,PT02M30.00S,2024-12-02T01:32:24.9Z,1,REGULAR,substitution,out,[],1628381,,,1610612762,22,17,2024-12-02T01:32:29Z,1290000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M30.00S,2024-12-02T01:32:24.9Z,1,REGULAR,substitution,in,[],1628374,,,1610612762,22,17,2024-12-02T01:32:29Z,1300000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M20.00S,2024-12-02T01:32:46.5Z,1,REGULAR,turnover,discontinued dribble,[],1641729,,,1610612762,22,17,2024-12-02T01:32:57Z,1310000,False,,,0,,B. Sensabaugh discontinued dribble TURNOVER (1 TO),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,204059.0,,,,,,,,,,,1.0,,
138,PT02M08.00S,2024-12-02T01:33:14.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203076,30.699737187910642,31.127450980392158,1610612747,22,20,2024-12-02T01:33:19Z,1320000,False,94.0,236.0,1,left,A. Davis 25' 3PT  (8 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,25.43,Made,8.0,L. James,2544.0,5.0,,,,,,,,,,,,,,
140,PT01M48.00S,2024-12-02T01:34:12.3Z,1,REGULAR,jumpball,recovered,[],1629234,,,1610612762,22,20,2024-12-02T01:34:27Z,1340000,False,,,0,,Jump Ball I. Collier vs. J. Hood-Schifino: Tip to D. Eubanks,"[1629234, 1642268, 1641720]",1610612762.0,UTA,heldball,D. Eubanks,1629234.0,Eubanks,D. Eubanks,Collier,1642268.0,Hood-Schifino,1641720.0,,,,,,,,,,,,,,,,,,,,,,
150,PT01M48.00S,2024-12-02T01:34:14.4Z,1,REGULAR,substitution,out,[],1642422,,,1610612762,22,20,2024-12-02T01:34:59Z,1365000,False,,,0,,SUB out: A. Traoré,[1642422],1610612747.0,LAL,,,,Traoré,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M48.00S,2024-12-02T01:34:14.4Z,1,REGULAR,substitution,in,[],1629060,,,1610612762,22,20,2024-12-02T01:34:59Z,1367500,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M41.00S,2024-12-02T01:34:16.5Z,1,REGULAR,3pt,Jump Shot,[],1641729,66.70499342969777,67.8921568627451,1610612762,22,20,2024-12-02T01:34:33Z,1370000,False,89.0,260.0,1,right,MISS B. Sensabaugh 27' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,27.54,Missed,,,,,,,,,,,,,,,,,,
144,PT01M37.00S,2024-12-02T01:34:20.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,22,20,2024-12-02T01:39:03Z,1380000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,143.0,,,1.0,1.0,0.0,,,
145,PT01M31.00S,2024-12-02T01:34:27.1Z,1,REGULAR,2pt,Jump Shot,[],203076,24.490801576872528,78.43137254901961,1610612747,22,20,2024-12-02T01:35:31Z,1390000,False,-142.0,178.0,1,left,MISS A. Davis 22' pullup Shot,[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,22.76,Missed,,,,,,,,,,,,,,,,,,
146,PT01M29.00S,2024-12-02T01:34:29.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,22,20,2024-12-02T01:35:35Z,1400000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,145.0,,,2.0,2.0,0.0,,,
147,PT01M23.00S,2024-12-02T01:34:35.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,92.9862023653088,51.71568627450981,1610612762,24,20,2024-12-02T01:35:54Z,1410000,False,9.0,13.0,1,right,L. Markkanen running Layup (2 PTS),[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,,,,,,,,,,,,
148,PT01M07.00S,2024-12-02T01:34:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,6.652431011826544,46.32352941176471,1610612747,24,22,2024-12-02T01:36:03Z,1420000,False,18.0,10.0,1,left,M. Christie cutting Layup (2 PTS) (L. James 6 AST),"[1631108, 2544]",1610612747.0,LAL,cutting,,,Christie,M. Christie,,,,,Restricted Area,0-8 Center,2.09,Made,2.0,L. James,2544.0,6.0,,,,,,,,,,,,,,
152,PT00M58.00S,2024-12-02T01:35:01.0Z,1,REGULAR,3pt,Jump Shot,[],1630548,76.95466491458606,10.294117647058822,1610612762,27,22,2024-12-02T01:35:05Z,1440000,False,-199.0,164.0,1,right,J. Juzang 25' 3PT  (6 PTS) (B. Sensabaugh 1 AST),"[1630548, 1641729]",1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Left Center,25.75,Made,6.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,,,,,
154,PT00M47.70S,2024-12-02T01:35:19.1Z,1,REGULAR,foul,personal,['2freethrow'],1630548,,,1610612747,27,22,2024-12-02T01:35:23Z,1460000,False,,,0,,J. Juzang shooting personal FOUL (1 PF) (James 2 FT),"[1630548, 2544]",1610612762.0,UTA,shooting,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1199.0,1.0,0.0,James,2544.0,,,,,,,,,
156,PT00M47.70S,2024-12-02T01:35:39.9Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,27,23,2024-12-02T01:35:39Z,1480000,False,,,0,,L. James Free Throw 1 of 2 (5 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
157,PT00M47.70S,2024-12-02T01:35:53.9Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,27,24,2024-12-02T01:35:53Z,1490000,False,,,0,,L. James Free Throw 2 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
158,PT00M36.40S,2024-12-02T01:36:07.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,67.09921156373193,60.049019607843135,1610612762,27,24,2024-12-02T01:36:13Z,1500000,False,50.0,257.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
159,PT00M33.40S,2024-12-02T01:36:10.9Z,1,REGULAR,rebound,offensive,[],1630548,,,1610612762,27,24,2024-12-02T01:36:13Z,1510000,False,,,0,,J. Juzang REBOUND (Off:1 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,158.0,,,2.0,1.0,1.0,,,
160,PT00M29.70S,2024-12-02T01:36:14.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630548,85.10183968462549,63.970588235294116,1610612762,27,24,2024-12-02T01:36:17Z,1520000,False,70.0,88.0,1,right,MISS J. Juzang 11' pullup Shot,[1630548],1610612762.0,UTA,pullup,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),8-16 Right,11.2,Missed,,,,,,,,,,,,,,,,,,
161,PT00M27.80S,2024-12-02T01:36:16.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,27,24,2024-12-02T01:36:17Z,1530000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,160.0,,,4.0,4.0,0.0,,,
162,PT00M11.50S,2024-12-02T01:36:35.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642268,,,1610612747,27,24,2024-12-02T01:36:39Z,1540000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Christie 2 FT),"[1642268, 1631108]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,203593.0,1.0,0.0,Christie,1631108.0,,,,,,,,,
164,PT00M11.50S,2024-12-02T01:36:57.3Z,1,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,27,25,2024-12-02T01:36:57Z,1560000,False,,,0,,M. Christie Free Throw 1 of 2 (3 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
165,PT00M11.50S,2024-12-02T01:36:58.8Z,1,REGULAR,substitution,out,[],1642268,,,1610612747,27,25,2024-12-02T01:37:04Z,1570000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M11.50S,2024-12-02T01:36:58.8Z,1,REGULAR,substitution,out,[],1629234,,,1610612747,27,25,2024-12-02T01:37:04Z,1580000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M11.50S,2024-12-02T01:36:58.8Z,1,REGULAR,substitution,in,[],1629012,,,1610612747,27,25,2024-12-02T01:37:04Z,1590000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M11.50S,2024-12-02T01:36:58.8Z,1,REGULAR,substitution,in,[],1628381,,,1610612747,27,25,2024-12-02T01:37:04Z,1600000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M11.50S,2024-12-02T01:37:18.2Z,1,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,27,26,2024-12-02T01:37:18Z,1610000,False,,,0,,M. Christie Free Throw 2 of 2 (4 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
170,PT00M01.10S,2024-12-02T01:37:30.9Z,1,REGULAR,turnover,lost ball,[],1629012,,,1610612762,27,26,2024-12-02T01:37:37Z,1620000,False,,,0,,C. Sexton lost ball TURNOVER (2 TO),"[1629012, 203076]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Davis,203076.0
171,PT00M01.10S,2024-12-02T01:37:30.9Z,1,REGULAR,steal,,[],203076,,,1610612747,27,26,2024-12-02T01:37:33Z,1630000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
172,PT00M00.00S,2024-12-02T01:37:36.7Z,1,REGULAR,period,end,[],0,,,1610612747,27,26,2024-12-02T01:37:36Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-12-02T01:39:19.0Z,2,REGULAR,substitution,out,['startperiod'],1641729,,,1610612747,27,26,2024-12-02T01:40:11Z,1650000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2024-12-02T01:39:19.0Z,2,REGULAR,substitution,out,['startperiod'],1628381,,,1610612747,27,26,2024-12-02T01:40:11Z,1660000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
