actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-10-24T01:14:38.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-10-24T01:14:38Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-10-24T01:14:41.0Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2024-10-24T01:14:41Z,40000,False,,,0,,Jump Ball Z. Edey vs. W. Kessler: Tip to J. Morant,"[1629630, 1641744, 1631117]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Edey,1641744.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-10-24T01:14:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630583,85.23324572930355,96.32352941176471,1610612763,0,0,2024-10-24T01:14:58Z,70000,False,232.0,86.0,1,right,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2024-10-24T01:14:55.6Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,0,0,2024-10-24T01:14:58Z,80000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M19.00S,2024-10-24T01:15:38.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,10.463206307490145,41.66666666666667,1610612762,0,0,2024-10-24T01:15:50Z,100000,False,42.0,46.0,1,left,MISS K. George 6' driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2024-10-24T01:15:40.7Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,0,0,2024-10-24T01:15:50Z,110000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M08.00S,2024-10-24T01:15:49.8Z,1,REGULAR,3pt,Jump Shot,[],1630583,91.01511169513797,95.58823529411765,1610612763,0,0,2024-10-24T01:15:55Z,120000,False,228.0,32.0,1,right,MISS S. Aldama 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,23.01,Missed,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2024-10-24T01:15:52.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,0,2024-10-24T01:15:55Z,130000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M50.00S,2024-10-24T01:16:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.046649145860711,54.90196078431373,1610612762,2,0,2024-10-24T01:16:11Z,140000,False,-25.0,14.0,1,left,C. Sexton driving reverse Layup (2 PTS),[1629012],1610612762.0,UTA,driving reverse,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.81,Made,,,,,2.0,,,,,,,,,,,,,
15,PT10M42.00S,2024-10-24T01:16:15.3Z,1,REGULAR,3pt,Jump Shot,[],1630217,83.13074901445466,3.6764705882352944,1610612763,2,0,2024-10-24T01:16:19Z,150000,False,-232.0,106.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.47,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2024-10-24T01:16:17.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,2,0,2024-10-24T01:16:19Z,160000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,
17,PT10M31.00S,2024-10-24T01:16:26.7Z,1,REGULAR,3pt,Jump Shot,[],1628374,33.065045992115635,51.9607843137255,1610612762,5,0,2024-10-24T01:16:32Z,170000,False,-10.0,258.0,1,left,L. Markkanen 25' 3PT bank (3 PTS) (K. George 1 AST),"[1628374, 1641718]",1610612762.0,UTA,bank,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,3.0,K. George,1641718.0,1.0,,,,,,,,,,
19,PT10M15.00S,2024-10-24T01:16:44.9Z,1,REGULAR,2pt,Jump Shot,[],1629630,79.31997371879106,33.088235294117645,1610612763,5,2,2024-10-24T01:16:49Z,190000,False,-85.0,142.0,1,right,J. Morant 16' driving floating Jump Shot (2 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,16.52,Made,,,,,2.0,,,,,,,,,,,,,
20,PT10M15.00S,2024-10-24T01:16:47.3Z,1,REGULAR,foul,personal,['1freethrow'],1641707,,,1610612763,5,2,2024-10-24T01:17:00Z,200000,False,,,0,,T. Hendricks shooting personal FOUL (1 PF) (Morant 1 FT),"[1641707, 1629630]",1610612762.0,UTA,shooting,,,Hendricks,T. Hendricks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202058.0,1.0,0.0,Morant,1629630.0,,,,,
22,PT10M15.00S,2024-10-24T01:17:11.5Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,5,3,2024-10-24T01:17:11Z,220000,False,,,0,,J. Morant Free Throw 1 of 1 (3 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
23,PT10M04.00S,2024-10-24T01:17:25.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,8.229303547963205,43.13725490196079,1610612762,7,3,2024-10-24T01:17:30Z,230000,False,34.0,25.0,1,left,W. Kessler cutting DUNK (2 PTS) (C. Sexton 1 AST),"[1631117, 1629012]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,2.0,C. Sexton,1629012.0,1.0,,,,,,,,,,
25,PT10M04.00S,2024-10-24T01:17:29.5Z,1,REGULAR,foul,personal,['1freethrow'],1641744,,,1610612762,7,3,2024-10-24T01:17:38Z,250000,False,,,0,,Z. Edey shooting personal FOUL (1 PF) (Kessler 1 FT),"[1641744, 1631117]",1610612763.0,MEM,shooting,,,Edey,Z. Edey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202058.0,1.0,0.0,Kessler,1631117.0,,,,,
27,PT10M04.00S,2024-10-24T01:17:55.1Z,1,REGULAR,freethrow,1 of 1,[],1631117,,,1610612762,8,3,2024-10-24T01:17:55Z,270000,False,,,0,,W. Kessler Free Throw 1 of 1 (3 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
