actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
430,PT04M45.00S,2025-01-16T03:36:01.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641729,13.748357424441524,51.225490196078425,1610612762,78,71,2025-01-16T03:37:29Z,4240000,False,-6.0,77.0,1,left,MISS B. Sensabaugh 7' driving floating Shot - blocked,"[1641729, 1641706]",1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,7.69,Missed,,,,,,,Miller,1641706.0,,,,,,,,,,
431,PT04M45.00S,2025-01-16T03:36:01.1Z,3,REGULAR,block,,[],1641706,,,1610612762,78,71,2025-01-16T03:36:03Z,4250000,False,,,0,,B. Miller BLOCK (1 BLK),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
432,PT04M43.00S,2025-01-16T03:36:03.1Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,78,71,2025-01-16T03:36:05Z,4260000,False,,,0,,V. Micić REBOUND (Off:0 Def:2),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,430.0,2.0,2.0,0.0,,,,,,
436,PT04M43.00S,2025-01-16T03:36:04.6Z,3,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,78,71,2025-01-16T03:38:47Z,4265000,False,,,0,,B. Miller lost ball out-of-bounds TURNOVER (4 TO),[1641706],1610612766.0,CHA,lost ball,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,1627964.0,4.0,,,,,,,,,,,,
434,PT04M43.00S,2025-01-16T03:36:25.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,78,71,2025-01-16T03:38:47Z,4280000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M43.00S,2025-01-16T03:39:05.7Z,3,REGULAR,substitution,out,[],1631117,,,1610612762,78,71,2025-01-16T03:39:13Z,4300000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M43.00S,2025-01-16T03:39:05.7Z,3,REGULAR,substitution,in,[],1629234,,,1610612762,78,71,2025-01-16T03:39:13Z,4310000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M26.00S,2025-01-16T03:39:28.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1642271,8.492115637319317,28.186274509803923,1610612762,80,71,2025-01-16T03:39:34Z,4320000,False,109.0,27.0,1,left,K. Filipowski 11' turnaround Jump Shot (8 PTS),[1642271],1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Right,11.25,Made,8.0,,,,,,,,,,,,,,,,,
440,PT04M11.00S,2025-01-16T03:39:43.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,87.86136662286465,61.029411764705884,1610612766,80,73,2025-01-16T03:39:48Z,4330000,False,55.0,62.0,1,right,B. Miller 8' driving floating bank Jump Shot (17 PTS) (T. Salaün 1 AST),"[1641706, 1642275]",1610612766.0,CHA,driving floating bank,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Right,8.26,Made,17.0,T. Salaün,1642275.0,1.0,,,,,,,,,,,,,,
441,PT03M55.00S,2025-01-16T03:39:59.1Z,3,REGULAR,3pt,Jump Shot,[],1641729,26.757555847568987,17.892156862745097,1610612762,80,73,2025-01-16T03:40:03Z,4340000,False,161.0,199.0,1,left,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
442,PT03M53.00S,2025-01-16T03:40:00.9Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,80,73,2025-01-16T03:40:00Z,4350000,False,,,0,,B. Miller REBOUND (Off:1 Def:2),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,441.0,3.0,2.0,1.0,,,,,,
444,PT03M43.00S,2025-01-16T03:40:12.0Z,3,REGULAR,3pt,Jump Shot,[],1641706,67.88764783180025,57.35294117647059,1610612766,80,73,2025-01-16T03:40:20Z,4360000,False,37.0,249.0,1,right,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
445,PT03M41.00S,2025-01-16T03:40:13.9Z,3,REGULAR,rebound,offensive,[],1630182,,,1610612766,80,73,2025-01-16T03:40:13Z,4370000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,444.0,3.0,2.0,1.0,,,,,,
446,PT03M39.00S,2025-01-16T03:40:15.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,66.96780551905388,52.94117647058824,1610612766,80,73,2025-01-16T03:40:23Z,4380000,False,15.0,258.0,1,right,MISS B. Miller 25' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
447,PT03M36.00S,2025-01-16T03:40:18.4Z,3,REGULAR,rebound,defensive,[],1629234,,,1610612762,80,73,2025-01-16T03:40:23Z,4390000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:5),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,446.0,6.0,5.0,1.0,,,,,,
448,PT03M15.00S,2025-01-16T03:40:39.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,7.178055190538765,53.67647058823529,1610612762,82,73,2025-01-16T03:40:43Z,4400000,False,-18.0,15.0,1,left,K. George driving Layup (17 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,2.37,Made,17.0,,,,,,,,,,,,,,,,,
449,PT02M55.00S,2025-01-16T03:40:58.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203995,90.75229960578186,37.99019607843137,1610612766,82,75,2025-01-16T03:41:03Z,4410000,False,-60.0,34.0,1,right,V. Micić 6' driving Layup (2 PTS),[203995],1610612766.0,CHA,driving,,,Micić,V. Micić,,,,,In The Paint (Non-RA),0-8 Center,6.92,Made,2.0,,,,,,,,,,,,,,,,,
450,PT02M39.00S,2025-01-16T03:41:15.3Z,3,REGULAR,3pt,Jump Shot,[],1642271,9.543363994743759,3.9215686274509802,1610612762,82,75,2025-01-16T03:41:20Z,4420000,False,230.0,37.0,1,left,MISS K. Filipowski 3PT,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
451,PT02M36.00S,2025-01-16T03:41:18.3Z,3,REGULAR,rebound,defensive,[],203995,,,1610612766,82,75,2025-01-16T03:41:20Z,4430000,False,,,0,,V. Micić REBOUND (Off:0 Def:3),[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,Right Corner 3,24+ Right,,,,,,,,,,,450.0,3.0,3.0,0.0,,,,,,
452,PT02M27.00S,2025-01-16T03:41:27.3Z,3,REGULAR,turnover,lost ball,[],203995,,,1610612766,82,75,2025-01-16T03:41:33Z,4440000,False,,,0,,V. Micić lost ball TURNOVER (2 TO),"[203995, 1641718]",1610612766.0,CHA,,,,Micić,V. Micić,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,2.0,,,,,,,George,1641718.0,,,,
453,PT02M27.00S,2025-01-16T03:41:27.3Z,3,REGULAR,steal,,[],1641718,,,1610612762,82,75,2025-01-16T03:41:28Z,4450000,False,,,0,,K. George STEAL (2 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
454,PT02M23.00S,2025-01-16T03:41:31.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641718,7.703679369250986,43.872549019607845,1610612762,84,75,2025-01-16T03:41:47Z,4460000,False,31.0,20.0,1,left,K. George running Layup (19 PTS) (B. Sensabaugh 2 AST),"[1641718, 1641729]",1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,3.65,Made,19.0,B. Sensabaugh,1641729.0,2.0,,,,,,,,,,,,,,
456,PT02M05.00S,2025-01-16T03:41:51.9Z,3,REGULAR,foul,personal,['2freethrow'],1642271,,,1610612766,84,75,2025-01-16T03:41:57Z,4480000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Miller 2 FT),"[1642271, 1641706]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Mid-Range,8-16 Center,,,,,,,1627964.0,,,,,,,,,,2.0,0.0,Miller,1641706.0
458,PT02M05.00S,2025-01-16T03:42:16.0Z,3,REGULAR,freethrow,1 of 2,[],1641706,,,1610612766,84,76,2025-01-16T03:42:37Z,4500000,False,,,0,,B. Miller Free Throw 1 of 2 (18 PTS),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
459,PT02M05.00S,2025-01-16T03:42:16.6Z,3,REGULAR,substitution,out,[],1641718,,,1610612766,84,76,2025-01-16T03:42:21Z,4510000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M05.00S,2025-01-16T03:42:16.6Z,3,REGULAR,substitution,out,[],1630182,,,1610612766,84,76,2025-01-16T03:42:21Z,4520000,False,,,0,,SUB out: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M05.00S,2025-01-16T03:42:16.6Z,3,REGULAR,substitution,in,[],1642268,,,1610612766,84,76,2025-01-16T03:42:21Z,4530000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M05.00S,2025-01-16T03:42:16.6Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,84,76,2025-01-16T03:42:21Z,4540000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M05.00S,2025-01-16T03:42:16.0Z,3,REGULAR,freethrow,2 of 2,[],1641706,,,1610612766,84,76,2025-01-16T03:42:37Z,4550000,False,,,0,,MISS B. Miller Free Throw 2 of 2,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
464,PT02M04.00S,2025-01-16T03:42:17.0Z,3,REGULAR,rebound,defensive,[],1642271,,,1610612762,84,76,2025-01-16T03:42:37Z,4560000,False,,,0,,K. Filipowski REBOUND (Off:0 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,463.0,1.0,1.0,0.0,,,,,,
465,PT01M51.00S,2025-01-16T03:42:50.5Z,3,REGULAR,foul,personal,['2freethrow'],201959,,,1610612762,84,76,2025-01-16T03:42:58Z,4570000,False,,,0,,T. Gibson shooting personal FOUL (2 PF) (Eubanks 2 FT),"[201959, 1629234]",1610612766.0,CHA,shooting,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627964.0,,,,,,,,,,2.0,1.0,Eubanks,1629234.0
467,PT01M51.00S,2025-01-16T03:43:18.0Z,3,REGULAR,freethrow,1 of 2,[],1629234,,,1610612762,84,76,2025-01-16T03:43:18Z,4590000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
468,PT01M51.00S,2025-01-16T03:43:18.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,84,76,2025-01-16T03:43:18Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,467.0,,,,,,,,,
469,PT01M51.00S,2025-01-16T03:43:19.0Z,3,REGULAR,substitution,out,[],201959,,,1610612762,84,76,2025-01-16T03:43:21Z,4610000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M51.00S,2025-01-16T03:43:19.0Z,3,REGULAR,substitution,in,[],1628970,,,1610612762,84,76,2025-01-16T03:43:21Z,4620000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M51.00S,2025-01-16T03:43:36.2Z,3,REGULAR,freethrow,2 of 2,[],1629234,,,1610612762,85,76,2025-01-16T03:43:36Z,4630000,False,,,0,,D. Eubanks Free Throw 2 of 2 (5 PTS),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
472,PT01M34.00S,2025-01-16T03:43:54.8Z,3,REGULAR,turnover,out-of-bounds,[],1641706,,,1610612766,85,76,2025-01-16T03:44:01Z,4640000,False,,,0,,B. Miller bad pass out-of-bounds TURNOVER (5 TO),[1641706],1610612766.0,CHA,bad pass,,,Miller,B. Miller,,,,,Mid-Range,8-16 Center,,,,,,,203591.0,5.0,,,,,,,,,,,,
473,PT01M22.00S,2025-01-16T03:44:13.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641729,14.931011826544022,39.950980392156865,1610612762,85,76,2025-01-16T03:44:48Z,4650000,False,50.0,88.0,1,left,MISS B. Sensabaugh 10' driving floating Shot,[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,,,,,,,,,,,,,,,,,,
474,PT01M20.00S,2025-01-16T03:44:15.6Z,3,REGULAR,rebound,offensive,[],1629234,,,1610612762,85,76,2025-01-16T03:52:09Z,4660000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:5),[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,473.0,7.0,5.0,2.0,,,,,,
522,PT01M20.00S,2025-01-16T03:44:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629234,8.623521681997373,48.529411764705884,1610612762,85,76,2025-01-16T03:52:47Z,4665000,False,7.0,29.0,1,left,MISS D. Eubanks tip Layup,[1629234],1610612762.0,UTA,tip,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
523,PT01M20.00S,2025-01-16T03:44:16.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,85,76,2025-01-16T03:52:47Z,4667500,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,522.0,,,,,,,,,
476,PT01M20.00S,2025-01-16T03:44:19.1Z,3,REGULAR,substitution,out,[],1641706,,,1610612766,85,76,2025-01-16T03:51:34Z,4680000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT01M20.00S,2025-01-16T03:44:19.1Z,3,REGULAR,substitution,in,[],1630163,,,1610612766,85,76,2025-01-16T03:51:34Z,4690000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M04.00S,2025-01-16T03:44:45.1Z,3,REGULAR,3pt,Jump Shot,[],1642275,83.919185282523,3.431372549019608,1610612766,85,76,2025-01-16T03:44:51Z,4700000,False,-233.0,99.0,1,right,MISS T. Salaün 25' 3PT,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,25.29,Missed,,,,,,,,,,,,,,,,,,
479,PT01M01.00S,2025-01-16T03:44:48.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,85,76,2025-01-16T03:44:51Z,4710000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,478.0,,,,,,,,,
481,PT00M54.40S,2025-01-16T03:45:01.2Z,3,REGULAR,3pt,Jump Shot,[],1641729,31.488173455978973,38.48039215686275,1610612762,85,76,2025-01-16T03:45:06Z,4730000,False,58.0,243.0,1,left,MISS B. Sensabaugh 25' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,25.02,Missed,,,,,,,,,,,,,,,,,,
482,PT00M50.60S,2025-01-16T03:45:05.1Z,3,REGULAR,rebound,offensive,[],1642271,,,1610612762,85,76,2025-01-16T03:45:05Z,4740000,False,,,0,,K. Filipowski REBOUND (Off:1 Def:1),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Center,,,,,,,,,,,481.0,2.0,1.0,1.0,,,,,,
483,PT00M42.60S,2025-01-16T03:45:13.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629234,6.521024967148489,42.64705882352941,1610612762,87,76,2025-01-16T03:45:18Z,4750000,False,37.0,9.0,1,left,D. Eubanks DUNK (7 PTS) (K. Filipowski 2 AST),"[1629234, 1642271]",1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.78,Made,7.0,K. Filipowski,1642271.0,2.0,,,,,,,,,,,,,,
485,PT00M31.10S,2025-01-16T03:45:28.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,92.19776609724047,61.274509803921575,1610612766,87,78,2025-01-16T03:45:31Z,4770000,False,56.0,21.0,1,right,M. Bridges 6' Layup (18 PTS) (V. Micić 3 AST),"[1628970, 203995]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.01,Made,18.0,V. Micić,203995.0,3.0,,,,,,,,,,,,,,
487,PT00M11.10S,2025-01-16T03:45:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641729,12.040078843626807,47.794117647058826,1610612762,87,78,2025-01-16T03:45:55Z,4790000,False,11.0,61.0,1,left,MISS B. Sensabaugh 6' driving Layup - blocked,"[1641729, 1630163]",1610612762.0,UTA,driving,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,6.17,Missed,,,,,,,Ball,1630163.0,,,,,,,,,,
488,PT00M11.10S,2025-01-16T03:45:51.1Z,3,REGULAR,block,,[],1630163,,,1610612762,87,78,2025-01-16T03:45:53Z,4800000,False,,,0,,L. Ball BLOCK (3 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT00M11.10S,2025-01-16T03:45:51.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,87,78,2025-01-16T03:45:55Z,4810000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,487.0,,,,,,,,,
491,PT00M01.80S,2025-01-16T03:46:07.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,89.30683311432325,47.794117647058826,1610612766,87,80,2025-01-16T03:46:14Z,4830000,False,-11.0,48.0,1,right,L. Ball driving Layup (20 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,4.92,Made,20.0,,,,,,,,,,,,,,,,,
492,PT00M00.00S,2025-01-16T03:46:16.0Z,3,REGULAR,3pt,Jump Shot,[],1642268,66.96780551905388,83.57843137254902,1610612762,87,80,2025-01-16T03:48:12Z,4840000,False,-168.0,577.0,1,left,MISS I. Collier 60' pullup 3PT,[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,60.09,Missed,,,,,,,,,,,,,,,,,,
493,PT00M00.00S,2025-01-16T03:46:18.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,87,80,2025-01-16T03:46:18Z,4850000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,492.0,,,,,,,,,
494,PT00M00.00S,2025-01-16T03:46:21.2Z,3,REGULAR,period,end,[],0,,,1610612762,87,80,2025-01-16T03:46:21Z,4860000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,87,80,2025-01-16T03:48:48Z,4880000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,out,['startperiod'],1641729,,,1610612762,87,80,2025-01-16T03:48:48Z,4890000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,out,['startperiod'],203995,,,1610612762,87,80,2025-01-16T03:48:48Z,4900000,False,,,0,,SUB out: V. Micić,[203995],1610612766.0,CHA,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,out,['startperiod'],1642275,,,1610612762,87,80,2025-01-16T03:48:48Z,4910000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,in,['startperiod'],1630695,,,1610612762,87,80,2025-01-16T03:48:48Z,4920000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,in,['startperiod'],1642262,,,1610612762,87,80,2025-01-16T03:48:48Z,4930000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,in,['startperiod'],1631109,,,1610612762,87,80,2025-01-16T03:48:48Z,4950000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2025-01-16T03:48:34.3Z,4,REGULAR,substitution,in,['startperiod'],1641733,,,1610612762,87,80,2025-01-16T03:48:48Z,4960000,False,,,0,,SUB in: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2025-01-16T03:48:53.3Z,4,REGULAR,period,start,[],0,,,1610612766,87,80,2025-01-16T03:48:53Z,4970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT11M48.00S,2025-01-16T03:49:07.5Z,4,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612766,87,80,2025-01-16T03:49:15Z,4980000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Williams 2 FT),"[1642268, 1631109]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,1627964.0,,,,,,,,,,1.0,0.0,Williams,1631109.0
508,PT11M48.00S,2025-01-16T03:49:33.6Z,4,REGULAR,freethrow,1 of 2,[],1631109,,,1610612766,87,80,2025-01-16T03:49:33Z,5000000,False,,,0,,MISS M. Williams Free Throw 1 of 2,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
509,PT11M48.00S,2025-01-16T03:49:33.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,87,80,2025-01-16T03:49:33Z,5010000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,508.0,,,,,,,,,
510,PT11M48.00S,2025-01-16T03:49:47.3Z,4,REGULAR,freethrow,2 of 2,[],1631109,,,1610612766,87,81,2025-01-16T03:49:47Z,5020000,False,,,0,,M. Williams Free Throw 2 of 2 (17 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
511,PT11M30.00S,2025-01-16T03:50:07.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,14.931011826544022,48.03921568627451,1610612762,87,81,2025-01-16T05:04:17Z,5030000,False,10.0,88.0,1,left,MISS D. Eubanks 8' floating Shot,[1629234],1610612762.0,UTA,floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,8.84,Missed,,,,,,,,,,,,,,,,,,
512,PT11M26.00S,2025-01-16T03:50:11.2Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,87,81,2025-01-16T03:50:16Z,5040000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,511.0,2.0,2.0,0.0,,,,,,
513,PT11M09.00S,2025-01-16T03:50:27.5Z,4,REGULAR,3pt,Jump Shot,[],1628998,93.64323258869908,95.34313725490196,1610612766,87,84,2025-01-16T03:50:33Z,5050000,False,227.0,7.0,1,right,C. Martin 3PT  (6 PTS) (N. Smith Jr. 3 AST),"[1628998, 1641733]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,22.68,Made,6.0,N. Smith Jr.,1641733.0,3.0,,,,,,,,,,,,,,
