actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-13T02:10:54.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-13T02:10:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-13T02:10:57.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2025-02-13T02:10:58Z,40000,False,,,0,,Jump Ball J. Hayes vs. W. Kessler: Tip to L. James,"[2544, 1629637, 1631117]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Hayes,1629637.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-02-13T02:11:12.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,36.61300919842313,45.09803921568628,1610612747,0,0,2025-02-13T02:11:16Z,70000,False,25.0,292.0,1,left,MISS L. Dončić 29' 3PT,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,29.27,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-02-13T02:11:15.0Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,0,0,2025-02-13T02:11:16Z,80000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2025-02-13T02:11:28.5Z,1,REGULAR,3pt,Jump Shot,[],1628381,92.59198423127464,2.696078431372549,1610612762,0,0,2025-02-13T02:11:33Z,90000,False,-237.0,17.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,23.71,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2025-02-13T02:11:31.5Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,0,0,2025-02-13T02:11:33Z,100000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M14.00S,2025-02-13T02:11:39.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,8.492115637319317,43.38235294117647,1610612747,0,2,2025-02-13T02:11:47Z,110000,False,33.0,27.0,1,left,J. Hayes cutting DUNK (2 PTS) (A. Reaves 1 AST),"[1629637, 1630559]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,4.29,Made,,,,,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
13,PT10M55.00S,2025-02-13T02:11:57.8Z,1,REGULAR,3pt,Jump Shot,[],1628381,87.99277266754271,96.07843137254902,1610612762,0,2,2025-02-13T02:12:08Z,130000,False,230.0,60.0,1,right,MISS J. Collins 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,23.82,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2025-02-13T02:11:59.8Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,2,2025-02-13T02:12:08Z,140000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M49.00S,2025-02-13T02:12:05.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,0,2,2025-02-13T02:12:11Z,150000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628374]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Markkanen,1628374.0,,,,,,,
