actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
166,PT10M31.00S,2025-03-20T01:38:29.6Z,2,REGULAR,rebound,defensive,[],1641732,,,1610612764,34,37,2025-03-20T01:38:32Z,1650000,False,,,0,,C. Jones REBOUND (Off:0 Def:2),[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,Mid-Range,16-24 Left Center,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT10M14.00S,2025-03-20T01:38:47.3Z,2,REGULAR,2pt,Jump Shot,[],1641732,10.33180026281209,24.264705882352942,1610612764,34,37,2025-03-20T01:39:41Z,1660000,False,129.0,45.0,1,left,MISS C. Jones 13' turnaround fadeaway Shot,[1641732],1610612764.0,WAS,turnaround fadeaway,,,Jones,C. Jones,,,,,Mid-Range,8-16 Right,13.62,Missed,,,,,,,,,,,,,,,,,,
168,PT10M11.00S,2025-03-20T01:38:50.3Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,34,37,2025-03-20T01:38:52Z,1670000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Right,,,167.0,1.0,0.0,1.0,,,,,,,,,,,,,,
169,PT10M06.00S,2025-03-20T01:38:54.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630550,12.697109067017081,47.05882352941176,1610612764,34,37,2025-03-20T01:38:58Z,1680000,False,15.0,67.0,1,left,MISS J. Thor 6' driving DUNK - blocked,"[1630550, 1631117]",1610612764.0,WAS,driving,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,Kessler,1631117.0,,,,
185,PT10M06.00S,2025-03-20T01:38:54.2Z,2,REGULAR,block,,[],1631117,,,1610612764,34,37,2025-03-20T01:40:44Z,1685000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT10M04.00S,2025-03-20T01:38:56.2Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,34,37,2025-03-20T01:38:58Z,1690000,False,,,0,,J. Juzang REBOUND (Off:0 Def:1),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,In The Paint (Non-RA),0-8 Center,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT09M52.00S,2025-03-20T01:39:08.8Z,2,REGULAR,3pt,Jump Shot,[],1629012,68.28186596583443,61.51960784313726,1610612762,37,37,2025-03-20T01:40:23Z,1700000,False,58.0,246.0,1,right,C. Sexton 25' 3PT pullup (14 PTS) (J. Clarkson 1 AST),"[1629012, 203903]",1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.24,Made,,,,,14.0,,,J. Clarkson,203903.0,1.0,,,,,,,,
173,PT09M34.00S,2025-03-20T01:39:26.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641798,12.434296977660972,50.245098039215684,1610612764,37,37,2025-03-20T01:40:42Z,1720000,False,-1.0,64.0,1,left,MISS J. Martin 6' floating Shot,[1641798],1610612764.0,WAS,floating,,,Martin,J. Martin,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
174,PT09M32.00S,2025-03-20T01:39:28.2Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,37,37,2025-03-20T01:39:29Z,1730000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,173.0,2.0,2.0,0.0,,,,,,,,,,,,,,
175,PT09M18.00S,2025-03-20T01:39:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630548,95.3515111695138,94.6078431372549,1610612762,37,37,2025-03-20T01:39:46Z,1740000,False,223.0,-9.0,1,right,MISS J. Juzang 3PT,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Right Corner 3,24+ Right,22.32,Missed,,,,,,,,,,,,,,,,,,
176,PT09M15.00S,2025-03-20T01:39:44.9Z,2,REGULAR,rebound,defensive,[],1641798,,,1610612764,37,37,2025-03-20T01:39:46Z,1750000,False,,,0,,J. Martin REBOUND (Off:0 Def:1),[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,Right Corner 3,24+ Right,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT09M08.00S,2025-03-20T01:39:52.5Z,2,REGULAR,3pt,Jump Shot,[],1630264,31.61957950065703,61.76470588235294,1610612764,37,37,2025-03-20T01:39:57Z,1760000,False,-59.0,245.0,1,left,MISS A. Gill 25' 3PT,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Center,25.17,Missed,,,,,,,,,,,,,,,,,,
178,PT09M04.00S,2025-03-20T01:39:56.5Z,2,REGULAR,rebound,defensive,[],203903,,,1610612762,37,37,2025-03-20T01:39:57Z,1770000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,177.0,3.0,3.0,0.0,,,,,,,,,,,,,,
179,PT08M59.00S,2025-03-20T01:40:01.4Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,37,37,2025-03-20T01:40:05Z,1780000,False,,,0,,J. Clarkson lost ball TURNOVER (1 TO),"[203903, 203935]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,,,,Smart,203935.0,,,,,,
180,PT08M59.00S,2025-03-20T01:40:01.4Z,2,REGULAR,steal,,[],203935,,,1610612764,37,37,2025-03-20T01:40:03Z,1790000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
181,PT08M51.00S,2025-03-20T01:40:09.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641732,14.931011826544022,3.431372549019608,1610612764,37,40,2025-03-20T01:41:55Z,1800000,False,233.0,88.0,1,left,C. Jones 24' 3PT pullup (8 PTS) (J. Thor 1 AST),"[1641732, 1630550]",1610612764.0,WAS,pullup,,,Jones,C. Jones,,,,,Right Corner 3,24+ Right,24.88,Made,,,,,8.0,,,J. Thor,1630550.0,1.0,,,,,,,,
183,PT08M30.00S,2025-03-20T01:40:32.8Z,2,REGULAR,foul,personal,['2freethrow'],1630550,,,1610612762,37,40,2025-03-20T01:40:36Z,1820000,False,,,0,,J. Thor shooting personal FOUL (2 PF) (Sexton 2 FT),"[1630550, 1629012]",1610612764.0,WAS,shooting,,,Thor,J. Thor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,,,,,2.0,0.0,Sexton,1629012.0
186,PT08M30.00S,2025-03-20T01:41:03.7Z,2,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,38,40,2025-03-20T01:41:03Z,1840000,False,,,0,,C. Sexton Free Throw 1 of 2 (15 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
187,PT08M30.00S,2025-03-20T01:41:04.4Z,2,REGULAR,substitution,out,[],1641729,,,1610612762,38,40,2025-03-20T01:41:10Z,1850000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M30.00S,2025-03-20T01:41:04.4Z,2,REGULAR,substitution,in,[],1642262,,,1610612762,38,40,2025-03-20T01:41:10Z,1860000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M30.00S,2025-03-20T01:41:27.3Z,2,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,39,40,2025-03-20T01:41:27Z,1870000,False,,,0,,C. Sexton Free Throw 2 of 2 (16 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
190,PT08M09.00S,2025-03-20T01:41:51.6Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612764,39,40,2025-03-20T01:41:58Z,1880000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Gill 2 FT),"[1631117, 1630264]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,,,,,,,,,1.0,0.0,Gill,1630264.0
192,PT08M09.00S,2025-03-20T01:42:16.7Z,2,REGULAR,freethrow,1 of 2,[],1630264,,,1610612764,39,40,2025-03-20T01:42:16Z,1900000,False,,,0,,MISS A. Gill Free Throw 1 of 2,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
193,PT08M09.00S,2025-03-20T01:42:16.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,39,40,2025-03-20T01:42:16Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,192.0,,,,,,,,,,,,,,,,,
194,PT08M09.00S,2025-03-20T01:42:33.3Z,2,REGULAR,freethrow,2 of 2,[],1630264,,,1610612764,39,41,2025-03-20T01:42:33Z,1920000,False,,,0,,A. Gill Free Throw 2 of 2 (5 PTS),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
195,PT07M57.00S,2025-03-20T01:42:47.8Z,2,REGULAR,turnover,bad pass,[],1642262,,,1610612762,39,41,2025-03-20T01:42:51Z,1930000,False,,,0,,C. Williams bad pass TURNOVER (1 TO),"[1642262, 1630550]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,,Thor,1630550.0,,,,,,
196,PT07M57.00S,2025-03-20T01:42:47.8Z,2,REGULAR,steal,,[],1630550,,,1610612764,39,41,2025-03-20T01:42:49Z,1940000,False,,,0,,J. Thor STEAL (2 STL),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
197,PT07M53.00S,2025-03-20T01:42:51.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641732,24.52365308804205,14.950980392156863,1610612764,39,44,2025-03-20T01:42:57Z,1950000,False,175.0,178.0,1,left,C. Jones 24' 3PT running (11 PTS) (M. Smart 3 AST),"[1641732, 203935]",1610612764.0,WAS,running,,,Jones,C. Jones,,,,,Above the Break 3,24+ Right Center,24.98,Made,,,,,11.0,,,M. Smart,203935.0,3.0,,,,,,,,
199,PT07M32.00S,2025-03-20T01:43:11.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642262,89.17542706964521,44.85294117647059,1610612762,41,44,2025-03-20T01:43:16Z,1970000,False,-26.0,49.0,1,right,C. Williams floating Jump Shot (2 PTS) (J. Clarkson 2 AST),"[1642262, 203903]",1610612762.0,UTA,floating,,,Williams,C. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.56,Made,,,,,2.0,,,J. Clarkson,203903.0,2.0,,,,,,,,
201,PT07M27.00S,2025-03-20T01:43:20.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,41,44,2025-03-20T01:43:20Z,1990000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,out,[],1629012,,,1610612764,41,44,2025-03-20T01:46:11Z,2000000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,in,[],1641718,,,1610612764,41,44,2025-03-20T01:46:11Z,2010000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,out,[],203903,,,1610612764,41,44,2025-03-20T01:46:25Z,2020000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,out,[],1641732,,,1610612764,41,44,2025-03-20T01:46:25Z,2030000,False,,,0,,SUB out: C. Jones,[1641732],1610612764.0,WAS,,,,Jones,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,41,44,2025-03-20T01:46:25Z,2040000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,out,[],203935,,,1610612764,41,44,2025-03-20T01:46:25Z,2050000,False,,,0,,SUB out: M. Smart,[203935],1610612764.0,WAS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,in,[],1642268,,,1610612764,41,44,2025-03-20T01:46:25Z,2060000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,in,[],1642358,,,1610612764,41,44,2025-03-20T01:46:25Z,2070000,False,,,0,,SUB in: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,in,[],1642259,,,1610612764,41,44,2025-03-20T01:46:25Z,2080000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M27.00S,2025-03-20T01:46:09.6Z,2,REGULAR,substitution,in,[],1641774,,,1610612764,41,44,2025-03-20T01:46:25Z,2090000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M23.00S,2025-03-20T01:46:30.3Z,2,REGULAR,foul,personal,['2freethrow'],1642262,,,1610612764,41,44,2025-03-20T01:46:35Z,2100000,False,,,0,,C. Williams shooting personal FOUL (1 PF) (Sarr 2 FT),"[1642262, 1642259]",1610612762.0,UTA,shooting,,,Williams,C. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,,,,,1.0,0.0,Sarr,1642259.0
214,PT07M23.00S,2025-03-20T01:46:57.4Z,2,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,41,45,2025-03-20T01:46:57Z,2120000,False,,,0,,A. Sarr Free Throw 1 of 2 (11 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
215,PT07M23.00S,2025-03-20T01:47:11.6Z,2,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,41,46,2025-03-20T01:47:11Z,2130000,False,,,0,,A. Sarr Free Throw 2 of 2 (12 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
216,PT07M12.00S,2025-03-20T01:47:24.0Z,2,REGULAR,3pt,Jump Shot,[],1641718,69.59592641261499,71.32352941176471,1610612762,41,46,2025-03-20T01:47:28Z,2140000,False,107.0,233.0,1,right,MISS K. George 25' 3PT,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
217,PT07M10.00S,2025-03-20T01:47:26.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,41,46,2025-03-20T01:47:28Z,2150000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,216.0,,,,,,,,,,,,,,,,,
219,PT06M59.00S,2025-03-20T01:47:42.6Z,2,REGULAR,turnover,bad pass,[],1642358,,,1610612764,41,46,2025-03-20T01:47:46Z,2170000,False,,,0,,A. Johnson bad pass TURNOVER (1 TO),"[1642358, 1631117]",1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,,Kessler,1631117.0,,,,,,
220,PT06M59.00S,2025-03-20T01:47:42.6Z,2,REGULAR,steal,,[],1631117,,,1610612762,41,46,2025-03-20T01:47:44Z,2180000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT06M51.00S,2025-03-20T01:47:49.8Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631117,67.7562417871222,59.55882352941176,1610612762,41,46,2025-03-20T01:48:25Z,2190000,False,48.0,251.0,1,right,MISS W. Kessler 25' running 3PT,[1631117],1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,25.51,Missed,,,,,,,,,,,,,,,,,,
222,PT06M49.00S,2025-03-20T01:47:51.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,41,46,2025-03-20T01:47:59Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Above the Break 3,24+ Center,,,221.0,,,,,,,,,,,,,,,,,
224,PT06M35.00S,2025-03-20T01:48:10.8Z,2,REGULAR,3pt,Jump Shot,[],1642259,30.699737187910642,32.59803921568628,1610612764,41,46,2025-03-20T01:48:17Z,2220000,False,87.0,236.0,1,left,MISS A. Sarr 25' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
225,PT06M31.00S,2025-03-20T01:48:14.8Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,41,46,2025-03-20T01:48:17Z,2230000,False,,,0,,J. Juzang REBOUND (Off:0 Def:2),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,Above the Break 3,24+ Right Center,,,224.0,2.0,2.0,0.0,,,,,,,,,,,,,,
226,PT06M12.00S,2025-03-20T01:48:34.1Z,2,REGULAR,3pt,Jump Shot,[],1631117,91.93495400788436,3.431372549019608,1610612762,44,46,2025-03-20T01:48:38Z,2240000,False,-233.0,23.0,1,right,W. Kessler 3PT  (5 PTS) (K. George 3 AST),"[1631117, 1641718]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Left Corner 3,24+ Left,23.4,Made,,,,,5.0,,,K. George,1641718.0,3.0,,,,,,,,
228,PT05M59.00S,2025-03-20T01:48:46.7Z,2,REGULAR,turnover,bad pass,[],1641798,,,1610612764,44,46,2025-03-20T01:48:51Z,2260000,False,,,0,,J. Martin bad pass TURNOVER (3 TO),"[1641798, 1642268]",1610612764.0,WAS,,,,Martin,J. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,3.0,,,,Collier,1642268.0,,,,,,
229,PT05M59.00S,2025-03-20T01:48:46.7Z,2,REGULAR,steal,,[],1642268,,,1610612762,44,46,2025-03-20T01:48:48Z,2270000,False,,,0,,I. Collier STEAL (2 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
230,PT05M57.00S,2025-03-20T01:48:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642268,93.51182654402102,54.90196078431373,1610612762,46,46,2025-03-20T01:48:55Z,2280000,False,25.0,8.0,1,right,I. Collier running Layup (4 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,4.0,,,,,,,,,,,,,
231,PT05M43.00S,2025-03-20T01:49:02.4Z,2,REGULAR,3pt,Jump Shot,[],1641798,27.151773981603156,85.29411764705883,1610612764,46,46,2025-03-20T01:49:07Z,2290000,False,-176.0,203.0,1,left,MISS J. Martin 26' 3PT,[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,Above the Break 3,24+ Left Center,26.88,Missed,,,,,,,,,,,,,,,,,,
232,PT05M39.00S,2025-03-20T01:49:05.8Z,2,REGULAR,rebound,offensive,[],1641774,,,1610612764,46,46,2025-03-20T01:49:05Z,2300000,False,,,0,,T. Vukcevic REBOUND (Off:1 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,
233,PT05M37.00S,2025-03-20T01:49:08.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1642358,35.03613666228647,49.754901960784316,1610612764,46,46,2025-03-20T01:49:13Z,2310000,False,1.0,277.0,1,left,MISS A. Johnson 27' 3PT,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Center,27.68,Missed,,,,,,,,,,,,,,,,,,
234,PT05M34.00S,2025-03-20T01:49:11.1Z,2,REGULAR,rebound,offensive,[],1630550,,,1610612764,46,46,2025-03-20T01:49:13Z,2320000,False,,,0,,J. Thor REBOUND (Off:1 Def:1),[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Center,,,233.0,2.0,1.0,1.0,,,,,,,,,,,,,,
235,PT05M32.00S,2025-03-20T01:49:13.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,9.280551905387648,52.20588235294118,1610612764,46,48,2025-03-20T01:50:29Z,2330000,False,-11.0,35.0,1,left,J. Thor putback Layup (4 PTS),[1630550],1610612764.0,WAS,putback,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,3.64,Made,,,,,4.0,,,,,,,,,,,,,
236,PT05M24.00S,2025-03-20T01:49:21.2Z,2,REGULAR,turnover,bad pass,[],1641718,,,1610612762,46,48,2025-03-20T01:49:26Z,2340000,False,,,0,,K. George bad pass TURNOVER (1 TO),"[1641718, 1642259]",1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,,,,Sarr,1642259.0,,,,,,
237,PT05M24.00S,2025-03-20T01:49:21.2Z,2,REGULAR,steal,,[],1642259,,,1610612764,46,48,2025-03-20T01:49:22Z,2350000,False,,,0,,A. Sarr STEAL (1 STL),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
238,PT05M20.00S,2025-03-20T01:49:25.7Z,2,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612764,46,48,2025-03-20T01:49:33Z,2360000,False,,,0,,W. Kessler shooting personal FOUL (2 PF) (Vukcevic 2 FT),"[1631117, 1641774]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202007.0,,,,,,,,,2.0,0.0,Vukcevic,1641774.0
240,PT05M20.00S,2025-03-20T01:49:50.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1641774,,,1610612764,46,48,2025-03-20T01:50:14Z,2380000,False,,,0,,MISS T. Vukcevic Free Throw 1 of 2,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT05M20.00S,2025-03-20T01:49:50.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,46,48,2025-03-20T01:50:14Z,2390000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,
242,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,out,[],1631117,,,1610612764,46,48,2025-03-20T01:50:00Z,2400000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,out,[],1641798,,,1610612764,46,48,2025-03-20T01:50:00Z,2410000,False,,,0,,SUB out: J. Martin,[1641798],1610612764.0,WAS,,,,Martin,J. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,out,[],1630550,,,1610612764,46,48,2025-03-20T01:50:00Z,2420000,False,,,0,,SUB out: J. Thor,[1630550],1610612764.0,WAS,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,in,[],1642271,,,1610612764,46,48,2025-03-20T01:50:00Z,2430000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,in,[],1642267,,,1610612764,46,48,2025-03-20T01:50:00Z,2440000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M20.00S,2025-03-20T01:49:52.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,46,48,2025-03-20T01:50:00Z,2450000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M20.00S,2025-03-20T01:49:50.7Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1641774,,,1610612764,46,48,2025-03-20T01:50:14Z,2460000,False,,,0,,MISS T. Vukcevic Free Throw 2 of 2,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT05M18.00S,2025-03-20T01:49:52.7Z,2,REGULAR,rebound,defensive,[],1630548,,,1610612762,46,48,2025-03-20T01:50:14Z,2470000,False,,,0,,J. Juzang REBOUND (Off:0 Def:3),[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,
