actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-13T01:10:43.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-13T01:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-13T01:10:45.6Z,1,REGULAR,jumpball,recovered,[],1629012,,,1610612762,0,0,2025-01-13T01:10:45Z,40000,False,,,0,,Jump Ball D. Eubanks vs. N. Claxton: Tip to C. Sexton,"[1629012, 1629234, 1629651]",1610612762.0,UTA,startperiod,C. Sexton,1629012.0,Sexton,C. Sexton,Eubanks,1629234.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2025-01-13T01:11:06.9Z,1,REGULAR,3pt,Jump Shot,[],1630695,68.67608409986859,19.11764705882353,1610612762,0,0,2025-01-13T01:11:15Z,70000,False,-154.0,242.0,1,right,MISS M. Potter 28' 3PT,[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Left Center,28.7,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2025-01-13T01:11:11.9Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,0,0,2025-01-13T01:11:15Z,80000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M22.00S,2025-01-13T01:11:33.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,17.821944809461236,40.19607843137255,1610612751,0,2,2025-01-13T01:11:54Z,100000,False,49.0,115.0,1,left,K. Johnson 12' driving floating Jump Shot (2 PTS) (N. Claxton 1 AST),"[1630553, 1629651]",1610612751.0,BKN,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,,,,,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,
11,PT11M10.00S,2025-01-13T01:11:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629234,92.06636005256242,54.65686274509803,1610612762,2,2,2025-01-13T01:11:51Z,110000,False,23.0,22.0,1,right,D. Eubanks cutting Layup (2 PTS) (I. Collier 1 AST),"[1629234, 1642268]",1610612762.0,UTA,cutting,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,2.0,I. Collier,1642268.0,1.0,,,,,,,,,,
13,PT10M59.00S,2025-01-13T01:11:57.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,11.12023653088042,52.69607843137255,1610612751,2,4,2025-01-13T01:12:02Z,130000,False,-13.0,52.0,1,left,B. Simmons Hook (2 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,5.37,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M34.00S,2025-01-13T01:12:22.1Z,1,REGULAR,2pt,Jump Shot,[],1629012,81.42247043363994,69.11764705882352,1610612762,2,4,2025-01-13T01:12:26Z,140000,False,96.0,122.0,1,right,MISS C. Sexton 15' fadeaway Shot,[1629012],1610612762.0,UTA,fadeaway,,,Sexton,C. Sexton,,,,,Mid-Range,8-16 Right,15.51,Missed,,,,,,,,,,,,,,,,,,
15,PT10M32.00S,2025-01-13T01:12:24.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,2,4,2025-01-13T01:12:26Z,150000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M19.00S,2025-01-13T01:12:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627732,11.777266754270697,41.42156862745098,1610612751,2,6,2025-01-13T01:12:42Z,160000,False,43.0,58.0,1,left,B. Simmons 7' turnaround Hook (4 PTS),[1627732],1610612751.0,BKN,turnaround,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,,,,,4.0,,,,,,,,,,,,,
17,PT09M56.00S,2025-01-13T01:13:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.5407358738502,44.6078431372549,1610612762,4,6,2025-01-13T01:13:09Z,170000,False,-27.0,27.0,1,right,C. Sexton driving Layup (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.82,Made,,,,,2.0,,,,,,,,,,,,,
18,PT09M32.00S,2025-01-13T01:13:24.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630553,8.754927726675426,59.31372549019608,1610612751,4,6,2025-01-13T01:14:02Z,180000,False,-47.0,30.0,1,left,MISS K. Johnson driving floating bank Shot,[1630553],1610612751.0,BKN,driving floating bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
19,PT09M31.00S,2025-01-13T01:13:25.1Z,1,REGULAR,rebound,offensive,[],1627732,,,1610612751,4,6,2025-01-13T01:14:02Z,190000,False,,,0,,B. Simmons REBOUND (Off:1 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT09M29.00S,2025-01-13T01:13:27.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,4.418528252299605,95.58823529411765,1610612751,4,9,2025-01-13T01:13:32Z,200000,False,-228.0,-11.0,1,left,K. Johnson 3PT  (5 PTS) (B. Simmons 1 AST),"[1630553, 1627732]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,22.82,Made,,,,,5.0,B. Simmons,1627732.0,1.0,,,,,,,,,,
22,PT09M21.00S,2025-01-13T01:13:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642262,92.85479632063075,44.6078431372549,1610612762,6,9,2025-01-13T01:13:40Z,220000,False,-27.0,15.0,1,right,C. Williams driving Layup (2 PTS) (I. Collier 2 AST),"[1642262, 1642268]",1610612762.0,UTA,driving,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,3.07,Made,,,,,2.0,I. Collier,1642268.0,2.0,,,,,,,,,,
