actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
16,PT10M54.00S,2025-02-01T22:13:25.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,0,0,2025-02-01T22:13:26Z,160000,False,,,0,,P. Banchero REBOUND (Off:0 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Right Corner 3,24+ Right,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,
17,PT10M50.00S,2025-02-01T22:13:30.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,8.360709592641262,42.40196078431372,1610612753,0,0,2025-02-01T22:14:27Z,170000,False,38.0,26.0,1,left,MISS F. Wagner running Layup - blocked,"[1630532, 1628374]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,Markkanen,1628374.0,,,,,,,,,,,,,,,,
18,PT10M50.00S,2025-02-01T22:13:30.4Z,1,REGULAR,block,,[],1628374,,,1610612753,0,0,2025-02-01T22:13:32Z,180000,False,,,0,,L. Markkanen BLOCK (1 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M49.00S,2025-02-01T22:13:31.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,0,0,2025-02-01T22:14:23Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,17.0,,,,,,,,,,,,,,,
21,PT10M33.00S,2025-02-01T22:14:02.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,28.728646517739815,14.215686274509803,1610612753,0,3,2025-02-01T22:14:06Z,210000,False,179.0,218.0,1,left,F. Wagner 28' 3PT  (3 PTS) (P. Banchero 1 AST),"[1630532, 1631094]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,28.16,Made,,,,,,,3.0,P. Banchero,1631094.0,1.0,,,,,,,,
23,PT10M07.00S,2025-02-01T22:14:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,92.06636005256242,45.09803921568628,1610612762,2,3,2025-02-01T22:14:36Z,230000,False,-25.0,22.0,1,right,J. Collins driving Layup (2 PTS) (W. Kessler 1 AST),"[1628381, 1631117]",1610612762.0,UTA,driving,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,3.3,Made,,,,,,,2.0,W. Kessler,1631117.0,1.0,,,,,,,,
25,PT09M50.00S,2025-02-01T22:14:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.360709592641262,56.372549019607845,1610612753,2,3,2025-02-01T22:14:49Z,250000,False,-32.0,26.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,4.12,Missed,,,,,,,,,,,,,,,,,,
26,PT09M47.00S,2025-02-01T22:14:47.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,2,3,2025-02-01T22:21:33Z,260000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT09M30.00S,2025-02-01T22:15:04.8Z,1,REGULAR,3pt,Jump Shot,[],1642268,75.77201051248358,9.558823529411764,1610612762,5,3,2025-02-01T22:15:09Z,270000,False,-202.0,175.0,1,right,I. Collier 26' 3PT pullup (3 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,26.75,Made,,,,,,,3.0,,,,,,,,,,,
28,PT09M12.00S,2025-02-01T22:15:22.5Z,1,REGULAR,3pt,Jump Shot,[],1641710,25.837713534822605,83.57843137254902,1610612753,5,3,2025-02-01T22:15:29Z,280000,False,-168.0,190.0,1,left,MISS A. Black 25' 3PT,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Left Center,25.39,Missed,,,,,,,,,,,,,,,,,,
29,PT09M08.00S,2025-02-01T22:15:26.5Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,3,2025-02-01T22:15:28Z,290000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M02.00S,2025-02-01T22:15:33.2Z,1,REGULAR,2pt,Jump Shot,[],1629012,80.23981603153744,26.225490196078432,1610612762,5,3,2025-02-01T22:15:38Z,300000,False,-119.0,133.0,1,right,MISS C. Sexton 17' pullup Shot,[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left Center,17.85,Missed,,,,,,,,,,,,,,,,,,
31,PT08M59.00S,2025-02-01T22:15:36.2Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,5,3,2025-02-01T22:15:38Z,310000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Mid-Range,16-24 Left Center,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,
32,PT08M51.00S,2025-02-01T22:15:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612753,5,3,2025-02-01T22:15:55Z,320000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Wagner 2 FT),"[1629012, 1630532]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204059.0,1.0,0.0,Wagner,1630532.0,,,
34,PT08M51.00S,2025-02-01T22:16:14.4Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,5,4,2025-02-01T22:16:14Z,340000,False,,,0,,F. Wagner Free Throw 1 of 2 (4 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
35,PT08M51.00S,2025-02-01T22:16:33.9Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,5,5,2025-02-01T22:16:33Z,350000,False,,,0,,F. Wagner Free Throw 2 of 2 (5 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
36,PT08M40.00S,2025-02-01T22:16:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629012,67.23061760840999,41.42156862745098,1610612762,5,5,2025-02-01T22:16:51Z,360000,False,-43.0,256.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,25.91,Missed,,,,,,,,,,,,,,,,,,
37,PT08M36.00S,2025-02-01T22:16:51.0Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,5,5,2025-02-01T22:16:51Z,370000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:2),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,
38,PT08M28.00S,2025-02-01T22:16:58.2Z,1,REGULAR,2pt,Jump Shot,[],1631094,23.73521681997372,55.392156862745104,1610612753,5,5,2025-02-01T22:17:03Z,380000,False,-27.0,171.0,1,left,MISS P. Banchero 17' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,17.27,Missed,,,,,,,,,,,,,,,,,,
39,PT08M24.00S,2025-02-01T22:17:02.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,5,5,2025-02-01T22:17:03Z,390000,False,,,0,,W. Kessler REBOUND (Off:0 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Center,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,
40,PT08M18.00S,2025-02-01T22:17:10.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,92.32917214191852,54.65686274509803,1610612762,7,5,2025-02-01T22:17:15Z,400000,False,23.0,20.0,1,right,I. Collier driving Layup (5 PTS),[1642268],1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,,,5.0,,,,,,,,,,,
41,PT07M59.00S,2025-02-01T22:17:36.6Z,1,REGULAR,turnover,lost ball,[],1630532,,,1610612753,7,5,2025-02-01T22:17:42Z,410000,False,,,0,,F. Wagner lost ball TURNOVER (1 TO),"[1630532, 1642268]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Collier,1642268.0
42,PT07M59.00S,2025-02-01T22:17:36.6Z,1,REGULAR,steal,,[],1642268,,,1610612762,7,5,2025-02-01T22:17:38Z,420000,False,,,0,,I. Collier STEAL (1 STL),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2025-02-01T22:17:40.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628381,89.96386333771353,50.98039215686274,1610612762,9,5,2025-02-01T22:17:50Z,430000,False,5.0,42.0,1,right,J. Collins running DUNK (4 PTS) (I. Collier 1 AST),"[1628381, 1642268]",1610612762.0,UTA,running,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.21,Made,,,,,,,4.0,I. Collier,1642268.0,1.0,,,,,,,,
45,PT07M47.00S,2025-02-01T22:17:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641710,7.5722733245729295,51.71568627450981,1610612753,9,5,2025-02-01T22:17:54Z,450000,False,-9.0,19.0,1,left,MISS A. Black driving Layup - blocked,"[1641710, 1628374]",1610612753.0,ORL,driving,,,Black,A. Black,,,,,Restricted Area,0-8 Center,2.06,Missed,Markkanen,1628374.0,,,,,,,,,,,,,,,,
127,PT07M47.00S,2025-02-01T22:17:48.2Z,1,REGULAR,block,,[],1628374,,,1610612753,9,5,2025-02-01T22:32:30Z,455000,False,,,0,,L. Markkanen BLOCK (2 BLK),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT07M47.00S,2025-02-01T22:17:48.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,9,5,2025-02-01T22:32:30Z,460000,False,,,0,,W. Kessler REBOUND (Off:0 Def:3),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,45.0,3.0,3.0,0.0,,,,,,,,,,,,
47,PT07M41.00S,2025-02-01T22:17:54.4Z,1,REGULAR,3pt,Jump Shot,[],1628374,74.98357424441524,9.313725490196079,1610612762,12,5,2025-02-01T22:18:56Z,470000,False,-203.0,183.0,1,right,L. Markkanen 27' 3PT  (3 PTS) (I. Collier 2 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.34,Made,,,,,,,3.0,I. Collier,1642268.0,2.0,,,,,,,,
49,PT07M39.00S,2025-02-01T22:17:59.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,5,2025-02-01T22:17:59Z,490000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M27.00S,2025-02-01T22:21:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1642268,,,1610612753,12,5,2025-02-01T22:21:18Z,500000,False,,,0,,I. Collier shooting personal FOUL (1 PF) (Wagner 2 FT),"[1642268, 1630532]",1610612762.0,UTA,shooting,,,Collier,I. Collier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202901.0,1.0,0.0,Wagner,1630532.0,,,
52,PT07M27.00S,2025-02-01T22:21:26.9Z,1,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,12,6,2025-02-01T22:21:26Z,520000,False,,,0,,F. Wagner Free Throw 1 of 2 (6 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
53,PT07M27.00S,2025-02-01T22:21:41.9Z,1,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,12,7,2025-02-01T22:21:41Z,530000,False,,,0,,F. Wagner Free Throw 2 of 2 (7 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
54,PT07M14.00S,2025-02-01T22:21:56.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,92.46057818659659,42.15686274509804,1610612762,14,7,2025-02-01T22:22:05Z,540000,False,-39.0,18.0,1,right,J. Collins alley-oop DUNK (6 PTS) (C. Sexton 1 AST),"[1628381, 1629012]",1610612762.0,UTA,alley-oop,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,4.33,Made,,,,,,,6.0,C. Sexton,1629012.0,1.0,,,,,,,,
56,PT06M56.00S,2025-02-01T22:22:15.7Z,1,REGULAR,foul,personal,['2freethrow'],1631117,,,1610612753,14,7,2025-02-01T22:22:33Z,560000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Banchero 2 FT),"[1631117, 1631094]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627541.0,1.0,0.0,Banchero,1631094.0,,,
58,PT06M56.00S,2025-02-01T22:22:46.7Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,14,7,2025-02-01T22:22:46Z,580000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
59,PT06M56.00S,2025-02-01T22:22:46.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,14,7,2025-02-01T22:22:46Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,
60,PT06M56.00S,2025-02-01T22:22:47.4Z,1,REGULAR,substitution,out,[],1642268,,,1610612753,14,7,2025-02-01T22:22:50Z,600000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M56.00S,2025-02-01T22:22:47.4Z,1,REGULAR,substitution,in,[],1641718,,,1610612753,14,7,2025-02-01T22:22:50Z,610000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M56.00S,2025-02-01T22:23:06.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,14,8,2025-02-01T22:23:06Z,620000,False,,,0,,P. Banchero Free Throw 2 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
63,PT06M37.00S,2025-02-01T22:23:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.32917214191852,56.86274509803921,1610612762,14,8,2025-02-01T22:23:51Z,630000,False,34.0,20.0,1,right,MISS C. Sexton cutting Layup - blocked,"[1629012, 1629048]",1610612762.0,UTA,cutting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.95,Missed,Bitadze,1629048.0,,,,,,,,,,,,,,,,
64,PT06M37.00S,2025-02-01T22:23:26.6Z,1,REGULAR,block,,[],1629048,,,1610612762,14,8,2025-02-01T22:23:28Z,640000,False,,,0,,G. Bitadze BLOCK (2 BLK),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M35.00S,2025-02-01T22:23:28.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,14,8,2025-02-01T22:23:41Z,650000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,,,63.0,,,,,,,,,,,,,,,
66,PT06M35.00S,2025-02-01T22:23:33.7Z,1,REGULAR,foul,personal,[],1628381,,,1610612753,14,8,2025-02-01T22:23:46Z,660000,False,,,0,,J. Collins loose ball personal FOUL (1 PF),"[1628381, 1641783]",1610612762.0,UTA,loose ball,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627541.0,1.0,0.0,da Silva,1641783.0,,,
68,PT06M35.00S,2025-02-01T22:23:43.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,14,8,2025-02-01T22:23:57Z,680000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M35.00S,2025-02-01T22:23:43.4Z,1,REGULAR,substitution,out,[],1629048,,,1610612753,14,8,2025-02-01T22:23:57Z,690000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M35.00S,2025-02-01T22:23:43.4Z,1,REGULAR,substitution,in,[],1628976,,,1610612753,14,8,2025-02-01T22:23:57Z,700000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M35.00S,2025-02-01T22:23:43.4Z,1,REGULAR,substitution,in,[],203914,,,1610612753,14,8,2025-02-01T22:23:57Z,710000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M24.00S,2025-02-01T22:24:11.5Z,1,REGULAR,3pt,Jump Shot,[],1641710,25.18068331143233,12.745098039215685,1610612753,14,11,2025-02-01T22:24:16Z,720000,False,186.0,184.0,1,left,A. Black 26' 3PT  (3 PTS) (P. Banchero 2 AST),"[1641710, 1631094]",1610612753.0,ORL,,,,Black,A. Black,,,,,Above the Break 3,24+ Right Center,26.2,Made,,,,,,,3.0,P. Banchero,1631094.0,2.0,,,,,,,,
74,PT06M00.00S,2025-02-01T22:24:34.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,94.30026281208936,43.38235294117647,1610612762,16,11,2025-02-01T22:24:48Z,740000,False,-33.0,1.0,1,right,W. Kessler driving DUNK (2 PTS) (C. Sexton 2 AST),"[1631117, 1629012]",1610612762.0,UTA,driving,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,,,2.0,C. Sexton,1629012.0,2.0,,,,,,,,
76,PT05M43.00S,2025-02-01T22:24:51.5Z,1,REGULAR,2pt,Jump Shot,[],1641783,23.603810775295663,57.84313725490197,1610612753,16,11,2025-02-01T22:24:59Z,760000,False,-39.0,169.0,1,left,MISS T. da Silva 17' Jump Shot,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,16-24 Center,17.39,Missed,,,,,,,,,,,,,,,,,,
77,PT05M39.00S,2025-02-01T22:24:55.5Z,1,REGULAR,rebound,defensive,[],1641718,,,1610612762,16,11,2025-02-01T22:24:59Z,770000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Mid-Range,16-24 Center,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT05M30.00S,2025-02-01T22:25:04.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641718,85.49605781865965,49.01960784313725,1610612762,18,11,2025-02-01T22:25:10Z,780000,False,-5.0,84.0,1,right,K. George 8' driving floating Jump Shot (2 PTS),[1641718],1610612762.0,UTA,driving floating,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,8.39,Made,,,,,,,2.0,,,,,,,,,,,
79,PT05M11.00S,2025-02-01T22:25:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,13.485545335085414,57.107843137254896,1610612753,18,11,2025-02-01T22:26:21Z,790000,False,-36.0,74.0,1,left,MISS P. Banchero 8' driving floating Shot,[1631094],1610612753.0,ORL,driving floating,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,8.23,Missed,,,,,,,,,,,,,,,,,,
80,PT05M09.00S,2025-02-01T22:25:25.9Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,18,11,2025-02-01T22:25:27Z,800000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,79.0,1.0,1.0,0.0,,,,,,,,,,,,
81,PT05M00.00S,2025-02-01T22:25:36.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,89.83245729303549,63.725490196078425,1610612762,20,11,2025-02-01T22:26:57Z,810000,False,69.0,43.0,1,right,J. Collins 8' cutting Layup (8 PTS) (C. Sexton 3 AST),"[1628381, 1629012]",1610612762.0,UTA,cutting,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Right,8.1,Made,,,,,,,8.0,C. Sexton,1629012.0,3.0,,,,,,,,
83,PT05M00.00S,2025-02-01T22:25:38.5Z,1,REGULAR,foul,personal,['1freethrow'],1631094,,,1610612762,20,11,2025-02-01T22:25:44Z,830000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Collins 1 FT),"[1631094, 1628381]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,1627541.0,1.0,0.0,Collins,1628381.0,,,
85,PT05M00.00S,2025-02-01T22:26:15.6Z,1,REGULAR,freethrow,1 of 1,[],1628381,,,1610612762,21,11,2025-02-01T22:26:15Z,850000,False,,,0,,J. Collins Free Throw 1 of 1 (9 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
