actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT03M45.00S,2025-01-31T02:24:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,80.1084099868594,5.392156862745098,1610612750,25,13,2025-01-31T02:24:23Z,860000,False,-223.0,134.0,1,right,MISS N. Alexander-Walker 26' running 3PT,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,26.04,Missed,,,,,,,,,,,,,,,,,,
88,PT03M41.00S,2025-01-31T02:24:18.8Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,25,13,2025-01-31T02:24:23Z,870000,False,,,0,,W. Kessler REBOUND (Off:0 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,87.0,4.0,4.0,0.0,,,,,,,,,,,,,,
89,PT03M33.00S,2025-01-31T02:24:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629012,17.0335085413929,63.48039215686274,1610612762,27,13,2025-01-31T02:24:33Z,880000,False,-67.0,108.0,1,left,C. Sexton 12' pullup Jump Shot (9 PTS),[1629012],1610612762.0,UTA,pullup,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),8-16 Left,12.7,Made,,,,,9.0,,,,,,,,,,,,,
90,PT03M33.00S,2025-01-31T02:24:32.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,27,13,2025-01-31T02:24:32Z,890000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],1628374,,,1610612750,27,13,2025-01-31T02:27:17Z,900000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],1631117,,,1610612750,27,13,2025-01-31T02:27:17Z,910000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,27,13,2025-01-31T02:27:17Z,920000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],1629638,,,1610612750,27,13,2025-01-31T02:27:17Z,930000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],203944,,,1610612750,27,13,2025-01-31T02:27:17Z,940000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],1642268,,,1610612750,27,13,2025-01-31T02:27:17Z,950000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],1629234,,,1610612750,27,13,2025-01-31T02:27:17Z,960000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],1642265,,,1610612750,27,13,2025-01-31T02:27:17Z,970000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,27,13,2025-01-31T02:27:17Z,980000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,27,13,2025-01-31T02:27:17Z,990000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,out,[],1629012,,,1610612750,27,13,2025-01-31T02:27:21Z,1000000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M33.00S,2025-01-31T02:27:01.1Z,1,REGULAR,substitution,in,[],203903,,,1610612750,27,13,2025-01-31T02:27:21Z,1010000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M23.00S,2025-01-31T02:27:34.1Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612750,27,13,2025-01-31T02:27:46Z,1020000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Edwards 2 FT),"[203903, 1630162]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Edwards,1630162.0
105,PT03M23.00S,2025-01-31T02:27:54.0Z,1,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,27,14,2025-01-31T02:27:54Z,1040000,False,,,0,,A. Edwards Free Throw 1 of 2 (3 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
106,PT03M23.00S,2025-01-31T02:28:06.7Z,1,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,27,15,2025-01-31T02:28:06Z,1050000,False,,,0,,A. Edwards Free Throw 2 of 2 (4 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
108,PT03M09.00S,2025-01-31T02:28:22.8Z,1,REGULAR,2pt,Jump Shot,[],1641718,13.748357424441524,67.40196078431373,1610612762,29,15,2025-01-31T02:28:29Z,1070000,False,-87.0,77.0,1,left,K. George 11' driving floating bank Jump Shot (5 PTS) (I. Collier 2 AST),"[1641718, 1642268]",1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,Mid-Range,8-16 Left,11.6,Made,,,,,5.0,I. Collier,1642268.0,2.0,,,,,,,,,,
110,PT02M52.00S,2025-01-31T02:28:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.77463863337714,44.6078431372549,1610612750,29,17,2025-01-31T02:28:45Z,1090000,False,-27.0,6.0,1,right,A. Edwards driving Layup (6 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,6.0,,,,,,,,,,,,,
111,PT02M51.00S,2025-01-31T02:28:44.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612762,29,17,2025-01-31T02:28:44Z,1100000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M38.00S,2025-01-31T02:30:33.6Z,1,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,29,17,2025-01-31T02:30:42Z,1110000,False,,,0,,I. Collier bad pass out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,bad pass,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202035.0,1.0,,,,,,,,
113,PT02M24.00S,2025-01-31T02:30:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203497,91.40932982917214,57.84313725490197,1610612750,29,19,2025-01-31T02:30:56Z,1120000,False,39.0,28.0,1,right,R. Gobert driving Layup (6 PTS) (A. Edwards 4 AST),"[203497, 1630162]",1610612750.0,MIN,driving,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,,,,,6.0,A. Edwards,1630162.0,4.0,,,,,,,,,,
115,PT02M06.00S,2025-01-31T02:31:11.9Z,1,REGULAR,turnover,out-of-bounds,[],1641718,,,1610612762,29,19,2025-01-31T02:31:18Z,1140000,False,,,0,,K. George lost ball out-of-bounds TURNOVER (1 TO),[1641718],1610612762.0,UTA,lost ball,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1162.0,1.0,,,,,,,,
116,PT01M51.00S,2025-01-31T02:31:31.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642265,85.75886990801577,3.1862745098039214,1610612750,29,22,2025-01-31T02:31:39Z,1150000,False,-234.0,81.0,1,right,R. Dillingham 24' 3PT  (3 PTS) (N. Reid 1 AST),"[1642265, 1629675]",1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Left Corner 3,24+ Left,24.78,Made,,,,,3.0,N. Reid,1629675.0,1.0,,,,,,,,,,
118,PT01M27.00S,2025-01-31T02:31:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,9.411957950065702,44.36274509803921,1610612762,31,22,2025-01-31T02:32:32Z,1170000,False,28.0,36.0,1,left,K. George driving Layup (7 PTS),[1641718],1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,,,,,7.0,,,,,,,,,,,,,
119,PT01M04.00S,2025-01-31T02:32:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629675,72.22404730617609,77.20588235294117,1610612750,31,25,2025-01-31T02:32:21Z,1180000,False,136.0,209.0,1,right,N. Reid 24' 3PT  (3 PTS) (A. Edwards 5 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,,,3.0,A. Edwards,1630162.0,5.0,,,,,,,,,,
121,PT00M47.80S,2025-01-31T02:32:35.3Z,1,REGULAR,3pt,Jump Shot,[],203903,28.728646517739815,18.627450980392158,1610612762,31,25,2025-01-31T02:32:41Z,1200000,False,157.0,218.0,1,left,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
122,PT00M45.90S,2025-01-31T02:32:37.2Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,31,25,2025-01-31T02:32:41Z,1210000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT00M45.50S,2025-01-31T02:32:41.1Z,1,REGULAR,turnover,traveling,[],1642265,,,1610612750,31,25,2025-01-31T02:32:46Z,1220000,False,,,0,,R. Dillingham traveling TURNOVER (1 TO),[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,1.0,,,,,,,,
124,PT00M32.50S,2025-01-31T02:33:14.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629234,13.485545335085414,44.36274509803921,1610612762,31,25,2025-01-31T02:33:19Z,1230000,False,28.0,74.0,1,left,MISS D. Eubanks 7' driving Hook - blocked,"[1629234, 203497]",1610612762.0,UTA,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,Gobert,203497.0,,,,
125,PT00M32.50S,2025-01-31T02:33:14.2Z,1,REGULAR,block,,[],203497,,,1610612762,31,25,2025-01-31T02:33:16Z,1240000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT00M29.60S,2025-01-31T02:33:17.1Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,31,25,2025-01-31T02:33:19Z,1250000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT00M10.40S,2025-01-31T02:33:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,89.70105124835742,51.470588235294116,1610612750,31,27,2025-01-31T02:33:43Z,1260000,False,7.0,44.0,1,right,R. Dillingham driving finger roll Layup (5 PTS),[1642265],1610612750.0,MIN,driving finger roll,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,,,,,5.0,,,,,,,,,,,,,
128,PT00M00.20S,2025-01-31T02:33:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,8.492115637319317,56.61764705882353,1610612762,31,27,2025-01-31T02:33:59Z,1270000,False,-33.0,27.0,1,left,MISS J. Clarkson driving Layup - blocked,"[203903, 1630162]",1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,Edwards,1630162.0,,,,
129,PT00M00.20S,2025-01-31T02:33:49.5Z,1,REGULAR,block,,[],1630162,,,1610612762,31,27,2025-01-31T02:33:51Z,1280000,False,,,0,,A. Edwards BLOCK (2 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT00M00.20S,2025-01-31T02:33:49.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,31,27,2025-01-31T02:33:59Z,1290000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,128.0,,,,,,,,,,,,,,,,,
132,PT00M00.00S,2025-01-31T02:34:09.7Z,1,REGULAR,period,end,[],0,,,1610612762,31,27,2025-01-31T02:34:09Z,1310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,out,['startperiod'],1642271,,,1610612762,31,27,2025-01-31T02:36:45Z,1320000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,out,['startperiod'],1641718,,,1610612762,31,27,2025-01-31T02:36:45Z,1330000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,out,['startperiod'],203497,,,1610612762,31,27,2025-01-31T02:36:45Z,1340000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612762,31,27,2025-01-31T02:36:45Z,1350000,False,,,0,,SUB in: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,in,['startperiod'],1641729,,,1610612762,31,27,2025-01-31T02:36:45Z,1360000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-01-31T02:34:55.2Z,2,REGULAR,substitution,in,['startperiod'],203944,,,1610612762,31,27,2025-01-31T02:36:45Z,1370000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-01-31T02:36:52.1Z,2,REGULAR,period,start,[],0,,,1610612750,31,27,2025-01-31T02:36:52Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M35.00S,2025-01-31T02:37:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,83.39356110381078,37.254901960784316,1610612750,31,27,2025-01-31T02:38:05Z,1390000,False,-64.0,104.0,1,right,MISS J. Randle 12' floating Shot - blocked,"[203944, 1628381]",1610612750.0,MIN,floating,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,12.16,Missed,,,,,,,,,,,,,Collins,1628381.0,,,,
141,PT11M35.00S,2025-01-31T02:37:15.6Z,2,REGULAR,block,,[],1628381,,,1610612750,31,27,2025-01-31T02:37:17Z,1400000,False,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
142,PT11M33.00S,2025-01-31T02:37:17.6Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,31,27,2025-01-31T02:37:25Z,1410000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,,,140.0,2.0,2.0,0.0,,,,,,,,,,,,,,
143,PT11M31.00S,2025-01-31T02:37:19.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642268,8.754927726675426,43.38235294117647,1610612762,33,27,2025-01-31T02:37:30Z,1420000,False,33.0,30.0,1,left,I. Collier running Layup (4 PTS),[1642268],1610612762.0,UTA,running,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,4.0,,,,,,,,,,,,,
144,PT11M21.00S,2025-01-31T02:37:30.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,67.36202365308804,53.92156862745098,1610612750,33,30,2025-01-31T02:38:44Z,1430000,False,20.0,254.0,1,right,A. Edwards 25' 3PT  (9 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,25.51,Made,,,,,9.0,J. Randle,203944.0,1.0,,,,,,,,,,
146,PT10M54.00S,2025-01-31T02:37:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628381,12.959921156373195,3.1862745098039214,1610612762,36,30,2025-01-31T02:38:02Z,1450000,False,234.0,69.0,1,left,J. Collins 24' 3PT  (8 PTS) (D. Eubanks 1 AST),"[1628381, 1629234]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Right Corner 3,24+ Right,24.41,Made,,,,,8.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,
148,PT10M35.00S,2025-01-31T02:38:19.1Z,2,REGULAR,foul,personal,[],1642268,,,1610612750,36,30,2025-01-31T02:38:26Z,1470000,False,,,0,,I. Collier personal FOUL (1 PF),"[1642268, 1630162]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1162.0,,,,,,1.0,0.0,Edwards,1630162.0
150,PT10M35.00S,2025-01-31T02:38:24.3Z,2,REGULAR,substitution,out,[],1629234,,,1610612750,36,30,2025-01-31T02:38:26Z,1490000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612762.0,UTA,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT10M35.00S,2025-01-31T02:38:24.3Z,2,REGULAR,substitution,in,[],1631117,,,1610612750,36,30,2025-01-31T02:38:26Z,1500000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M26.00S,2025-01-31T02:38:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,92.46057818659659,44.11764705882353,1610612750,36,32,2025-01-31T02:38:55Z,1510000,False,-29.0,18.0,1,right,J. Randle driving Layup (6 PTS) (R. Dillingham 1 AST),"[203944, 1642265]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,3.47,Made,,,,,6.0,R. Dillingham,1642265.0,1.0,,,,,,,,,,
154,PT10M12.00S,2025-01-31T02:39:06.6Z,2,REGULAR,foul,personal,[],1641740,,,1610612762,36,32,2025-01-31T02:39:22Z,1530000,False,,,0,,J. Clark personal FOUL (1 PF),"[1641740, 203903]",1610612750.0,MIN,,,,Clark,J. Clark,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,202026.0,,,,,,1.0,0.0,Clarkson,203903.0
156,PT10M12.00S,2025-01-31T02:39:17.0Z,2,REGULAR,substitution,out,[],203944,,,1610612762,36,32,2025-01-31T02:39:21Z,1550000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M12.00S,2025-01-31T02:39:17.0Z,2,REGULAR,substitution,in,[],1630183,,,1610612762,36,32,2025-01-31T02:39:21Z,1560000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT09M58.00S,2025-01-31T02:39:49.3Z,2,REGULAR,3pt,Jump Shot,[],203903,22.421156373193167,12.745098039215685,1610612762,36,32,2025-01-31T02:40:15Z,1570000,False,186.0,158.0,1,left,MISS J. Clarkson 24' step back 3PT,[203903],1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,24.45,Missed,,,,,,,,,,,,,,,,,,
159,PT09M54.00S,2025-01-31T02:39:53.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,36,32,2025-01-31T02:39:53Z,1580000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT09M45.00S,2025-01-31T02:40:18.5Z,2,REGULAR,3pt,Jump Shot,[],1629675,70.64717477003943,15.441176470588236,1610612750,36,35,2025-01-31T02:41:08Z,1640000,False,-173.0,223.0,1,right,N. Reid 28' 3PT  (6 PTS) (A. Edwards 6 AST),"[1629675, 1630162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,28.24,Made,,,,,6.0,A. Edwards,1630162.0,6.0,,,,,,,,,,
167,PT09M25.00S,2025-01-31T02:40:36.7Z,2,REGULAR,turnover,bad pass,[],1642268,,,1610612762,36,35,2025-01-31T02:40:41Z,1660000,False,,,0,,I. Collier bad pass TURNOVER (2 TO),"[1642268, 1641740]",1610612762.0,UTA,,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Clark,1641740.0,,,,,,
168,PT09M25.00S,2025-01-31T02:40:36.7Z,2,REGULAR,steal,,[],1641740,,,1610612750,36,35,2025-01-31T02:56:43Z,1670000,False,,,0,,J. Clark STEAL (1 STL),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
169,PT09M21.00S,2025-01-31T02:40:43.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642265,88.25558475689881,49.50980392156863,1610612750,36,37,2025-01-31T02:40:57Z,1680000,False,-2.0,58.0,1,right,R. Dillingham running finger roll Layup (7 PTS),[1642265],1610612750.0,MIN,running finger roll,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,5.8,Made,,,,,7.0,,,,,,,,,,,,,
170,PT09M21.00S,2025-01-31T02:40:46.3Z,2,REGULAR,foul,personal,['1freethrow'],1631117,,,1610612750,36,37,2025-01-31T02:40:57Z,1690000,False,,,0,,W. Kessler shooting personal FOUL (1 PF) (Dillingham 1 FT),"[1631117, 1642265]",1610612762.0,UTA,shooting,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202035.0,,,,,,1.0,0.0,Dillingham,1642265.0
183,PT09M21.00S,2025-01-31T02:40:59.2Z,2,REGULAR,substitution,out,[],1630162,,,1610612750,36,37,2025-01-31T02:42:19Z,1705000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M21.00S,2025-01-31T02:40:59.2Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,36,37,2025-01-31T02:42:19Z,1707500,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M21.00S,2025-01-31T02:41:12.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1642265,,,1610612750,36,37,2025-01-31T02:41:15Z,1710000,False,,,0,,MISS R. Dillingham Free Throw 1 of 1,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
173,PT09M19.00S,2025-01-31T02:41:14.1Z,2,REGULAR,rebound,defensive,[],1641729,,,1610612762,36,37,2025-01-31T02:41:15Z,1720000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT08M58.00S,2025-01-31T02:41:33.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,15.325229960578188,39.950980392156865,1610612762,38,37,2025-01-31T02:41:39Z,1730000,False,50.0,92.0,1,left,J. Clarkson 10' driving floating Jump Shot (2 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,10.45,Made,,,,,2.0,,,,,,,,,,,,,
177,PT08M43.00S,2025-01-31T02:41:49.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,67.23061760840999,50.73529411764706,1610612750,38,40,2025-01-31T02:41:52Z,1740000,False,4.0,256.0,1,right,N. Reid 25' 3PT  (9 PTS) (R. Dillingham 2 AST),"[1629675, 1642265]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.55,Made,,,,,9.0,R. Dillingham,1642265.0,2.0,,,,,,,,,,
