actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-11-28T02:11:10.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T02:11:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-28T02:11:11.8Z,1,REGULAR,jumpball,recovered,[],1630695,,,1610612762,0,0,2024-11-28T02:11:11Z,40000,False,,,0,,Jump Ball W. Kessler vs. N. Jokić: Tip to M. Potter,"[1630695, 1631117, 203999]",1610612762.0,UTA,startperiod,M. Potter,1630695.0,Potter,M. Potter,Kessler,1631117.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-11-28T02:11:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630695,74.32654402102497,15.196078431372548,1610612762,3,0,2024-11-28T02:11:30Z,70000,False,-174.0,189.0,1,right,M. Potter 25' 3PT  (3 PTS) (C. Sexton 1 AST),"[1630695, 1629012]",1610612762.0,UTA,,,,Potter,M. Potter,,,,,Above the Break 3,24+ Left Center,25.68,Made,3.0,C. Sexton,1629012.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2024-11-28T02:11:47.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,27.020367936925098,81.12745098039215,1610612743,3,0,2024-11-28T02:12:14Z,90000,False,-156.0,201.0,1,left,MISS M. Porter Jr. 25' pullup 3PT,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2024-11-28T02:11:49.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,0,2024-11-28T02:11:52Z,100000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2024-11-28T02:11:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,90.75229960578186,44.6078431372549,1610612762,5,0,2024-11-28T02:12:02Z,110000,False,-27.0,34.0,1,right,W. Kessler cutting Layup (2 PTS) (S. Mykhailiuk 1 AST),"[1631117, 1629004]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,4.37,Made,2.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,,,,,
13,PT10M47.00S,2024-11-28T02:12:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,8.623521681997373,43.13725490196079,1610612743,5,0,2024-11-28T02:12:26Z,130000,False,34.0,29.0,1,left,MISS J. Murray driving Layup - blocked,"[1627750, 1631117]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,Kessler,1631117.0,,,,,,,,
14,PT10M47.00S,2024-11-28T02:12:21.6Z,1,REGULAR,block,,[],1631117,,,1610612743,5,0,2024-11-28T02:12:24Z,140000,False,,,0,,W. Kessler BLOCK (1 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2024-11-28T02:12:23.6Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,5,0,2024-11-28T02:12:26Z,150000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,Potter,M. Potter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M32.00S,2024-11-28T02:12:37.3Z,1,REGULAR,turnover,bad pass,[],1630695,,,1610612762,5,0,2024-11-28T02:12:41Z,160000,False,,,0,,M. Potter bad pass TURNOVER (1 TO),"[1630695, 1627750]",1610612762.0,UTA,,,,Potter,M. Potter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1.0,Murray,1627750.0,,,,,
