actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-11-11T02:10:49.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-11-11T02:10:49Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-11-11T02:10:52.2Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2021-11-11T02:10:52Z,40000,,,0,,Jump Ball J. Green vs. M. Turner: Tip to J. Green,"[201145, 203210, 1626167]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Green,203210.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-11-11T02:11:05.9Z,1,REGULAR,3pt,Jump Shot,[],203115,31.09395532194481,37.745098039215684,1610612743,3,0,2021-11-11T02:11:11Z,70000,61.0,240.0,1,left,W. Barton 24' 3PT step back (3 PTS) (J. Green 1 AST),"[203115, 203210]",1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,24.75,Made,3.0,J. Green,203210.0,1.0,,,,,,,,,,,,,,,
8,PT11M20.00S,2021-11-11T02:11:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630537,69.33311432325887,68.87254901960785,1610612754,3,0,2021-11-11T02:11:33Z,80000,94.0,236.0,1,right,MISS C. Duarte 25' pullup 3PT,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2021-11-11T02:11:32.6Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,3,0,2021-11-11T02:11:33Z,90000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,
10,PT11M12.00S,2021-11-11T02:11:36.8Z,1,REGULAR,3pt,Jump Shot,[],203115,24.78646517739816,13.970588235294118,1610612743,6,0,2021-11-11T02:11:49Z,100000,180.0,180.0,1,left,W. Barton 25' 3PT step back (6 PTS) (M. Morris 1 AST),"[203115, 1628420]",1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,25.5,Made,6.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,
52,PT10M55.00S,2021-11-11T02:11:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,88.74835742444152,41.42156862745098,1610612754,6,0,2021-11-11T02:31:14Z,120000,-43.0,53.0,1,right,MISS D. Sabonis 6' turnaround Shot - blocked,"[1627734, 203210]",1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,6.84,Missed,,,,,,,,,Green,203210.0,,,,,,,,,
53,PT10M55.00S,2021-11-11T02:11:51.5Z,1,REGULAR,block,,[],203210,,,1610612754,6,0,2021-11-11T02:17:28Z,125000,,,0,,J. Green BLOCK (1 BLK),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT10M55.00S,2021-11-11T02:11:51.5Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,6,0,2021-11-11T02:30:31Z,127500,,,0,,M. Turner REBOUND (Off:1 Def:0),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,52.0,1.0,0.0,1.0,,,,,,,,,,,
14,PT10M44.00S,2021-11-11T02:12:06.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,6,0,2021-11-11T02:12:15Z,130000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,1627964.0,,,,,,,,
15,PT10M31.00S,2021-11-11T02:12:33.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203932,6.783837056504599,76.9607843137255,1610612743,6,0,2021-11-11T02:12:45Z,140000,-135.0,11.0,1,left,MISS A. Gordon 13' turnaround bank Shot,[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,13.53,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M29.00S,2021-11-11T02:12:35.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,6,0,2021-11-11T02:12:45Z,150000,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
