actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
97,PT03M12.00S,2022-01-20T03:27:08.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,25,18,2022-01-20T03:27:09Z,960000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT03M02.00S,2022-01-20T03:27:18.1Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,25,18,2022-01-20T03:27:21Z,970000,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 1627826]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,2.0,Zubac,1627826.0,,,,,,,,,,,,,,,
99,PT03M02.00S,2022-01-20T03:27:18.1Z,1,REGULAR,steal,,[],1627826,,,1610612746,25,18,2022-01-20T03:27:19Z,980000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M56.00S,2022-01-20T03:27:24.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627826,92.59198423127464,52.20588235294118,1610612746,25,20,2022-01-20T03:27:32Z,990000,11.0,17.0,1,right,I. Zubac running Layup (8 PTS),[1627826],1610612746.0,LAC,running,,,Zubac,I. Zubac,,,,,2.03,Made,8.0,,,,,,,,,,,,,,,,,,
101,PT02M34.00S,2022-01-20T03:27:47.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.440867279894875,54.65686274509803,1610612743,27,20,2022-01-20T03:28:23Z,1000000,-23.0,17.0,1,left,N. Jokic finger roll Layup (9 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,2.91,Made,9.0,,,,,,,,M. Morris,1628420.0,3.0,,,,,,,,
103,PT02M20.00S,2022-01-20T03:28:00.4Z,1,REGULAR,2pt,Jump Shot,[],1628379,73.01248357424441,52.20588235294118,1610612746,27,22,2022-01-20T03:28:04Z,1020000,11.0,201.0,1,right,L. Kennard 20' pullup Jump Shot (2 PTS),[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,20.15,Made,2.0,,,,,,,,,,,,,,,,,,
104,PT01M56.00S,2022-01-20T03:28:27.3Z,1,REGULAR,foul,personal,[],1627826,,,1610612743,27,22,2022-01-20T03:28:36Z,1030000,,,0,,I. Zubac personal FOUL (1 PF),"[1627826, 203999]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Jokic,203999.0,
106,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],203115,,,1610612743,27,22,2022-01-20T03:28:53Z,1050000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,27,22,2022-01-20T03:28:53Z,1060000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],203932,,,1610612743,27,22,2022-01-20T03:28:53Z,1070000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],1629599,,,1610612743,27,22,2022-01-20T03:28:53Z,1080000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],1629611,,,1610612743,27,22,2022-01-20T03:28:53Z,1090000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,out,[],1627826,,,1610612743,27,22,2022-01-20T03:28:53Z,1100000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,27,22,2022-01-20T03:28:53Z,1110000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,27,22,2022-01-20T03:28:53Z,1120000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],203085,,,1610612743,27,22,2022-01-20T03:28:53Z,1130000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],1630527,,,1610612743,27,22,2022-01-20T03:28:53Z,1140000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],1628392,,,1610612743,27,22,2022-01-20T03:28:53Z,1150000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M56.00S,2022-01-20T03:28:35.8Z,1,REGULAR,substitution,in,[],1626159,,,1610612743,27,22,2022-01-20T03:28:53Z,1160000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M44.00S,2022-01-20T03:29:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,8.492115637319317,55.14705882352941,1610612743,27,22,2022-01-20T03:29:10Z,1170000,-26.0,27.0,1,left,MISS B. Hyland driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,3.75,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M42.00S,2022-01-20T03:29:05.5Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,27,22,2022-01-20T03:29:10Z,1180000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,
120,PT01M41.00S,2022-01-20T03:29:09.8Z,1,REGULAR,foul,personal,['2freethrow'],1630267,,,1610612746,27,22,2022-01-20T03:29:32Z,1190000,,,0,,F. Campazzo shooting personal FOUL (1 PF) (Winslow 2 FT),"[1630267, 1626159]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Winslow,1626159.0,
122,PT01M41.00S,2022-01-20T03:29:33.9Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626159,,,1610612746,27,22,2022-01-20T03:29:34Z,1210000,,,0,,MISS J. Winslow Free Throw 1 of 2,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Missed,,,,,,,,,,,,,,,,,,,
123,PT01M41.00S,2022-01-20T03:29:33.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,27,22,2022-01-20T03:29:34Z,1220000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,122.0,,,,,,,,,,,,,,
124,PT01M41.00S,2022-01-20T03:29:53.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626159,,,1610612746,27,23,2022-01-20T03:29:53Z,1230000,,,0,,J. Winslow Free Throw 2 of 2 (1 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
125,PT01M21.00S,2022-01-20T03:30:15.2Z,1,REGULAR,3pt,Jump Shot,[],203085,28.07161629434954,19.852941176470587,1610612743,27,23,2022-01-20T03:30:22Z,1240000,151.0,211.0,1,left,MISS A. Rivers 25' step back 3PT,[203085],1610612743.0,DEN,step back,,,Rivers,A. Rivers,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M17.00S,2022-01-20T03:30:19.4Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,27,23,2022-01-20T03:30:19Z,1250000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,
127,PT01M13.00S,2022-01-20T03:30:23.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,75.64060446780552,84.80392156862744,1610612746,27,23,2022-01-20T03:30:41Z,1260000,174.0,176.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.78,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M11.00S,2022-01-20T03:30:25.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,27,23,2022-01-20T04:12:06Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,
129,PT01M11.00S,2022-01-20T03:30:39.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612746,27,23,2022-01-20T04:11:59Z,1280000,,,0,,A. Rivers loose ball personal FOUL (1 PF) (Winslow 2 FT),"[203085, 1626159]",1610612743.0,DEN,loose ball,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,202058.0,1.0,0.0,Winslow,1626159.0,
131,PT01M11.00S,2022-01-20T03:30:55.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626159,,,1610612746,27,24,2022-01-20T03:30:55Z,1300000,,,0,,J. Winslow Free Throw 1 of 2 (2 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
132,PT01M11.00S,2022-01-20T03:30:56.1Z,1,REGULAR,substitution,out,[],203999,,,1610612746,27,24,2022-01-20T03:31:01Z,1310000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M11.00S,2022-01-20T03:30:56.1Z,1,REGULAR,substitution,in,[],201145,,,1610612746,27,24,2022-01-20T03:31:01Z,1320000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M11.00S,2022-01-20T03:31:19.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626159,,,1610612746,27,25,2022-01-20T03:31:19Z,1330000,,,0,,J. Winslow Free Throw 2 of 2 (3 PTS),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
135,PT00M52.50S,2022-01-20T03:31:40.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,32.933639947437584,43.872549019607845,1610612743,27,25,2022-01-20T03:31:46Z,1340000,31.0,257.0,1,left,MISS B. Hyland 25' step back 3PT - blocked,"[1630538, 1628392]",1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,25.89,Missed,,,,,,,,,,,,Hartenstein,1628392.0,,,,,,
136,PT00M52.50S,2022-01-20T03:31:40.3Z,1,REGULAR,block,,[],1628392,,,1610612743,27,25,2022-01-20T03:31:42Z,1350000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M49.70S,2022-01-20T03:31:43.1Z,1,REGULAR,rebound,offensive,[],1630267,,,1610612743,27,25,2022-01-20T03:31:43Z,1360000,,,0,,F. Campazzo REBOUND (Off:1 Def:0),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,135.0,1.0,0.0,1.0,,,,,,,,,,,
138,PT00M47.50S,2022-01-20T03:31:45.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630267,9.674770039421814,58.57843137254902,1610612743,27,25,2022-01-20T03:31:51Z,1370000,-43.0,38.0,1,left,MISS F. Campazzo driving finger roll Layup,[1630267],1610612743.0,DEN,driving finger roll,,,Campazzo,F. Campazzo,,,,,5.76,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M44.90S,2022-01-20T03:31:48.2Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612746,27,25,2022-01-20T03:31:51Z,1380000,,,0,,J. Winslow REBOUND (Off:0 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,138.0,2.0,2.0,0.0,,,,,,,,,,,
140,PT00M41.20S,2022-01-20T03:31:51.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628379,80.3712220762155,91.91176470588235,1610612746,27,25,2022-01-20T03:31:57Z,1390000,210.0,132.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.77,Missed,,,,,,,,,,,,,,,,,,,
141,PT00M37.10S,2022-01-20T03:31:55.9Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612746,27,25,2022-01-20T03:31:55Z,1400000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,,,,,,
142,PT00M33.30S,2022-01-20T03:31:59.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630527,88.91261498028909,55.14705882352941,1610612746,27,25,2022-01-20T03:32:05Z,1410000,26.0,52.0,1,right,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,5.77,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M30.90S,2022-01-20T03:32:02.1Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,27,25,2022-01-20T03:32:05Z,1430000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,
145,PT00M22.70S,2022-01-20T03:32:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.5722733245729295,44.36274509803921,1610612743,27,25,2022-01-20T03:32:15Z,1440000,28.0,19.0,1,left,MISS A. Rivers driving Layup,[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,3.38,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M22.70S,2022-01-20T03:32:13.0Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,25,2022-01-20T03:32:13Z,1450000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,
147,PT00M22.70S,2022-01-20T03:32:13.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,5.590000152587891,50.0,1610612743,29,25,2022-01-20T03:33:24Z,1460000,0.0,0.0,1,left,Z. Nnaji tip Layup (2 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
148,PT00M00.40S,2022-01-20T03:32:40.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,89.96386333771353,44.11764705882353,1610612746,29,25,2022-01-20T03:32:45Z,1470000,-29.0,42.0,1,right,MISS I. Hartenstein floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,5.11,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M00.40S,2022-01-20T03:32:40.4Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,29,25,2022-01-20T03:32:45Z,1480000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,
150,PT00M00.00S,2022-01-20T03:32:51.1Z,1,REGULAR,period,end,[],0,,,1610612743,29,25,2022-01-20T03:32:51Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2022-01-20T03:36:19.1Z,2,REGULAR,period,start,[],0,,,1610612746,29,25,2022-01-20T03:36:19Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M48.00S,2022-01-20T03:36:30.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626159,93.38042049934296,46.32352941176471,1610612746,29,27,2022-01-20T03:36:35Z,1510000,-18.0,10.0,1,right,J. Winslow alley-oop DUNK (5 PTS) (I. Hartenstein 1 AST),"[1626159, 1628392]",1610612746.0,LAC,alley-oop,,,Winslow,J. Winslow,,,,,2.08,Made,5.0,,,,,,,,I. Hartenstein,1628392.0,1.0,,,,,,,,
154,PT11M32.00S,2022-01-20T03:36:48.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,29,27,2022-01-20T03:36:48Z,1530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M24.00S,2022-01-20T03:37:10.3Z,2,REGULAR,3pt,Jump Shot,[],1630192,8.886333771353483,95.83333333333334,1610612743,32,27,2022-01-20T03:37:14Z,1540000,-229.0,31.0,1,left,Z. Nnaji 3PT  (5 PTS) (B. Hyland 1 AST),"[1630192, 1630538]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,23.13,Made,5.0,,,,,,,,B. Hyland,1630538.0,1.0,,,,,,,,
157,PT11M03.00S,2022-01-20T03:37:31.0Z,2,REGULAR,3pt,Jump Shot,[],1630527,70.25295663600527,18.872549019607842,1610612746,32,30,2022-01-20T03:37:35Z,1560000,-156.0,227.0,1,right,B. Boston Jr. 27' 3PT  (3 PTS) (I. Hartenstein 2 AST),"[1630527, 1628392]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,27.53,Made,3.0,,,,,,,,I. Hartenstein,1628392.0,2.0,,,,,,,,
159,PT10M37.00S,2022-01-20T03:37:57.2Z,2,REGULAR,3pt,Jump Shot,[],1630267,35.8245729303548,48.03921568627451,1610612743,32,30,2022-01-20T03:38:10Z,1580000,10.0,284.0,1,left,MISS F. Campazzo 28' bank 3PT,[1630267],1610612743.0,DEN,bank,,,Campazzo,F. Campazzo,,,,,28.45,Missed,,,,,,,,,,,,,,,,,,,
160,PT10M33.00S,2022-01-20T03:38:01.2Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,32,30,2022-01-20T03:38:10Z,1590000,,,0,,I. Hartenstein REBOUND (Off:1 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,159.0,3.0,2.0,1.0,,,,,,,,,,,
161,PT10M28.00S,2022-01-20T03:38:05.8Z,2,REGULAR,3pt,Jump Shot,[],1630527,67.88764783180025,33.33333333333333,1610612746,32,30,2022-01-20T03:38:17Z,1600000,-83.0,249.0,1,right,MISS B. Boston Jr. 26' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,,
162,PT10M25.00S,2022-01-20T03:38:08.8Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,32,30,2022-01-20T03:38:17Z,1610000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,
163,PT10M16.00S,2022-01-20T03:38:17.6Z,2,REGULAR,3pt,Jump Shot,[],1630538,28.465834428383708,19.607843137254903,1610612743,32,30,2022-01-20T03:38:22Z,1620000,152.0,215.0,1,left,MISS B. Hyland 26' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M14.00S,2022-01-20T03:38:19.6Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,32,30,2022-01-20T03:38:22Z,1630000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,
165,PT10M05.00S,2022-01-20T03:38:29.7Z,2,REGULAR,3pt,Jump Shot,[],1630527,90.62089356110381,3.431372549019608,1610612746,32,33,2022-01-20T03:38:34Z,1640000,-233.0,36.0,1,right,B. Boston Jr. 3PT  (6 PTS) (J. Winslow 1 AST),"[1630527, 1626159]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,23.55,Made,6.0,,,,,,,,J. Winslow,1626159.0,1.0,,,,,,,,
167,PT10M04.00S,2022-01-20T03:38:35.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,32,33,2022-01-20T03:38:35Z,1660000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M04.00S,2022-01-20T03:41:12.8Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,32,33,2022-01-20T03:41:52Z,1670000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M04.00S,2022-01-20T03:41:12.8Z,2,REGULAR,substitution,out,[],1628379,,,1610612743,32,33,2022-01-20T03:41:52Z,1680000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M04.00S,2022-01-20T03:41:12.8Z,2,REGULAR,substitution,in,[],203115,,,1610612743,32,33,2022-01-20T03:41:52Z,1690000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M04.00S,2022-01-20T03:41:12.8Z,2,REGULAR,substitution,in,[],202704,,,1610612743,32,33,2022-01-20T03:41:52Z,1700000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M48.00S,2022-01-20T03:42:10.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201145,11.777266754270697,42.8921568627451,1610612743,34,33,2022-01-20T03:42:15Z,1710000,36.0,58.0,1,left,J. Green 6' Hook (5 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,6.82,Made,5.0,,,,,,,,,,,,,,,,,,
173,PT09M27.00S,2022-01-20T03:42:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,83.39356110381078,39.705882352941174,1610612746,34,35,2022-01-20T03:42:34Z,1720000,-51.0,104.0,1,right,I. Hartenstein 11' floating Jump Shot (2 PTS) (B. Boston Jr. 1 AST),"[1628392, 1630527]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,11.57,Made,2.0,,,,,,,,B. Boston Jr.,1630527.0,1.0,,,,,,,,
175,PT09M13.00S,2022-01-20T03:42:44.8Z,2,REGULAR,3pt,Jump Shot,[],203085,9.280551905387648,2.941176470588235,1610612743,34,35,2022-01-20T03:42:52Z,1740000,235.0,35.0,1,left,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
176,PT09M10.00S,2022-01-20T03:42:47.8Z,2,REGULAR,rebound,defensive,[],202339,,,1610612746,34,35,2022-01-20T03:42:52Z,1750000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
177,PT08M52.00S,2022-01-20T03:43:05.6Z,2,REGULAR,3pt,Jump Shot,[],202339,68.01905387647832,21.813725490196077,1610612746,34,38,2022-01-20T03:43:11Z,1760000,-141.0,248.0,1,right,E. Bledsoe 28' 3PT  (3 PTS) (J. Winslow 2 AST),"[202339, 1626159]",1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,28.53,Made,3.0,,,,,,,,J. Winslow,1626159.0,2.0,,,,,,,,
179,PT08M26.00S,2022-01-20T03:43:31.6Z,2,REGULAR,3pt,Jump Shot,[],1630267,8.492115637319317,5.392156862745098,1610612743,34,38,2022-01-20T03:43:37Z,1780000,223.0,27.0,1,left,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,22.47,Missed,,,,,,,,,,,,,,,,,,,
180,PT08M23.00S,2022-01-20T03:43:34.6Z,2,REGULAR,rebound,defensive,[],1626159,,,1610612746,34,38,2022-01-20T03:43:37Z,1790000,,,0,,J. Winslow REBOUND (Off:0 Def:4),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,179.0,4.0,4.0,0.0,,,,,,,,,,,
181,PT08M18.00S,2022-01-20T03:43:39.6Z,2,REGULAR,2pt,Jump Shot,[],202339,80.1084099868594,66.66666666666666,1610612746,34,38,2022-01-20T03:43:47Z,1800000,83.0,134.0,1,right,MISS E. Bledsoe 15' fadeaway Shot,[202339],1610612746.0,LAC,fadeaway,,,Bledsoe,E. Bledsoe,,,,,15.82,Missed,,,,,,,,,,,,,,,,,,,
182,PT08M16.00S,2022-01-20T03:43:41.6Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,34,38,2022-01-20T03:43:47Z,1810000,,,0,,F. Campazzo REBOUND (Off:1 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,,
183,PT08M10.00S,2022-01-20T03:43:47.6Z,2,REGULAR,turnover,bad pass,[],203115,,,1610612743,34,38,2022-01-20T03:43:51Z,1820000,,,0,,W. Barton bad pass TURNOVER (2 TO),"[203115, 1628392]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,2.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,
