actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
96,PT04M32.00S,2022-03-27T01:24:46.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629676,9.806176084099869,50.73529411764706,1610612760,21,18,2022-03-27T01:24:59Z,960000,-4.0,40.0,1,left,MISS I. Roby running Layup,[1629676],1610612760.0,OKC,running,,,Roby,I. Roby,,,,,3.99,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2022-03-27T01:24:47.6Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,21,18,2022-03-27T01:24:59Z,980000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,96.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
99,PT04M31.00S,2022-03-27T01:24:50.1Z,1,REGULAR,foul,personal,[],1629647,,,1610612743,21,18,2022-03-27T01:34:36Z,990000,,,0,,D. Bazley take personal FOUL (1 PF),"[1629647, 1628420]",1610612760.0,OKC,take,,,Bazley,D. Bazley,,,,,,,,201246.0,,,,,1.0,0.0,Morris,1628420.0,,,,,,,,,
101,PT04M31.00S,2022-03-27T01:24:56.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,21,18,2022-03-27T01:25:01Z,1010000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2022-03-27T01:24:56.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,21,18,2022-03-27T01:25:01Z,1020000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M21.00S,2022-03-27T01:25:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,86.94152431011827,42.64705882352941,1610612743,23,18,2022-03-27T01:25:32Z,1030000,-37.0,70.0,1,right,N. Jokic 7' driving floating Jump Shot (7 PTS) (W. Barton 2 AST),"[203999, 203115]",1610612743.0,DEN,driving floating,,,Jokic,N. Jokic,,,,,7.93,Made,,,7.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,
105,PT04M04.00S,2022-03-27T01:25:45.8Z,1,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612760,23,18,2022-03-27T01:26:05Z,1050000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Maledon 2 FT),"[1630538, 1630177]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,,,,202058.0,,,,,1.0,0.0,Maledon,1630177.0,,,,,,,,,
107,PT04M04.00S,2022-03-27T01:26:15.1Z,1,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,23,19,2022-03-27T01:26:15Z,1070000,,,0,,T. Maledon Free Throw 1 of 2 (8 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,8.0,,,,,,,,,,,,,,,,
108,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,out,[],203115,,,1610612760,23,19,2022-03-27T01:26:30Z,1080000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,out,[],1629647,,,1610612760,23,19,2022-03-27T01:26:30Z,1090000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,out,[],1630544,,,1610612760,23,19,2022-03-27T01:26:30Z,1100000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,in,[],203085,,,1610612760,23,19,2022-03-27T01:26:30Z,1110000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,in,[],1630249,,,1610612760,23,19,2022-03-27T01:26:30Z,1120000,,,0,,SUB in: V. Krejci,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M04.00S,2022-03-27T01:26:15.7Z,1,REGULAR,substitution,in,[],1630322,,,1610612760,23,19,2022-03-27T01:26:30Z,1130000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M04.00S,2022-03-27T01:26:42.7Z,1,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,23,20,2022-03-27T01:26:42Z,1140000,,,0,,T. Maledon Free Throw 2 of 2 (9 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,9.0,,,,,,,,,,,,,,,,
115,PT03M54.00S,2022-03-27T01:26:58.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.59198423127464,51.71568627450981,1610612743,25,20,2022-03-27T01:27:03Z,1150000,9.0,17.0,1,right,N. Jokic finger roll Layup (9 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,1.91,Made,,,9.0,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,
117,PT03M34.00S,2022-03-27T01:27:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,14.454664914586061,38.45741421568627,1610612760,25,20,2022-03-27T01:36:46Z,1170000,58.0,83.0,1,left,MISS A. Wiggins 10' pullup Shot,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,,
118,PT03M32.00S,2022-03-27T01:27:19.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,25,20,2022-03-27T01:27:23Z,1180000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,117.0,,,,,,,,,,,,,3.0,3.0,0.0,,,
119,PT03M29.00S,2022-03-27T01:27:25.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612743,25,20,2022-03-27T01:27:35Z,1190000,,,0,,I. Roby personal FOUL (2 PF) (Jokic 2 FT),"[1629676, 203999]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,201246.0,,,,,2.0,0.0,Jokic,203999.0,,,,,,,,,
121,PT03M29.00S,2022-03-27T01:27:49.9Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,26,20,2022-03-27T01:29:12Z,1210000,,,0,,N. Jokic Free Throw 1 of 2 (10 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,10.0,,,,,,,,,,,,,,,,
129,PT03M29.00S,2022-03-27T01:28:10.5Z,1,REGULAR,substitution,out,[],203932,,,1610612743,26,20,2022-03-27T01:29:13Z,1215000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M29.00S,2022-03-27T01:28:10.5Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,26,20,2022-03-27T01:29:13Z,1217500,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M29.00S,2022-03-27T01:27:49.9Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,27,20,2022-03-27T01:29:12Z,1220000,,,0,,N. Jokic Free Throw 2 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,11.0,,,,,,,,,,,,,,,,
123,PT03M07.00S,2022-03-27T01:28:31.2Z,1,REGULAR,3pt,Jump Shot,[],1630322,9.411957950065702,4.411764705882353,1610612760,27,23,2022-03-27T01:28:43Z,1230000,228.0,36.0,1,left,L. Waters III 3PT fadeaway (3 PTS) (I. Roby 1 AST),"[1630322, 1629676]",1610612760.0,OKC,fadeaway,,,Waters III,L. Waters III,,,,,23.07,Made,,,3.0,I. Roby,1629676.0,1.0,,,,,,,,,,,,,
125,PT02M47.00S,2022-03-27T01:28:50.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,93.11760840998686,47.05882352941176,1610612743,29,23,2022-03-27T01:28:55Z,1250000,-15.0,12.0,1,right,J. Green cutting DUNK (2 PTS) (B. Hyland 2 AST),"[203210, 1630538]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,1.91,Made,,,2.0,B. Hyland,1630538.0,2.0,,,,,,,,,,,,,
127,PT02M36.00S,2022-03-27T01:29:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630322,33.85348226018397,37.99019607843137,1610612760,29,23,2022-03-27T01:29:17Z,1270000,60.0,266.0,1,left,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M34.00S,2022-03-27T01:29:04.2Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,29,23,2022-03-27T01:29:04Z,1280000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,127.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
131,PT02M18.00S,2022-03-27T01:29:19.5Z,1,REGULAR,3pt,Jump Shot,[],1627854,92.72339027595268,4.166666666666666,1610612743,32,23,2022-03-27T01:29:23Z,1290000,-229.0,16.0,1,right,B. Forbes 3PT  (3 PTS) (B. Hyland 3 AST),"[1627854, 1630538]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,22.98,Made,,,3.0,B. Hyland,1630538.0,3.0,,,,,,,,,,,,,
133,PT02M17.00S,2022-03-27T01:29:25.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,32,23,2022-03-27T01:29:25Z,1310000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,out,[],203999,,,1610612760,32,23,2022-03-27T01:32:19Z,1320000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,out,[],1630177,,,1610612760,32,23,2022-03-27T01:32:19Z,1330000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,out,[],1629676,,,1610612760,32,23,2022-03-27T01:32:19Z,1340000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,in,[],202326,,,1610612760,32,23,2022-03-27T01:32:19Z,1350000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,in,[],1630846,,,1610612760,32,23,2022-03-27T01:32:19Z,1360000,,,0,,SUB in: O. Sarr,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2022-03-27T01:31:35.3Z,1,REGULAR,substitution,in,[],1630197,,,1610612760,32,23,2022-03-27T01:32:19Z,1370000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M01.00S,2022-03-27T01:32:32.9Z,1,REGULAR,3pt,Jump Shot,[],1630197,36.775213534822605,47.28094362745098,1610612760,32,23,2022-03-27T01:41:10Z,1380000,14.0,293.0,1,left,MISS A. Pokusevski 29' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,29.35,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M57.00S,2022-03-27T01:32:36.9Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,32,23,2022-03-27T01:32:37Z,1390000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,140.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
142,PT01M46.00S,2022-03-27T01:32:46.6Z,1,REGULAR,3pt,Jump Shot,[],1627854,66.96780551905388,51.9607843137255,1610612743,32,23,2022-03-27T01:32:55Z,1400000,10.0,258.0,1,right,MISS B. Forbes 25' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M42.00S,2022-03-27T01:32:50.6Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,32,23,2022-03-27T01:32:55Z,1410000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,142.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
144,PT01M36.00S,2022-03-27T01:32:59.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612760,32,23,2022-03-27T01:33:11Z,1420000,,,0,,J. Green shooting personal FOUL (1 PF) (Pokusevski 2 FT),"[203210, 1630197]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,202035.0,,,,,1.0,0.0,Pokusevski,1630197.0,,,,,,,,,
146,PT01M36.00S,2022-03-27T01:33:19.1Z,1,REGULAR,freethrow,1 of 2,[],1630197,,,1610612760,32,24,2022-03-27T01:33:19Z,1440000,,,0,,A. Pokusevski Free Throw 1 of 2 (3 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,3.0,,,,,,,,,,,,,,,,
147,PT01M36.00S,2022-03-27T01:33:31.6Z,1,REGULAR,freethrow,2 of 2,[],1630197,,,1610612760,32,25,2022-03-27T01:33:31Z,1450000,,,0,,A. Pokusevski Free Throw 2 of 2 (4 PTS),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,Made,,,4.0,,,,,,,,,,,,,,,,
148,PT01M21.00S,2022-03-27T01:33:49.1Z,1,REGULAR,3pt,Jump Shot,[],203085,93.24901445466492,2.941176470588235,1610612743,32,25,2022-03-27T01:33:56Z,1460000,-235.0,11.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M16.00S,2022-03-27T01:33:54.1Z,1,REGULAR,rebound,offensive,[],202326,,,1610612743,32,25,2022-03-27T01:33:56Z,1470000,,,0,,D. Cousins REBOUND (Off:1 Def:0),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,148.0,,,,,,,,,,,,,1.0,0.0,1.0,,,
150,PT01M13.00S,2022-03-27T01:33:58.2Z,1,REGULAR,turnover,out-of-bounds,[],203085,,,1610612743,32,25,2022-03-27T01:34:04Z,1480000,,,0,,A. Rivers bad pass out-of-bounds TURNOVER (1 TO),[203085],1610612743.0,DEN,bad pass,,,Rivers,A. Rivers,,,,,,,,202035.0,,,,,,,,,1.0,,,,,,,,
151,PT01M02.00S,2022-03-27T01:34:14.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,32.14520367936925,62.00980392156863,1610612760,32,25,2022-03-27T01:34:19Z,1490000,-60.0,250.0,1,left,MISS V. Krejci 25' 3PT,[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M58.90S,2022-03-27T01:34:17.4Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,32,25,2022-03-27T01:34:19Z,1500000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,151.0,,,,,,,,,,,,,2.0,2.0,0.0,,,
153,PT00M48.50S,2022-03-27T01:34:28.3Z,1,REGULAR,3pt,Jump Shot,[],203085,92.46057818659659,4.166666666666666,1610612743,32,25,2022-03-27T01:34:35Z,1510000,-229.0,18.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M45.90S,2022-03-27T01:34:30.9Z,1,REGULAR,rebound,offensive,[],202326,,,1610612743,32,25,2022-03-27T01:34:35Z,1520000,,,0,,D. Cousins REBOUND (Off:2 Def:0),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,153.0,,,,,,,,,,,,,2.0,0.0,2.0,,,
168,PT00M32.10S,2022-03-27T01:34:40.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203210,92.32917214191852,48.529411764705884,1610612743,32,25,2022-03-27T01:39:13Z,1535000,-7.0,20.0,1,right,MISS J. Green cutting DUNK - blocked,"[203210, 1630249]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,2.1,Missed,,,,,,,,,,,,,,,,,Krejci,1630249.0,
169,PT00M32.10S,2022-03-27T01:34:40.5Z,1,REGULAR,block,,[],1630249,,,1610612743,32,25,2022-03-27T01:39:13Z,1542500,,,0,,V. Krejci BLOCK (1 BLK),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT00M32.10S,2022-03-27T01:34:40.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,32,25,2022-03-27T01:41:11Z,1546250,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,,,
159,PT00M32.10S,2022-03-27T01:35:23.9Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612760,32,25,2022-03-27T01:41:11Z,1570000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M32.10S,2022-03-27T01:35:26.0Z,1,REGULAR,instantreplay,challenge,[],0,,,1610612760,32,25,2022-03-27T01:41:11Z,1580000,,,0,,,[],1610612760.0,OKC,overturned,,,,,,,,,,,,202058.0,,,,,,,,,,,,,,,,,No Foul on V. Krejci
161,PT00M32.10S,2022-03-27T01:37:53.5Z,1,REGULAR,jumpball,recovered,[],1630249,,,1610612760,32,25,2022-03-27T01:37:53Z,1600000,,,0,,Jump Ball O. Sarr vs. J. Green: Tip to V. Krejci,"[1630249, 1630846, 203210]",1610612760.0,OKC,challenge,V. Krejci,1630249.0,Krejci,V. Krejci,Sarr,1630846.0,Green,203210.0,,,,,,,,,,,,,,,,,,,,,
164,PT00M26.00S,2022-03-27T01:37:54.4Z,1,REGULAR,3pt,Jump Shot,[],1630598,28.728646517739815,74.26470588235294,1610612760,32,25,2022-03-27T01:45:24Z,1620000,-121.0,218.0,1,left,MISS A. Wiggins 24' pullup 3PT,[1630598],1610612760.0,OKC,pullup,,,Wiggins,A. Wiggins,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
165,PT00M25.30S,2022-03-27T01:37:55.1Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,32,25,2022-03-27T01:40:50Z,1630000,,,0,,D. Cousins REBOUND (Off:2 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,164.0,,,,,,,,,,,,,3.0,1.0,2.0,,,
166,PT00M02.40S,2022-03-27T01:38:10.0Z,1,REGULAR,turnover,bad pass,[],1630538,,,1610612743,32,25,2022-03-27T01:38:17Z,1640000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1630197]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0,,,,,,
167,PT00M02.40S,2022-03-27T01:38:10.0Z,1,REGULAR,steal,,[],1630197,,,1610612760,32,25,2022-03-27T01:38:11Z,1650000,,,0,,A. Pokusevski STEAL (2 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2022-03-27T01:39:36.8Z,1,REGULAR,period,end,[],0,,,1610612760,32,25,2022-03-27T01:39:36Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-27T01:40:56.3Z,2,REGULAR,period,start,[],0,,,1610612743,32,25,2022-03-27T01:40:56Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M40.00S,2022-03-27T01:41:16.1Z,2,REGULAR,3pt,Jump Shot,[],203210,92.72339027595268,96.32352941176471,1610612743,32,25,2022-03-27T01:41:21Z,1680000,232.0,16.0,1,right,MISS J. Green step back 3PT,[203210],1610612743.0,DEN,step back,,,Green,J. Green,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M36.00S,2022-03-27T01:41:20.1Z,2,REGULAR,rebound,defensive,[],1630249,,,1610612760,32,25,2022-03-27T01:41:21Z,1690000,,,0,,V. Krejci REBOUND (Off:0 Def:1),[1630249],1610612760.0,OKC,,,,Krejci,V. Krejci,,,,,,,173.0,,,,,,,,,,,,,1.0,1.0,0.0,,,
175,PT11M20.00S,2022-03-27T01:41:35.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630846,9.543363994743759,49.754901960784316,1610612760,32,25,2022-03-27T01:41:39Z,1700000,1.0,37.0,1,left,MISS O. Sarr Hook,[1630846],1610612760.0,OKC,,,,Sarr,O. Sarr,,,,,3.72,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M18.00S,2022-03-27T01:41:37.6Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,32,25,2022-03-27T01:41:39Z,1710000,,,0,,D. Cousins REBOUND (Off:2 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,175.0,,,,,,,,,,,,,4.0,2.0,2.0,,,
177,PT11M09.00S,2022-03-27T01:41:46.8Z,2,REGULAR,3pt,Jump Shot,[],202326,72.22404730617609,77.94117647058823,1610612743,32,25,2022-03-27T01:41:55Z,1720000,140.0,209.0,1,right,MISS D. Cousins 25' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
178,PT11M05.00S,2022-03-27T01:41:50.8Z,2,REGULAR,rebound,defensive,[],1630197,,,1610612760,32,25,2022-03-27T01:41:55Z,1730000,,,0,,A. Pokusevski REBOUND (Off:0 Def:2),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,177.0,,,,,,,,,,,,,2.0,2.0,0.0,,,
179,PT11M01.00S,2022-03-27T01:41:57.4Z,2,REGULAR,turnover,traveling,[],1630598,,,1610612760,32,25,2022-03-27T01:42:09Z,1740000,,,0,,A. Wiggins traveling TURNOVER (1 TO),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,201246.0,,,,,,,,,1.0,,,,,,,,
180,PT10M40.00S,2022-03-27T01:42:33.5Z,2,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612743,32,25,2022-03-27T01:42:40Z,1750000,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (2 TO),[1630538],1610612743.0,DEN,bad pass,,,Hyland,B. Hyland,,,,,,,,202035.0,,,,,,,,,2.0,,,,,,,,
181,PT10M23.00S,2022-03-27T01:42:56.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630249,20.18725361366623,91.42156862745098,1610612760,32,28,2022-03-27T01:43:03Z,1760000,-207.0,137.0,1,left,V. Krejci 24' 3PT step back (3 PTS) (L. Waters III 1 AST),"[1630249, 1630322]",1610612760.0,OKC,step back,,,Krejci,V. Krejci,,,,,24.85,Made,,,3.0,L. Waters III,1630322.0,1.0,,,,,,,,,,,,,
183,PT09M59.00S,2022-03-27T01:43:20.3Z,2,REGULAR,3pt,Jump Shot,[],202326,66.3107752956636,54.41176470588235,1610612743,35,28,2022-03-27T01:43:24Z,1780000,22.0,264.0,1,right,D. Cousins 26' 3PT  (3 PTS) (B. Forbes 1 AST),"[202326, 1627854]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,26.51,Made,,,3.0,B. Forbes,1627854.0,1.0,,,,,,,,,,,,,
185,PT09M45.00S,2022-03-27T01:43:33.3Z,2,REGULAR,3pt,Jump Shot,[],1630249,30.699737187910642,66.42156862745098,1610612760,35,28,2022-03-27T01:43:37Z,1800000,-82.0,236.0,1,left,MISS V. Krejci 25' pullup 3PT,[1630249],1610612760.0,OKC,pullup,,,Krejci,V. Krejci,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
186,PT09M45.00S,2022-03-27T01:43:33.3Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,35,28,2022-03-27T01:43:37Z,1810000,,,0,,D. Cousins REBOUND (Off:2 Def:3),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,185.0,,,,,,,,,,,,,5.0,3.0,2.0,,,
187,PT09M33.00S,2022-03-27T01:43:47.0Z,2,REGULAR,turnover,lost ball,[],202326,,,1610612743,35,28,2022-03-27T01:43:51Z,1820000,,,0,,D. Cousins lost ball TURNOVER (1 TO),"[202326, 1630322]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,1.0,Waters III,1630322.0,,,,,,
188,PT09M33.00S,2022-03-27T01:43:47.0Z,2,REGULAR,steal,,[],1630322,,,1610612760,35,28,2022-03-27T01:43:48Z,1830000,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M28.00S,2022-03-27T01:43:51.2Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630322,29.303547963206313,88.2123161764706,1610612760,35,31,2022-03-27T01:49:32Z,1840000,-191.0,223.0,1,left,L. Waters III 29' 3PT running (6 PTS) (V. Krejci 1 AST),"[1630322, 1630249]",1610612760.0,OKC,running,,,Waters III,L. Waters III,,,,,29.37,Made,,,6.0,V. Krejci,1630249.0,1.0,,,,,,,,,,,,,
191,PT09M26.00S,2022-03-27T01:43:59.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,35,31,2022-03-27T01:43:59Z,1860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
