actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
22,PT09M43.00S,2022-03-07T01:13:23.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201145,9.149145860709593,77.20588235294117,1610612743,5,2,2022-03-07T01:13:31Z,220000,-136.0,34.0,1,left,MISS J. Green 14' turnaround Shot,[201145],1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,14.01,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M39.00S,2022-03-07T01:13:27.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,5,2,2022-03-07T01:13:31Z,230000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M26.00S,2022-03-07T01:13:40.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.85479632063075,53.18627450980392,1610612740,5,4,2022-03-07T01:13:51Z,240000,16.0,15.0,1,right,J. Hayes alley-oop DUNK (4 PTS) (J. Valanciunas 1 AST),"[1629637, 202685]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,2.17,Made,4.0,J. Valanciunas,202685.0,1.0,,,,,,,,,,,,,,,
26,PT09M20.00S,2022-03-07T01:13:49.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,5,4,2022-03-07T01:13:49Z,260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT09M06.00S,2022-03-07T01:14:11.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201145,9.017739816031538,48.28431372549019,1610612743,7,4,2022-03-07T01:14:22Z,270000,9.0,32.0,1,left,J. Green turnaround Jump Shot (2 PTS) (N. Jokic 1 AST),"[201145, 203999]",1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,3.34,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
29,PT08M50.00S,2022-03-07T01:14:28.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,93.38042049934296,56.86274509803921,1610612740,7,4,2022-03-07T01:14:39Z,290000,34.0,10.0,1,right,MISS H. Jones driving reverse Layup,[1630529],1610612740.0,NOP,driving reverse,,,Jones,H. Jones,,,,,3.56,Missed,,,,,,,,,,,,,,,,,,,
30,PT08M48.00S,2022-03-07T01:14:29.6Z,1,REGULAR,rebound,offensive,[],203468,,,1610612740,7,4,2022-03-07T01:14:29Z,300000,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,,
31,PT08M43.00S,2022-03-07T01:14:34.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,66.96780551905388,49.01960784313725,1610612740,7,7,2022-03-07T01:14:42Z,310000,-5.0,258.0,1,right,C. McCollum 25' 3PT pullup (3 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,25.8,Made,3.0,,,,,,,,,,,,,,,,,,
32,PT08M26.00S,2022-03-07T01:14:51.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203932,6.389618922470433,56.61764705882353,1610612743,7,7,2022-03-07T01:14:57Z,320000,-33.0,8.0,1,left,MISS A. Gordon turnaround Hook,[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,3.4,Missed,,,,,,,,,,,,,,,,,,,
33,PT08M25.00S,2022-03-07T01:14:52.6Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,7,7,2022-03-07T01:14:57Z,330000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,
34,PT08M17.00S,2022-03-07T01:15:02.2Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,7,7,2022-03-07T01:15:20Z,340000,,,0,,B. Ingram bad pass out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,bad pass,,,Ingram,B. Ingram,,,,,,,,,,,,,,,1.0,,,204058.0,,,,,,,
35,PT08M17.00S,2022-03-07T01:15:21.8Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612743,7,7,2022-03-07T01:15:21Z,350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT07M56.00S,2022-03-07T01:15:49.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203999,31.61957950065703,50.245098039215684,1610612743,7,7,2022-03-07T01:15:58Z,360000,-1.0,245.0,1,left,MISS N. Jokic 24' step back 3PT,[203999],1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,24.47,Missed,,,,,,,,,,,,,,,,,,,
37,PT07M53.00S,2022-03-07T01:15:52.4Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,7,7,2022-03-07T01:15:58Z,370000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,,,,
38,PT07M48.00S,2022-03-07T01:15:57.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1627742,85.62746386333771,40.44117647058824,1610612740,7,7,2022-03-07T01:19:31Z,380000,-48.0,83.0,1,right,MISS B. Ingram 9' driving floating Shot,[1627742],1610612740.0,NOP,driving floating,,,Ingram,B. Ingram,,,,,9.54,Missed,,,,,,,,,,,,,,,,,,,
39,PT07M48.00S,2022-03-07T01:15:57.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,7,7,2022-03-07T01:16:30Z,390000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,,
40,PT07M42.00S,2022-03-07T01:16:03.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,24.655059132720105,13.23529411764706,1610612743,10,7,2022-03-07T01:20:00Z,400000,184.0,179.0,1,left,W. Barton 25' 3PT running (6 PTS) (N. Jokic 2 AST),"[203115, 203999]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,25.68,Made,6.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,,
42,PT07M27.00S,2022-03-07T01:16:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,85.3646517739816,37.254901960784316,1610612740,10,9,2022-03-07T01:16:44Z,420000,-64.0,85.0,1,right,C. McCollum 10' driving floating Jump Shot (5 PTS),[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,10.63,Made,5.0,,,,,,,,,,,,,,,,,,
43,PT07M06.00S,2022-03-07T01:16:38.4Z,1,REGULAR,3pt,Jump Shot,[],203999,33.327858081471746,37.5,1610612743,13,9,2022-03-07T01:16:48Z,430000,62.0,261.0,1,left,N. Jokic 26' 3PT  (5 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.82,Made,5.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,,
45,PT06M50.00S,2022-03-07T01:16:54.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,87.07293035479631,58.57843137254902,1610612740,13,9,2022-03-07T01:17:03Z,450000,43.0,69.0,1,right,MISS B. Ingram 8' turnaround Shot - blocked,"[1627742, 203999]",1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,8.12,Missed,,,,,,,,,,,,,Jokic,203999.0,,,,,
46,PT06M50.00S,2022-03-07T01:16:54.3Z,1,REGULAR,block,,[],203999,,,1610612740,13,9,2022-03-07T01:16:56Z,460000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT06M48.00S,2022-03-07T01:16:56.3Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,13,9,2022-03-07T01:17:03Z,470000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,,,,
48,PT06M46.00S,2022-03-07T01:16:58.9Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,13,9,2022-03-07T01:17:08Z,480000,,,0,,A. Gordon lost ball TURNOVER (1 TO),"[203932, 1630529]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,,,
49,PT06M46.00S,2022-03-07T01:16:58.9Z,1,REGULAR,steal,,[],1630529,,,1610612740,13,9,2022-03-07T01:23:57Z,490000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M33.00S,2022-03-07T01:17:12.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629637,92.9862023653088,60.78431372549019,1610612740,13,9,2022-03-07T01:17:21Z,500000,54.0,13.0,1,right,MISS J. Hayes turnaround Hook,[1629637],1610612740.0,NOP,turnaround,,,Hayes,J. Hayes,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M29.00S,2022-03-07T01:17:16.3Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,13,9,2022-03-07T01:17:21Z,510000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,
52,PT06M24.00S,2022-03-07T01:17:20.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,6.258212877792378,43.13725490196079,1610612743,13,9,2022-03-07T01:17:34Z,520000,34.0,6.0,1,left,MISS W. Barton running Layup - blocked,"[203115, 1629637]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,3.49,Missed,,,,,,,,,,,,,Hayes,1629637.0,,,,,
53,PT06M24.00S,2022-03-07T01:17:20.7Z,1,REGULAR,block,,[],1629637,,,1610612743,13,9,2022-03-07T01:17:22Z,530000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M21.00S,2022-03-07T01:17:23.7Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,13,9,2022-03-07T01:17:34Z,540000,,,0,,C. McCollum REBOUND (Off:1 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,,,,,,,,
55,PT06M13.00S,2022-03-07T01:17:32.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630529,85.23324572930355,58.333333333333336,1610612740,13,9,2022-03-07T01:17:41Z,550000,42.0,86.0,1,right,MISS H. Jones 9' driving floating Shot,[1630529],1610612740.0,NOP,driving floating,,,Jones,H. Jones,,,,,9.58,Missed,,,,,,,,,,,,,,,,,,,
56,PT06M13.00S,2022-03-07T01:17:32.5Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,13,9,2022-03-07T01:17:41Z,560000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,,
57,PT06M06.00S,2022-03-07T01:17:39.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628420,6.783837056504599,44.85294117647059,1610612743,15,9,2022-03-07T01:18:34Z,570000,26.0,11.0,1,left,M. Morris running reverse Layup (2 PTS) (J. Green 2 AST),"[1628420, 201145]",1610612743.0,DEN,running reverse,,,Morris,M. Morris,,,,,2.81,Made,2.0,J. Green,201145.0,2.0,,,,,,,,,,,,,,,
59,PT06M06.00S,2022-03-07T01:17:51.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,15,9,2022-03-07T01:17:51Z,590000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT05M52.00S,2022-03-07T01:20:54.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,80.3712220762155,49.26470588235294,1610612740,15,9,2022-03-07T01:21:03Z,600000,-4.0,132.0,1,right,MISS J. Valanciunas 13' floating Shot,[202685],1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,13.21,Missed,,,,,,,,,,,,,,,,,,,
61,PT05M47.00S,2022-03-07T01:20:59.4Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,15,9,2022-03-07T01:21:03Z,610000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,
62,PT05M47.00S,2022-03-07T01:20:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612740,15,9,2022-03-07T01:20:59Z,620000,0.0,0.0,1,right,MISS J. Valanciunas tip Layup,[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
63,PT05M45.00S,2022-03-07T01:21:01.0Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,15,9,2022-03-07T01:21:01Z,630000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,
64,PT05M42.00S,2022-03-07T01:21:05.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,15,9,2022-03-07T01:21:05Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M32.00S,2022-03-07T01:21:28.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.521024967148489,47.794117647058826,1610612743,17,9,2022-03-07T01:21:32Z,650000,11.0,9.0,1,left,J. Green driving DUNK (4 PTS) (N. Jokic 3 AST),"[201145, 203999]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,1.41,Made,4.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,,
67,PT05M18.00S,2022-03-07T01:21:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.9060446780552,53.67647058823529,1610612740,17,9,2022-03-07T01:21:47Z,670000,18.0,5.0,1,right,MISS C. McCollum driving finger roll Layup,[203468],1610612740.0,NOP,driving finger roll,,,McCollum,C. McCollum,,,,,1.9,Missed,,,,,,,,,,,,,,,,,,,
68,PT05M18.00S,2022-03-07T01:21:41.2Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,17,9,2022-03-07T01:21:47Z,680000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,,,,,,,,
69,PT05M10.00S,2022-03-07T01:21:50.8Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612743,17,9,2022-03-07T01:22:00Z,690000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Gordon 2 FT),"[1629637, 203932]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,204058.0,,,1.0,0.0,Gordon,203932.0,
71,PT05M10.00S,2022-03-07T01:22:17.7Z,1,REGULAR,foul,technical,['1freethrow'],203468,,,1610612743,17,9,2022-03-07T01:22:26Z,710000,,,0,,C. McCollum technical FOUL (1 Tech),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,2714.0,,,0.0,1.0,,,
72,PT05M10.00S,2022-03-07T01:22:27.9Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,18,9,2022-03-07T01:22:27Z,720000,,,0,,N. Jokic technical Free Throw 1 of 1 (6 PTS),[203999],1610612743.0,DEN,technical,,,Jokic,N. Jokic,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
73,PT05M10.00S,2022-03-07T01:22:43.2Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,19,9,2022-03-07T01:23:04Z,730000,,,0,,A. Gordon Free Throw 1 of 2 (1 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
74,PT05M10.00S,2022-03-07T01:22:44.4Z,1,REGULAR,substitution,out,[],1629637,,,1610612743,19,9,2022-03-07T01:22:50Z,740000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M10.00S,2022-03-07T01:22:44.4Z,1,REGULAR,substitution,in,[],1628984,,,1610612743,19,9,2022-03-07T01:22:50Z,750000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M10.00S,2022-03-07T01:22:43.2Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,19,9,2022-03-07T01:23:04Z,760000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
77,PT05M08.00S,2022-03-07T01:22:45.2Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,19,9,2022-03-07T01:23:04Z,770000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,76.0,3.0,2.0,1.0,,,,,,,,,,,
78,PT04M49.00S,2022-03-07T01:23:22.3Z,1,REGULAR,turnover,bad pass,[],1628984,,,1610612740,19,9,2022-03-07T01:23:25Z,780000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 203115]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,1.0,Barton,203115.0,,,,,,,,
79,PT04M49.00S,2022-03-07T01:23:22.3Z,1,REGULAR,steal,,[],203115,,,1610612743,19,9,2022-03-07T01:23:23Z,790000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M41.00S,2022-03-07T01:23:30.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,21.632720105124836,42.40196078431372,1610612743,21,9,2022-03-07T01:23:34Z,800000,38.0,151.0,1,left,M. Morris 15' pullup Jump Shot (4 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,15.55,Made,4.0,,,,,,,,,,,,,,,,,,
81,PT04M15.00S,2022-03-07T01:23:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,93.11760840998686,64.70588235294117,1610612740,21,11,2022-03-07T01:23:59Z,810000,74.0,12.0,1,right,J. Valanciunas 7' Jump Shot (2 PTS) (D. Graham 1 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,7.45,Made,2.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
83,PT03M53.00S,2022-03-07T01:24:18.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,7.046649145860711,50.0,1610612743,23,11,2022-03-07T01:24:22Z,830000,0.0,14.0,1,left,A. Gordon reverse Layup (3 PTS) (N. Jokic 4 AST),"[203932, 203999]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,1.37,Made,3.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,,,
85,PT03M44.00S,2022-03-07T01:24:27.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,93.77463863337714,54.166666666666664,1610612740,23,13,2022-03-07T01:24:33Z,850000,21.0,6.0,1,right,C. McCollum running reverse Layup (7 PTS),[203468],1610612740.0,NOP,running reverse,,,McCollum,C. McCollum,,,,,2.16,Made,7.0,,,,,,,,,,,,,,,,,,
86,PT03M26.00S,2022-03-07T01:24:44.9Z,1,REGULAR,3pt,Jump Shot,[],1628420,27.677398160315374,16.911764705882355,1610612743,26,13,2022-03-07T01:24:48Z,860000,165.0,208.0,1,left,M. Morris 26' 3PT  (7 PTS) (W. Barton 2 AST),"[1628420, 203115]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,26.55,Made,7.0,W. Barton,203115.0,2.0,,,,,,,,,,,,,,,
88,PT03M16.00S,2022-03-07T01:24:57.0Z,1,REGULAR,foul,personal,[],203932,,,1610612740,26,13,2022-03-07T01:25:06Z,880000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1627742]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,2714.0,,,1.0,0.0,Ingram,1627742.0,
