actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
274,PT01M10.00S,2022-01-16T03:00:05.7Z,2,REGULAR,rebound,defensive,[],2772,,,1610612747,65,55,2022-01-16T03:00:09Z,2730000,,,0,,T. Ariza REBOUND (Off:0 Def:2),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,273.0,2.0,2.0,0.0,,,,,,,,
275,PT00M58.40S,2022-01-16T03:00:18.8Z,2,REGULAR,3pt,Jump Shot,[],2544,33.590670170827856,58.57843137254902,1610612747,65,55,2022-01-16T03:00:25Z,2740000,-43.0,263.0,1,left,MISS L. James 26' pullup 3PT,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,,,,,,Missed,,26.68,,,,,,,,,,,,
276,PT00M55.40S,2022-01-16T03:00:21.8Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,65,55,2022-01-16T03:00:25Z,2750000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,275.0,3.0,3.0,0.0,,,,,,,,
277,PT00M49.70S,2022-01-16T03:00:27.5Z,2,REGULAR,3pt,Jump Shot,[],203115,72.35545335085413,77.45098039215686,1610612743,68,55,2022-01-16T03:00:33Z,2760000,137.0,207.0,1,right,W. Barton 24' 3PT  (10 PTS) (N. Jokic 8 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,Made,10.0,24.87,,,,,N. Jokic,203999.0,8.0,,,,,
280,PT00M37.60S,2022-01-16T03:00:43.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.623521681997373,50.49019607843137,1610612747,68,57,2022-01-16T03:00:51Z,2790000,-2.0,29.0,1,left,L. James driving Layup (15 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,,,,,,Made,15.0,2.87,,,,,,,,,,,,
281,PT00M29.90S,2022-01-16T03:00:56.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,93.11760840998686,55.63725490196079,1610612743,70,57,2022-01-16T03:01:01Z,2800000,28.0,12.0,1,right,W. Barton driving finger roll Layup (12 PTS) (N. Jokic 9 AST),"[203115, 203999]",1610612743.0,DEN,driving finger roll,,,Barton,W. Barton,,,,,,,,,,Made,12.0,3.07,,,,,N. Jokic,203999.0,9.0,,,,,
283,PT00M09.40S,2022-01-16T03:01:23.4Z,2,REGULAR,3pt,Jump Shot,[],2772,12.697109067017081,3.6764705882352944,1610612747,70,60,2022-01-16T03:01:28Z,2820000,232.0,67.0,1,left,T. Ariza 24' 3PT  (9 PTS) (R. Westbrook 3 AST),"[2772, 201566]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,Made,9.0,24.11,,,,,R. Westbrook,201566.0,3.0,,,,,
285,PT00M02.30S,2022-01-16T03:01:34.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201145,91.93495400788436,95.58823529411765,1610612743,73,60,2022-01-16T03:01:41Z,2840000,228.0,23.0,1,right,J. Green 3PT  (11 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,11.0,22.91,,,,,M. Morris,1628420.0,1.0,,,,,
287,PT00M00.00S,2022-01-16T03:01:44.6Z,2,REGULAR,period,end,[],0,,,1610612747,73,60,2022-01-16T03:01:44Z,2860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2022-01-16T03:16:30.1Z,3,REGULAR,substitution,out,['startperiod'],2772,,,1610612747,73,60,2022-01-16T03:16:54Z,2870000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2022-01-16T03:16:30.1Z,3,REGULAR,substitution,in,['startperiod'],2730,,,1610612747,73,60,2022-01-16T03:16:54Z,2880000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2022-01-16T03:16:55.8Z,3,REGULAR,period,start,[],0,,,1610612747,73,60,2022-01-16T03:16:55Z,2890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT11M47.00S,2022-01-16T03:17:08.1Z,3,REGULAR,3pt,Jump Shot,[],2544,67.62483574244416,38.23529411764706,1610612747,73,60,2022-01-16T03:17:11Z,2900000,-59.0,252.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,25.86,,,,,,,,,,,,
292,PT11M45.00S,2022-01-16T03:17:10.1Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,73,60,2022-01-16T03:17:11Z,2910000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,,
293,PT11M27.00S,2022-01-16T03:17:27.7Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,73,60,2022-01-16T03:17:31Z,2920000,,,0,,N. Jokic lost ball TURNOVER (3 TO),"[203999, 2730]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,3.0,Howard,2730.0,,
294,PT11M27.00S,2022-01-16T03:17:27.7Z,3,REGULAR,steal,,[],2730,,,1610612747,73,60,2022-01-16T03:17:29Z,2930000,,,0,,D. Howard STEAL (1 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
295,PT11M22.00S,2022-01-16T03:17:33.3Z,3,REGULAR,turnover,bad pass,[],1628370,,,1610612747,73,60,2022-01-16T03:17:37Z,2940000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 203999]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,
296,PT11M22.00S,2022-01-16T03:17:33.3Z,3,REGULAR,steal,,[],203999,,,1610612743,73,60,2022-01-16T03:17:35Z,2950000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
297,PT11M11.00S,2022-01-16T03:17:46.1Z,3,REGULAR,turnover,out-of-bounds,[],203115,,,1610612743,73,60,2022-01-16T03:17:53Z,2960000,,,0,,W. Barton bad pass out-of-bounds TURNOVER (1 TO),[203115],1610612743.0,DEN,bad pass,,,Barton,W. Barton,,,,,203592.0,,,,,,,,,,,,,,,1.0,,,,
298,PT10M55.00S,2022-01-16T03:18:05.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628370,84.70762155059133,51.71568627450981,1610612747,73,60,2022-01-16T03:18:46Z,2970000,9.0,91.0,1,right,MISS M. Monk 9' floating Shot,[1628370],1610612747.0,LAL,floating,,,Monk,M. Monk,,,,,,,,,,Missed,,9.16,,,,,,,,,,,,
299,PT10M54.00S,2022-01-16T03:18:06.6Z,3,REGULAR,rebound,offensive,[],1628370,,,1610612747,73,60,2022-01-16T03:18:06Z,2980000,,,0,,M. Monk REBOUND (Off:1 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,298.0,4.0,3.0,1.0,,,,,,,,
300,PT10M52.00S,2022-01-16T03:18:08.2Z,3,REGULAR,turnover,bad pass,[],1628370,,,1610612747,73,60,2022-01-16T03:18:37Z,2990000,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 1628420]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,2.0,Morris,1628420.0,,
301,PT10M52.00S,2022-01-16T03:18:08.2Z,3,REGULAR,steal,,[],1628420,,,1610612743,73,60,2022-01-16T03:18:11Z,3000000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
302,PT10M51.00S,2022-01-16T03:18:12.0Z,3,REGULAR,foul,personal,[],201566,,,1610612743,73,60,2022-01-16T03:18:22Z,3010000,,,0,,R. Westbrook take personal FOUL (1 PF),"[201566, 203115]",1610612747.0,LAL,take,,,Westbrook,R. Westbrook,,,,,101284.0,1.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
304,PT10M39.00S,2022-01-16T03:18:44.4Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203999,24.392247043363994,66.66666666666666,1610612743,73,60,2022-01-16T03:18:49Z,3030000,-83.0,177.0,1,left,MISS N. Jokic 19' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Missed,,19.54,,,,,,,,,,,,
305,PT10M36.00S,2022-01-16T03:18:47.4Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,73,60,2022-01-16T03:18:49Z,3040000,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,304.0,6.0,5.0,1.0,,,,,,,,
306,PT10M31.00S,2022-01-16T03:18:52.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,90.3580814717477,50.0,1610612747,73,62,2022-01-16T03:19:02Z,3050000,0.0,38.0,1,right,L. James running finger roll Layup (17 PTS),[2544],1610612747.0,LAL,running finger roll,,,James,L. James,,,,,,,,,,Made,17.0,3.81,,,,,,,,,,,,
307,PT10M07.00S,2022-01-16T03:19:15.8Z,3,REGULAR,3pt,Jump Shot,[],203932,10.463206307490145,3.431372549019608,1610612743,76,62,2022-01-16T03:19:20Z,3060000,233.0,46.0,1,left,A. Gordon 3PT  (6 PTS) (N. Jokic 10 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,6.0,23.73,,,,,N. Jokic,203999.0,10.0,,,,,
309,PT09M52.00S,2022-01-16T03:19:30.3Z,3,REGULAR,3pt,Jump Shot,[],2730,66.44218134034165,46.81372549019608,1610612747,76,62,2022-01-16T03:19:36Z,3080000,-16.0,263.0,1,right,MISS D. Howard 26' 3PT,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,Missed,,26.34,,,,,,,,,,,,
310,PT09M50.00S,2022-01-16T03:19:32.3Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,76,62,2022-01-16T03:19:36Z,3090000,,,0,,N. Jokic REBOUND (Off:2 Def:8),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,309.0,10.0,8.0,2.0,,,,,,,,
311,PT09M39.00S,2022-01-16T03:19:44.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.806176084099869,56.61764705882353,1610612743,76,62,2022-01-16T03:19:47Z,3100000,-33.0,40.0,1,left,MISS N. Jokic turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,,,Missed,,5.17,,,,,,,,,,,,
312,PT09M37.00S,2022-01-16T03:19:46.4Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,76,62,2022-01-16T03:19:47Z,3110000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,311.0,3.0,3.0,0.0,,,,,,,,
313,PT09M24.00S,2022-01-16T03:19:59.5Z,3,REGULAR,turnover,lost ball,[],202340,,,1610612747,76,62,2022-01-16T03:20:04Z,3120000,,,0,,A. Bradley lost ball TURNOVER (1 TO),"[202340, 1628420]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,1.0,Morris,1628420.0,,
314,PT09M24.00S,2022-01-16T03:19:59.5Z,3,REGULAR,steal,,[],1628420,,,1610612743,76,62,2022-01-16T03:20:01Z,3130000,,,0,,M. Morris STEAL (2 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
315,PT09M19.00S,2022-01-16T03:20:05.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628420,6.783837056504599,55.14705882352941,1610612743,78,62,2022-01-16T03:20:16Z,3140000,-26.0,11.0,1,left,M. Morris running finger roll Layup (7 PTS),[1628420],1610612743.0,DEN,running finger roll,,,Morris,M. Morris,,,,,,,,,,Made,7.0,2.81,,,,,,,,,,,,
316,PT09M19.00S,2022-01-16T03:20:07.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,78,62,2022-01-16T03:20:07Z,3150000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT09M19.00S,2022-01-16T03:22:24.9Z,3,REGULAR,substitution,out,[],2730,,,1610612747,78,62,2022-01-16T03:22:57Z,3160000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
318,PT09M19.00S,2022-01-16T03:22:24.9Z,3,REGULAR,substitution,in,[],201599,,,1610612747,78,62,2022-01-16T03:22:57Z,3170000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
319,PT09M11.00S,2022-01-16T03:23:11.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.32917214191852,45.34313725490196,1610612747,78,64,2022-01-16T03:23:17Z,3180000,-23.0,20.0,1,right,R. Westbrook driving finger roll Layup (12 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,,,Made,12.0,3.04,,,,,,,,,,,,
320,PT08M51.00S,2022-01-16T03:23:30.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,5.995400788436268,55.14705882352941,1610612743,80,64,2022-01-16T03:23:40Z,3190000,-26.0,4.0,1,left,J. Green reverse DUNK (13 PTS) (A. Gordon 4 AST),"[201145, 203932]",1610612743.0,DEN,reverse,,,Green,J. Green,,,,,,,,,,Made,13.0,2.6,,,,,A. Gordon,203932.0,4.0,,,,,
322,PT08M36.00S,2022-01-16T03:23:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.32917214191852,55.88235294117647,1610612747,80,64,2022-01-16T03:23:53Z,3210000,29.0,20.0,1,right,MISS L. James driving finger roll Layup,[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,,,,,,Missed,,3.53,,,,,,,,,,,,
323,PT08M32.00S,2022-01-16T03:23:50.5Z,3,REGULAR,rebound,offensive,[],201599,,,1610612747,80,64,2022-01-16T03:23:53Z,3220000,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,322.0,1.0,0.0,1.0,,,,,,,,
324,PT08M32.00S,2022-01-16T03:23:49.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,94.40999984741211,50.0,1610612747,80,64,2022-01-16T03:23:49Z,3230000,0.0,0.0,1,right,MISS D. Jordan tip Layup,[201599],1610612747.0,LAL,tip,,,Jordan,D. Jordan,,,,,,,,,,Missed,,0.0,,,,,,,,,,,,
325,PT08M31.00S,2022-01-16T03:23:51.4Z,3,REGULAR,rebound,offensive,[],201566,,,1610612747,80,64,2022-01-16T03:23:51Z,3240000,,,0,,R. Westbrook REBOUND (Off:1 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,324.0,4.0,3.0,1.0,,,,,,,,
326,PT08M24.00S,2022-01-16T03:23:58.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,93.64323258869908,52.20588235294118,1610612747,80,66,2022-01-16T03:24:04Z,3250000,11.0,7.0,1,right,D. Jordan alley-oop DUNK (2 PTS) (M. Monk 4 AST),"[201599, 1628370]",1610612747.0,LAL,alley-oop,,,Jordan,D. Jordan,,,,,,,,,,Made,2.0,1.32,,,,,M. Monk,1628370.0,4.0,,,,,
328,PT08M02.00S,2022-01-16T03:24:19.3Z,3,REGULAR,2pt,Jump Shot,[],203932,8.360709592641262,77.94117647058823,1610612743,80,66,2022-01-16T03:24:28Z,3270000,-140.0,26.0,1,left,MISS A. Gordon 14' Jump Shot,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Missed,,14.21,,,,,,,,,,,,
329,PT08M00.00S,2022-01-16T03:24:21.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,80,66,2022-01-16T03:24:28Z,3280000,,,0,,L. James REBOUND (Off:1 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,328.0,7.0,6.0,1.0,,,,,,,,
330,PT07M51.00S,2022-01-16T03:24:31.0Z,3,REGULAR,3pt,Jump Shot,[],1628370,69.72733245729303,24.509803921568626,1610612747,80,66,2022-01-16T03:24:36Z,3290000,-127.0,232.0,1,right,MISS M. Monk 26' step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,,,,,,Missed,,26.48,,,,,,,,,,,,
331,PT07M48.00S,2022-01-16T03:24:34.0Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,80,66,2022-01-16T03:24:36Z,3300000,,,0,,N. Jokic REBOUND (Off:2 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,330.0,11.0,9.0,2.0,,,,,,,,
332,PT07M45.00S,2022-01-16T03:24:36.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,28.991458607095925,19.607843137254903,1610612743,83,66,2022-01-16T03:24:43Z,3310000,152.0,220.0,1,left,M. Morris 26' 3PT pullup (10 PTS) (N. Jokic 11 AST),"[1628420, 203999]",1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,,,Made,10.0,26.74,,,,,N. Jokic,203999.0,11.0,,,,,
334,PT07M29.00S,2022-01-16T03:24:52.9Z,3,REGULAR,3pt,Jump Shot,[],2544,66.83639947437582,44.11764705882353,1610612747,83,69,2022-01-16T03:24:58Z,3330000,-29.0,259.0,1,right,L. James 26' 3PT  (20 PTS) (M. Monk 5 AST),"[2544, 1628370]",1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Made,20.0,26.09,,,,,M. Monk,1628370.0,5.0,,,,,
336,PT07M09.00S,2022-01-16T03:25:13.0Z,3,REGULAR,3pt,Jump Shot,[],201145,8.754927726675426,3.9215686274509802,1610612743,86,69,2022-01-16T03:25:17Z,3350000,230.0,30.0,1,left,J. Green 3PT  (16 PTS) (N. Jokic 12 AST),"[201145, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,Made,16.0,23.23,,,,,N. Jokic,203999.0,12.0,,,,,
338,PT06M47.00S,2022-01-16T03:25:34.3Z,3,REGULAR,3pt,Jump Shot,[],2544,74.72076215505913,85.7843137254902,1610612747,86,69,2022-01-16T03:25:40Z,3370000,179.0,185.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,Missed,,25.74,,,,,,,,,,,,
339,PT06M45.00S,2022-01-16T03:25:37.4Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,86,69,2022-01-16T03:25:37Z,3380000,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,
340,PT06M30.00S,2022-01-16T03:25:52.1Z,3,REGULAR,2pt,Jump Shot,[],1628420,17.95335085413929,75.0,1610612743,86,69,2022-01-16T03:26:02Z,3390000,-125.0,116.0,1,left,MISS M. Morris 17' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,,,Missed,,17.07,,,,,,,,,,,,
341,PT06M22.00S,2022-01-16T03:26:00.1Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,86,69,2022-01-16T03:26:02Z,3400000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,340.0,2.0,1.0,1.0,,,,,,,,
342,PT06M22.00S,2022-01-16T03:25:59.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,5.590000152587891,50.0,1610612743,88,69,2022-01-16T03:25:59Z,3410000,0.0,0.0,1,left,A. Gordon tip DUNK (8 PTS),[203932],1610612743.0,DEN,tip,,,Gordon,A. Gordon,,,,,,,,,,Made,8.0,0.0,,,,,,,,,,,,
344,PT06M12.00S,2022-01-16T03:28:44.0Z,3,REGULAR,foul,personal,[],203932,,,1610612747,88,69,2022-01-16T03:29:58Z,3430000,,,0,,A. Gordon personal FOUL (2 PF),"[203932, 201566]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,101284.0,2.0,0.0,Westbrook,201566.0,,,,,,,,,,,,,,,
346,PT06M12.00S,2022-01-16T03:28:53.5Z,3,REGULAR,instantreplay,altercationrequest,[],0,,,1610612747,88,69,2022-01-16T03:29:04Z,3450000,,,0,,,[],,,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,
347,PT06M12.00S,2022-01-16T03:29:17.3Z,3,REGULAR,foul,technical,[],203932,,,1610612747,88,69,2022-01-16T03:29:23Z,3460000,,,0,,A. Gordon double technical FOUL (1 Tech),[203932],1610612743.0,DEN,double,,,Gordon,A. Gordon,,,,,101284.0,2.0,1.0,,,,,,,,,,,,,,,,,
348,PT06M12.00S,2022-01-16T03:29:17.3Z,3,REGULAR,foul,technical,[],201566,,,1610612747,88,69,2022-01-16T03:29:24Z,3470000,,,0,,R. Westbrook double technical FOUL (1 Tech),[201566],1610612747.0,LAL,double,,,Westbrook,R. Westbrook,,,,,101284.0,1.0,1.0,,,,,,,,,,,,,,,,,
349,PT06M12.00S,2022-01-16T03:29:27.9Z,3,REGULAR,substitution,out,[],201145,,,1610612747,88,69,2022-01-16T03:29:46Z,3480000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
350,PT06M12.00S,2022-01-16T03:29:27.9Z,3,REGULAR,substitution,in,[],1630538,,,1610612747,88,69,2022-01-16T03:29:46Z,3490000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
351,PT06M03.00S,2022-01-16T03:30:06.7Z,3,REGULAR,foul,personal,[],203932,,,1610612747,88,69,2022-01-16T03:30:15Z,3500000,,,0,,A. Gordon personal FOUL (3 PF),"[203932, 2544]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,202053.0,3.0,1.0,James,2544.0,,,,,,,,,,,,,,,
353,PT05M53.00S,2022-01-16T03:30:32.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,89.17542706964521,49.26470588235294,1610612747,88,71,2022-01-16T03:30:37Z,3520000,-4.0,49.0,1,right,R. Westbrook driving Layup (14 PTS) (M. Monk 6 AST),"[201566, 1628370]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,,,,Made,14.0,4.94,,,,,M. Monk,1628370.0,6.0,,,,,
355,PT05M33.00S,2022-01-16T03:30:52.5Z,3,REGULAR,3pt,Jump Shot,[],203999,32.670827858081466,46.568627450980394,1610612743,88,71,2022-01-16T03:30:57Z,3540000,17.0,255.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,Missed,,25.52,,,,,,,,,,,,
356,PT05M30.00S,2022-01-16T03:30:55.5Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,88,71,2022-01-16T03:30:57Z,3550000,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,355.0,5.0,4.0,1.0,,,,,,,,
357,PT05M27.00S,2022-01-16T03:30:59.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201566,68.80749014454665,29.901960784313726,1610612747,88,71,2022-01-16T03:31:04Z,3560000,-100.0,241.0,1,right,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,,,Missed,,26.08,,,,,,,,,,,,
358,PT05M23.00S,2022-01-16T03:31:03.3Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,88,71,2022-01-16T03:31:04Z,3570000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,357.0,3.0,2.0,1.0,,,,,,,,
359,PT05M11.00S,2022-01-16T03:31:17.5Z,3,REGULAR,foul,personal,[],202340,,,1610612743,88,71,2022-01-16T03:31:57Z,3580000,,,0,,A. Bradley personal FOUL (1 PF),"[202340, 203115]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,101284.0,1.0,0.0,Barton,203115.0,,,,,,,,,,,,,,,
361,PT05M11.00S,2022-01-16T03:31:23.0Z,3,REGULAR,substitution,out,[],2544,,,1610612743,88,71,2022-01-16T03:31:35Z,3600000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
362,PT05M11.00S,2022-01-16T03:31:23.0Z,3,REGULAR,substitution,out,[],202340,,,1610612743,88,71,2022-01-16T03:31:35Z,3610000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
363,PT05M11.00S,2022-01-16T03:31:23.0Z,3,REGULAR,substitution,in,[],2772,,,1610612743,88,71,2022-01-16T03:31:35Z,3620000,,,0,,SUB in: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
364,PT05M11.00S,2022-01-16T03:31:23.0Z,3,REGULAR,substitution,in,[],1629659,,,1610612743,88,71,2022-01-16T03:31:35Z,3630000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
365,PT04M59.00S,2022-01-16T03:31:53.1Z,3,REGULAR,3pt,Jump Shot,[],203932,8.229303547963205,95.58823529411765,1610612743,91,71,2022-01-16T03:31:59Z,3640000,-228.0,25.0,1,left,A. Gordon 3PT  (11 PTS) (B. Hyland 1 AST),"[203932, 1630538]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,Made,11.0,22.93,,,,,B. Hyland,1630538.0,1.0,,,,,
