actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-10-26T01:10:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-26T01:10:52Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2021-10-26T01:10:55.3Z,1,REGULAR,jumpball,recovered,[],1628374,,,1610612739,0,0,2021-10-26T01:10:55Z,40000,,,0,,Jump Ball J. Allen vs. N. Jokic: Tip to L. Markkanen,"[1628374, 1628386, 203999]",1610612739.0,CLE,startperiod,L. Markkanen,1628374.0,Markkanen,L. Markkanen,Allen,1628386.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2021-10-26T01:11:14.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,8.754927726675426,97.54901960784314,1610612739,0,0,2021-10-26T01:11:19Z,70000,-238.0,30.0,1,left,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2021-10-26T01:11:17.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2021-10-26T01:11:19Z,80000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M21.00S,2021-10-26T01:11:30.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,0,0,2021-10-26T01:11:41Z,90000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628374]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,1.0,Markkanen,1628374.0,,,,,,,,,,,
10,PT11M21.00S,2021-10-26T01:11:30.8Z,1,REGULAR,steal,,[],1628374,,,1610612739,0,0,2021-10-26T01:11:32Z,100000,,,0,,L. Markkanen STEAL (1 STL),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2021-10-26T01:11:35.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628374,6.915243101182654,51.71568627450981,1610612739,0,2,2021-10-26T01:11:45Z,110000,-9.0,13.0,1,left,L. Markkanen running DUNK (2 PTS),[1628374],1610612739.0,CLE,running,,,Markkanen,L. Markkanen,,,,,1.52,Made,,,,,,,,2.0,,,,,,,,,,
12,PT10M56.00S,2021-10-26T01:11:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629008,69.20170827858082,28.921568627450984,1610612743,0,2,2021-10-26T01:12:00Z,120000,-105.0,237.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2021-10-26T01:11:59.1Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,0,2,2021-10-26T01:12:00Z,130000,,,0,,E. Mobley REBOUND (Off:0 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M43.00S,2021-10-26T01:12:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,23.866622864651774,87.25490196078431,1610612739,0,2,2021-10-26T01:12:13Z,140000,-186.0,172.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
