actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
91,PT04M18.00S,2022-01-17T01:27:36.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1626220,,,1610612762,26,23,2022-01-17T01:27:36Z,910000,,,0,,R. O'Neale Free Throw 1 of 1 (6 PTS),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
92,PT04M00.00S,2022-01-17T01:27:55.0Z,1,REGULAR,2pt,Jump Shot,[],203932,8.886333771353483,30.392156862745097,1610612743,26,23,2022-01-17T01:28:03Z,920000,98.0,31.0,1,left,MISS A. Gordon 10' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,10.28,Missed,,,,,,,,,,,,,,,,,,
93,PT03M58.00S,2022-01-17T01:27:57.0Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,26,23,2022-01-17T01:28:03Z,930000,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,
94,PT03M42.00S,2022-01-17T01:28:12.9Z,1,REGULAR,3pt,Jump Shot,[],204060,71.17279894875165,21.07843137254902,1610612762,26,23,2022-01-17T01:28:17Z,940000,-145.0,218.0,1,right,MISS J. Ingles 26' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,
95,PT03M38.00S,2022-01-17T01:28:16.9Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,26,23,2022-01-17T01:28:17Z,950000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT03M28.00S,2022-01-17T01:28:26.4Z,1,REGULAR,3pt,Jump Shot,[],1630267,7.966491458607096,95.34313725490196,1610612743,26,23,2022-01-17T01:28:29Z,960000,-227.0,22.0,1,left,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,
97,PT03M26.00S,2022-01-17T01:28:28.4Z,1,REGULAR,rebound,defensive,[],204060,,,1610612762,26,23,2022-01-17T01:28:29Z,970000,,,0,,J. Ingles REBOUND (Off:0 Def:2),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,
98,PT03M20.00S,2022-01-17T01:28:34.7Z,1,REGULAR,3pt,Jump Shot,[],200752,67.36202365308804,67.40196078431373,1610612762,26,23,2022-01-17T01:28:39Z,980000,87.0,254.0,1,right,MISS R. Gay 26' 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
99,PT03M17.00S,2022-01-17T01:28:37.7Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,26,23,2022-01-17T01:28:39Z,990000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,
100,PT03M12.00S,2022-01-17T01:28:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.703679369250986,43.872549019607845,1610612743,28,23,2022-01-17T01:28:53Z,1000000,31.0,20.0,1,left,N. Jokic Layup (4 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,3.65,Made,4.0,,,,,,,B. Hyland,1630538.0,1.0,,,,,,,,
102,PT03M12.00S,2022-01-17T01:28:46.8Z,1,REGULAR,foul,personal,['1freethrow'],200752,,,1610612743,28,23,2022-01-17T01:29:18Z,1020000,,,0,,R. Gay shooting personal FOUL (1 PF) (Jokic 1 FT),"[200752, 203999]",1610612762.0,UTA,shooting,,,Gay,R. Gay,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Jokic,203999.0,,
104,PT03M12.00S,2022-01-17T01:29:25.1Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,29,23,2022-01-17T01:29:25Z,1040000,,,0,,N. Jokic Free Throw 1 of 1 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2022-01-17T01:29:31.3Z,1,REGULAR,substitution,out,[],203932,,,1610612762,29,23,2022-01-17T01:30:21Z,1045000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M12.00S,2022-01-17T01:29:31.3Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,29,23,2022-01-17T01:30:21Z,1047500,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M12.00S,2022-01-17T01:29:31.3Z,1,REGULAR,substitution,in,[],1630192,,,1610612762,29,23,2022-01-17T01:30:21Z,1048750,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2022-01-17T01:29:31.3Z,1,REGULAR,substitution,in,[],203497,,,1610612762,29,23,2022-01-17T01:30:21Z,1049375,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M01.00S,2022-01-17T01:29:37.6Z,1,REGULAR,3pt,Jump Shot,[],1628378,68.28186596583443,29.65686274509804,1610612762,29,23,2022-01-17T01:29:44Z,1050000,-102.0,246.0,1,right,MISS D. Mitchell 26' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
106,PT02M58.00S,2022-01-17T01:29:40.6Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,29,23,2022-01-17T01:29:44Z,1060000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,
107,PT02M52.00S,2022-01-17T01:29:47.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,29.77989487516426,72.30392156862744,1610612743,29,23,2022-01-17T01:29:53Z,1070000,-112.0,227.0,1,left,MISS B. Hyland 25' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
108,PT02M47.00S,2022-01-17T01:29:52.8Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,29,23,2022-01-17T01:29:53Z,1080000,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT02M42.00S,2022-01-17T01:29:57.2Z,1,REGULAR,3pt,Jump Shot,[],203903,66.17936925098554,59.55882352941176,1610612762,29,26,2022-01-17T01:31:41Z,1090000,48.0,265.0,1,right,J. Clarkson 26' 3PT pullup (3 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.97,Made,3.0,,,,,,,,,,,,,,,,,
110,PT02M30.00S,2022-01-17T01:30:11.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,8.492115637319317,45.83333333333333,1610612743,31,26,2022-01-17T01:32:10Z,1100000,21.0,27.0,1,left,F. Campazzo cutting Layup (2 PTS) (N. Jokic 3 AST),"[1630267, 203999]",1610612743.0,DEN,cutting,,,Campazzo,F. Campazzo,,,,,3.43,Made,2.0,,,,,,,N. Jokic,203999.0,3.0,,,,,,,,
116,PT02M13.00S,2022-01-17T01:30:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,92.19776609724047,55.392156862745104,1610612762,31,26,2022-01-17T01:31:46Z,1120000,27.0,21.0,1,right,MISS D. Mitchell driving Layup,[1628378],1610612762.0,UTA,driving,,,Mitchell,D. Mitchell,,,,,3.41,Missed,,,,,,,,,,,,,,,,,,
117,PT02M13.00S,2022-01-17T01:30:27.6Z,1,REGULAR,rebound,offensive,[],203497,,,1610612762,31,26,2022-01-17T01:30:36Z,1130000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,116.0,2.0,1.0,1.0,,,,,,,,,,,,,
118,PT02M10.00S,2022-01-17T01:30:30.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,93.51182654402102,48.77450980392157,1610612762,31,28,2022-01-17T01:30:45Z,1140000,-6.0,8.0,1,right,R. Gobert DUNK (6 PTS),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,1.05,Made,6.0,,,,,,,,,,,,,,,,,
119,PT01M51.00S,2022-01-17T01:30:49.0Z,1,REGULAR,turnover,lost ball,[],1630192,,,1610612743,31,28,2022-01-17T01:30:53Z,1150000,,,0,,Z. Nnaji lost ball TURNOVER (1 TO),"[1630192, 1628378]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,1.0,,,,Mitchell,1628378.0,,,,,,
120,PT01M51.00S,2022-01-17T01:30:49.0Z,1,REGULAR,steal,,[],1628378,,,1610612762,31,28,2022-01-17T01:30:50Z,1160000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M51.00S,2022-01-17T01:30:52.5Z,1,REGULAR,foul,personal,[],1630192,,,1610612762,31,28,2022-01-17T01:31:37Z,1170000,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1628378]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Mitchell,1628378.0,,
123,PT01M51.00S,2022-01-17T01:31:00.7Z,1,REGULAR,substitution,out,[],203999,,,1610612762,31,28,2022-01-17T01:31:31Z,1190000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M51.00S,2022-01-17T01:31:00.7Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,31,28,2022-01-17T01:31:31Z,1200000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M51.00S,2022-01-17T01:31:00.7Z,1,REGULAR,substitution,in,[],201145,,,1610612762,31,28,2022-01-17T01:31:31Z,1210000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M51.00S,2022-01-17T01:31:00.7Z,1,REGULAR,substitution,in,[],201144,,,1610612762,31,28,2022-01-17T01:31:31Z,1220000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M34.00S,2022-01-17T01:31:53.6Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628432,,,1610612762,31,28,2022-01-17T01:32:04Z,1230000,,,0,,D. Reed shooting personal FOUL (1 PF) (Clarkson 3 FT),"[1628432, 203903]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Clarkson,203903.0,,
129,PT01M34.00S,2022-01-17T01:32:24.4Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],203903,,,1610612762,31,29,2022-01-17T01:32:24Z,1250000,,,0,,J. Clarkson Free Throw 1 of 3 (4 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
130,PT01M34.00S,2022-01-17T01:32:41.0Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],203903,,,1610612762,31,30,2022-01-17T01:32:41Z,1260000,,,0,,J. Clarkson Free Throw 2 of 3 (5 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
131,PT01M34.00S,2022-01-17T01:32:59.5Z,1,REGULAR,freethrow,3 of 3,['fromturnover'],203903,,,1610612762,31,31,2022-01-17T01:32:59Z,1270000,,,0,,J. Clarkson Free Throw 3 of 3 (6 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
132,PT01M10.00S,2022-01-17T01:33:24.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,7.178055190538765,45.09803921568628,1610612743,33,31,2022-01-17T01:33:32Z,1280000,25.0,15.0,1,left,Z. Nnaji Layup (2 PTS) (B. Hyland 2 AST),"[1630192, 1630538]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,2.87,Made,2.0,,,,,,,B. Hyland,1630538.0,2.0,,,,,,,,
134,PT00M57.70S,2022-01-17T01:33:39.9Z,1,REGULAR,foul,offensive,[],201144,,,1610612762,33,31,2022-01-17T01:34:01Z,1300000,,,0,,M. Conley offensive FOUL (1 PF),"[201144, 201145]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,1204.0,,,,,,,1.0,0.0,Green,201145.0,,
136,PT00M57.70S,2022-01-17T01:33:39.9Z,1,REGULAR,turnover,offensive foul,[],201144,,,1610612762,33,31,2022-01-17T01:33:39Z,1320000,,,0,,M. Conley offensive foul TURNOVER (2 TO),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,1204.0,2.0,,,,,,,,,,,
137,PT00M49.70S,2022-01-17T01:34:05.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630267,11.12023653088042,44.11764705882353,1610612743,33,31,2022-01-17T01:34:08Z,1330000,29.0,52.0,1,left,MISS F. Campazzo driving floating bank Shot,[1630267],1610612743.0,DEN,driving floating bank,,,Campazzo,F. Campazzo,,,,,5.97,Missed,,,,,,,,,,,,,,,,,,
138,PT00M46.70S,2022-01-17T01:34:08.0Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,33,31,2022-01-17T01:34:08Z,1340000,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,
139,PT00M30.00S,2022-01-17T01:34:24.8Z,1,REGULAR,3pt,Jump Shot,[],203903,89.70105124835742,96.07843137254902,1610612762,33,34,2022-01-17T01:34:28Z,1350000,230.0,44.0,1,right,J. Clarkson 3PT  (9 PTS) (M. Conley 3 AST),"[203903, 201144]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,23.46,Made,9.0,,,,,,,M. Conley,201144.0,3.0,,,,,,,,
141,PT00M07.70S,2022-01-17T01:34:50.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630538,7.966491458607096,36.76470588235294,1610612743,33,34,2022-01-17T01:34:54Z,1370000,66.0,22.0,1,left,MISS B. Hyland 6' driving Hook,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,6.99,Missed,,,,,,,,,,,,,,,,,,
142,PT00M05.50S,2022-01-17T01:34:52.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612762,33,34,2022-01-17T01:34:52Z,1380000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,
143,PT00M01.30S,2022-01-17T01:34:56.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,70.51576872536137,81.86274509803921,1610612762,33,37,2022-01-17T01:35:02Z,1390000,159.0,225.0,1,right,J. Clarkson 27' 3PT pullup (12 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,27.54,Made,12.0,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2022-01-17T01:35:09.0Z,1,REGULAR,period,end,[],0,,,1610612743,33,37,2022-01-17T01:35:09Z,1400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-01-17T01:37:30.2Z,2,REGULAR,substitution,out,['startperiod'],200752,,,1610612743,33,37,2022-01-17T01:37:45Z,1410000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-17T01:37:30.2Z,2,REGULAR,substitution,in,['startperiod'],1629672,,,1610612743,33,37,2022-01-17T01:37:45Z,1420000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-17T01:37:51.0Z,2,REGULAR,period,start,[],0,,,1610612762,33,37,2022-01-17T01:37:51Z,1430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M43.00S,2022-01-17T01:38:07.8Z,2,REGULAR,3pt,Jump Shot,[],203903,71.04139290407359,17.892156862745097,1610612762,33,37,2022-01-17T01:38:13Z,1440000,-161.0,220.0,1,right,MISS J. Clarkson 27' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
149,PT11M39.00S,2022-01-17T01:38:11.8Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,33,37,2022-01-17T01:38:13Z,1450000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,
150,PT11M27.00S,2022-01-17T01:38:23.2Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,33,37,2022-01-17T01:38:28Z,1460000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 203903]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,1.0,,,,Clarkson,203903.0,,,,,,
151,PT11M27.00S,2022-01-17T01:38:23.2Z,2,REGULAR,steal,,[],203903,,,1610612762,33,37,2022-01-17T01:38:24Z,1470000,,,0,,J. Clarkson STEAL (1 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M19.00S,2022-01-17T01:38:32.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629672,92.46057818659659,56.61764705882353,1610612762,33,39,2022-01-17T01:38:35Z,1480000,33.0,18.0,1,right,E. Paschall driving floating bank Jump Shot (2 PTS) (M. Conley 4 AST),"[1629672, 201144]",1610612762.0,UTA,driving floating bank,,,Paschall,E. Paschall,,,,,3.79,Made,2.0,,,,,,,M. Conley,201144.0,4.0,,,,,,,,
154,PT11M05.00S,2022-01-17T01:38:44.3Z,2,REGULAR,3pt,Jump Shot,[],1628432,32.670827858081466,31.372549019607842,1610612743,33,39,2022-01-17T01:38:48Z,1500000,93.0,255.0,1,left,MISS D. Reed 27' pullup 3PT,[1628432],1610612743.0,DEN,pullup,,,Reed,D. Reed,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,
155,PT11M02.00S,2022-01-17T01:38:47.3Z,2,REGULAR,rebound,defensive,[],201144,,,1610612762,33,39,2022-01-17T01:38:48Z,1510000,,,0,,M. Conley REBOUND (Off:0 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,
156,PT10M54.00S,2022-01-17T01:38:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201144,92.06636005256242,43.38235294117647,1610612762,33,41,2022-01-17T01:39:23Z,1520000,-33.0,22.0,1,right,M. Conley driving Layup (2 PTS),[201144],1610612762.0,UTA,driving,,,Conley,M. Conley,,,,,3.98,Made,2.0,,,,,,,,,,,,,,,,,
157,PT10M54.00S,2022-01-17T01:39:01.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,33,41,2022-01-17T01:39:01Z,1530000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,out,[],1628432,,,1610612743,33,41,2022-01-17T01:41:44Z,1540000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
159,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,33,41,2022-01-17T01:41:44Z,1550000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,out,[],201144,,,1610612743,33,41,2022-01-17T01:41:44Z,1560000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
161,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,in,[],203115,,,1610612743,33,41,2022-01-17T01:41:44Z,1570000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,in,[],203932,,,1610612743,33,41,2022-01-17T01:41:44Z,1580000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M54.00S,2022-01-17T01:41:16.4Z,2,REGULAR,substitution,in,[],1630235,,,1610612743,33,41,2022-01-17T01:41:44Z,1590000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M42.00S,2022-01-17T01:41:58.2Z,2,REGULAR,3pt,Jump Shot,[],1630538,29.77989487516426,74.50980392156863,1610612743,36,41,2022-01-17T01:42:04Z,1600000,-123.0,227.0,1,left,B. Hyland 25' 3PT  (6 PTS) (F. Campazzo 1 AST),"[1630538, 1630267]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,25.83,Made,6.0,,,,,,,F. Campazzo,1630267.0,1.0,,,,,,,,
166,PT10M21.00S,2022-01-17T01:42:18.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629672,88.51839684625493,59.31372549019608,1610612762,36,43,2022-01-17T01:42:27Z,1620000,47.0,55.0,1,right,E. Paschall 7' driving floating bank Jump Shot (4 PTS) (J. Clarkson 1 AST),"[1629672, 203903]",1610612762.0,UTA,driving floating bank,,,Paschall,E. Paschall,,,,,7.24,Made,4.0,,,,,,,J. Clarkson,203903.0,1.0,,,,,,,,
167,PT10M08.00S,2022-01-17T01:42:31.7Z,2,REGULAR,turnover,bad pass,[],1630267,,,1610612743,36,43,2022-01-17T01:42:35Z,1630000,,,0,,F. Campazzo bad pass TURNOVER (2 TO),"[1630267, 1629672]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,2.0,,,,Paschall,1629672.0,,,,,,
168,PT10M08.00S,2022-01-17T01:42:31.7Z,2,REGULAR,steal,,[],1629672,,,1610612762,36,43,2022-01-17T01:42:33Z,1640000,,,0,,E. Paschall STEAL (1 STL),[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M05.00S,2022-01-17T01:42:37.3Z,2,REGULAR,foul,personal,[],1630267,,,1610612762,36,43,2022-01-17T01:42:41Z,1650000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 1629672]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,1628951.0,,,,,,,1.0,0.0,Paschall,1629672.0,,
171,PT09M57.00S,2022-01-17T01:43:01.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203903,87.72996057818659,49.50980392156863,1610612762,36,43,2022-01-17T01:43:08Z,1670000,-2.0,63.0,1,right,MISS J. Clarkson 6' Jump Shot,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,6.28,Missed,,,,,,,,,,,,,,,,,,
172,PT09M56.00S,2022-01-17T01:43:03.3Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,36,43,2022-01-17T01:43:03Z,1680000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,
174,PT09M48.00S,2022-01-17T01:43:10.9Z,2,REGULAR,3pt,Jump Shot,[],203115,27.283180026281208,81.12745098039215,1610612743,36,43,2022-01-17T01:43:16Z,1690000,-156.0,204.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
175,PT09M45.00S,2022-01-17T01:43:13.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,36,43,2022-01-17T01:43:16Z,1700000,,,0,,R. Gobert REBOUND (Off:1 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,174.0,4.0,3.0,1.0,,,,,,,,,,,,,
176,PT09M32.00S,2022-01-17T01:43:26.9Z,2,REGULAR,2pt,Jump Shot,[],1629672,87.99277266754271,33.33333333333333,1610612762,36,43,2022-01-17T01:43:32Z,1710000,-83.0,60.0,1,right,MISS E. Paschall 10' turnaround Shot,[1629672],1610612762.0,UTA,turnaround,,,Paschall,E. Paschall,,,,,10.29,Missed,,,,,,,,,,,,,,,,,,
177,PT09M29.00S,2022-01-17T01:43:29.9Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,36,43,2022-01-17T01:43:32Z,1720000,,,0,,R. Gobert REBOUND (Off:2 Def:3),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,176.0,5.0,3.0,2.0,,,,,,,,,,,,,
178,PT09M24.00S,2022-01-17T01:43:35.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,91.01511169513797,49.26470588235294,1610612762,36,45,2022-01-17T01:43:38Z,1730000,-4.0,32.0,1,right,R. Gobert DUNK (8 PTS) (J. Ingles 2 AST),"[203497, 204060]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.22,Made,8.0,,,,,,,J. Ingles,204060.0,2.0,,,,,,,,
