actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
44,PT08M02.00S,2021-11-09T02:17:50.8Z,1,REGULAR,2pt,Jump Shot,[],1628420,90.3580814717477,70.58823529411765,1610612743,11,10,2021-11-09T02:17:54Z,440000,103.0,38.0,1,right,M. Morris 10' pullup Jump Shot (4 PTS) (N. Jokic 1 AST),"[1628420, 203999]",1610612743.0,DEN,,Morris,M. Morris,10.97,Made,,,,,4.0,N. Jokic,203999.0,1.0,pullup,,,,,,,,,,,,,,,
46,PT07M54.00S,2021-11-09T02:17:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,6.389618922470433,55.63725490196079,1610612748,11,12,2021-11-09T02:18:03Z,460000,-28.0,8.0,1,left,J. Butler Layup (3 PTS) (K. Lowry 1 AST),"[202710, 200768]",1610612748.0,MIA,,Butler,J. Butler,2.92,Made,,,,,3.0,K. Lowry,200768.0,1.0,,,,,,,,,,,,,,,,
48,PT07M41.00S,2021-11-09T02:18:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.93495400788436,45.34313725490196,1610612743,13,12,2021-11-09T02:18:16Z,480000,-23.0,23.0,1,right,N. Jokic driving finger roll Layup (2 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,,Jokic,N. Jokic,3.3,Made,,,,,2.0,M. Morris,1628420.0,2.0,driving finger roll,,,,,,,,,,,,,,,
50,PT07M23.00S,2021-11-09T02:18:30.1Z,1,REGULAR,3pt,Jump Shot,[],1629130,6.1268068331143235,96.07843137254902,1610612748,13,12,2021-11-09T02:18:37Z,500000,-230.0,5.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,Robinson,D. Robinson,23.05,Missed,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M21.00S,2021-11-09T02:18:32.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,12,2021-11-09T02:18:37Z,510000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2021-11-09T02:18:36.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,76.95466491458606,9.558823529411764,1610612743,16,12,2021-11-09T02:20:10Z,520000,-202.0,164.0,1,right,M. Morris 26' 3PT running (7 PTS) (A. Gordon 1 AST),"[1628420, 203932]",1610612743.0,DEN,,Morris,M. Morris,26.04,Made,,,,,7.0,A. Gordon,203932.0,1.0,running,,,,,,,,,,,,,,,
54,PT07M06.00S,2021-11-09T02:18:47.1Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,16,12,2021-11-09T02:18:53Z,540000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 203999]",1610612748.0,MIA,,Butler,J. Butler,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,
55,PT07M06.00S,2021-11-09T02:18:47.1Z,1,REGULAR,steal,,[],203999,,,1610612743,16,12,2021-11-09T02:18:48Z,550000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M01.00S,2021-11-09T02:18:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203999,92.9862023653088,53.18627450980392,1610612743,18,12,2021-11-09T02:18:59Z,560000,16.0,13.0,1,right,N. Jokic running finger roll Layup (4 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,2.08,Made,,,,,4.0,,,,running finger roll,,,,,,,,,,,,,,,
57,PT06M54.00S,2021-11-09T02:19:09.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,18,12,2021-11-09T02:19:09Z,570000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M45.00S,2021-11-09T02:22:06.3Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,18,12,2021-11-09T02:22:10Z,580000,,,0,,B. Adebayo bad pass TURNOVER (1 TO),"[1628389, 203999]",1610612748.0,MIA,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,,,,,,,,
59,PT06M45.00S,2021-11-09T02:22:06.3Z,1,REGULAR,steal,,[],203999,,,1610612743,18,12,2021-11-09T02:22:07Z,590000,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M32.00S,2021-11-09T02:22:18.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628420,81.2910643889619,6.127450980392156,1610612743,21,12,2021-11-09T02:22:22Z,600000,-219.0,123.0,1,right,M. Morris 25' 3PT  (10 PTS) (N. Jokic 2 AST),"[1628420, 203999]",1610612743.0,DEN,,Morris,M. Morris,25.17,Made,,,,,10.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,,,,,
62,PT06M16.00S,2021-11-09T02:22:34.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.383048620236531,47.30392156862745,1610612748,21,12,2021-11-09T02:22:45Z,620000,13.0,55.0,1,left,MISS B. Adebayo driving floating Shot,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,5.61,Missed,,,,,,,,,driving floating,,,,,,,,,,,,,,,
63,PT06M12.00S,2021-11-09T02:22:38.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,21,12,2021-11-09T02:22:45Z,630000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
64,PT05M49.00S,2021-11-09T02:23:01.4Z,1,REGULAR,2pt,Jump Shot,[],203115,74.45795006570303,49.01960784313725,1610612743,21,12,2021-11-09T02:23:06Z,640000,-5.0,188.0,1,right,MISS W. Barton 18' pullup Shot,[203115],1610612743.0,DEN,,Barton,W. Barton,18.77,Missed,,,,,,,,,pullup,,,,,,,,,,,,,,,
65,PT05M45.00S,2021-11-09T02:23:05.3Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,21,12,2021-11-09T02:23:05Z,650000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,64.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
66,PT05M38.00S,2021-11-09T02:23:15.3Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612748,21,12,2021-11-09T02:23:27Z,660000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Butler 2 FT),"[203932, 202710]",1610612743.0,DEN,202041.0,Gordon,A. Gordon,,,,,,,,,,,shooting,1.0,0.0,Butler,202710.0,,,,,,,,,,,
68,PT05M38.00S,2021-11-09T02:23:41.3Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,21,13,2021-11-09T02:23:41Z,680000,,,0,,J. Butler Free Throw 1 of 2 (4 PTS),[202710],1610612748.0,MIA,,Butler,J. Butler,,Made,,,,,4.0,,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2021-11-09T02:23:42.9Z,1,REGULAR,substitution,out,[],203115,,,1610612748,21,13,2021-11-09T02:23:48Z,690000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2021-11-09T02:23:42.9Z,1,REGULAR,substitution,out,[],200768,,,1610612748,21,13,2021-11-09T02:23:48Z,700000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M38.00S,2021-11-09T02:23:42.9Z,1,REGULAR,substitution,in,[],1628408,,,1610612748,21,13,2021-11-09T02:23:48Z,710000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M38.00S,2021-11-09T02:23:42.9Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,21,13,2021-11-09T02:23:48Z,720000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2021-11-09T02:24:11.2Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,21,14,2021-11-09T02:24:11Z,730000,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,Butler,J. Butler,,Made,,,,,5.0,,,,,,,,,,,,,,,,,,,
74,PT05M26.00S,2021-11-09T02:24:27.9Z,1,REGULAR,foul,personal,[],1629130,,,1610612743,21,14,2021-11-09T02:25:06Z,740000,,,0,,D. Robinson personal FOUL (1 PF),"[1629130, 203999]",1610612748.0,MIA,1627519.0,Robinson,D. Robinson,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,,,,,,,,
76,PT05M26.00S,2021-11-09T02:24:41.0Z,1,REGULAR,substitution,out,[],201145,,,1610612743,21,14,2021-11-09T02:24:47Z,760000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2021-11-09T02:24:41.0Z,1,REGULAR,substitution,in,[],203210,,,1610612743,21,14,2021-11-09T02:24:47Z,770000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M17.00S,2021-11-09T02:25:02.5Z,1,REGULAR,3pt,Jump Shot,[],203932,75.77201051248358,86.02941176470588,1610612743,21,14,2021-11-09T02:25:09Z,780000,180.0,175.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,Gordon,A. Gordon,25.13,Missed,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M11.00S,2021-11-09T02:25:08.5Z,1,REGULAR,rebound,offensive,[],203210,,,1610612743,21,14,2021-11-09T02:25:09Z,790000,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612743.0,DEN,,Green,J. Green,,,78.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
80,PT05M11.00S,2021-11-09T02:25:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,94.40999984741211,50.0,1610612743,23,14,2021-11-09T02:25:07Z,800000,0.0,0.0,1,right,J. Green putback Layup (2 PTS),[203210],1610612743.0,DEN,,Green,J. Green,0.0,Made,,,,,2.0,,,,putback,,,,,,,,,,,,,,,
81,PT04M58.00S,2021-11-09T02:25:20.8Z,1,REGULAR,3pt,Jump Shot,[],1629639,9.149145860709593,4.166666666666666,1610612748,23,14,2021-11-09T02:25:31Z,810000,229.0,34.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,Herro,T. Herro,23.16,Missed,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M56.00S,2021-11-09T02:25:22.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,23,14,2021-11-09T02:25:31Z,820000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M56.00S,2021-11-09T02:25:26.2Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,23,14,2021-11-09T02:25:32Z,830000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M56.00S,2021-11-09T02:25:26.2Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,23,14,2021-11-09T02:25:32Z,840000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M44.00S,2021-11-09T02:25:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630538,89.04402102496715,96.07843137254902,1610612743,23,14,2021-11-09T02:25:59Z,850000,230.0,50.0,1,right,MISS B. Hyland 3PT,[1630538],1610612743.0,DEN,,Hyland,B. Hyland,23.59,Missed,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M41.00S,2021-11-09T02:25:58.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612748,23,14,2021-11-09T02:25:59Z,860000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,Tucker,P. Tucker,,,85.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
87,PT04M31.00S,2021-11-09T02:26:07.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,41.17647058823529,1610612748,23,14,2021-11-09T02:27:09Z,870000,44.0,105.0,1,left,MISS B. Adebayo 11' floating Shot,[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,11.4,Missed,,,,,,,,,floating,,,,,,,,,,,,,,,
88,PT04M27.00S,2021-11-09T02:26:11.3Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,23,14,2021-11-09T02:26:14Z,880000,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612743.0,DEN,,Green,J. Green,,,87.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
89,PT04M19.00S,2021-11-09T02:26:20.6Z,1,REGULAR,3pt,Jump Shot,[],1628408,91.67214191852825,3.431372549019608,1610612743,23,14,2021-11-09T02:26:27Z,890000,-233.0,26.0,1,right,MISS P. Dozier 3PT,[1628408],1610612743.0,DEN,,Dozier,P. Dozier,23.42,Missed,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M15.00S,2021-11-09T02:26:24.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,23,14,2021-11-09T02:26:27Z,900000,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,Adebayo,B. Adebayo,,,89.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
