actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
192,PT09M06.00S,2021-12-16T02:43:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630210,94.56307490144546,2.2058823529411766,1610612743,37,51,2021-12-16T02:46:00Z,1910000,-239.0,-1.0,1,right,MISS M. Howard step back 3PT,[1630210],1610612743.0,DEN,step back,,,Howard,M. Howard,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
193,PT09M05.00S,2021-12-16T02:43:40.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,37,51,2021-12-16T02:43:55Z,1920000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,
194,PT09M05.00S,2021-12-16T02:43:52.2Z,2,REGULAR,foul,personal,[],1629675,,,1610612743,37,51,2021-12-16T02:44:08Z,1930000,,,0,,N. Reid loose ball personal FOUL (1 PF),"[1629675, 1630192]",1610612750.0,MIN,loose ball,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,203591.0,1.0,0.0,Nnaji,1630192.0,,
196,PT08M58.00S,2021-12-16T02:44:11.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201145,94.56307490144546,17.647058823529413,1610612743,37,51,2021-12-16T02:44:20Z,1950000,-162.0,-1.0,1,right,MISS J. Green 16' Jump Shot,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,16.18,Missed,,,,,,,,,,,,,,,,,,
197,PT08M55.00S,2021-12-16T02:44:14.0Z,2,REGULAR,rebound,offensive,[],1630192,,,1610612743,37,51,2021-12-16T02:44:20Z,1960000,,,0,,Z. Nnaji REBOUND (Off:2 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,196.0,3.0,1.0,2.0,,,,,,,
198,PT08M53.00S,2021-12-16T02:44:15.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,94.1688567674113,48.529411764705884,1610612743,37,51,2021-12-16T02:44:26Z,1970000,-7.0,2.0,1,right,MISS Z. Nnaji putback Layup - blocked,"[1630192, 1629675]",1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,0.77,Missed,,,,,,,,,,,,,,,,,Reid,1629675.0
199,PT08M53.00S,2021-12-16T02:44:15.5Z,2,REGULAR,block,,[],1629675,,,1610612743,37,51,2021-12-16T02:44:19Z,1980000,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M49.00S,2021-12-16T02:44:19.5Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,37,51,2021-12-16T02:44:26Z,1990000,,,0,,D. Russell REBOUND (Off:0 Def:4),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,198.0,4.0,4.0,0.0,,,,,,,
201,PT08M48.00S,2021-12-16T02:44:21.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629020,5.995400788436268,51.225490196078425,1610612750,37,53,2021-12-16T02:44:40Z,2000000,-6.0,4.0,1,left,J. Vanderbilt running alley-oop Layup (6 PTS) (J. McDaniels 1 AST),"[1629020, 1630183]",1610612750.0,MIN,running alley-oop,,,Vanderbilt,J. Vanderbilt,,,,,0.72,Made,6.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,,,,,
203,PT08M32.00S,2021-12-16T02:44:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630210,89.17542706964521,46.32352941176471,1610612743,37,53,2021-12-16T02:44:46Z,2020000,-18.0,49.0,1,right,MISS M. Howard driving floating Shot,[1630210],1610612743.0,DEN,driving floating,,,Howard,M. Howard,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,
204,PT08M32.00S,2021-12-16T02:44:36.9Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,37,53,2021-12-16T02:44:46Z,2030000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,203.0,4.0,3.0,1.0,,,,,,,
205,PT08M22.00S,2021-12-16T02:44:49.8Z,2,REGULAR,violation,kicked ball,[],1630192,,,1610612750,37,53,2021-12-16T02:45:01Z,2040000,,,0,,Z. Nnaji kicked ball VIOLATION,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,202007.0,,,,,,
206,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,out,[],1630210,,,1610612750,37,53,2021-12-16T02:45:10Z,2050000,,,0,,SUB out: M. Howard,[1630210],1610612743.0,DEN,,,,Howard,M. Howard,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,out,[],1630192,,,1610612750,37,53,2021-12-16T02:45:10Z,2060000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,out,[],201145,,,1610612750,37,53,2021-12-16T02:45:10Z,2070000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,in,[],1628420,,,1610612750,37,53,2021-12-16T02:45:10Z,2080000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,in,[],203999,,,1610612750,37,53,2021-12-16T02:45:10Z,2090000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M22.00S,2021-12-16T02:44:56.9Z,2,REGULAR,substitution,in,[],203932,,,1610612750,37,53,2021-12-16T02:45:10Z,2100000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M12.00S,2021-12-16T02:45:21.6Z,2,REGULAR,3pt,Jump Shot,[],1627736,31.882391590013142,30.14705882352941,1610612750,37,53,2021-12-16T02:45:28Z,2110000,99.0,247.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
213,PT08M09.00S,2021-12-16T02:45:24.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,37,53,2021-12-16T02:45:28Z,2120000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,212.0,5.0,5.0,0.0,,,,,,,
214,PT08M00.00S,2021-12-16T02:45:34.0Z,2,REGULAR,3pt,Jump Shot,[],203932,90.09526938239159,95.58823529411765,1610612743,40,53,2021-12-16T02:45:41Z,2130000,228.0,41.0,1,right,A. Gordon 3PT  (5 PTS) (W. Barton 1 AST),"[203932, 203115]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.15,Made,5.0,W. Barton,203115.0,1.0,,,,,,,,,,,,,,
216,PT07M41.00S,2021-12-16T02:45:52.3Z,2,REGULAR,2pt,Jump Shot,[],1626156,19.136005256241788,69.6078431372549,1610612750,40,55,2021-12-16T02:46:04Z,2150000,-98.0,127.0,1,left,D. Russell 16' fadeaway Jump Shot (9 PTS),[1626156],1610612750.0,MIN,fadeaway,,,Russell,D. Russell,,,,,16.07,Made,9.0,,,,,,,,,,,,,,,,,
217,PT07M16.00S,2021-12-16T02:46:16.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,91.80354796320631,58.82352941176471,1610612743,42,55,2021-12-16T02:47:58Z,2160000,44.0,25.0,1,right,N. Jokic turnaround Hook (12 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,5.04,Made,12.0,M. Morris,1628420.0,3.0,,,,,,,,,,,,,,
219,PT07M05.00S,2021-12-16T02:46:28.8Z,2,REGULAR,2pt,Jump Shot,[],1626156,22.421156373193167,61.76470588235294,1610612750,42,57,2021-12-16T02:49:34Z,2180000,-59.0,158.0,1,left,D. Russell 16' pullup Jump Shot (11 PTS),[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,16.89,Made,11.0,,,,,,,,,,,,,,,,,
220,PT06M54.00S,2021-12-16T02:46:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,90.75229960578186,53.431372549019606,1610612743,42,57,2021-12-16T02:46:47Z,2190000,17.0,34.0,1,right,MISS N. Jokic driving finger roll Layup,[203999],1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,3.85,Missed,,,,,,,,,,,,,,,,,,
221,PT06M50.00S,2021-12-16T02:46:44.1Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,42,57,2021-12-16T02:46:47Z,2200000,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,
222,PT06M44.00S,2021-12-16T02:46:48.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,12.959921156373195,49.754901960784316,1610612750,42,57,2021-12-16T02:46:55Z,2210000,1.0,69.0,1,left,MISS J. McDaniels 6' Jump Shot - blocked,"[1630183, 1630267]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,6.93,Missed,,,,,,,,,,,,,,,,,Campazzo,1630267.0
223,PT06M44.00S,2021-12-16T02:46:48.9Z,2,REGULAR,block,,[],1630267,,,1610612750,42,57,2021-12-16T02:46:51Z,2220000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M41.00S,2021-12-16T02:46:51.9Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,42,57,2021-12-16T02:46:55Z,2230000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,222.0,1.0,1.0,0.0,,,,,,,
225,PT06M38.00S,2021-12-16T02:46:55.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,94.43166885676742,3.6764705882352944,1610612743,45,57,2021-12-16T02:50:28Z,2240000,-232.0,0.0,1,right,M. Morris 3PT step back (7 PTS) (F. Campazzo 5 AST),"[1628420, 1630267]",1610612743.0,DEN,step back,,,Morris,M. Morris,,,,,23.16,Made,7.0,F. Campazzo,1630267.0,5.0,,,,,,,,,,,,,,
227,PT06M27.00S,2021-12-16T02:47:06.6Z,2,REGULAR,3pt,Jump Shot,[],1629675,32.670827858081466,58.57843137254902,1610612750,45,57,2021-12-16T02:47:12Z,2260000,-43.0,255.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
228,PT06M24.00S,2021-12-16T02:47:09.6Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,45,57,2021-12-16T02:47:12Z,2270000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,227.0,6.0,6.0,0.0,,,,,,,
229,PT06M22.00S,2021-12-16T02:47:12.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,92.06636005256242,49.26470588235294,1610612743,47,57,2021-12-16T02:47:23Z,2280000,-4.0,22.0,1,right,W. Barton running reverse Layup (4 PTS) (N. Jokic 6 AST),"[203115, 203999]",1610612743.0,DEN,running reverse,,,Barton,W. Barton,,,,,2.24,Made,4.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
231,PT06M22.00S,2021-12-16T02:47:19.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,47,57,2021-12-16T02:47:19Z,2300000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,47,57,2021-12-16T02:49:56Z,2310000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,47,57,2021-12-16T02:49:56Z,2320000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,out,[],1629020,,,1610612750,47,57,2021-12-16T02:49:56Z,2330000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,47,57,2021-12-16T02:49:56Z,2340000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,47,57,2021-12-16T02:49:56Z,2350000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,in,[],1629006,,,1610612750,47,57,2021-12-16T02:49:56Z,2360000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,in,[],201976,,,1610612750,47,57,2021-12-16T02:49:56Z,2370000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M22.00S,2021-12-16T02:48:37.5Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,47,57,2021-12-16T02:49:56Z,2380000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M10.00S,2021-12-16T02:50:18.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,9.674770039421814,95.83333333333334,1610612750,47,60,2021-12-16T02:50:24Z,2390000,-229.0,38.0,1,left,A. Edwards 3PT  (14 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,23.24,Made,14.0,,,,,,,,,,,,,,,,,
241,PT05M55.00S,2021-12-16T02:50:33.1Z,2,REGULAR,turnover,bad pass,[],1628420,,,1610612743,47,60,2021-12-16T02:50:37Z,2400000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 1626157]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,1.0,Towns,1626157.0,,,,,,,,,,,
242,PT05M55.00S,2021-12-16T02:50:33.1Z,2,REGULAR,steal,,[],1626157,,,1610612750,47,60,2021-12-16T02:50:35Z,2410000,,,0,,K. Towns STEAL (3 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M51.00S,2021-12-16T02:50:39.1Z,2,REGULAR,foul,personal,['2freethrow'],203115,,,1610612750,47,60,2021-12-16T02:50:55Z,2420000,,,0,,W. Barton shooting personal FOUL (2 PF) (Okogie 2 FT),"[203115, 1629006]",1610612743.0,DEN,shooting,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,203591.0,2.0,0.0,Okogie,1629006.0,,
245,PT05M51.00S,2021-12-16T02:51:02.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629006,,,1610612750,47,61,2021-12-16T02:51:22Z,2440000,,,0,,J. Okogie Free Throw 1 of 2 (1 PTS),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
246,PT05M51.00S,2021-12-16T02:51:02.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629006,,,1610612750,47,61,2021-12-16T02:51:22Z,2450000,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,Missed,,,,,,,,,,,,,,,,,,
247,PT05M48.00S,2021-12-16T02:51:05.7Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,47,61,2021-12-16T02:51:22Z,2460000,,,0,,A. Gordon REBOUND (Off:1 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,246.0,3.0,2.0,1.0,,,,,,,
248,PT05M42.00S,2021-12-16T02:51:28.6Z,2,REGULAR,foul,personal,[],1630162,,,1610612743,47,61,2021-12-16T02:51:46Z,2470000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 203932]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Gordon,203932.0,,
250,PT05M39.00S,2021-12-16T02:51:49.7Z,2,REGULAR,turnover,bad pass,[],203932,,,1610612743,47,61,2021-12-16T02:51:54Z,2490000,,,0,,A. Gordon bad pass TURNOVER (2 TO),"[203932, 1629006]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,2.0,Okogie,1629006.0,,,,,,,,,,,
251,PT05M39.00S,2021-12-16T02:51:49.7Z,2,REGULAR,steal,,[],1629006,,,1610612750,47,61,2021-12-16T02:51:52Z,2500000,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M26.00S,2021-12-16T02:52:02.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630162,28.465834428383708,21.323529411764707,1610612750,47,64,2021-12-16T02:53:08Z,2510000,143.0,215.0,1,left,A. Edwards 25' 3PT pullup (17 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,25.85,Made,17.0,,,,,,,,,,,,,,,,,
253,PT05M18.00S,2021-12-16T02:52:14.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,47,64,2021-12-16T02:52:14Z,2520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M07.00S,2021-12-16T02:52:32.4Z,2,REGULAR,2pt,Jump Shot,[],203115,78.53153745072274,40.19607843137255,1610612743,47,64,2021-12-16T02:52:39Z,2530000,-49.0,149.0,1,right,MISS W. Barton 15' step back Shot,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,15.71,Missed,,,,,,,,,,,,,,,,,,
255,PT05M04.00S,2021-12-16T02:52:35.4Z,2,REGULAR,rebound,offensive,[],203932,,,1610612743,47,64,2021-12-16T02:52:39Z,2540000,,,0,,A. Gordon REBOUND (Off:2 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,254.0,4.0,2.0,2.0,,,,,,,
256,PT05M00.00S,2021-12-16T02:52:38.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203115,72.09264126149803,18.137254901960784,1610612743,47,64,2021-12-16T02:52:45Z,2550000,-159.0,210.0,1,right,MISS W. Barton 26' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,26.34,Missed,,,,,,,,,,,,,,,,,,
257,PT04M56.00S,2021-12-16T02:52:42.9Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,47,64,2021-12-16T02:52:45Z,2560000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,256.0,1.0,1.0,0.0,,,,,,,
258,PT04M51.00S,2021-12-16T02:52:49.2Z,2,REGULAR,foul,personal,[],1630267,,,1610612750,47,64,2021-12-16T02:53:02Z,2570000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 201976]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Beverley,201976.0,,
260,PT04M51.00S,2021-12-16T02:52:58.2Z,2,REGULAR,substitution,out,[],1630267,,,1610612750,47,64,2021-12-16T02:53:09Z,2590000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M51.00S,2021-12-16T02:52:58.2Z,2,REGULAR,substitution,in,[],201145,,,1610612750,47,64,2021-12-16T02:53:09Z,2600000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M49.00S,2021-12-16T02:53:26.6Z,2,REGULAR,foul,personal,[],203999,,,1610612750,47,64,2021-12-16T02:53:37Z,2610000,,,0,,N. Jokic personal FOUL (1 PF),"[203999, 201976]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Beverley,201976.0,,
264,PT04M47.00S,2021-12-16T02:53:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630162,29.25427069645204,24.264705882352942,1610612750,47,64,2021-12-16T02:53:53Z,2630000,129.0,222.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
265,PT04M43.00S,2021-12-16T02:53:51.0Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612750,47,64,2021-12-16T02:53:51Z,2640000,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,264.0,1.0,0.0,1.0,,,,,,,
266,PT04M41.00S,2021-12-16T02:53:53.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,24.78646517739816,86.27450980392157,1610612750,47,67,2021-12-16T02:53:59Z,2650000,-181.0,180.0,1,left,J. McDaniels 25' 3PT  (9 PTS) (K. Towns 4 AST),"[1630183, 1626157]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.59,Made,9.0,K. Towns,1626157.0,4.0,,,,,,,,,,,,,,
268,PT04M39.00S,2021-12-16T02:53:59.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,47,67,2021-12-16T02:53:59Z,2670000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M37.00S,2021-12-16T02:55:42.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,47,67,2021-12-16T02:55:42Z,2680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M26.00S,2021-12-16T02:55:56.6Z,2,REGULAR,3pt,Jump Shot,[],1628420,90.48948751642575,2.450980392156863,1610612743,50,67,2021-12-16T02:56:25Z,2690000,-238.0,37.0,1,right,M. Morris 24' 3PT  (10 PTS) (N. Jokic 7 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,24.05,Made,10.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,,,
272,PT04M12.00S,2021-12-16T02:56:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630183,28.07161629434954,21.323529411764707,1610612750,50,67,2021-12-16T02:56:21Z,2710000,143.0,211.0,1,left,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,
273,PT04M08.00S,2021-12-16T02:56:14.4Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,50,67,2021-12-16T02:56:21Z,2720000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,272.0,1.0,1.0,0.0,,,,,,,
275,PT03M59.00S,2021-12-16T02:56:24.0Z,2,REGULAR,3pt,Jump Shot,[],203999,67.7562417871222,35.049019607843135,1610612743,53,67,2021-12-16T02:56:28Z,2740000,-75.0,251.0,1,right,N. Jokic 26' 3PT  (15 PTS) (M. Morris 4 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.15,Made,15.0,M. Morris,1628420.0,4.0,,,,,,,,,,,,,,
277,PT03M39.00S,2021-12-16T02:56:43.5Z,2,REGULAR,3pt,Jump Shot,[],201976,29.77989487516426,25.245098039215684,1610612750,53,67,2021-12-16T02:56:51Z,2760000,124.0,227.0,1,left,MISS P. Beverley 25' 3PT,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
278,PT03M36.00S,2021-12-16T02:56:46.5Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,53,67,2021-12-16T02:56:51Z,2770000,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,277.0,7.0,7.0,0.0,,,,,,,
279,PT03M36.00S,2021-12-16T02:56:49.2Z,2,REGULAR,foul,personal,['2freethrow'],201976,,,1610612743,53,67,2021-12-16T02:57:25Z,2780000,,,0,,P. Beverley shooting personal FOUL (2 PF) (Gordon 2 FT),"[201976, 203932]",1610612750.0,MIN,shooting,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Gordon,203932.0,,
281,PT03M36.00S,2021-12-16T02:57:26.2Z,2,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,54,67,2021-12-16T02:57:26Z,2800000,,,0,,A. Gordon Free Throw 1 of 2 (6 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
282,PT03M36.00S,2021-12-16T02:57:27.9Z,2,REGULAR,substitution,out,[],1630183,,,1610612743,54,67,2021-12-16T02:57:42Z,2810000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M36.00S,2021-12-16T02:57:27.9Z,2,REGULAR,substitution,out,[],1629006,,,1610612743,54,67,2021-12-16T02:57:42Z,2820000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,
