actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
17,PT10M24.00S,2022-01-06T03:12:45.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.068988173455978,49.754901960784316,1610612743,2,5,2022-01-06T03:12:52Z,170000,1.0,42.0,1,left,N. Jokic turnaround Hook (2 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,4.21,Made,,,,,2.0,W. Barton,203115.0,1.0,,,,,,,,,,,
19,PT10M08.00S,2022-01-06T03:13:00.2Z,1,REGULAR,2pt,Jump Shot,[],202711,78.13731931668858,32.84313725490196,1610612762,2,5,2022-01-06T03:13:05Z,190000,-86.0,153.0,1,right,MISS B. Bogdanovic 17' fadeaway Shot,[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,17.54,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M06.00S,2022-01-06T03:13:02.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,2,5,2022-01-06T03:13:05Z,200000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT10M01.00S,2022-01-06T03:13:07.8Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,2,5,2022-01-06T03:13:13Z,210000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1628378]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1.0,Mitchell,1628378.0,,,,,,,,
22,PT10M01.00S,2022-01-06T03:13:07.8Z,1,REGULAR,steal,,[],1628378,,,1610612762,2,5,2022-01-06T03:13:10Z,220000,,,0,,D. Mitchell STEAL (1 STL),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
23,PT09M59.00S,2022-01-06T03:13:13.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,2,5,2022-01-06T03:13:13Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M56.00S,2022-01-06T03:13:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202711,93.77463863337714,54.166666666666664,1610612762,2,7,2022-01-06T03:13:32Z,240000,21.0,6.0,1,right,B. Bogdanovic alley-oop Layup (2 PTS) (D. Mitchell 1 AST),"[202711, 1628378]",1610612762.0,UTA,alley-oop,,,Bogdanovic,B. Bogdanovic,,,,,2.16,Made,,,,,2.0,D. Mitchell,1628378.0,1.0,,,,,,,,,,,
26,PT09M41.00S,2022-01-06T03:13:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,6.521024967148489,47.30392156862745,1610612743,4,7,2022-01-06T03:13:45Z,260000,13.0,9.0,1,left,A. Gordon Layup (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,1.61,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,
28,PT09M21.00S,2022-01-06T03:14:01.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628378,89.70105124835742,53.92156862745098,1610612762,4,7,2022-01-06T03:14:05Z,280000,20.0,44.0,1,right,MISS D. Mitchell Hook,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,4.84,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2022-01-06T03:14:04.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,7,2022-01-06T03:14:05Z,290000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
30,PT09M07.00S,2022-01-06T03:14:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.703679369250986,45.09803921568628,1610612743,6,7,2022-01-06T03:14:20Z,300000,25.0,20.0,1,left,A. Rivers driving Layup (2 PTS) (N. Jokic 2 AST),"[203085, 203999]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,3.16,Made,,,,,2.0,N. Jokic,203999.0,2.0,,,,,,,,,,,
31,PT08M54.00S,2022-01-06T03:14:28.5Z,1,REGULAR,3pt,Jump Shot,[],202711,92.06636005256242,96.07843137254902,1610612762,6,7,2022-01-06T03:14:38Z,310000,230.0,22.0,1,right,MISS B. Bogdanovic 3PT,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M46.00S,2022-01-06T03:14:35.8Z,1,REGULAR,rebound,offensive,[],201144,,,1610612762,6,7,2022-01-06T03:14:35Z,320000,,,0,,M. Conley REBOUND (Off:1 Def:1),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
33,PT08M36.00S,2022-01-06T03:14:46.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628378,54.61563731931669,46.568627450980394,1610612762,6,7,2022-01-06T03:14:54Z,330000,-17.0,374.0,1,right,MISS D. Mitchell 37' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,37.45,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M33.00S,2022-01-06T03:14:49.0Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,6,7,2022-01-06T03:14:54Z,340000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
35,PT08M31.00S,2022-01-06T03:14:51.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203085,23.603810775295663,11.76470588235294,1610612743,6,7,2022-01-06T03:14:58Z,350000,191.0,169.0,1,left,MISS A. Rivers 25' 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.54,Missed,,,,,,,,,,,,,,,,,,,
36,PT08M28.00S,2022-01-06T03:14:54.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,6,7,2022-01-06T03:14:58Z,360000,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,35.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
37,PT08M16.00S,2022-01-06T03:15:06.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,79.84559789750328,54.90196078431373,1610612762,6,7,2022-01-06T03:15:11Z,370000,25.0,137.0,1,right,MISS M. Conley 13' pullup Shot,[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,13.92,Missed,,,,,,,,,,,,,,,,,,,
38,PT08M12.00S,2022-01-06T03:15:10.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,6,7,2022-01-06T03:15:11Z,380000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
39,PT08M06.00S,2022-01-06T03:15:15.9Z,1,REGULAR,3pt,Jump Shot,[],203085,12.040078843626807,3.6764705882352944,1610612743,6,7,2022-01-06T03:15:20Z,390000,232.0,61.0,1,left,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.94,Missed,,,,,,,,,,,,,,,,,,,
40,PT08M03.00S,2022-01-06T03:15:18.9Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,6,7,2022-01-06T03:15:20Z,400000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
41,PT07M58.00S,2022-01-06T03:15:24.4Z,1,REGULAR,3pt,Jump Shot,[],1626220,85.49605781865965,95.34313725490196,1610612762,6,7,2022-01-06T03:15:33Z,410000,227.0,84.0,1,right,MISS R. O'Neale 24' 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M55.00S,2022-01-06T03:15:28.0Z,1,REGULAR,rebound,offensive,[],1628378,,,1610612762,6,7,2022-01-06T03:15:28Z,420000,,,0,,D. Mitchell REBOUND (Off:1 Def:0),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
43,PT07M53.00S,2022-01-06T03:15:29.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628962,93.51182654402102,53.18627450980392,1610612762,6,7,2022-01-06T03:15:53Z,430000,16.0,8.0,1,right,MISS U. Azubuike DUNK - blocked,"[1628962, 203115]",1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,1.8,Missed,,,,,,,,,,,,Barton,203115.0,,,,,,
44,PT07M53.00S,2022-01-06T03:15:29.6Z,1,REGULAR,block,,[],203115,,,1610612762,6,7,2022-01-06T03:17:17Z,440000,,,0,,W. Barton BLOCK (1 BLK),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M53.00S,2022-01-06T03:15:29.6Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,6,7,2022-01-06T03:15:53Z,450000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
46,PT07M50.00S,2022-01-06T03:15:37.9Z,1,REGULAR,foul,personal,[],1628378,,,1610612743,6,7,2022-01-06T03:17:49Z,460000,,,0,,D. Mitchell take personal FOUL (1 PF),"[1628378, 203115]",1610612762.0,UTA,take,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Barton,203115.0,
48,PT07M44.00S,2022-01-06T03:16:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630267,11.908672798948752,61.51960784313726,1610612743,8,7,2022-01-06T03:16:07Z,480000,-58.0,59.0,1,left,F. Campazzo 8' floating Jump Shot (2 PTS),[1630267],1610612743.0,DEN,floating,,,Campazzo,F. Campazzo,,,,,8.27,Made,,,,,2.0,,,,,,,,,,,,,,
49,PT07M31.00S,2022-01-06T03:16:14.4Z,1,REGULAR,3pt,Jump Shot,[],1628378,69.72733245729303,81.61764705882352,1610612762,8,7,2022-01-06T03:18:31Z,490000,158.0,232.0,1,right,MISS D. Mitchell 28' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,28.08,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M28.00S,2022-01-06T03:16:17.4Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,8,7,2022-01-06T03:16:22Z,500000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
51,PT07M15.00S,2022-01-06T03:16:31.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.783837056504599,49.50980392156863,1610612743,10,7,2022-01-06T03:16:38Z,510000,2.0,11.0,1,left,A. Gordon driving DUNK (4 PTS) (A. Rivers 1 AST),"[203932, 203085]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,1.16,Made,,,,,4.0,A. Rivers,203085.0,1.0,,,,,,,,,,,
53,PT07M14.00S,2022-01-06T03:16:41.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,10,7,2022-01-06T03:16:41Z,530000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M14.00S,2022-01-06T03:19:27.6Z,1,REGULAR,substitution,out,[],1628962,,,1610612762,10,7,2022-01-06T03:19:56Z,540000,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M14.00S,2022-01-06T03:19:27.6Z,1,REGULAR,substitution,out,[],201144,,,1610612762,10,7,2022-01-06T03:19:56Z,550000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M14.00S,2022-01-06T03:19:27.6Z,1,REGULAR,substitution,in,[],200752,,,1610612762,10,7,2022-01-06T03:19:56Z,560000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M14.00S,2022-01-06T03:19:27.6Z,1,REGULAR,substitution,in,[],203903,,,1610612762,10,7,2022-01-06T03:19:56Z,570000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M01.00S,2022-01-06T03:20:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,85.62746386333771,44.6078431372549,1610612762,10,9,2022-01-06T03:20:25Z,580000,-27.0,83.0,1,right,B. Bogdanovic 8' pullup Jump Shot (4 PTS),[202711],1610612762.0,UTA,pullup,,,Bogdanovic,B. Bogdanovic,,,,,8.69,Made,,,,,4.0,,,,,,,,,,,,,,
60,PT07M01.00S,2022-01-06T03:20:23.4Z,1,REGULAR,foul,personal,['1freethrow'],203932,,,1610612762,10,9,2022-01-06T03:20:33Z,590000,,,0,,A. Gordon shooting personal FOUL (1 PF) (Bogdanovic 1 FT),"[203932, 202711]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Bogdanovic,202711.0,
62,PT07M01.00S,2022-01-06T03:20:52.2Z,1,REGULAR,freethrow,1 of 1,[],202711,,,1610612762,10,10,2022-01-06T03:20:52Z,610000,,,0,,B. Bogdanovic Free Throw 1 of 1 (5 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
63,PT06M47.00S,2022-01-06T03:21:08.5Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,10,10,2022-01-06T03:21:15Z,620000,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 200752]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,2.0,Gay,200752.0,,,,,,,,
64,PT06M47.00S,2022-01-06T03:21:08.5Z,1,REGULAR,steal,,[],200752,,,1610612762,10,10,2022-01-06T03:21:10Z,630000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2022-01-06T03:21:11.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626220,92.19776609724047,44.36274509803921,1610612762,10,10,2022-01-06T03:21:58Z,640000,-28.0,21.0,1,right,MISS R. O'Neale Layup - blocked,"[1626220, 203999]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,3.5,Missed,,,,,,,,,,,,Jokic,203999.0,,,,,,
66,PT06M44.00S,2022-01-06T03:21:11.5Z,1,REGULAR,block,,[],203999,,,1610612762,10,10,2022-01-06T03:21:14Z,650000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M40.00S,2022-01-06T03:21:15.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,10,2022-01-06T03:21:26Z,660000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
68,PT06M38.00S,2022-01-06T03:21:17.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203085,5.863994743758213,54.90196078431373,1610612743,12,10,2022-01-06T03:21:46Z,670000,-25.0,3.0,1,left,A. Rivers reverse Layup (4 PTS) (N. Jokic 3 AST),"[203085, 203999]",1610612743.0,DEN,reverse,,,Rivers,A. Rivers,,,,,2.46,Made,,,,,4.0,N. Jokic,203999.0,3.0,,,,,,,,,,,
73,PT06M29.00S,2022-01-06T03:21:35.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,12,10,2022-01-06T03:21:35Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M29.00S,2022-01-06T03:21:36.3Z,1,REGULAR,substitution,out,[],203932,,,1610612762,12,10,2022-01-06T03:21:41Z,730000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M29.00S,2022-01-06T03:21:36.3Z,1,REGULAR,substitution,in,[],1628432,,,1610612762,12,10,2022-01-06T03:21:41Z,740000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M22.00S,2022-01-06T03:21:50.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,91.5407358738502,4.411764705882353,1610612762,12,10,2022-01-06T03:26:13Z,750000,-228.0,27.0,1,right,MISS R. O'Neale 3PT,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
77,PT06M17.00S,2022-01-06T03:21:55.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,10,2022-01-06T03:21:58Z,760000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,76.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
78,PT06M08.00S,2022-01-06T03:22:03.8Z,1,REGULAR,2pt,Jump Shot,[],1628432,29.25427069645204,61.51960784313726,1610612743,12,10,2022-01-06T03:22:08Z,770000,-58.0,222.0,1,left,MISS D. Reed 22' Jump Shot,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2022-01-06T03:22:06.8Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612762,12,10,2022-01-06T03:22:08Z,780000,,,0,,R. O'Neale REBOUND (Off:0 Def:3),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,78.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
80,PT05M49.00S,2022-01-06T03:22:22.2Z,1,REGULAR,3pt,Jump Shot,[],200752,68.80749014454665,25.735294117647058,1610612762,12,13,2022-01-06T03:22:26Z,790000,-121.0,241.0,1,right,R. Gay 26' 3PT  (3 PTS) (J. Clarkson 1 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,26.95,Made,,,,,3.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,
82,PT05M31.00S,2022-01-06T03:22:40.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,13.87976346911958,62.99019607843137,1610612743,12,13,2022-01-06T03:22:43Z,810000,-65.0,78.0,1,left,MISS W. Barton 10' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,,
83,PT05M29.00S,2022-01-06T03:22:42.1Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612762,12,13,2022-01-06T03:22:43Z,820000,,,0,,D. Mitchell REBOUND (Off:1 Def:1),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
84,PT05M22.00S,2022-01-06T03:22:49.6Z,1,REGULAR,turnover,lost ball,[],1628378,,,1610612762,12,13,2022-01-06T03:22:57Z,830000,,,0,,D. Mitchell lost ball TURNOVER (1 TO),"[1628378, 1628432]",1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1.0,Reed,1628432.0,,,,,,,,
85,PT05M22.00S,2022-01-06T03:22:49.6Z,1,REGULAR,steal,,[],1628432,,,1610612743,12,13,2022-01-06T03:22:53Z,840000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2022-01-06T03:22:54.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203115,7.5722733245729295,46.07843137254902,1610612743,14,13,2022-01-06T03:23:08Z,850000,20.0,19.0,1,left,W. Barton running Layup (2 PTS) (F. Campazzo 1 AST),"[203115, 1630267]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,2.71,Made,,,,,2.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,
87,PT05M01.00S,2022-01-06T03:23:13.5Z,1,REGULAR,foul,personal,[],203115,,,1610612762,14,13,2022-01-06T03:23:19Z,860000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1628378]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,1627519.0,1.0,0.0,Mitchell,1628378.0,
89,PT05M01.00S,2022-01-06T03:23:24.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,14,13,2022-01-06T03:23:24Z,880000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M01.00S,2022-01-06T03:25:59.5Z,1,REGULAR,substitution,out,[],203115,,,1610612762,14,13,2022-01-06T03:26:19Z,890000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2022-01-06T03:25:59.5Z,1,REGULAR,substitution,out,[],1630267,,,1610612762,14,13,2022-01-06T03:26:19Z,900000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
