actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-01-14T03:02:54.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-14T03:02:54Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-01-14T03:02:57.7Z,1,REGULAR,jumpball,recovered,[],1628372,,,1610612757,0,0,2022-01-14T03:02:57Z,40000,,,0,,Jump Ball J. Nurkic vs. N. Jokic: Tip to D. Smith Jr.,"[1628372, 203994, 203999]",1610612757.0,POR,startperiod,D. Smith Jr.,1628372.0,Smith Jr.,D. Smith Jr.,Nurkic,203994.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-01-14T03:03:08.8Z,1,REGULAR,3pt,Jump Shot,[],1629642,18.610381077529567,6.61764705882353,1610612757,0,3,2022-01-14T03:03:13Z,70000,217.0,122.0,1,left,N. Little 24' 3PT  (3 PTS) (B. McLemore 1 AST),"[1629642, 203463]",1610612757.0,POR,,,,Little,N. Little,,,,,24.91,Made,3.0,B. McLemore,203463.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2022-01-14T03:03:34.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201145,90.3580814717477,62.254901960784316,1610612743,2,3,2022-01-14T03:03:39Z,90000,61.0,38.0,1,right,J. Green 7' turnaround Hook (2 PTS) (A. Gordon 1 AST),"[201145, 203932]",1610612743.0,DEN,turnaround,,,Green,J. Green,,,,,7.22,Made,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
11,PT11M04.00S,2022-01-14T03:03:49.9Z,1,REGULAR,3pt,Jump Shot,[],203994,31.488173455978973,64.70588235294117,1610612757,2,3,2022-01-14T03:03:54Z,110000,-74.0,243.0,1,left,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,
12,PT11M00.00S,2022-01-14T03:03:53.9Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,2,3,2022-01-14T03:03:54Z,120000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M56.00S,2022-01-14T03:04:01.1Z,1,REGULAR,foul,personal,['2freethrow'],203463,,,1610612743,2,3,2022-01-14T03:04:11Z,130000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Barton 2 FT),"[203463, 203115]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,1148.0,1.0,0.0,Barton,203115.0,,,,,
15,PT10M56.00S,2022-01-14T03:04:25.5Z,1,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,3,3,2022-01-14T03:04:25Z,150000,,,0,,W. Barton Free Throw 1 of 2 (1 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
16,PT10M56.00S,2022-01-14T03:04:40.7Z,1,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,4,3,2022-01-14T03:04:40Z,160000,,,0,,W. Barton Free Throw 2 of 2 (2 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
17,PT10M41.00S,2022-01-14T03:04:57.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,8.229303547963205,39.21568627450981,1610612757,4,3,2022-01-14T03:05:04Z,170000,54.0,25.0,1,left,MISS R. Covington driving floating Shot,[203496],1610612757.0,POR,driving floating,,,Covington,R. Covington,,,,,5.94,Missed,,,,,,,,,,,,,,,,,,
