actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
187,PT09M34.00S,2022-02-27T02:44:04.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,41,33,2022-02-27T02:44:14Z,1840000,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,,,,
188,PT09M20.00S,2022-02-27T02:44:26.3Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,41,33,2022-02-27T02:47:32Z,1850000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (4 TO),[1630558],1610612758.0,SAC,bad pass,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1363.0,4.0,,,,,,,,,
189,PT09M11.00S,2022-02-27T02:44:47.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,41,33,2022-02-27T02:44:47Z,1860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M55.00S,2022-02-27T02:47:53.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202326,91.93495400788436,23.03921568627451,1610612743,41,33,2022-02-27T02:47:59Z,1870000,-135.0,23.0,1,right,MISS D. Cousins 13' fadeaway Shot,[202326],1610612743.0,DEN,fadeaway,,,Cousins,D. Cousins,,,,,13.68,Missed,,,,,,,,,,,,,,,,,,,
191,PT08M53.00S,2022-02-27T02:47:56.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,41,33,2022-02-27T02:47:56Z,1880000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,190.0,3.0,2.0,1.0,,,,,,,,,,,
192,PT08M43.00S,2022-02-27T02:48:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203087,5.732588699080158,56.61764705882353,1610612758,41,33,2022-02-27T02:48:10Z,1890000,-33.0,1.0,1,left,MISS J. Lamb driving finger roll Layup,[203087],1610612758.0,SAC,driving finger roll,,,Lamb,J. Lamb,,,,,3.31,Missed,,,,,,,,,,,,,,,,,,,
193,PT08M40.00S,2022-02-27T02:48:08.9Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,41,33,2022-02-27T02:48:10Z,1900000,,,0,,D. Cousins REBOUND (Off:0 Def:3),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,192.0,3.0,3.0,0.0,,,,,,,,,,,
194,PT08M33.00S,2022-02-27T02:48:17.2Z,2,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612743,41,33,2022-02-27T02:48:40Z,1910000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Rivers 2 FT),"[1630558, 203085]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,1363.0,,1.0,0.0,Rivers,203085.0,,,,,
196,PT08M33.00S,2022-02-27T02:48:42.3Z,2,REGULAR,freethrow,1 of 2,[],203085,,,1610612743,42,33,2022-02-27T02:48:42Z,1930000,,,0,,A. Rivers Free Throw 1 of 2 (4 PTS),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
197,PT08M33.00S,2022-02-27T02:48:53.8Z,2,REGULAR,substitution,out,[],1630558,,,1610612743,42,33,2022-02-27T02:48:59Z,1940000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M33.00S,2022-02-27T02:48:53.8Z,2,REGULAR,substitution,in,[],1628368,,,1610612743,42,33,2022-02-27T02:48:59Z,1950000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M33.00S,2022-02-27T02:49:04.2Z,2,REGULAR,substitution,out,[],1626168,,,1610612743,42,33,2022-02-27T02:49:08Z,1960000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M33.00S,2022-02-27T02:49:04.2Z,2,REGULAR,substitution,in,[],203084,,,1610612743,42,33,2022-02-27T02:49:08Z,1970000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M33.00S,2022-02-27T02:49:19.5Z,2,REGULAR,freethrow,2 of 2,[],203085,,,1610612743,42,33,2022-02-27T02:49:19Z,1980000,,,0,,MISS A. Rivers Free Throw 2 of 2,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,Missed,,,,,,,,,,,,,,,,,,,
202,PT08M31.00S,2022-02-27T02:49:20.4Z,2,REGULAR,rebound,defensive,[],203087,,,1610612758,42,33,2022-02-27T02:49:20Z,1990000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,,
203,PT08M12.00S,2022-02-27T02:49:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,10.988830486202366,41.17647058823529,1610612758,42,33,2022-02-27T02:49:46Z,2000000,44.0,51.0,1,left,MISS D. Sabonis 6' driving Layup - blocked,"[1627734, 202326]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,6.73,Missed,,,,,,,,,,,,,,,,,Cousins,202326.0,
204,PT08M12.00S,2022-02-27T02:49:38.7Z,2,REGULAR,block,,[],202326,,,1610612758,42,33,2022-02-27T02:49:40Z,2010000,,,0,,D. Cousins BLOCK (1 BLK),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M10.00S,2022-02-27T02:49:40.7Z,2,REGULAR,rebound,defensive,[],203210,,,1610612743,42,33,2022-02-27T02:49:46Z,2020000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,,
206,PT07M56.00S,2022-02-27T02:49:55.5Z,2,REGULAR,3pt,Jump Shot,[],203085,91.01511169513797,96.07843137254902,1610612743,42,33,2022-02-27T02:50:06Z,2030000,230.0,32.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.26,Missed,,,,,,,,,,,,,,,,,,,
207,PT07M53.00S,2022-02-27T02:49:58.5Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612758,42,33,2022-02-27T02:50:06Z,2040000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,
208,PT07M50.00S,2022-02-27T02:50:04.9Z,2,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612758,42,33,2022-02-27T02:50:12Z,2050000,,,0,,B. Hyland shooting personal FOUL (2 PF) (Fox 2 FT),"[1630538, 1628368]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Fox,1628368.0,,,,,
210,PT07M50.00S,2022-02-27T02:50:32.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628368,,,1610612758,42,34,2022-02-27T02:50:32Z,2070000,,,0,,D. Fox Free Throw 1 of 2 (10 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
211,PT07M50.00S,2022-02-27T02:50:32.8Z,2,REGULAR,substitution,out,[],203210,,,1610612758,42,34,2022-02-27T02:50:43Z,2080000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M50.00S,2022-02-27T02:50:32.8Z,2,REGULAR,substitution,in,[],203932,,,1610612758,42,34,2022-02-27T02:50:43Z,2090000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2022-02-27T02:50:54.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628368,,,1610612758,42,35,2022-02-27T02:50:54Z,2100000,,,0,,D. Fox Free Throw 2 of 2 (11 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
214,PT07M38.00S,2022-02-27T02:51:07.0Z,2,REGULAR,foul,personal,['2freethrow'],203084,,,1610612743,42,35,2022-02-27T02:51:27Z,2110000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Forbes 2 FT),"[203084, 1627854]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Forbes,1627854.0,,,,,
216,PT07M38.00S,2022-02-27T02:51:36.6Z,2,REGULAR,freethrow,1 of 2,[],1627854,,,1610612743,43,35,2022-02-27T02:52:11Z,2130000,,,0,,B. Forbes Free Throw 1 of 2 (3 PTS),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
217,PT07M38.00S,2022-02-27T02:51:45.6Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,43,35,2022-02-27T02:51:54Z,2140000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M38.00S,2022-02-27T02:51:45.6Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,43,35,2022-02-27T02:51:54Z,2150000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M38.00S,2022-02-27T02:51:36.6Z,2,REGULAR,freethrow,2 of 2,[],1627854,,,1610612743,43,35,2022-02-27T02:52:11Z,2160000,,,0,,MISS B. Forbes Free Throw 2 of 2,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
220,PT07M36.00S,2022-02-27T02:51:38.6Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,43,35,2022-02-27T02:52:11Z,2170000,,,0,,D. Fox REBOUND (Off:0 Def:4),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,219.0,4.0,4.0,0.0,,,,,,,,,,,
221,PT07M25.00S,2022-02-27T02:52:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,8.360709592641262,49.01960784313725,1610612758,43,37,2022-02-27T02:52:21Z,2180000,5.0,26.0,1,left,D. Sabonis Layup (4 PTS) (D. Fox 4 AST),"[1627734, 1628368]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,2.66,Made,4.0,D. Fox,1628368.0,4.0,,,,,,,,,,,,,,,
223,PT07M07.00S,2022-02-27T02:52:37.8Z,2,REGULAR,foul,offensive,[],202326,,,1610612743,43,37,2022-02-27T02:52:46Z,2200000,,,0,,D. Cousins offensive FOUL (1 PF),"[202326, 1628368]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Fox,1628368.0,,,,,
225,PT07M07.00S,2022-02-27T02:52:37.8Z,2,REGULAR,turnover,offensive foul,[],202326,,,1610612743,43,37,2022-02-27T02:52:37Z,2220000,,,0,,D. Cousins offensive foul TURNOVER (3 TO),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,1146.0,3.0,,,,,,,,,
226,PT07M07.00S,2022-02-27T02:53:06.8Z,2,REGULAR,instantreplay,request,[],0,,,1610612758,43,37,2022-02-27T02:53:55Z,2230000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,Common Foul Upheld
227,PT07M07.00S,2022-02-27T02:53:58.0Z,2,REGULAR,substitution,out,[],202326,,,1610612758,43,37,2022-02-27T02:54:20Z,2240000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M07.00S,2022-02-27T02:53:58.0Z,2,REGULAR,substitution,out,[],1627854,,,1610612758,43,37,2022-02-27T02:54:20Z,2250000,,,0,,SUB out: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2022-02-27T02:53:58.0Z,2,REGULAR,substitution,in,[],203999,,,1610612758,43,37,2022-02-27T02:54:20Z,2260000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2022-02-27T02:53:58.0Z,2,REGULAR,substitution,in,[],203115,,,1610612758,43,37,2022-02-27T02:54:20Z,2270000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M47.00S,2022-02-27T02:54:41.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628368,8.360709592641262,83.08823529411765,1610612758,43,39,2022-02-27T02:54:47Z,2280000,-165.0,26.0,1,left,D. Fox 16' pullup Jump Shot (13 PTS),[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,16.74,Made,13.0,,,,,,,,,,,,,,,,,,
232,PT06M24.00S,2022-02-27T02:55:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628420,91.80354796320631,45.34313725490196,1610612743,43,39,2022-02-27T02:55:12Z,2290000,-23.0,25.0,1,right,MISS M. Morris driving Layup,[1628420],1610612743.0,DEN,driving,,,Morris,M. Morris,,,,,3.38,Missed,,,,,,,,,,,,,,,,,,,
233,PT06M23.00S,2022-02-27T02:55:08.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,43,39,2022-02-27T02:55:08Z,2300000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,,,,
234,PT06M19.00S,2022-02-27T02:55:27.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203115,92.46057818659659,11.27450980392157,1610612743,43,39,2022-02-27T02:55:32Z,2310000,-194.0,18.0,1,right,MISS W. Barton 19' fadeaway Shot,[203115],1610612743.0,DEN,fadeaway,,,Barton,W. Barton,,,,,19.45,Missed,,,,,,,,,,,,,,,,,,,
235,PT06M17.00S,2022-02-27T02:55:29.6Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,43,39,2022-02-27T02:55:32Z,2320000,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,234.0,1.0,1.0,0.0,,,,,,,,,,,
236,PT06M12.00S,2022-02-27T02:55:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628978,8.623521681997373,54.65686274509803,1610612758,43,39,2022-02-27T02:55:41Z,2330000,-23.0,29.0,1,left,MISS D. DiVincenzo running finger roll Layup,[1628978],1610612758.0,SAC,running finger roll,,,DiVincenzo,D. DiVincenzo,,,,,3.69,Missed,,,,,,,,,,,,,,,,,,,
237,PT06M11.00S,2022-02-27T02:55:36.3Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,43,39,2022-02-27T02:55:41Z,2340000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,236.0,2.0,2.0,0.0,,,,,,,,,,,
238,PT06M04.00S,2022-02-27T02:55:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203932,91.14651773981603,43.13725490196079,1610612743,43,39,2022-02-27T02:55:51Z,2350000,-34.0,31.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1628368]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,4.6,Missed,,,,,,,,,,,,,,,,,Fox,1628368.0,
239,PT06M04.00S,2022-02-27T02:55:42.5Z,2,REGULAR,block,,[],1628368,,,1610612743,43,39,2022-02-27T03:00:44Z,2360000,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M02.00S,2022-02-27T02:55:44.5Z,2,REGULAR,rebound,defensive,[],203087,,,1610612758,43,39,2022-02-27T02:55:51Z,2370000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,238.0,2.0,2.0,0.0,,,,,,,,,,,
241,PT05M56.00S,2022-02-27T02:55:50.4Z,2,REGULAR,3pt,Jump Shot,[],203087,23.866622864651774,14.705882352941178,1610612758,43,39,2022-02-27T02:56:06Z,2380000,176.0,172.0,1,left,MISS J. Lamb 24' 3PT,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,24.63,Missed,,,,,,,,,,,,,,,,,,,
242,PT05M55.00S,2022-02-27T02:55:51.4Z,2,REGULAR,rebound,offensive,[],1628978,,,1610612758,43,39,2022-02-27T02:56:06Z,2390000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,241.0,2.0,1.0,1.0,,,,,,,,,,,
243,PT05M55.00S,2022-02-27T02:56:04.2Z,2,REGULAR,foul,personal,['2freethrow'],203999,,,1610612758,43,39,2022-02-27T02:56:18Z,2400000,,,0,,N. Jokic shooting personal FOUL (2 PF) (DiVincenzo 2 FT),"[203999, 1628978]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,,,,,1363.0,,2.0,1.0,DiVincenzo,1628978.0,,,,,
245,PT05M55.00S,2022-02-27T02:56:25.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628978,,,1610612758,43,40,2022-02-27T02:56:25Z,2420000,,,0,,D. DiVincenzo Free Throw 1 of 2 (1 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
246,PT05M55.00S,2022-02-27T02:56:34.3Z,2,REGULAR,substitution,out,[],203085,,,1610612758,43,40,2022-02-27T02:56:37Z,2430000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M55.00S,2022-02-27T02:56:34.3Z,2,REGULAR,substitution,in,[],201145,,,1610612758,43,40,2022-02-27T02:56:37Z,2440000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M55.00S,2022-02-27T02:56:51.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628978,,,1610612758,43,40,2022-02-27T02:56:51Z,2450000,,,0,,MISS D. DiVincenzo Free Throw 2 of 2,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
249,PT05M53.00S,2022-02-27T02:56:52.4Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,43,40,2022-02-27T02:56:52Z,2460000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,
250,PT05M43.00S,2022-02-27T02:57:05.5Z,2,REGULAR,foul,personal,[],1627734,,,1610612743,43,40,2022-02-27T02:57:32Z,2470000,,,0,,D. Sabonis personal FOUL (3 PF),"[1627734, 203999]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,1363.0,,3.0,0.0,Jokic,203999.0,,,,,
252,PT05M43.00S,2022-02-27T02:57:15.7Z,2,REGULAR,substitution,out,[],1627734,,,1610612743,43,40,2022-02-27T02:57:24Z,2490000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M43.00S,2022-02-27T02:57:15.7Z,2,REGULAR,substitution,in,[],203458,,,1610612743,43,40,2022-02-27T02:57:24Z,2500000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M37.00S,2022-02-27T02:57:47.8Z,2,REGULAR,foul,personal,[],203458,,,1610612743,43,40,2022-02-27T02:58:16Z,2510000,,,0,,A. Len personal FOUL (1 PF),"[203458, 203999]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Jokic,203999.0,,,,,
256,PT05M29.00S,2022-02-27T02:58:13.4Z,2,REGULAR,2pt,Jump Shot,[],203932,86.81011826544021,81.12745098039215,1610612743,45,40,2022-02-27T02:58:19Z,2530000,156.0,71.0,1,right,A. Gordon 17' Jump Shot (14 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,17.12,Made,14.0,,,,,,,,,,,,,,,,,,
258,PT05M15.00S,2022-02-27T02:58:27.4Z,2,REGULAR,3pt,Jump Shot,[],1628978,31.882391590013142,67.64705882352942,1610612758,45,40,2022-02-27T02:58:36Z,2550000,-88.0,247.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M14.00S,2022-02-27T02:58:28.4Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,45,40,2022-02-27T02:58:36Z,2560000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,258.0,2.0,2.0,0.0,,,,,,,,,,,
260,PT05M14.00S,2022-02-27T02:58:34.5Z,2,REGULAR,turnover,traveling,[],201145,,,1610612743,45,40,2022-02-27T02:58:41Z,2570000,,,0,,J. Green traveling TURNOVER (1 TO),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,202037.0,1.0,,,,,,,,,
261,PT05M05.00S,2022-02-27T02:58:55.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203087,21.50131406044678,7.8431372549019605,1610612758,45,43,2022-02-27T02:58:59Z,2580000,211.0,150.0,1,left,J. Lamb 25' 3PT  (3 PTS) (H. Barnes 2 AST),"[203087, 203084]",1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,25.85,Made,3.0,H. Barnes,203084.0,2.0,,,,,,,,,,,,,,,
263,PT04M51.00S,2022-02-27T02:59:07.8Z,2,REGULAR,3pt,Jump Shot,[],1628420,92.06636005256242,95.58823529411765,1610612743,48,43,2022-02-27T02:59:11Z,2600000,228.0,22.0,1,right,M. Morris 3PT  (11 PTS) (N. Jokic 6 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,22.9,Made,11.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,,
265,PT04M40.00S,2022-02-27T02:59:19.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203458,11.383048620236531,50.73529411764706,1610612758,48,45,2022-02-27T02:59:23Z,2620000,-4.0,55.0,1,left,A. Len turnaround Hook (2 PTS) (D. Fox 5 AST),"[203458, 1628368]",1610612758.0,SAC,turnaround,,,Len,A. Len,,,,,5.46,Made,2.0,D. Fox,1628368.0,5.0,,,,,,,,,,,,,,,
267,PT04M31.00S,2022-02-27T02:59:34.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628368,,,1610612743,48,45,2022-02-27T03:00:00Z,2640000,,,0,,D. Fox shooting personal FOUL (1 PF) (Barton 2 FT),"[1628368, 203115]",1610612758.0,SAC,shooting,,,Fox,D. Fox,,,,,,,,,,,,,,,1146.0,,1.0,0.0,Barton,203115.0,,,,,
269,PT04M31.00S,2022-02-27T03:00:01.1Z,2,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,49,45,2022-02-27T03:00:01Z,2660000,,,0,,W. Barton Free Throw 1 of 2 (6 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
270,PT04M31.00S,2022-02-27T03:00:14.5Z,2,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,50,45,2022-02-27T03:00:14Z,2670000,,,0,,W. Barton Free Throw 2 of 2 (7 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
271,PT04M18.00S,2022-02-27T03:00:28.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203458,13.87976346911958,49.754901960784316,1610612758,50,45,2022-02-27T03:00:35Z,2680000,1.0,78.0,1,left,MISS A. Len 7' floating Shot,[203458],1610612758.0,SAC,floating,,,Len,A. Len,,,,,7.8,Missed,,,,,,,,,,,,,,,,,,,
272,PT04M16.00S,2022-02-27T03:00:30.9Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,50,45,2022-02-27T03:00:35Z,2690000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,271.0,3.0,3.0,0.0,,,,,,,,,,,
273,PT04M01.00S,2022-02-27T03:00:46.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,92.46057818659659,60.049019607843135,1610612743,52,45,2022-02-27T03:00:56Z,2700000,50.0,18.0,1,right,N. Jokic driving floating bank Jump Shot (4 PTS),[203999],1610612743.0,DEN,driving floating bank,,,Jokic,N. Jokic,,,,,5.35,Made,4.0,,,,,,,,,,,,,,,,,,
274,PT03M59.00S,2022-02-27T03:00:52.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612758,52,45,2022-02-27T03:01:03Z,2710000,,,0,,TEAM delay-of-game VIOLATION,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,1363.0,,,,,,,,,,
275,PT03M48.00S,2022-02-27T03:01:10.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,11.514454664914586,50.73529411764706,1610612758,52,47,2022-02-27T03:01:15Z,2720000,-4.0,56.0,1,left,H. Barnes driving floating bank Jump Shot (5 PTS) (J. Lamb 1 AST),"[203084, 203087]",1610612758.0,SAC,driving floating bank,,,Barnes,H. Barnes,,,,,5.58,Made,5.0,J. Lamb,203087.0,1.0,,,,,,,,,,,,,,,
