actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
273,PT03M56.00S,2021-12-14T02:53:53.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,49,37,2021-12-14T02:54:18Z,2700000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,271.0,,,,,,,,,,,,,,,,,,
274,PT03M40.00S,2021-12-14T02:54:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,9.017739816031538,44.36274509803921,1610612764,49,37,2021-12-14T02:57:32Z,2710000,28.0,32.0,1,left,MISS D. Gafford Layup,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,,
275,PT03M34.00S,2021-12-14T02:54:28.6Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,49,37,2021-12-14T02:54:35Z,2720000,,,0,,D. Gafford REBOUND (Off:1 Def:3),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,274.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
276,PT03M34.00S,2021-12-14T02:54:27.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629655,5.590000152587891,50.0,1610612764,49,39,2021-12-14T02:54:42Z,2730000,0.0,0.0,1,left,D. Gafford tip DUNK (6 PTS),[1629655],1610612764.0,WAS,tip,,,Gafford,D. Gafford,,,,,0.0,Made,,,,,,,,6.0,,,,,,,,,,,
277,PT03M17.00S,2021-12-14T02:54:49.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,92.06636005256242,60.29411764705882,1610612743,51,39,2021-12-14T02:54:56Z,2740000,51.0,22.0,1,right,N. Jokic turnaround Hook (8 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,5.6,Made,,,,,,,,8.0,,,,,,,,,,,
279,PT03M17.00S,2021-12-14T02:54:50.9Z,2,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612743,51,39,2021-12-14T02:54:56Z,2760000,,,0,,D. Gafford shooting personal FOUL (3 PF) (Jokic 1 FT),"[1629655, 203999]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,200833.0,3.0,0.0,,,,,,,Jokic,203999.0,,,,
281,PT03M17.00S,2021-12-14T02:54:56.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,51,39,2021-12-14T02:55:25Z,2780000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M17.00S,2021-12-14T02:54:56.9Z,2,REGULAR,substitution,out,[],1629655,,,1610612743,51,39,2021-12-14T02:55:25Z,2790000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M17.00S,2021-12-14T02:54:56.9Z,2,REGULAR,substitution,in,[],1630267,,,1610612743,51,39,2021-12-14T02:55:25Z,2800000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M17.00S,2021-12-14T02:54:56.9Z,2,REGULAR,substitution,in,[],1626149,,,1610612743,51,39,2021-12-14T02:55:25Z,2810000,,,0,,SUB in: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M17.00S,2021-12-14T02:55:35.5Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,51,39,2021-12-14T02:55:42Z,2820000,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
286,PT03M15.00S,2021-12-14T02:55:37.5Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,51,39,2021-12-14T02:55:42Z,2830000,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,285.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
287,PT02M58.00S,2021-12-14T02:55:52.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,9.806176084099869,48.529411764705884,1610612764,51,39,2021-12-14T02:56:00Z,2840000,7.0,40.0,1,left,MISS K. Caldwell-Pope driving floating Shot,[203484],1610612764.0,WAS,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,4.04,Missed,,,,,,,,,,,,,,,,,,,
288,PT02M54.00S,2021-12-14T02:55:56.3Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,51,39,2021-12-14T02:56:00Z,2850000,,,0,,A. Gordon REBOUND (Off:2 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,287.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
289,PT02M54.00S,2021-12-14T02:55:57.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203932,92.85479632063075,47.30392156862745,1610612743,53,39,2021-12-14T02:56:05Z,2860000,-13.0,15.0,1,right,A. Gordon running DUNK (14 PTS),[203932],1610612743.0,DEN,running,,,Gordon,A. Gordon,,,,,2.0,Made,,,,,,,,14.0,,,,,,,,,,,
290,PT02M37.00S,2021-12-14T02:56:13.7Z,2,REGULAR,3pt,Jump Shot,[],202722,29.517082785808146,25.98039215686275,1610612764,53,39,2021-12-14T02:56:19Z,2870000,120.0,225.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
291,PT02M35.00S,2021-12-14T02:56:15.7Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,53,39,2021-12-14T02:56:19Z,2880000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,290.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
292,PT02M23.00S,2021-12-14T02:56:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628420,78.79434954007884,89.2156862745098,1610612743,53,39,2021-12-14T02:56:35Z,2890000,196.0,147.0,1,right,MISS M. Morris 24' 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M20.00S,2021-12-14T02:56:31.2Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,53,39,2021-12-14T02:56:35Z,2900000,,,0,,R. Neto REBOUND (Off:0 Def:2),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,292.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
294,PT02M16.00S,2021-12-14T02:56:34.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202722,23.603810775295663,13.23529411764706,1610612764,53,39,2021-12-14T02:56:45Z,2910000,184.0,169.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
295,PT02M11.00S,2021-12-14T02:56:39.6Z,2,REGULAR,rebound,offensive,[],203484,,,1610612764,53,39,2021-12-14T02:56:45Z,2920000,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:0),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,294.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
296,PT02M11.00S,2021-12-14T02:56:39.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203484,5.590000152587891,50.0,1610612764,53,39,2021-12-14T02:57:21Z,2930000,0.0,0.0,1,left,MISS K. Caldwell-Pope tip Layup,[203484],1610612764.0,WAS,tip,,,Caldwell-Pope,K. Caldwell-Pope,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
297,PT02M11.00S,2021-12-14T02:56:39.7Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,53,39,2021-12-14T02:57:21Z,2940000,,,0,,N. Jokic REBOUND (Off:2 Def:9),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,296.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
298,PT02M05.00S,2021-12-14T02:56:46.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.27792378449409,49.01960784313725,1610612743,55,39,2021-12-14T02:56:55Z,2950000,-5.0,29.0,1,right,N. Jokic Layup (10 PTS) (F. Campazzo 5 AST),"[203999, 1630267]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.99,Made,,,,,,,,10.0,F. Campazzo,1630267.0,5.0,,,,,,,,
300,PT02M04.00S,2021-12-14T02:56:53.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,55,39,2021-12-14T02:56:53Z,2970000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M50.00S,2021-12-14T02:59:55.0Z,2,REGULAR,foul,personal,['2freethrow'],1630267,,,1610612764,55,39,2021-12-14T03:00:03Z,2980000,,,0,,F. Campazzo shooting personal FOUL (3 PF) (Neto 2 FT),"[1630267, 203526]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,1146.0,3.0,0.0,,,,,,,Neto,203526.0,,,,
303,PT01M50.00S,2021-12-14T03:00:22.7Z,2,REGULAR,freethrow,1 of 2,[],203526,,,1610612764,55,40,2021-12-14T03:00:22Z,3000000,,,0,,R. Neto Free Throw 1 of 2 (4 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,,,,4.0,,,,,,,,,,,
304,PT01M50.00S,2021-12-14T03:00:23.3Z,2,REGULAR,substitution,out,[],1630267,,,1610612764,55,40,2021-12-14T03:00:35Z,3010000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M50.00S,2021-12-14T03:00:23.3Z,2,REGULAR,substitution,in,[],1628432,,,1610612764,55,40,2021-12-14T03:00:35Z,3020000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M50.00S,2021-12-14T03:00:42.7Z,2,REGULAR,freethrow,2 of 2,[],203526,,,1610612764,55,41,2021-12-14T03:00:42Z,3030000,,,0,,R. Neto Free Throw 2 of 2 (5 PTS),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
307,PT01M34.00S,2021-12-14T03:01:01.0Z,2,REGULAR,2pt,Jump Shot,[],203999,76.42904073587385,49.754901960784316,1610612743,55,41,2021-12-14T03:01:12Z,3040000,-1.0,169.0,1,right,MISS N. Jokic 16' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M31.00S,2021-12-14T03:01:04.0Z,2,REGULAR,rebound,defensive,[],202722,,,1610612764,55,41,2021-12-14T03:01:12Z,3050000,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
309,PT01M22.00S,2021-12-14T03:01:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,16.770696452036795,49.50980392156863,1610612764,55,41,2021-12-14T03:01:21Z,3060000,2.0,105.0,1,left,MISS B. Beal 10' driving floating Shot,[203078],1610612764.0,WAS,driving floating,,,Beal,B. Beal,,,,,10.51,Missed,,,,,,,,,,,,,,,,,,,
310,PT01M19.00S,2021-12-14T03:01:16.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,55,41,2021-12-14T03:01:21Z,3070000,,,0,,N. Jokic REBOUND (Off:2 Def:10),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,309.0,12.0,10.0,2.0,,,,,,,,,,,,,,,
311,PT01M10.00S,2021-12-14T03:01:27.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202722,,,1610612743,55,41,2021-12-14T03:01:38Z,3080000,,,0,,D. Bertans personal FOUL (2 PF) (Jokic 2 FT),"[202722, 203999]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,1628484.0,2.0,0.0,,,,,,,Jokic,203999.0,,,,
313,PT01M10.00S,2021-12-14T03:01:53.8Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,56,41,2021-12-14T03:01:53Z,3100000,,,0,,N. Jokic Free Throw 1 of 2 (11 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,11.0,,,,,,,,,,,
314,PT01M10.00S,2021-12-14T03:02:09.6Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,57,41,2021-12-14T03:02:09Z,3110000,,,0,,N. Jokic Free Throw 2 of 2 (12 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,12.0,,,,,,,,,,,
315,PT00M57.40S,2021-12-14T03:02:27.7Z,2,REGULAR,3pt,Jump Shot,[],202722,29.38567674113009,20.833333333333336,1610612764,57,41,2021-12-14T03:02:35Z,3120000,146.0,224.0,1,left,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
316,PT00M51.70S,2021-12-14T03:02:33.4Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,57,41,2021-12-14T03:02:35Z,3130000,,,0,,M. Harrell REBOUND (Off:1 Def:3),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,315.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
317,PT00M51.70S,2021-12-14T03:02:33.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626149,5.590000152587891,50.0,1610612764,57,41,2021-12-14T03:02:46Z,3140000,0.0,0.0,1,left,MISS M. Harrell tip Layup - blocked,"[1626149, 203999]",1610612764.0,WAS,tip,,,Harrell,M. Harrell,,,,,0.0,Missed,,,,,,,,,,,,Jokic,203999.0,,,,,,
319,PT00M51.70S,2021-12-14T03:02:33.5Z,2,REGULAR,block,,[],203999,,,1610612764,57,41,2021-12-14T03:02:46Z,3145000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M50.60S,2021-12-14T03:02:34.6Z,2,REGULAR,rebound,defensive,[],1628432,,,1610612743,57,41,2021-12-14T03:05:30Z,3150000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,317.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
324,PT00M41.30S,2021-12-14T03:02:51.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,57,41,2021-12-14T03:05:03Z,3155000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M32.70S,2021-12-14T03:03:08.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.19776609724047,46.568627450980394,1610612743,59,41,2021-12-14T03:03:27Z,3160000,-17.0,21.0,1,right,N. Jokic driving finger roll Layup (14 PTS),[203999],1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,2.7,Made,,,,,,,,14.0,,,,,,,,,,,
321,PT00M18.70S,2021-12-14T03:03:25.3Z,2,REGULAR,turnover,bad pass,[],203526,,,1610612764,59,41,2021-12-14T03:03:34Z,3170000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 203999]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,
322,PT00M18.70S,2021-12-14T03:03:25.3Z,2,REGULAR,steal,,[],203999,,,1610612743,59,41,2021-12-14T03:03:26Z,3180000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M00.00S,2021-12-14T03:03:53.2Z,2,REGULAR,period,end,[],0,,,1610612743,59,41,2021-12-14T03:03:53Z,3190000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,out,['startperiod'],1626149,,,1610612743,59,41,2021-12-14T03:18:59Z,3200000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,out,['startperiod'],203526,,,1610612743,59,41,2021-12-14T03:18:59Z,3210000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,out,['startperiod'],202722,,,1610612743,59,41,2021-12-14T03:18:59Z,3220000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,in,['startperiod'],1630166,,,1610612743,59,41,2021-12-14T03:18:59Z,3230000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,in,['startperiod'],1629655,,,1610612743,59,41,2021-12-14T03:18:59Z,3240000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2021-12-14T03:05:35.0Z,3,REGULAR,substitution,in,['startperiod'],203915,,,1610612743,59,41,2021-12-14T03:18:59Z,3250000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-12-14T03:19:03.5Z,3,REGULAR,period,start,[],0,,,1610612743,59,41,2021-12-14T03:19:03Z,3260000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M43.00S,2021-12-14T03:19:19.6Z,3,REGULAR,2pt,Jump Shot,[],203932,10.726018396846255,68.13725490196079,1610612743,59,41,2021-12-14T03:19:31Z,3270000,-91.0,48.0,1,left,MISS A. Gordon 10' turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,10.28,Missed,,,,,,,,,,,,,,,,,,,
333,PT11M39.00S,2021-12-14T03:19:23.6Z,3,REGULAR,rebound,defensive,[],203915,,,1610612764,59,41,2021-12-14T03:19:31Z,3280000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,332.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
334,PT11M23.00S,2021-12-14T03:19:42.2Z,3,REGULAR,foul,personal,['2freethrow'],201145,,,1610612764,59,41,2021-12-14T03:19:51Z,3290000,,,0,,J. Green shooting personal FOUL (1 PF) (Dinwiddie 2 FT),"[201145, 203915]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,1146.0,1.0,0.0,,,,,,,Dinwiddie,203915.0,,,,
336,PT11M23.00S,2021-12-14T03:20:06.7Z,3,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,59,42,2021-12-14T03:20:35Z,3310000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
337,PT11M23.00S,2021-12-14T03:20:06.7Z,3,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,59,42,2021-12-14T03:20:35Z,3320000,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Missed,,,,,,,,,,,,,,,,,,,
338,PT11M20.00S,2021-12-14T03:20:09.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,59,42,2021-12-14T03:20:35Z,3330000,,,0,,N. Jokic REBOUND (Off:2 Def:11),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,337.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
339,PT11M10.00S,2021-12-14T03:20:34.1Z,3,REGULAR,3pt,Jump Shot,[],203999,32.14520367936925,63.23529411764706,1610612743,62,42,2021-12-14T03:20:39Z,3340000,-66.0,250.0,1,left,N. Jokic 25' 3PT  (17 PTS) (M. Morris 2 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.83,Made,,,,,,,,17.0,M. Morris,1628420.0,2.0,,,,,,,,
341,PT10M54.00S,2021-12-14T03:20:49.0Z,3,REGULAR,3pt,Jump Shot,[],203484,87.86136662286465,95.58823529411765,1610612764,62,42,2021-12-14T03:20:57Z,3360000,228.0,62.0,1,right,MISS K. Caldwell-Pope 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
342,PT10M52.00S,2021-12-14T03:20:51.0Z,3,REGULAR,rebound,defensive,[],1628432,,,1610612743,62,42,2021-12-14T03:20:57Z,3370000,,,0,,D. Reed REBOUND (Off:0 Def:3),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,341.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
343,PT10M45.00S,2021-12-14T03:20:58.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.783837056504599,57.84313725490197,1610612743,64,42,2021-12-14T03:21:07Z,3380000,-39.0,11.0,1,left,N. Jokic Layup (19 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,4.08,Made,,,,,,,,19.0,M. Morris,1628420.0,3.0,,,,,,,,
345,PT10M33.00S,2021-12-14T03:21:10.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,90.62089356110381,41.17647058823529,1610612764,64,42,2021-12-14T03:21:17Z,3400000,-44.0,36.0,1,right,MISS D. Gafford floating Shot,[1629655],1610612764.0,WAS,floating,,,Gafford,D. Gafford,,,,,5.67,Missed,,,,,,,,,,,,,,,,,,,
346,PT10M31.00S,2021-12-14T03:21:12.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,64,42,2021-12-14T03:21:17Z,3410000,,,0,,N. Jokic REBOUND (Off:2 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,345.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
347,PT10M25.00S,2021-12-14T03:21:19.2Z,3,REGULAR,3pt,Jump Shot,[],1628420,8.492115637319317,96.07843137254902,1610612743,67,42,2021-12-14T03:21:27Z,3420000,-230.0,27.0,1,left,M. Morris 3PT  (13 PTS) (N. Jokic 5 AST),"[1628420, 203999]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.2,Made,,,,,,,,13.0,N. Jokic,203999.0,5.0,,,,,,,,
349,PT10M25.00S,2021-12-14T03:21:22.6Z,3,REGULAR,foul,personal,['1freethrow'],203484,,,1610612743,67,42,2021-12-14T03:21:37Z,3440000,,,0,,K. Caldwell-Pope shooting personal FOUL (2 PF) (Morris 1 FT),"[203484, 1628420]",1610612764.0,WAS,shooting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1146.0,2.0,0.0,,,,,,,Morris,1628420.0,,,,
351,PT10M25.00S,2021-12-14T03:21:46.5Z,3,REGULAR,freethrow,1 of 1,[],1628420,,,1610612743,68,42,2021-12-14T03:21:46Z,3460000,,,0,,M. Morris Free Throw 1 of 1 (14 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
352,PT10M11.00S,2021-12-14T03:22:02.8Z,3,REGULAR,2pt,Jump Shot,[],203484,91.01511169513797,20.588235294117645,1610612764,68,44,2021-12-14T03:22:10Z,3470000,-147.0,32.0,1,right,K. Caldwell-Pope 15' pullup Jump Shot (4 PTS) (D. Avdija 1 AST),"[203484, 1630166]",1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,15.05,Made,,,,,,,,4.0,D. Avdija,1630166.0,1.0,,,,,,,,
354,PT10M02.00S,2021-12-14T03:22:11.4Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,68,44,2021-12-14T03:22:16Z,3490000,,,0,,N. Jokic bad pass TURNOVER (3 TO),"[203999, 1630166]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,3.0,Avdija,1630166.0,
355,PT10M02.00S,2021-12-14T03:22:11.4Z,3,REGULAR,steal,,[],1630166,,,1610612764,68,44,2021-12-14T03:22:12Z,3500000,,,0,,D. Avdija STEAL (3 STL),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT09M55.00S,2021-12-14T03:22:18.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203484,87.46714848883047,41.17647058823529,1610612764,68,44,2021-12-14T03:23:32Z,3520000,-44.0,65.0,1,right,MISS K. Caldwell-Pope 7' driving floating Shot,[203484],1610612764.0,WAS,driving floating,,,Caldwell-Pope,K. Caldwell-Pope,,,,,7.88,Missed,,,,,,,,,,,,,,,,,,,
358,PT09M55.00S,2021-12-14T03:22:18.6Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,68,44,2021-12-14T03:23:32Z,3530000,,,0,,N. Jokic REBOUND (Off:2 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,357.0,15.0,13.0,2.0,,,,,,,,,,,,,,,
359,PT09M55.00S,2021-12-14T03:22:31.7Z,3,REGULAR,foul,personal,[],203484,,,1610612743,68,44,2021-12-14T03:23:43Z,3540000,,,0,,K. Caldwell-Pope personal FOUL (3 PF),"[203484, 203999]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1628484.0,3.0,0.0,,,,,,,Jokic,203999.0,,,,
