actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-21T00:10:55.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-21T00:10:55Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-21T00:10:57.6Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2022-03-21T00:10:57Z,40000,,,0,,Jump Ball N. Jokic vs. R. Williams III: Tip to J. Green,"[201145, 203999, 1629057]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Jokic,203999.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2022-03-21T00:11:17.9Z,1,REGULAR,2pt,Jump Shot,[],203115,17.69053876478318,12.745098039215685,1610612743,0,0,2022-03-21T00:11:26Z,70000,186.0,114.0,1,left,MISS W. Barton 21' Jump Shot,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,21.83,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-03-21T00:11:19.9Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,0,0,2022-03-21T00:14:09Z,80000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M33.00S,2022-03-21T00:11:21.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203115,32.670827858081466,50.0,1610612743,0,0,2022-03-21T00:11:32Z,90000,0.0,255.0,1,left,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M29.00S,2022-03-21T00:11:25.3Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,0,2022-03-21T00:11:32Z,100000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2022-03-21T00:11:45.4Z,1,REGULAR,3pt,Jump Shot,[],1627759,71.17279894875165,24.019607843137255,1610612738,0,3,2022-03-21T00:12:07Z,110000,-130.0,218.0,1,right,J. Brown 25' 3PT step back (3 PTS) (M. Smart 1 AST),"[1627759, 203935]",1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,25.42,Made,,,,,3.0,M. Smart,203935.0,1.0,,,,,,,,,,,
13,PT10M48.00S,2022-03-21T00:12:06.0Z,1,REGULAR,3pt,Jump Shot,[],1628420,6.258212877792378,96.81372549019608,1610612743,0,3,2022-03-21T00:12:13Z,130000,-234.0,6.0,1,left,MISS M. Morris 3PT,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M45.00S,2022-03-21T00:12:09.0Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,0,3,2022-03-21T00:12:13Z,140000,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
15,PT10M40.00S,2022-03-21T00:12:14.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203115,8.623521681997373,43.627450980392155,1610612743,2,3,2022-03-21T00:12:20Z,150000,32.0,29.0,1,left,W. Barton driving floating bank Jump Shot (2 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,driving floating bank,,,Barton,W. Barton,,,,,4.28,Made,,,,,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,
17,PT10M20.00S,2022-03-21T00:12:34.1Z,1,REGULAR,3pt,Jump Shot,[],201143,89.96386333771353,95.83333333333334,1610612738,2,3,2022-03-21T00:12:40Z,170000,229.0,42.0,1,right,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,23.3,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M18.00S,2022-03-21T00:12:36.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,2,3,2022-03-21T00:12:40Z,180000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
19,PT10M05.00S,2022-03-21T00:12:49.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.251642575558476,50.0,1610612743,2,3,2022-03-21T00:12:57Z,190000,0.0,53.0,1,left,MISS N. Jokic floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M03.00S,2022-03-21T00:12:51.4Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,2,3,2022-03-21T00:12:57Z,200000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
21,PT09M55.00S,2022-03-21T00:12:59.5Z,1,REGULAR,2pt,Jump Shot,[],1628369,81.8166885676741,75.49019607843137,1610612738,2,5,2022-03-21T00:13:06Z,210000,127.0,118.0,1,right,J. Tatum 17' pullup Jump Shot (2 PTS) (M. Smart 2 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,17.4,Made,,,,,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,
23,PT09M35.00S,2022-03-21T00:13:20.0Z,1,REGULAR,3pt,Jump Shot,[],201145,9.280551905387648,4.6568627450980395,1610612743,5,5,2022-03-21T00:13:27Z,230000,227.0,35.0,1,left,J. Green 3PT  (3 PTS) (W. Barton 1 AST),"[201145, 203115]",1610612743.0,DEN,,,,Green,J. Green,,,,,22.93,Made,,,,,3.0,W. Barton,203115.0,1.0,,,,,,,,,,,
25,PT09M22.00S,2022-03-21T00:13:37.8Z,1,REGULAR,foul,personal,[],203932,,,1610612738,5,5,2022-03-21T00:13:48Z,250000,,,0,,A. Gordon personal FOUL (1 PF),"[203932, 1627759]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,202007.0,1.0,0.0,Brown,1627759.0,,,,,,
27,PT09M10.00S,2022-03-21T00:14:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,93.51182654402102,51.470588235294116,1610612738,5,7,2022-03-21T00:14:08Z,270000,7.0,8.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (A. Horford 1 AST),"[1629057, 201143]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.13,Made,,,,,2.0,A. Horford,201143.0,1.0,,,,,,,,,,,
29,PT08M52.00S,2022-03-21T00:14:18.3Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,5,7,2022-03-21T00:16:13Z,290000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1627759]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,,
30,PT08M52.00S,2022-03-21T00:14:18.3Z,1,REGULAR,steal,,[],1627759,,,1610612738,5,7,2022-03-21T00:16:07Z,300000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M48.00S,2022-03-21T00:14:23.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,90.75229960578186,52.94117647058824,1610612738,5,7,2022-03-21T00:14:37Z,310000,15.0,34.0,1,right,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,,
32,PT08M44.00S,2022-03-21T00:14:27.4Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,5,7,2022-03-21T00:14:37Z,320000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
33,PT08M42.00S,2022-03-21T00:14:32.6Z,1,REGULAR,foul,offensive,[],203932,,,1610612743,5,7,2022-03-21T00:14:51Z,330000,,,0,,A. Gordon charge offensive FOUL (2 PF),"[203932, 203935]",1610612743.0,DEN,charge,,,Gordon,A. Gordon,,,,,,,,,,,,,,,202007.0,2.0,0.0,Smart,203935.0,,,,,,
35,PT08M42.00S,2022-03-21T00:14:32.6Z,1,REGULAR,turnover,offensive foul,[],203932,,,1610612743,5,7,2022-03-21T00:14:32Z,350000,,,0,,A. Gordon offensive foul TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,202007.0,,,,,1.0,,,,,
