actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2021-10-30T02:10:43.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-10-30T02:10:43Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2021-10-30T02:10:45.3Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612743,0,0,2021-10-30T02:10:45Z,40000,,,0,,Jump Ball N. Jokic vs. D. Powell: Tip to M. Morris,"[1628420, 203999, 203939]",1610612743.0,DEN,startperiod,M. Morris,1628420.0,Morris,M. Morris,Jokic,203999.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2021-10-30T02:10:55.7Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,0,0,2021-10-30T02:11:11Z,70000,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 203501]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2021-10-30T02:10:55.7Z,1,REGULAR,steal,,[],203501,,,1610612742,0,0,2021-10-30T02:10:57Z,80000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2021-10-30T02:10:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,6.915243101182654,51.9607843137255,1610612742,0,2,2021-10-30T02:11:47Z,90000,-10.0,13.0,1,left,R. Bullock running finger roll Layup (2 PTS) (T. Hardaway Jr. 1 AST),"[203493, 203501]",1610612742.0,DAL,running finger roll,,,Bullock,R. Bullock,,,,,,,,1.59,Made,2.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,
11,PT11M27.00S,2021-10-30T02:11:17.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,0,2,2021-10-30T02:11:17Z,110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2021-10-30T02:11:35.7Z,1,REGULAR,3pt,Jump Shot,[],203115,92.72339027595268,3.431372549019608,1610612743,3,2,2021-10-30T02:12:05Z,120000,-233.0,16.0,1,right,W. Barton 3PT  (3 PTS) (N. Jokic 1 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,23.33,Made,3.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,
14,PT11M02.00S,2021-10-30T02:11:55.0Z,1,REGULAR,turnover,lost ball,[],203501,,,1610612742,3,2,2021-10-30T02:12:21Z,140000,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 203999]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,
15,PT11M02.00S,2021-10-30T02:11:55.0Z,1,REGULAR,steal,,[],203999,,,1610612743,3,2,2021-10-30T02:11:56Z,150000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
16,PT10M58.00S,2021-10-30T02:11:58.1Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203115,94.69448094612353,49.50980392156863,1610612743,5,2,2021-10-30T02:37:53Z,160000,-2.0,-3.0,1,right,W. Barton DUNK (5 PTS) (N. Jokic 2 AST),"[203115, 203999]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,0.36,Made,5.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,
