actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
16,PT10M08.00S,2022-03-23T02:05:18.5Z,1,REGULAR,2pt,Jump Shot,[],1628420,12.13863337713535,68.87254901960785,1610612743,2,2,2022-03-23T02:05:31Z,160000,-94.0,62.0,1,left,MISS M. Morris 11' Jump Shot,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,11.27,Missed,,,,,,,,,,,,,,,,
17,PT10M04.00S,2022-03-23T02:05:22.7Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,2,2022-03-23T02:05:22Z,170000,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,
18,PT09M59.00S,2022-03-23T02:05:27.3Z,1,REGULAR,2pt,Jump Shot,[],202694,89.01116951379764,29.65686274509804,1610612746,2,4,2022-03-23T02:05:42Z,180000,-102.0,51.0,1,right,M. Morris Sr. 11' pullup Jump Shot (4 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,,11.37,Made,,,,,,,,,,4.0,,,,,,
19,PT09M56.00S,2022-03-23T02:05:34.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.8823915900131425,51.22549019607843,1610612743,4,4,2022-03-23T02:14:08Z,190000,-6.0,12.0,1,left,J. Green running DUNK (2 PTS) (N. Jokic 1 AST),"[201145, 203999]",1610612743.0,DEN,running,,,Green,J. Green,,,,,,,,1.36,Made,,,,,,,,,,2.0,N. Jokic,203999.0,1.0,,,
20,PT09M56.00S,2022-03-23T02:05:44.3Z,1,REGULAR,foul,personal,['1freethrow'],201587,,,1610612743,4,4,2022-03-23T02:05:57Z,200000,,,0,,N. Batum personal FOUL (1 PF) (Green 1 FT),"[201587, 201145]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,2530.0,1.0,0.0,Green,201145.0,,,,,,,
22,PT09M56.00S,2022-03-23T02:06:03.6Z,1,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,4,4,2022-03-23T02:15:21Z,220000,,,0,,MISS J. Green Free Throw 1 of 1,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,Missed,,,,,,,,,,,,,,,,
23,PT09M56.00S,2022-03-23T02:06:03.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,4,4,2022-03-23T02:16:14Z,230000,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,22.0,2.0,2.0,0.0,,,,,,,,,,,,
24,PT09M40.00S,2022-03-23T02:06:15.9Z,1,REGULAR,3pt,Jump Shot,[],201587,96.76412614980289,97.79411764705883,1610612746,4,7,2022-03-23T02:06:21Z,240000,239.0,-22.0,1,right,N. Batum 24' 3PT  (3 PTS) (A. Coffey 1 AST),"[201587, 1629599]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,24.0,Made,,,,,,,,,,3.0,A. Coffey,1629599.0,1.0,,,
26,PT09M23.00S,2022-03-23T02:06:32.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,7.539421813403408,47.79411764705882,1610612743,6,7,2022-03-23T02:06:39Z,260000,11.0,18.0,1,left,J. Green cutting DUNK (4 PTS) (N. Jokic 2 AST),"[201145, 203999]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,2.14,Made,,,,,,,,,,4.0,N. Jokic,203999.0,2.0,,,
28,PT09M08.00S,2022-03-23T02:06:48.8Z,1,REGULAR,3pt,Jump Shot,[],201587,71.40275952693824,74.01960784313725,1610612746,6,7,2022-03-23T02:06:54Z,280000,120.0,216.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,24.74,Missed,,,,,,,,,,,,,,,,
29,PT09M05.00S,2022-03-23T02:06:51.8Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,6,7,2022-03-23T02:06:54Z,290000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT08M59.00S,2022-03-23T02:06:56.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,7.802233902759525,50.73529411764706,1610612743,6,7,2022-03-23T02:07:02Z,300000,-4.0,21.0,1,left,MISS A. Gordon turnaround fadeaway Shot,[203932],1610612743.0,DEN,turnaround fadeaway,,,Gordon,A. Gordon,,,,,,,,2.11,Missed,,,,,,,,,,,,,,,,
31,PT08M57.00S,2022-03-23T02:06:58.7Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,6,7,2022-03-23T02:07:02Z,310000,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,30.0,2.0,2.0,0.0,,,,,,,,,,,,
35,PT08M43.00S,2022-03-23T02:07:12.8Z,1,REGULAR,2pt,Jump Shot,[],202694,79.02431011826545,23.284313725490193,1610612746,6,7,2022-03-23T02:07:17Z,320000,-134.0,145.0,1,right,MISS M. Morris Sr. 19' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,,,,19.69,Missed,,,,,,,,,,,,,,,,
36,PT08M43.00S,2022-03-23T02:07:12.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,6,7,2022-03-23T02:07:17Z,330000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,
37,PT08M31.00S,2022-03-23T02:07:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612743,6,7,2022-03-23T02:07:49Z,340000,,,0,,I. Zubac shooting personal FOUL (1 PF) (Jokic 2 FT),"[1627826, 203999]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,,,,,,,,,,1627541.0,1.0,0.0,Jokic,203999.0,,,,,,,
41,PT08M31.00S,2022-03-23T02:08:01.8Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,7,7,2022-03-23T02:08:01Z,360000,,,0,,N. Jokic Free Throw 1 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,,,,3.0,,,,,,
42,PT08M31.00S,2022-03-23T02:08:13.5Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,8,7,2022-03-23T02:08:13Z,370000,,,0,,N. Jokic Free Throw 2 of 2 (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,Made,,,,,,,,,,4.0,,,,,,
43,PT08M20.00S,2022-03-23T02:08:29.0Z,1,REGULAR,turnover,lost ball,[],1629599,,,1610612746,8,7,2022-03-23T02:08:36Z,380000,,,0,,A. Coffey lost ball TURNOVER (1 TO),"[1629599, 203115]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,1.0,Barton,203115.0,,,,,,,,,,,,,,,,,,
44,PT08M20.00S,2022-03-23T02:08:29.0Z,1,REGULAR,steal,,[],203115,,,1610612743,8,7,2022-03-23T02:08:31Z,390000,,,0,,W. Barton STEAL (1 STL),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M20.00S,2022-03-23T02:08:32.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203999,7.013797634691201,55.3921568627451,1610612743,10,7,2022-03-23T02:08:46Z,400000,-27.0,13.0,1,left,N. Jokic running DUNK (6 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,,,,3.01,Made,,,,,,,,,,6.0,W. Barton,203115.0,1.0,,,
46,PT08M20.00S,2022-03-23T02:08:41.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,7,2022-03-23T02:08:41Z,410000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M05.00S,2022-03-23T02:12:05.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.46057818659659,40.19607843137255,1610612746,10,7,2022-03-23T02:12:25Z,420000,-49.0,18.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,5.23,Missed,,,,,,,,,,,,,,,,
52,PT08M03.00S,2022-03-23T02:12:07.4Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,10,7,2022-03-23T02:12:25Z,430000,,,0,,M. Morris REBOUND (Off:0 Def:1),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,,
53,PT07M45.00S,2022-03-23T02:12:25.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.806176084099869,60.29411764705882,1610612743,10,7,2022-03-23T02:20:38Z,440000,-51.0,40.0,1,left,MISS N. Jokic 6' driving Hook,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,,6.5,Missed,,,,,,,,,,,,,,,,
54,PT07M42.00S,2022-03-23T02:12:28.6Z,1,REGULAR,rebound,offensive,[],203932,,,1610612743,10,7,2022-03-23T02:20:38Z,450000,,,0,,A. Gordon REBOUND (Off:1 Def:0),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,,
55,PT07M42.00S,2022-03-23T02:12:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203932,9.149145860709593,54.65686274509803,1610612743,10,7,2022-03-23T02:12:44Z,460000,-23.0,34.0,1,left,MISS A. Gordon reverse Layup - blocked,"[203932, 201587]",1610612743.0,DEN,reverse,,,Gordon,A. Gordon,,,,,,,,4.08,Missed,,,,,,,,,,,,,,Batum,201587.0,
56,PT07M42.00S,2022-03-23T02:12:28.5Z,1,REGULAR,block,,[],201587,,,1610612743,10,7,2022-03-23T02:12:31Z,470000,,,0,,N. Batum BLOCK (1 BLK),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M38.00S,2022-03-23T02:12:32.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,10,7,2022-03-23T02:12:44Z,480000,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,,
58,PT07M27.00S,2022-03-23T02:12:43.3Z,1,REGULAR,2pt,Jump Shot,[],202694,74.58935611038108,57.59803921568627,1610612746,10,9,2022-03-23T02:12:53Z,490000,38.0,186.0,1,right,M. Morris Sr. 19' Jump Shot (6 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,19.02,Made,,,,,,,,,,6.0,,,,,,
59,PT07M12.00S,2022-03-23T02:13:00.9Z,1,REGULAR,foul,personal,[],202704,,,1610612743,10,9,2022-03-23T02:13:12Z,500000,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 201145]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,2530.0,1.0,0.0,Green,201145.0,,,,,,,
61,PT07M07.00S,2022-03-23T02:13:19.1Z,1,REGULAR,2pt,Jump Shot,[],1628420,19.530223390275953,28.431372549019606,1610612743,10,9,2022-03-23T02:13:24Z,520000,108.0,131.0,1,left,MISS M. Morris 16' pullup Shot,[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,,,,16.97,Missed,,,,,,,,,,,,,,,,
62,PT07M05.00S,2022-03-23T02:13:21.1Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,10,9,2022-03-23T02:13:24Z,530000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,,,
63,PT07M01.00S,2022-03-23T02:13:25.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629599,73.14388961892247,80.3921568627451,1610612746,10,12,2022-03-23T02:21:42Z,540000,152.0,200.0,1,right,A. Coffey 25' 3PT running (3 PTS) (M. Morris Sr. 1 AST),"[1629599, 202694]",1610612746.0,LAC,running,,,Coffey,A. Coffey,,,,,,,,25.11,Made,,,,,,,,,,3.0,M. Morris Sr.,202694.0,1.0,,,
65,PT06M40.00S,2022-03-23T02:13:46.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,6.783837056504599,43.872549019607845,1610612743,12,12,2022-03-23T02:13:54Z,560000,31.0,11.0,1,left,N. Jokic turnaround bank Hook (8 PTS),[203999],1610612743.0,DEN,turnaround bank,,,Jokic,N. Jokic,,,,,,,,3.26,Made,,,,,,,,,,8.0,,,,,,
68,PT06M20.00S,2022-03-23T02:14:06.0Z,1,REGULAR,3pt,Jump Shot,[],1629599,91.80354796320631,1.4705882352941175,1610612746,12,12,2022-03-23T02:14:14Z,580000,-243.0,25.0,1,right,MISS A. Coffey 24' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,24.38,Missed,,,,,,,,,,,,,,,,
69,PT06M15.00S,2022-03-23T02:14:11.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,12,12,2022-03-23T02:14:11Z,590000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,
70,PT06M12.00S,2022-03-23T02:14:14.2Z,1,REGULAR,2pt,Jump Shot,[],203115,27.151773981603156,37.254901960784316,1610612743,14,12,2022-03-23T02:14:24Z,600000,64.0,203.0,1,left,W. Barton 21' pullup Jump Shot (2 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,,21.25,Made,,,,,,,,,,2.0,,,,,,
71,PT05M59.00S,2022-03-23T02:14:26.9Z,1,REGULAR,3pt,Jump Shot,[],202694,66.5735873850197,52.94117647058824,1610612746,14,12,2022-03-23T02:14:35Z,610000,15.0,262.0,1,right,MISS M. Morris Sr. 26' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,26.21,Missed,,,,,,,,,,,,,,,,
72,PT05M56.00S,2022-03-23T02:14:29.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,12,2022-03-23T02:14:35Z,620000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,,,,,
73,PT05M51.00S,2022-03-23T02:14:37.1Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612743,14,12,2022-03-23T02:14:48Z,630000,,,0,,R. Jackson shooting personal FOUL (2 PF) (Morris 2 FT),"[202704, 1628420]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,,,1627541.0,2.0,0.0,Morris,1628420.0,,,,,,,
75,PT05M51.00S,2022-03-23T02:15:08.3Z,1,REGULAR,freethrow,1 of 2,[],1628420,,,1610612743,15,12,2022-03-23T02:15:08Z,650000,,,0,,M. Morris Free Throw 1 of 2 (1 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,Made,,,,,,,,,,1.0,,,,,,
76,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612743,15,12,2022-03-23T02:15:26Z,660000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,out,[],201587,,,1610612743,15,12,2022-03-23T02:15:26Z,670000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,out,[],202704,,,1610612743,15,12,2022-03-23T02:15:26Z,680000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,in,[],1628392,,,1610612743,15,12,2022-03-23T02:15:26Z,690000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,in,[],1628379,,,1610612743,15,12,2022-03-23T02:15:26Z,700000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M51.00S,2022-03-23T02:15:09.3Z,1,REGULAR,substitution,in,[],1629611,,,1610612743,15,12,2022-03-23T02:15:26Z,710000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M51.00S,2022-03-23T02:15:29.7Z,1,REGULAR,freethrow,2 of 2,[],1628420,,,1610612743,16,12,2022-03-23T02:15:29Z,720000,,,0,,M. Morris Free Throw 2 of 2 (2 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,Made,,,,,,,,,,2.0,,,,,,
83,PT05M43.00S,2022-03-23T02:15:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,90.62089356110381,40.44117647058824,1610612746,16,12,2022-03-23T02:16:04Z,730000,-48.0,36.0,1,right,MISS A. Coffey driving Layup - blocked,"[1629599, 203999]",1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,,,,5.97,Missed,,,,,,,,,,,,,,Jokic,203999.0,
85,PT05M43.00S,2022-03-23T02:15:42.4Z,1,REGULAR,block,,[],203999,,,1610612746,16,12,2022-03-23T02:15:53Z,735000,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M43.00S,2022-03-23T02:15:42.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,16,12,2022-03-23T02:15:53Z,740000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,
86,PT05M39.00S,2022-03-23T02:16:04.4Z,1,REGULAR,foul,offensive,[],1628392,,,1610612746,16,12,2022-03-23T02:23:10Z,750000,,,0,,I. Hartenstein offensive FOUL (1 PF),"[1628392, 1628420]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,101283.0,1.0,0.0,Morris,1628420.0,,,,,,,
88,PT05M39.00S,2022-03-23T02:16:04.4Z,1,REGULAR,turnover,offensive foul,[],1628392,,,1610612746,16,12,2022-03-23T02:23:10Z,770000,,,0,,I. Hartenstein offensive foul TURNOVER (1 TO),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,1.0,,,,,,,,,101283.0,,,,,,,,,,,
89,PT05M23.00S,2022-03-23T02:16:34.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201145,9.017739816031538,61.76470588235294,1610612743,18,12,2022-03-23T02:16:42Z,780000,-59.0,32.0,1,left,J. Green 6' pullup bank Jump Shot (6 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,pullup bank,,,Green,J. Green,,,,,,,,6.71,Made,,,,,,,,,,6.0,M. Morris,1628420.0,1.0,,,
91,PT05M06.00S,2022-03-23T02:16:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,90.88370565045992,49.01960784313725,1610612746,18,12,2022-03-23T02:16:59Z,800000,-5.0,33.0,1,right,MISS I. Hartenstein floating Shot - blocked,"[1628392, 203932]",1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,,,,3.36,Missed,,,,,,,,,,,,,,Gordon,203932.0,
92,PT05M06.00S,2022-03-23T02:16:50.7Z,1,REGULAR,block,,[],203932,,,1610612746,18,12,2022-03-23T02:16:53Z,810000,,,0,,A. Gordon BLOCK (1 BLK),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
