actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
188,PT10M30.00S,2022-04-02T01:43:05.8Z,2,REGULAR,turnover,offensive foul,[],202326,,,1610612743,37,46,2022-04-02T01:43:05Z,1880000,,,0,,D. Cousins offensive foul TURNOVER (2 TO),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,2.0,,,,,,,,,,1627962.0,,,,,,,
189,PT10M30.00S,2022-04-02T01:43:14.8Z,2,REGULAR,substitution,out,[],202326,,,1610612750,37,46,2022-04-02T01:43:20Z,1890000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT10M30.00S,2022-04-02T01:43:14.8Z,2,REGULAR,substitution,in,[],203999,,,1610612750,37,46,2022-04-02T01:43:20Z,1900000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT10M30.00S,2022-04-02T01:43:31.5Z,2,REGULAR,foul,technical,['1freethrow'],202326,,,1610612750,37,46,2022-04-02T01:43:39Z,1910000,,,0,,D. Cousins technical FOUL (1 Tech),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,1627962.0,4.0,1.0,,,,,
192,PT10M30.00S,2022-04-02T01:43:54.5Z,2,REGULAR,freethrow,1 of 1,[],1627736,,,1610612750,37,47,2022-04-02T01:43:54Z,1920000,,,0,,M. Beasley technical Free Throw 1 of 1 (1 PTS),[1627736],1610612750.0,MIN,technical,,,Beasley,M. Beasley,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
193,PT10M21.00S,2022-04-02T01:44:15.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,31.225361366622867,27.941176470588236,1610612750,37,47,2022-04-02T01:44:20Z,1930000,110.0,241.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M18.00S,2022-04-02T01:44:18.1Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,37,47,2022-04-02T01:44:18Z,1940000,,,0,,J. McLaughlin REBOUND (Off:1 Def:0),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,193.0,1.0,0.0,1.0,,,,,,,,
195,PT10M13.00S,2022-04-02T01:44:23.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627752,8.09789750328515,49.754901960784316,1610612750,37,49,2022-04-02T01:44:30Z,1950000,1.0,24.0,1,left,T. Prince driving finger roll Layup (5 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,driving finger roll,,,Prince,T. Prince,,,,,2.36,Made,5.0,,,,J. McLaughlin,1629162.0,1.0,,,,,,,,,,,,
197,PT10M12.00S,2022-04-02T01:44:28.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,37,49,2022-04-02T01:44:28Z,1970000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M12.00S,2022-04-02T01:46:56.4Z,2,REGULAR,substitution,out,[],203085,,,1610612743,37,49,2022-04-02T01:47:14Z,1980000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M12.00S,2022-04-02T01:46:56.4Z,2,REGULAR,substitution,in,[],203115,,,1610612743,37,49,2022-04-02T01:47:14Z,1990000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M00.00S,2022-04-02T01:47:33.7Z,2,REGULAR,foul,personal,['2freethrow'],1629162,,,1610612743,37,49,2022-04-02T01:47:42Z,2000000,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Hyland 2 FT),"[1629162, 1630538]",1610612750.0,MIN,shooting,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Hyland,1630538.0,,,
202,PT10M00.00S,2022-04-02T01:47:57.0Z,2,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,38,49,2022-04-02T01:47:57Z,2020000,,,0,,B. Hyland Free Throw 1 of 2 (5 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
203,PT10M00.00S,2022-04-02T01:48:15.6Z,2,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,39,49,2022-04-02T01:48:15Z,2030000,,,0,,B. Hyland Free Throw 2 of 2 (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
253,PT09M48.00S,2022-04-02T01:48:18.1Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,39,49,2022-04-02T01:54:35Z,2040000,,,0,,D. Russell bad pass TURNOVER (2 TO),"[1626156, 1628432]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,2.0,Reed,1628432.0,,,,,,,,,,,,,,,
254,PT09M48.00S,2022-04-02T01:48:18.1Z,2,REGULAR,steal,,[],1628432,,,1610612743,39,49,2022-04-02T01:54:35Z,2045000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M37.00S,2022-04-02T01:48:39.2Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612743,39,49,2022-04-02T01:48:53Z,2050000,,,0,,B. Hyland bad pass TURNOVER (2 TO),"[1630538, 1629675]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,2.0,Reid,1629675.0,,,,,,,,,,,,,,,
206,PT09M37.00S,2022-04-02T01:48:39.2Z,2,REGULAR,steal,,[],1629675,,,1610612750,39,49,2022-04-02T01:48:40Z,2060000,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M34.00S,2022-04-02T01:48:41.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,29.6484888304862,20.34313725490196,1610612750,39,49,2022-04-02T01:49:03Z,2070000,148.0,226.0,1,left,MISS M. Beasley 27' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M30.00S,2022-04-02T01:48:45.7Z,2,REGULAR,rebound,offensive,[],1626156,,,1610612750,39,49,2022-04-02T01:48:45Z,2080000,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,207.0,1.0,0.0,1.0,,,,,,,,
209,PT09M30.00S,2022-04-02T01:48:46.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626156,11.251642575558476,46.568627450980394,1610612750,39,51,2022-04-02T01:49:10Z,2090000,17.0,53.0,1,left,D. Russell floating Jump Shot (17 PTS),[1626156],1610612750.0,MIN,floating,,,Russell,D. Russell,,,,,5.6,Made,17.0,,,,,,,,,,,,,,,,,,
210,PT09M21.00S,2022-04-02T01:48:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203115,89.30683311432325,49.50980392156863,1610612743,39,51,2022-04-02T01:57:53Z,2100000,-2.0,48.0,1,right,MISS W. Barton driving Layup,[203115],1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,4.81,Missed,,,,,,,,,,,,,,,,,,,
211,PT09M21.00S,2022-04-02T01:48:55.1Z,2,REGULAR,rebound,offensive,[],203115,,,1610612743,39,51,2022-04-02T01:54:35Z,2110000,,,0,,W. Barton REBOUND (Off:1 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,210.0,2.0,1.0,1.0,,,,,,,,
212,PT09M17.00S,2022-04-02T01:49:00.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203115,89.17542706964521,29.166666666666668,1610612743,39,51,2022-04-02T01:58:04Z,2120000,-104.0,49.0,1,right,MISS W. Barton 11' turnaround Shot,[203115],1610612743.0,DEN,turnaround,,,Barton,W. Barton,,,,,11.53,Missed,,,,,,,,,,,,,,,,,,,
213,PT09M16.00S,2022-04-02T01:49:01.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612750,39,51,2022-04-02T01:56:09Z,2130000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,212.0,,,,,,,,,,,
214,PT09M16.00S,2022-04-02T01:49:09.2Z,2,REGULAR,substitution,out,[],203210,,,1610612750,39,51,2022-04-02T01:56:09Z,2140000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M16.00S,2022-04-02T01:49:09.2Z,2,REGULAR,substitution,in,[],203932,,,1610612750,39,51,2022-04-02T01:56:09Z,2150000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M07.00S,2022-04-02T01:49:25.2Z,2,REGULAR,3pt,Jump Shot,[],1627752,6.652431011826544,95.83333333333334,1610612750,39,51,2022-04-02T01:49:31Z,2160000,-229.0,10.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
217,PT09M07.00S,2022-04-02T01:49:25.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,39,51,2022-04-02T01:55:54Z,2170000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,216.0,2.0,2.0,0.0,,,,,,,,
218,PT08M54.00S,2022-04-02T01:49:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628432,90.75229960578186,55.14705882352941,1610612743,39,51,2022-04-02T01:49:46Z,2180000,26.0,34.0,1,right,MISS D. Reed driving floating Shot,[1628432],1610612743.0,DEN,driving floating,,,Reed,D. Reed,,,,,4.29,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M50.00S,2022-04-02T01:49:42.0Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,39,51,2022-04-02T01:49:46Z,2190000,,,0,,N. Jokic REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,218.0,5.0,2.0,3.0,,,,,,,,
220,PT08M50.00S,2022-04-02T01:49:41.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,41,51,2022-04-02T01:49:41Z,2200000,0.0,0.0,1,right,N. Jokic tip Layup (14 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,,
221,PT08M44.00S,2022-04-02T01:49:48.2Z,2,REGULAR,turnover,lost ball,[],1627752,,,1610612750,41,51,2022-04-02T01:49:55Z,2210000,,,0,,T. Prince lost ball TURNOVER (1 TO),"[1627752, 203999]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,1.0,Jokic,203999.0,,,,,,,,,,,,,,,
222,PT08M44.00S,2022-04-02T01:49:48.2Z,2,REGULAR,steal,,[],203999,,,1610612743,41,51,2022-04-02T01:56:18Z,2220000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M42.00S,2022-04-02T01:49:53.3Z,2,REGULAR,violation,kicked ball,[],1626156,,,1610612743,41,51,2022-04-02T01:50:02Z,2230000,,,0,,D. Russell kicked ball VIOLATION,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,1627962.0,,,,,,,
224,PT08M42.00S,2022-04-02T01:50:20.6Z,2,REGULAR,substitution,out,[],1629675,,,1610612743,41,51,2022-04-02T01:50:23Z,2240000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M42.00S,2022-04-02T01:50:20.6Z,2,REGULAR,substitution,in,[],1626157,,,1610612743,41,51,2022-04-02T01:50:23Z,2250000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M38.00S,2022-04-02T01:50:31.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203115,92.59198423127464,3.1862745098039214,1610612743,41,51,2022-04-02T01:50:40Z,2260000,-234.0,17.0,1,right,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
227,PT08M37.00S,2022-04-02T01:50:32.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,41,51,2022-04-02T01:50:40Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,226.0,,,,,,,,,,,
228,PT08M37.00S,2022-04-02T01:50:35.9Z,2,REGULAR,foul,personal,[],1626157,,,1610612743,41,51,2022-04-02T01:50:57Z,2280000,,,0,,K. Towns loose ball personal FOUL (3 PF),"[1626157, 203999]",1610612750.0,MIN,loose ball,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,1628159.0,3.0,0.0,Jokic,203999.0,,,
230,PT08M35.00S,2022-04-02T01:51:00.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",203932,91.40932982917214,49.01960784313725,1610612743,43,51,2022-04-02T01:51:07Z,2300000,-5.0,28.0,1,right,A. Gordon cutting DUNK (9 PTS) (N. Jokic 4 AST),"[203932, 203999]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,2.87,Made,9.0,,,,N. Jokic,203999.0,4.0,,,,,,,,,,,,
232,PT08M18.00S,2022-04-02T01:51:16.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,30.17411300919842,29.411764705882355,1610612750,43,54,2022-04-02T01:51:22Z,2320000,103.0,231.0,1,left,M. Beasley 25' 3PT  (4 PTS) (T. Prince 2 AST),"[1627736, 1627752]",1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,25.3,Made,4.0,,,,T. Prince,1627752.0,2.0,,,,,,,,,,,,
234,PT08M08.00S,2022-04-02T01:51:26.5Z,2,REGULAR,3pt,Jump Shot,[],203115,78.66294349540078,8.088235294117647,1610612743,43,54,2022-04-02T01:51:33Z,2340000,-210.0,148.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
235,PT08M05.00S,2022-04-02T01:51:29.5Z,2,REGULAR,rebound,defensive,[],1626156,,,1610612750,43,54,2022-04-02T01:51:33Z,2350000,,,0,,D. Russell REBOUND (Off:1 Def:1),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,234.0,2.0,1.0,1.0,,,,,,,,
236,PT08M01.00S,2022-04-02T01:51:34.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626156,30.831143232588698,67.8921568627451,1610612750,43,54,2022-04-02T01:51:51Z,2360000,-89.0,237.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,,
237,PT07M58.00S,2022-04-02T01:51:37.2Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,43,54,2022-04-02T01:51:51Z,2370000,,,0,,W. Barton REBOUND (Off:1 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,236.0,3.0,2.0,1.0,,,,,,,,
238,PT07M47.00S,2022-04-02T01:51:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203115,89.04402102496715,58.82352941176471,1610612743,43,54,2022-04-02T02:00:23Z,2380000,44.0,50.0,1,right,MISS W. Barton 6' driving floating Shot - blocked,"[203115, 1626157]",1610612743.0,DEN,driving floating,,,Barton,W. Barton,,,,,6.7,Missed,,,,,,,,,,,,,,,,,Towns,1626157.0,
239,PT07M47.00S,2022-04-02T01:51:48.5Z,2,REGULAR,block,,[],1626157,,,1610612743,43,54,2022-04-02T01:51:50Z,2390000,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M47.00S,2022-04-02T01:51:48.5Z,2,REGULAR,rebound,offensive,[],203115,,,1610612743,43,54,2022-04-02T01:51:56Z,2400000,,,0,,W. Barton REBOUND (Off:2 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,238.0,4.0,2.0,2.0,,,,,,,,
241,PT07M42.00S,2022-04-02T01:51:52.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,91.27792378449409,39.705882352941174,1610612743,45,54,2022-04-02T01:52:01Z,2410000,-51.0,29.0,1,right,N. Jokic Hook (16 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,5.94,Made,16.0,,,,A. Gordon,203932.0,1.0,,,,,,,,,,,,
243,PT07M32.00S,2022-04-02T01:52:02.3Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.802233902759525,50.98039215686274,1610612750,45,54,2022-04-02T01:52:08Z,2430000,-5.0,256.0,1,left,MISS K. Towns 25' step back 3PT,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M30.00S,2022-04-02T01:52:04.3Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,45,54,2022-04-02T01:52:08Z,2440000,,,0,,W. Barton REBOUND (Off:2 Def:3),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,243.0,5.0,3.0,2.0,,,,,,,,
245,PT07M16.00S,2022-04-02T01:52:19.6Z,2,REGULAR,3pt,Jump Shot,[],1630538,93.51182654402102,96.32352941176471,1610612743,45,54,2022-04-02T01:52:28Z,2450000,232.0,8.0,1,right,MISS B. Hyland 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
246,PT07M12.00S,2022-04-02T01:52:23.6Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,45,54,2022-04-02T01:52:28Z,2460000,,,0,,M. Beasley REBOUND (Off:0 Def:3),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,
247,PT06M57.00S,2022-04-02T01:52:37.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,10.85742444152431,40.68627450980392,1610612750,45,54,2022-04-02T01:52:42Z,2470000,47.0,50.0,1,left,MISS K. Towns 6' driving Layup - blocked,"[1626157, 1630538]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,6.81,Missed,,,,,,,,,,,,,,,,,Hyland,1630538.0,
248,PT06M57.00S,2022-04-02T01:52:37.2Z,2,REGULAR,block,,[],1630538,,,1610612750,45,54,2022-04-02T01:52:39Z,2480000,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2022-04-02T01:52:38.2Z,2,REGULAR,rebound,defensive,[],1628432,,,1610612743,45,54,2022-04-02T01:52:42Z,2490000,,,0,,D. Reed REBOUND (Off:0 Def:2),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,247.0,2.0,2.0,0.0,,,,,,,,
250,PT06M52.00S,2022-04-02T01:52:42.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,67.7562417871222,72.54901960784314,1610612743,48,54,2022-04-02T01:52:52Z,2500000,113.0,251.0,1,right,B. Hyland 27' 3PT  (9 PTS) (D. Reed 1 AST),"[1630538, 1628432]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,27.48,Made,9.0,,,,D. Reed,1628432.0,1.0,,,,,,,,,,,,
252,PT06M48.00S,2022-04-02T01:52:52.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,48,54,2022-04-02T01:52:52Z,2520000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,out,[],1630538,,,1610612750,48,54,2022-04-02T01:55:23Z,2530000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,out,[],1628432,,,1610612750,48,54,2022-04-02T01:55:23Z,2540000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,48,54,2022-04-02T01:55:23Z,2550000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,48,54,2022-04-02T01:55:23Z,2560000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,48,54,2022-04-02T01:55:23Z,2570000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,in,[],201145,,,1610612750,48,54,2022-04-02T01:55:23Z,2580000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,in,[],1628420,,,1610612750,48,54,2022-04-02T01:55:23Z,2590000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,48,54,2022-04-02T01:55:23Z,2600000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,48,54,2022-04-02T01:55:23Z,2610000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M48.00S,2022-04-02T01:54:55.9Z,2,REGULAR,substitution,in,[],201976,,,1610612750,48,54,2022-04-02T01:55:23Z,2620000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M35.00S,2022-04-02T01:55:51.0Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612750,48,54,2022-04-02T01:55:57Z,2630000,,,0,,K. Towns bad pass TURNOVER (3 TO),"[1626157, 1628420]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,3.0,Morris,1628420.0,,,,,,,,,,,,,,,
266,PT06M35.00S,2022-04-02T01:55:51.0Z,2,REGULAR,steal,,[],1628420,,,1610612743,48,54,2022-04-02T01:55:52Z,2640000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M34.00S,2022-04-02T01:55:54.4Z,2,REGULAR,foul,personal,[],201976,,,1610612743,48,54,2022-04-02T01:56:28Z,2650000,,,0,,P. Beverley take personal FOUL (1 PF),"[201976, 203999]",1610612750.0,MIN,take,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Jokic,203999.0,,,
269,PT06M25.00S,2022-04-02T01:56:28.4Z,2,REGULAR,foul,personal,[],201976,,,1610612743,48,54,2022-04-02T02:02:22Z,2670000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 203999]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Jokic,203999.0,,,
271,PT06M14.00S,2022-04-02T01:56:56.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,93.77463863337714,50.73529411764706,1610612743,50,54,2022-04-02T01:57:04Z,2690000,4.0,6.0,1,right,N. Jokic cutting finger roll Layup (18 PTS) (J. Green 2 AST),"[203999, 201145]",1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,0.7,Made,18.0,,,,J. Green,201145.0,2.0,,,,,,,,,,,,
273,PT05M54.00S,2022-04-02T01:57:16.6Z,2,REGULAR,3pt,Jump Shot,[],1630162,28.597240473061763,21.323529411764707,1610612750,50,54,2022-04-02T01:57:22Z,2710000,143.0,216.0,1,left,MISS A. Edwards 25' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
274,PT05M49.00S,2022-04-02T01:57:21.6Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,50,54,2022-04-02T01:57:22Z,2720000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,273.0,3.0,3.0,0.0,,,,,,,,
275,PT05M40.00S,2022-04-02T01:57:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.27792378449409,49.754901960784316,1610612743,52,54,2022-04-02T01:57:38Z,2730000,-1.0,29.0,1,right,N. Jokic Layup (20 PTS) (J. Green 3 AST),"[203999, 201145]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,2.95,Made,20.0,,,,J. Green,201145.0,3.0,,,,,,,,,,,,
