actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
21,PT10M16.00S,2022-04-08T01:15:07.7Z,1,REGULAR,turnover,double dribble,[],1628415,,,1610612763,3,4,2022-04-08T01:15:19Z,210000,,,0,,D. Brooks double dribble TURNOVER (1 TO),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,2534.0,1.0,,,,,,,,,
22,PT09M57.00S,2022-04-08T01:15:45.4Z,1,REGULAR,foul,personal,['2freethrow'],203500,,,1610612743,3,4,2022-04-08T01:16:07Z,220000,,,0,,S. Adams shooting personal FOUL (1 PF) (Cousins 2 FT),"[203500, 202326]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,202037.0,,1.0,0.0,Cousins,202326.0,,,,,
24,PT09M57.00S,2022-04-08T01:16:11.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202326,,,1610612743,3,4,2022-04-08T01:16:11Z,240000,,,0,,MISS D. Cousins Free Throw 1 of 2,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2022-04-08T01:16:11.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,3,4,2022-04-08T01:16:11Z,250000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,
26,PT09M57.00S,2022-04-08T01:16:31.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202326,,,1610612743,4,4,2022-04-08T01:16:31Z,260000,,,0,,D. Cousins Free Throw 2 of 2 (1 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
27,PT09M43.00S,2022-04-08T01:16:45.3Z,1,REGULAR,3pt,Jump Shot,[],1626145,69.59592641261499,27.205882352941174,1610612763,4,7,2022-04-08T01:16:50Z,270000,-114.0,233.0,1,right,T. Jones 25' 3PT  (3 PTS) (D. Bane 1 AST),"[1626145, 1630217]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.97,Made,,,,,3.0,D. Bane,1630217.0,1.0,,,,,,,,,,,
29,PT09M19.00S,2022-04-08T01:17:09.0Z,1,REGULAR,2pt,Jump Shot,[],203115,25.837713534822605,67.15686274509804,1610612743,4,7,2022-04-08T01:17:15Z,290000,-86.0,190.0,1,left,MISS W. Barton 20' pullup Shot,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,20.88,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M18.00S,2022-04-08T01:17:10.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,4,7,2022-04-08T01:17:15Z,300000,,,0,,S. Adams REBOUND (Off:0 Def:2),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,29.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
31,PT09M09.00S,2022-04-08T01:17:19.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,70.38436268068331,28.186274509803923,1610612763,4,10,2022-04-08T01:17:28Z,310000,-109.0,226.0,1,right,D. Bane 25' 3PT pullup (3 PTS) (T. Jones 1 AST),"[1630217, 1626145]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,25.09,Made,,,,,3.0,T. Jones,1626145.0,1.0,,,,,,,,,,,
33,PT09M07.00S,2022-04-08T01:17:25.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,4,10,2022-04-08T01:17:25Z,330000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT09M07.00S,2022-04-08T01:20:13.5Z,1,REGULAR,substitution,out,[],202326,,,1610612743,4,10,2022-04-08T01:20:25Z,340000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M07.00S,2022-04-08T01:20:13.5Z,1,REGULAR,substitution,in,[],203999,,,1610612743,4,10,2022-04-08T01:20:25Z,350000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M54.00S,2022-04-08T01:20:39.6Z,1,REGULAR,foul,personal,[],1628415,,,1610612743,4,10,2022-04-08T01:20:59Z,360000,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 203999]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,2002.0,,1.0,0.0,Jokic,203999.0,,,,,
38,PT08M49.00S,2022-04-08T01:20:57.1Z,1,REGULAR,turnover,bad pass,[],203932,,,1610612743,4,10,2022-04-08T01:21:11Z,380000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1628991]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,1.0,,,,,Jackson Jr.,1628991.0,,,
39,PT08M49.00S,2022-04-08T01:20:57.1Z,1,REGULAR,steal,,[],1628991,,,1610612763,4,10,2022-04-08T01:20:58Z,390000,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2022-04-08T01:21:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,90.09526938239159,55.63725490196079,1610612763,4,10,2022-04-08T01:21:15Z,400000,28.0,41.0,1,right,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,4.94,Missed,,,,,,,,,,,,,,,,,,,
41,PT08M36.00S,2022-04-08T01:21:09.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,10,2022-04-08T01:21:09Z,410000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
42,PT08M32.00S,2022-04-08T01:21:14.2Z,1,REGULAR,3pt,Jump Shot,[],203932,27.020367936925098,19.607843137254903,1610612743,7,10,2022-04-08T01:21:19Z,420000,152.0,201.0,1,left,A. Gordon 25' 3PT  (3 PTS) (M. Morris 2 AST),"[203932, 1628420]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,25.24,Made,,,,,3.0,M. Morris,1628420.0,2.0,,,,,,,,,,,
44,PT08M09.00S,2022-04-08T01:21:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,91.93495400788436,46.568627450980394,1610612763,7,12,2022-04-08T01:21:45Z,440000,-17.0,23.0,1,right,D. Brooks driving Layup (4 PTS),[1628415],1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,2.9,Made,,,,,4.0,,,,,,,,,,,,,,
46,PT07M56.00S,2022-04-08T01:21:50.1Z,1,REGULAR,3pt,Jump Shot,[],1628420,31.225361366622867,35.049019607843135,1610612743,10,12,2022-04-08T01:21:56Z,460000,75.0,241.0,1,left,M. Morris 25' 3PT pullup (3 PTS) (J. Green 1 AST),"[1628420, 201145]",1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,25.23,Made,,,,,3.0,J. Green,201145.0,1.0,,,,,,,,,,,
48,PT07M40.00S,2022-04-08T01:22:06.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,94.03745072273325,95.09803921568627,1610612763,10,12,2022-04-08T01:22:15Z,480000,225.0,4.0,1,right,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
49,PT07M34.00S,2022-04-08T01:22:12.1Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,12,2022-04-08T01:22:15Z,490000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
50,PT07M29.00S,2022-04-08T01:22:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,8.754927726675426,42.8921568627451,1610612743,10,12,2022-04-08T01:22:34Z,500000,36.0,30.0,1,left,MISS A. Gordon cutting Layup - blocked,"[203932, 1628991]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,4.63,Missed,,,,,,,,,,,,,,,,,Jackson Jr.,1628991.0,
51,PT07M29.00S,2022-04-08T01:22:17.0Z,1,REGULAR,block,,[],1628991,,,1610612743,10,12,2022-04-08T01:22:34Z,510000,,,0,,J. Jackson Jr. BLOCK (1 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT07M22.00S,2022-04-08T01:22:24.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,12,2022-04-08T01:22:34Z,520000,,,0,,S. Adams REBOUND (Off:0 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
53,PT07M19.00S,2022-04-08T01:22:27.6Z,1,REGULAR,2pt,Jump Shot,[],1630217,92.06636005256242,14.460784313725492,1610612763,10,12,2022-04-08T01:24:47Z,530000,-178.0,22.0,1,right,MISS D. Bane 17' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,17.91,Missed,,,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2022-04-08T01:22:30.6Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,10,12,2022-04-08T01:22:42Z,540000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
55,PT07M07.00S,2022-04-08T01:22:40.0Z,1,REGULAR,3pt,Jump Shot,[],203115,5.863994743758213,97.05882352941177,1610612743,10,12,2022-04-08T01:22:48Z,550000,-235.0,3.0,1,left,MISS W. Barton 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
56,PT07M07.00S,2022-04-08T01:22:40.0Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,10,12,2022-04-08T01:22:48Z,560000,,,0,,S. Adams REBOUND (Off:0 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,55.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
57,PT07M04.00S,2022-04-08T01:22:52.4Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612763,10,12,2022-04-08T01:22:52Z,570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2022-04-08T01:23:14.3Z,1,REGULAR,substitution,out,[],203999,,,1610612763,10,12,2022-04-08T01:23:29Z,580000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2022-04-08T01:23:14.3Z,1,REGULAR,substitution,in,[],202326,,,1610612763,10,12,2022-04-08T01:23:29Z,590000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M52.00S,2022-04-08T01:23:35.2Z,1,REGULAR,3pt,Jump Shot,[],1628415,67.49342969776609,63.725490196078425,1610612763,10,12,2022-04-08T01:23:45Z,600000,69.0,253.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
61,PT06M49.00S,2022-04-08T01:23:38.2Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,10,12,2022-04-08T01:25:42Z,610000,,,0,,S. Adams REBOUND (Off:1 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,60.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
62,PT06M49.00S,2022-04-08T01:23:42.6Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",203500,94.40999984741211,50.0,1610612763,10,14,2022-04-08T01:25:50Z,620000,0.0,0.0,1,right,S. Adams tip DUNK (2 PTS),[203500],1610612763.0,MEM,tip,,,Adams,S. Adams,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
63,PT06M32.00S,2022-04-08T01:23:54.5Z,1,REGULAR,3pt,Jump Shot,[],202326,33.065045992115635,47.549019607843135,1610612743,10,14,2022-04-08T01:24:00Z,630000,12.0,258.0,1,left,MISS D. Cousins 25' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,25.86,Missed,,,,,,,,,,,,,,,,,,,
64,PT06M29.00S,2022-04-08T01:23:57.5Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,10,14,2022-04-08T01:24:00Z,640000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
65,PT06M17.00S,2022-04-08T01:24:10.2Z,1,REGULAR,2pt,Jump Shot,[],1628415,82.3915900131406,12.277879901960784,1610612763,10,16,2022-04-08T01:24:22Z,650000,-189.0,113.0,1,right,D. Brooks 21' Jump Shot (6 PTS) (J. Jackson Jr. 1 AST),"[1628415, 1628991]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,21.99,Made,,,,,6.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,,,,,
67,PT05M59.00S,2022-04-08T01:24:27.8Z,1,REGULAR,2pt,Jump Shot,[],203932,16.507884362680684,33.088235294117645,1610612743,12,16,2022-04-08T01:24:33Z,670000,85.0,103.0,1,left,A. Gordon 13' pullup Jump Shot (5 PTS) (M. Morris 3 AST),"[203932, 1628420]",1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,13.31,Made,,,,,5.0,M. Morris,1628420.0,3.0,,,,,,,,,,,
68,PT05M44.00S,2022-04-08T01:24:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630217,68.01905387647832,39.705882352941174,1610612763,12,19,2022-04-08T01:24:49Z,680000,-51.0,248.0,1,right,D. Bane 25' 3PT  (6 PTS) (S. Adams 1 AST),"[1630217, 203500]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.34,Made,,,,,6.0,S. Adams,203500.0,1.0,,,,,,,,,,,
70,PT05M23.00S,2022-04-08T01:25:04.1Z,1,REGULAR,turnover,lost ball,[],203115,,,1610612743,12,19,2022-04-08T01:25:09Z,700000,,,0,,W. Barton lost ball TURNOVER (1 TO),"[203115, 1630217]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,1.0,,,,,Bane,1630217.0,,,
71,PT05M23.00S,2022-04-08T01:25:04.1Z,1,REGULAR,steal,,[],1630217,,,1610612763,12,19,2022-04-08T01:25:06Z,710000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M18.00S,2022-04-08T01:25:11.4Z,1,REGULAR,foul,personal,[],203115,,,1610612763,12,19,2022-04-08T01:25:35Z,720000,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1630217]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,2534.0,,1.0,0.0,Bane,1630217.0,,,,,
74,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,out,[],203115,,,1610612763,12,19,2022-04-08T01:25:43Z,740000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,out,[],201145,,,1610612763,12,19,2022-04-08T01:25:43Z,750000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,out,[],202326,,,1610612763,12,19,2022-04-08T01:25:43Z,760000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,12,19,2022-04-08T01:25:43Z,770000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,12,19,2022-04-08T01:25:43Z,780000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,in,[],203210,,,1610612763,12,19,2022-04-08T01:25:43Z,790000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,in,[],203085,,,1610612763,12,19,2022-04-08T01:25:43Z,800000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,in,[],203999,,,1610612763,12,19,2022-04-08T01:25:43Z,810000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,in,[],1629001,,,1610612763,12,19,2022-04-08T01:25:43Z,820000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2022-04-08T01:25:20.0Z,1,REGULAR,substitution,in,[],203937,,,1610612763,12,19,2022-04-08T01:25:43Z,830000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M10.00S,2022-04-08T01:25:45.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203937,70.38436268068331,21.568627450980394,1610612763,12,22,2022-04-08T01:25:54Z,840000,-142.0,226.0,1,right,K. Anderson 26' 3PT step back (3 PTS) (T. Jones 2 AST),"[203937, 1626145]",1610612763.0,MEM,step back,,,Anderson,K. Anderson,,,,,26.69,Made,,,,,3.0,T. Jones,1626145.0,2.0,,,,,,,,,,,
86,PT05M09.00S,2022-04-08T01:25:53.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,12,22,2022-04-08T01:25:53Z,860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M09.00S,2022-04-08T01:28:17.3Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,12,22,2022-04-08T01:28:45Z,870000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M09.00S,2022-04-08T01:28:17.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,12,22,2022-04-08T01:28:45Z,880000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M50.00S,2022-04-08T01:28:58.9Z,1,REGULAR,2pt,Jump Shot,[],203999,9.674770039421814,74.75490196078431,1610612743,14,22,2022-04-08T01:29:12Z,890000,-124.0,38.0,1,left,N. Jokic 12' turnaround fadeaway Jump Shot (2 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,12.96,Made,,,,,2.0,,,,,,,,,,,,,,
91,PT04M30.00S,2022-04-08T01:29:18.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,69.85873850197109,26.47058823529412,1610612763,14,22,2022-04-08T01:29:33Z,910000,-118.0,231.0,1,right,MISS T. Jones 25' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
92,PT04M28.00S,2022-04-08T01:29:20.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,14,22,2022-04-08T01:29:33Z,920000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
