actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-03-08T02:11:06.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-08T02:11:06Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-03-08T02:11:09.7Z,1,REGULAR,jumpball,recovered,[],1628420,,,1610612743,0,0,2022-03-08T02:11:09Z,40000,,,0,,Jump Ball N. Jokic vs. K. Looney: Tip to M. Morris,"[1628420, 203999, 1626172]",1610612743.0,DEN,startperiod,M. Morris,1628420.0,Morris,M. Morris,Jokic,203999.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2022-03-08T02:11:32.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,93.64323258869908,50.73529411764706,1610612743,2,0,2022-03-08T02:11:36Z,70000,4.0,7.0,1,right,J. Green driving DUNK (2 PTS) (M. Morris 1 AST),"[201145, 1628420]",1610612743.0,DEN,driving,,,Green,J. Green,,,,,0.82,Made,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,
9,PT11M14.00S,2022-03-08T02:11:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629673,22.421156373193167,88.48039215686273,1610612744,2,0,2022-03-08T02:11:57Z,90000,-192.0,158.0,1,left,MISS J. Poole 24' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M12.00S,2022-03-08T02:11:53.3Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,2,0,2022-03-08T02:11:57Z,100000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M04.00S,2022-03-08T02:12:04.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203932,91.27792378449409,48.529411764705884,1610612743,4,0,2022-03-08T02:12:10Z,110000,-7.0,29.0,1,right,A. Gordon Hook (2 PTS) (N. Jokic 1 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,3.04,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,,
13,PT11M04.00S,2022-03-08T02:12:06.2Z,1,REGULAR,foul,personal,['1freethrow'],1629308,,,1610612743,4,0,2022-03-08T02:12:24Z,130000,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Gordon 1 FT),"[1629308, 203932]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,2715.0,1.0,0.0,Gordon,203932.0,,,,,,
15,PT11M04.00S,2022-03-08T02:12:32.9Z,1,REGULAR,freethrow,1 of 1,[],203932,,,1610612743,5,0,2022-03-08T02:12:33Z,150000,,,0,,A. Gordon Free Throw 1 of 1 (3 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
16,PT10M54.00S,2022-03-08T02:12:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630541,27.808804204993432,80.14705882352942,1610612744,5,3,2022-03-08T02:12:50Z,160000,-151.0,209.0,1,left,M. Moody 25' 3PT  (3 PTS) (K. Looney 1 AST),"[1630541, 1626172]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,25.76,Made,3.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,,
18,PT10M38.00S,2022-03-08T02:13:02.5Z,1,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612743,5,3,2022-03-08T02:13:12Z,180000,,,0,,D. Lee shooting personal FOUL (1 PF) (Gordon 2 FT),"[1627814, 203932]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,,,,,,202035.0,1.0,0.0,Gordon,203932.0,,,,,,
20,PT10M38.00S,2022-03-08T02:13:28.4Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,5,3,2022-03-08T02:13:28Z,200000,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
21,PT10M38.00S,2022-03-08T02:13:28.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,5,3,2022-03-08T02:13:28Z,210000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,
22,PT10M38.00S,2022-03-08T02:13:43.3Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,6,3,2022-03-08T02:13:43Z,220000,,,0,,A. Gordon Free Throw 2 of 2 (4 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
23,PT10M21.00S,2022-03-08T02:14:01.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,6.258212877792378,54.41176470588235,1610612744,6,5,2022-03-08T02:14:06Z,230000,-22.0,6.0,1,left,D. Lee driving Layup (2 PTS) (K. Looney 2 AST),"[1627814, 1626172]",1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,2.3,Made,2.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,,,,
25,PT10M10.00S,2022-03-08T02:14:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,82.7365308804205,43.627450980392155,1610612743,6,5,2022-03-08T02:14:17Z,250000,-32.0,110.0,1,right,MISS A. Gordon 11' turnaround Shot,[203932],1610612743.0,DEN,turnaround,,,Gordon,A. Gordon,,,,,11.43,Missed,,,,,,,,,,,,,,,,,,,
26,PT10M08.00S,2022-03-08T02:14:14.8Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,6,5,2022-03-08T02:14:17Z,260000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M59.00S,2022-03-08T02:14:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630541,33.327858081471746,51.225490196078425,1610612744,6,8,2022-03-08T02:14:27Z,270000,-6.0,261.0,1,left,M. Moody 26' 3PT pullup (6 PTS) (J. Toscano-Anderson 1 AST),"[1630541, 1629308]",1610612744.0,GSW,pullup,,,Moody,M. Moody,,,,,26.09,Made,6.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,,,,
28,PT09M38.00S,2022-03-08T02:14:44.8Z,1,REGULAR,3pt,Jump Shot,[],203085,91.93495400788436,95.34313725490196,1610612743,6,8,2022-03-08T02:14:51Z,280000,227.0,23.0,1,right,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
29,PT09M35.00S,2022-03-08T02:14:47.8Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612744,6,8,2022-03-08T02:14:51Z,290000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,
30,PT09M26.00S,2022-03-08T02:14:56.8Z,1,REGULAR,2pt,Jump Shot,[],1629673,17.95335085413929,78.18627450980392,1610612744,6,8,2022-03-08T02:15:04Z,300000,-141.0,116.0,1,left,MISS J. Poole 18' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,18.27,Missed,,,,,,,,,,,,,,,,,,,
31,PT09M21.00S,2022-03-08T02:15:01.8Z,1,REGULAR,rebound,offensive,[],1629308,,,1610612744,6,8,2022-03-08T02:20:25Z,310000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,
