actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value,jumpBallRecoverdPersonId
50,PT07M37.00S,2022-03-05T02:18:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,6.1268068331143235,44.6078431372549,1610612745,9,8,2022-03-05T02:18:32Z,490000,27.0,5.0,1,left,MISS K. Porter Jr. driving reverse Layup - blocked,"[1629645, 201145]",1610612745.0,HOU,driving reverse,,,,,,2.75,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,Green,201145.0,,
51,PT07M37.00S,2022-03-05T02:18:20.8Z,1,REGULAR,block,,[],201145,,,1610612745,9,8,2022-03-05T02:18:22Z,500000,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,
52,PT07M35.00S,2022-03-05T02:18:22.8Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,9,8,2022-03-05T02:18:32Z,510000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,50.0,2.0,2.0,0.0,,,,,,,,,,,,
53,PT07M33.00S,2022-03-05T02:18:25.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,93.9060446780552,54.41176470588235,1610612743,9,8,2022-03-05T02:18:37Z,520000,22.0,5.0,1,right,MISS M. Morris running Layup,[1628420],1610612743.0,DEN,running,,,,,,2.26,Missed,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2022-03-05T02:18:26.2Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,9,8,2022-03-05T02:18:37Z,530000,,,0,,J. Tate REBOUND (Off:0 Def:2),[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,53.0,2.0,2.0,0.0,,,,,,,,,,,,
55,PT07M25.00S,2022-03-05T02:18:33.1Z,1,REGULAR,3pt,Jump Shot,[],201569,36.21879106438896,53.18627450980392,1610612745,9,8,2022-03-05T02:18:40Z,540000,-16.0,288.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,,,,28.84,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,
56,PT07M22.00S,2022-03-05T02:18:36.1Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,9,8,2022-03-05T02:18:40Z,550000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,
57,PT07M19.00S,2022-03-05T02:18:39.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202326,93.11760840998686,46.32352941176471,1610612743,9,8,2022-03-05T02:18:45Z,560000,-18.0,12.0,1,right,MISS D. Cousins running Layup,[202326],1610612743.0,DEN,running,,,,,,2.21,Missed,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
58,PT07M19.00S,2022-03-05T02:18:39.0Z,1,REGULAR,rebound,offensive,[],1628420,,,1610612743,9,8,2022-03-05T02:18:45Z,570000,,,0,,M. Morris REBOUND (Off:1 Def:0),[1628420],1610612743.0,DEN,,,,,,,,,,Morris,M. Morris,,,,57.0,1.0,0.0,1.0,,,,,,,,,,,,
59,PT07M15.00S,2022-03-05T02:18:47.6Z,1,REGULAR,foul,personal,[],201569,,,1610612743,9,8,2022-03-05T02:18:56Z,580000,,,0,,E. Gordon personal FOUL (1 PF),"[201569, 202326]",1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,204059.0,1.0,0.0,Cousins,202326.0,,,,,,,
61,PT07M11.00S,2022-03-05T02:19:10.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202326,89.83245729303549,43.872549019607845,1610612743,11,8,2022-03-05T02:19:15Z,600000,-31.0,43.0,1,right,D. Cousins driving Layup (5 PTS),[202326],1610612743.0,DEN,driving,,,,,,5.29,Made,5.0,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
62,PT07M11.00S,2022-03-05T02:19:14.6Z,1,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612743,11,8,2022-03-05T02:19:28Z,610000,,,0,,C. Wood shooting personal FOUL (2 PF) (Cousins 1 FT),"[1626174, 202326]",1610612745.0,HOU,shooting,,,,,,,,,Wood,C. Wood,,,,,,,,201640.0,2.0,0.0,Cousins,202326.0,,,,,,,
64,PT07M11.00S,2022-03-05T02:19:40.7Z,1,REGULAR,freethrow,1 of 1,[],202326,,,1610612743,12,8,2022-03-05T02:19:40Z,630000,,,0,,D. Cousins Free Throw 1 of 1 (6 PTS),[202326],1610612743.0,DEN,,,,,,,,Made,6.0,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
65,PT07M11.00S,2022-03-05T02:19:53.0Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612745,12,8,2022-03-05T02:19:53Z,640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M58.00S,2022-03-05T02:20:20.6Z,1,REGULAR,foul,personal,[],201145,,,1610612745,12,8,2022-03-05T02:20:28Z,650000,,,0,,J. Green personal FOUL (1 PF),"[201145, 1630256]",1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,,,,,201640.0,1.0,0.0,Tate,1630256.0,,,,,,,
68,PT06M58.00S,2022-03-05T02:20:28.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,12,8,2022-03-05T02:20:28Z,670000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M49.00S,2022-03-05T02:23:28.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,6.915243101182654,58.08823529411765,1610612745,12,8,2022-03-05T02:23:36Z,680000,-40.0,13.0,1,left,MISS J. Tate turnaround bank Hook,[1630256],1610612745.0,HOU,turnaround bank,,,,,,4.23,Missed,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,
70,PT06M45.00S,2022-03-05T02:23:32.6Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,12,8,2022-03-05T02:23:36Z,690000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,,,,,,,Green,J. Green,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,
71,PT06M37.00S,2022-03-05T02:23:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202326,94.03745072273325,54.65686274509803,1610612743,14,8,2022-03-05T02:23:44Z,700000,23.0,4.0,1,right,D. Cousins Layup (8 PTS) (M. Morris 1 AST),"[202326, 1628420]",1610612743.0,DEN,,,,,,,2.36,Made,8.0,Cousins,D. Cousins,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,,
73,PT06M24.00S,2022-03-05T02:23:54.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,22.28975032851511,9.803921568627452,1610612745,14,8,2022-03-05T02:26:14Z,720000,201.0,157.0,1,left,MISS K. Porter Jr. 25' step back 3PT,[1629645],1610612745.0,HOU,step back,,,,,,25.5,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,
74,PT06M22.00S,2022-03-05T02:23:56.4Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,14,8,2022-03-05T02:26:31Z,730000,,,0,,J. Tate REBOUND (Off:1 Def:2),[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,73.0,3.0,2.0,1.0,,,,,,,,,,,,
75,PT06M21.00S,2022-03-05T02:24:01.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626174,5.590000152587891,50.0,1610612745,14,10,2022-03-05T02:26:46Z,740000,0.0,0.0,1,left,C. Wood alley-oop DUNK (2 PTS) (J. Tate 2 AST),"[1626174, 1630256]",1610612745.0,HOU,alley-oop,,,,,,0.0,Made,2.0,Wood,C. Wood,J. Tate,1630256.0,2.0,,,,,,,,,,,,,,,,
77,PT06M00.00S,2022-03-05T02:24:16.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202326,93.51182654402102,50.245098039215684,1610612743,16,10,2022-03-05T02:24:23Z,760000,1.0,8.0,1,right,D. Cousins driving DUNK (10 PTS),[202326],1610612743.0,DEN,driving,,,,,,0.86,Made,10.0,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
78,PT05M44.00S,2022-03-05T02:24:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.521024967148489,53.18627450980392,1610612745,16,12,2022-03-05T02:24:46Z,770000,-16.0,9.0,1,left,J. Tate reverse Layup (2 PTS) (J. Green 1 AST),"[1630256, 1630224]",1610612745.0,HOU,reverse,,,,,,1.82,Made,2.0,Tate,J. Tate,J. Green,1630224.0,1.0,,,,,,,,,,,,,,,,
80,PT05M34.00S,2022-03-05T02:24:43.1Z,1,REGULAR,2pt,Jump Shot,[],1628420,92.85479632063075,81.61764705882352,1610612743,16,12,2022-03-05T02:24:49Z,790000,158.0,15.0,1,right,MISS M. Morris 15' Jump Shot,[1628420],1610612743.0,DEN,,,,,,,15.88,Missed,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2022-03-05T02:24:43.1Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,16,12,2022-03-05T02:24:49Z,800000,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,80.0,3.0,3.0,0.0,,,,,,,,,,,,
82,PT05M16.00S,2022-03-05T02:25:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,6.521024967148489,57.35294117647059,1610612745,16,12,2022-03-05T02:25:09Z,810000,-37.0,9.0,1,left,MISS C. Wood Layup - blocked,"[1626174, 202326]",1610612745.0,HOU,,,,,,,3.78,Missed,,Wood,C. Wood,,,,,,,,,,,,,,,,Cousins,202326.0,,
83,PT05M16.00S,2022-03-05T02:25:01.1Z,1,REGULAR,block,,[],202326,,,1610612745,16,12,2022-03-05T02:25:04Z,820000,,,0,,D. Cousins BLOCK (1 BLK),[202326],1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
84,PT05M11.00S,2022-03-05T02:25:06.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,16,12,2022-03-05T02:25:09Z,830000,,,0,,C. Wood REBOUND (Off:1 Def:3),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,82.0,4.0,3.0,1.0,,,,,,,,,,,,
85,PT05M10.00S,2022-03-05T02:25:06.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,6.521024967148489,52.20588235294118,1610612745,16,14,2022-03-05T02:25:12Z,840000,-11.0,9.0,1,left,C. Wood putback Layup (4 PTS),[1626174],1610612745.0,HOU,putback,,,,,,1.41,Made,4.0,Wood,C. Wood,,,,,,,,,,,,,,,,,,,
86,PT05M02.00S,2022-03-05T02:25:15.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,94.1688567674113,48.529411764705884,1610612743,18,14,2022-03-05T02:25:21Z,850000,-7.0,2.0,1,right,A. Gordon driving DUNK (4 PTS) (W. Barton 1 AST),"[203932, 203115]",1610612743.0,DEN,driving,,,,,,0.77,Made,4.0,Gordon,A. Gordon,W. Barton,203115.0,1.0,,,,,,,,,,,,,,,,
88,PT04M37.00S,2022-03-05T02:25:42.2Z,1,REGULAR,foul,personal,['2freethrow'],202326,,,1610612745,18,14,2022-03-05T02:25:49Z,870000,,,0,,D. Cousins shooting personal FOUL (2 PF) (Porter Jr. 2 FT),"[202326, 1629645]",1610612743.0,DEN,shooting,,,,,,,,,Cousins,D. Cousins,,,,,,,,204059.0,2.0,0.0,Porter Jr.,1629645.0,,,,,,,
90,PT04M37.00S,2022-03-05T02:26:09.8Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,18,14,2022-03-05T02:26:09Z,890000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,,,,,Missed,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,
91,PT04M37.00S,2022-03-05T02:26:09.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,18,14,2022-03-05T02:26:09Z,900000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,
92,PT04M37.00S,2022-03-05T02:26:10.7Z,1,REGULAR,substitution,out,[],202326,,,1610612745,18,14,2022-03-05T02:26:32Z,910000,,,0,,SUB out: D. Cousins,[202326],1610612743.0,DEN,,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
