actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-04-11T01:41:15.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-04-11T01:41:15Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-04-11T01:41:17.9Z,1,REGULAR,jumpball,recovered,[],203085,,,1610612743,0,0,2022-04-11T01:41:17Z,40000,,,0,,Jump Ball J. Green vs. W. Gabriel: Tip to A. Rivers,"[203085, 201145, 1629117]",1610612743.0,DEN,startperiod,A. Rivers,203085.0,Rivers,A. Rivers,Green,201145.0,Gabriel,1629117.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2022-04-11T01:41:35.2Z,1,REGULAR,3pt,Jump Shot,[],1627854,77.61169513797634,88.97058823529412,1610612743,3,0,2022-04-11T01:41:40Z,70000,195.0,158.0,1,right,B. Forbes 25' 3PT  (3 PTS) (A. Rivers 1 AST),"[1627854, 203085]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.09,Made,3.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,,,
9,PT11M16.00S,2022-04-11T01:41:58.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,6.915243101182654,46.568627450980394,1610612747,3,2,2022-04-11T01:42:05Z,90000,17.0,13.0,1,left,S. Johnson Layup (2 PTS) (T. Horton-Tucker 1 AST),"[1626169, 1629659]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,2.13,Made,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,
11,PT11M00.00S,2022-04-11T01:42:14.1Z,1,REGULAR,3pt,Jump Shot,[],1627854,68.41327201051249,28.186274509803923,1610612743,3,2,2022-04-11T01:42:17Z,110000,-109.0,244.0,1,right,MISS B. Forbes 26' 3PT,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2022-04-11T01:42:16.1Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,3,2,2022-04-11T01:42:17Z,120000,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M49.00S,2022-04-11T01:42:27.9Z,1,REGULAR,foul,personal,[],1630538,,,1610612747,3,2,2022-04-11T01:42:35Z,130000,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1626169]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,203591.0,1.0,0.0,Johnson,1626169.0,,,,,,
15,PT10M39.00S,2022-04-11T01:42:52.8Z,1,REGULAR,3pt,Jump Shot,[],1628370,26.49474375821288,14.460784313725492,1610612747,3,5,2022-04-11T01:42:57Z,150000,178.0,197.0,1,left,M. Monk 26' 3PT pullup (3 PTS),[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,26.5,Made,3.0,,,,,,,,,,,,,,,,,,
16,PT10M21.00S,2022-04-11T01:43:10.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202326,92.85479632063075,54.90196078431373,1610612743,3,5,2022-04-11T01:43:17Z,160000,25.0,15.0,1,right,MISS D. Cousins driving finger roll Layup,[202326],1610612743.0,DEN,driving finger roll,,,Cousins,D. Cousins,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
17,PT10M19.00S,2022-04-11T01:43:12.5Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612747,3,5,2022-04-11T01:43:17Z,170000,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT10M16.00S,2022-04-11T01:43:15.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,33.85348226018397,25.245098039215684,1610612747,3,5,2022-04-11T01:44:06Z,180000,124.0,266.0,1,left,MISS M. Monk 29' running 3PT,[1628370],1610612747.0,LAL,running,,,Monk,M. Monk,,,,,29.31,Missed,,,,,,,,,,,,,,,,,,,
19,PT10M16.00S,2022-04-11T01:43:15.1Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612747,3,5,2022-04-11T01:43:21Z,190000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:0),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,
