actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,jumpBallRecoverdPersonId
174,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,out,[],1629717,,,1610612743,28,32,2021-11-06T21:43:11Z,1700000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,,,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,
175,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,in,[],203115,,,1610612743,28,32,2021-11-06T21:43:11Z,1710000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,
176,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,in,[],1628420,,,1610612743,28,32,2021-11-06T21:43:11Z,1720000,,,0,,SUB in: M. Morris,[1628420],1610612743.0,DEN,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,
177,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,in,[],1628021,,,1610612743,28,32,2021-11-06T21:43:11Z,1730000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,
178,PT09M50.00S,2021-11-06T21:42:45.3Z,2,REGULAR,substitution,in,[],1630224,,,1610612743,28,32,2021-11-06T21:43:11Z,1740000,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
179,PT09M34.00S,2021-11-06T21:43:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630267,72.09264126149803,20.34313725490196,1610612743,28,32,2021-11-06T21:43:29Z,1750000,-148.0,210.0,1,right,MISS F. Campazzo 25' 3PT,[1630267],1610612743.0,DEN,,,,,,,25.69,Missed,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,
180,PT09M32.00S,2021-11-06T21:43:27.3Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,28,32,2021-11-06T21:43:29Z,1760000,,,0,,D. Nwaba REBOUND (Off:0 Def:1),[1628021],1610612745.0,HOU,,,,,,,,,Nwaba,D. Nwaba,179.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
181,PT09M30.00S,2021-11-06T21:43:31.9Z,2,REGULAR,turnover,out-of-bounds,[],1628021,,,1610612745,28,32,2021-11-06T21:43:39Z,1770000,,,0,,D. Nwaba bad pass out-of-bounds TURNOVER (1 TO),[1628021],1610612745.0,HOU,bad pass,,,,,,,,Nwaba,D. Nwaba,,,,,1.0,,,,,,,,,1628172.0,,,,,,
182,PT09M14.00S,2021-11-06T21:43:52.4Z,2,REGULAR,turnover,bad pass,[],203210,,,1610612743,28,32,2021-11-06T21:43:56Z,1780000,,,0,,J. Green bad pass TURNOVER (1 TO),"[203210, 1630231]",1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,1.0,Martin Jr.,1630231.0,,,,,,,,,,,,,
183,PT09M14.00S,2021-11-06T21:43:52.4Z,2,REGULAR,steal,,[],1630231,,,1610612745,28,32,2021-11-06T21:43:53Z,1790000,,,0,,K. Martin Jr. STEAL (1 STL),[1630231],1610612745.0,HOU,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,
184,PT09M10.00S,2021-11-06T21:43:57.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630224,5.601182654402102,49.26470588235294,1610612745,28,34,2021-11-06T21:44:05Z,1800000,4.0,0.0,1,left,J. Green running DUNK (4 PTS) (K. Martin Jr. 1 AST),"[1630224, 1630231]",1610612745.0,HOU,running,,,,,,0.37,Made,Green,J. Green,,,,,,,,4.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,
186,PT08M52.00S,2021-11-06T21:44:13.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201145,89.70105124835742,46.07843137254902,1610612743,28,34,2021-11-06T21:44:24Z,1820000,-20.0,44.0,1,right,MISS J. Green Layup,[201145],1610612743.0,DEN,,,,,,,4.84,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
187,PT08M51.00S,2021-11-06T21:44:18.0Z,2,REGULAR,rebound,offensive,[],201145,,,1610612743,28,34,2021-11-06T21:44:18Z,1830000,,,0,,J. Green REBOUND (Off:1 Def:1),[201145],1610612743.0,DEN,,,,,,,,,Green,J. Green,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
188,PT08M51.00S,2021-11-06T21:44:18.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201145,94.40999984741211,50.0,1610612743,28,34,2021-11-06T21:44:18Z,1840000,0.0,0.0,1,right,MISS J. Green tip Layup,[201145],1610612743.0,DEN,tip,,,,,,0.0,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
189,PT08M51.00S,2021-11-06T21:44:18.6Z,2,REGULAR,rebound,offensive,[],203210,,,1610612743,28,34,2021-11-06T21:44:18Z,1850000,,,0,,J. Green REBOUND (Off:2 Def:1),[203210],1610612743.0,DEN,,,,,,,,,Green,J. Green,188.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,
190,PT08M51.00S,2021-11-06T21:44:20.4Z,2,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612743,28,34,2021-11-06T21:44:45Z,1860000,,,0,,A. Sengun shooting personal FOUL (2 PF) (Green 2 FT),"[1630578, 203210]",1610612745.0,HOU,shooting,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,1628172.0,2.0,0.0,Green,203210.0,,
192,PT08M51.00S,2021-11-06T21:44:46.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203210,,,1610612743,29,34,2021-11-06T21:44:46Z,1880000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[203210],1610612743.0,DEN,,,,,,,,Made,Green,J. Green,,,,,,,,3.0,,,,,,,,,,,,
193,PT08M51.00S,2021-11-06T21:44:53.6Z,2,REGULAR,substitution,out,[],1630578,,,1610612743,29,34,2021-11-06T21:44:59Z,1890000,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,
194,PT08M51.00S,2021-11-06T21:44:53.6Z,2,REGULAR,substitution,in,[],1628464,,,1610612743,29,34,2021-11-06T21:44:59Z,1900000,,,0,,SUB in: D. Theis,[1628464],1610612745.0,HOU,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,
195,PT08M51.00S,2021-11-06T21:45:10.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203210,,,1610612743,30,34,2021-11-06T21:45:10Z,1910000,,,0,,J. Green Free Throw 2 of 2 (4 PTS),[203210],1610612743.0,DEN,,,,,,,,Made,Green,J. Green,,,,,,,,4.0,,,,,,,,,,,,
196,PT08M36.00S,2021-11-06T21:45:26.7Z,2,REGULAR,3pt,Jump Shot,[],1630231,9.937582128777924,96.81372549019608,1610612745,30,34,2021-11-06T21:45:33Z,1920000,-234.0,41.0,1,left,MISS K. Martin Jr. 3PT,[1630231],1610612745.0,HOU,,,,,,,23.76,Missed,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,
197,PT08M34.00S,2021-11-06T21:45:29.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,30,34,2021-11-06T21:45:29Z,1930000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,,,,,,Barton,W. Barton,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
198,PT08M20.00S,2021-11-06T21:45:43.9Z,2,REGULAR,foul,personal,['2freethrow'],201569,,,1610612743,30,34,2021-11-06T21:45:56Z,1940000,,,0,,E. Gordon shooting personal FOUL (1 PF) (Green 2 FT),"[201569, 201145]",1610612745.0,HOU,shooting,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,203177.0,1.0,0.0,Green,201145.0,,
200,PT08M20.00S,2021-11-06T21:46:14.3Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,30,34,2021-11-06T21:46:14Z,1960000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,,,,,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
201,PT08M20.00S,2021-11-06T21:46:14.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,30,34,2021-11-06T21:46:14Z,1970000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,
202,PT08M20.00S,2021-11-06T21:46:14.9Z,2,REGULAR,substitution,out,[],203210,,,1610612743,30,34,2021-11-06T21:46:25Z,1980000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
203,PT08M20.00S,2021-11-06T21:46:14.9Z,2,REGULAR,substitution,out,[],201569,,,1610612743,30,34,2021-11-06T21:46:25Z,1990000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,
204,PT08M20.00S,2021-11-06T21:46:14.9Z,2,REGULAR,substitution,in,[],203999,,,1610612743,30,34,2021-11-06T21:46:25Z,2000000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,
205,PT08M20.00S,2021-11-06T21:46:14.9Z,2,REGULAR,substitution,in,[],1629645,,,1610612743,30,34,2021-11-06T21:46:25Z,2010000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,
206,PT08M20.00S,2021-11-06T21:46:40.2Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,31,34,2021-11-06T21:46:40Z,2020000,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,,,,,Made,Green,J. Green,,,,,,,,3.0,,,,,,,,,,,,
207,PT08M04.00S,2021-11-06T21:46:58.3Z,2,REGULAR,3pt,Jump Shot,[],1629645,9.017739816031538,4.411764705882353,1610612745,31,34,2021-11-06T21:47:02Z,2030000,228.0,32.0,1,left,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,,,,23.02,Missed,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,
208,PT08M02.00S,2021-11-06T21:47:00.3Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,31,34,2021-11-06T21:47:02Z,2040000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,207.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,
209,PT07M55.00S,2021-11-06T21:47:08.2Z,2,REGULAR,3pt,Jump Shot,[],203115,71.30420499342969,24.509803921568626,1610612743,31,34,2021-11-06T21:47:12Z,2050000,-127.0,217.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,,,,25.19,Missed,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,
210,PT07M52.00S,2021-11-06T21:47:11.2Z,2,REGULAR,rebound,defensive,[],1628021,,,1610612745,31,34,2021-11-06T21:47:12Z,2060000,,,0,,D. Nwaba REBOUND (Off:0 Def:2),[1628021],1610612745.0,HOU,,,,,,,,,Nwaba,D. Nwaba,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,
211,PT07M44.00S,2021-11-06T21:47:18.5Z,2,REGULAR,turnover,lost ball,[],1630224,,,1610612745,31,34,2021-11-06T21:47:25Z,2070000,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1628420]",1610612745.0,HOU,,,,,,,,,Green,J. Green,,,,,2.0,Morris,1628420.0,,,,,,,,,,,,,
212,PT07M44.00S,2021-11-06T21:47:18.5Z,2,REGULAR,steal,,[],1628420,,,1610612743,31,34,2021-11-06T21:47:20Z,2080000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,
213,PT07M41.00S,2021-11-06T21:47:22.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,91.80354796320631,53.92156862745098,1610612743,31,34,2021-11-06T21:47:34Z,2090000,20.0,25.0,1,right,MISS M. Morris running Layup - blocked,"[1628420, 1630231]",1610612743.0,DEN,running,,,,,,3.14,Missed,Morris,M. Morris,,,,,,,,,,,,Martin Jr.,1630231.0,,,,,,,
214,PT07M41.00S,2021-11-06T21:47:22.3Z,2,REGULAR,block,,[],1630231,,,1610612743,31,34,2021-11-06T21:47:24Z,2100000,,,0,,K. Martin Jr. BLOCK (1 BLK),[1630231],1610612745.0,HOU,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,
215,PT07M38.00S,2021-11-06T21:47:25.3Z,2,REGULAR,rebound,defensive,[],1628464,,,1610612745,31,34,2021-11-06T21:47:34Z,2110000,,,0,,D. Theis REBOUND (Off:0 Def:2),[1628464],1610612745.0,HOU,,,,,,,,,Theis,D. Theis,213.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,
216,PT07M30.00S,2021-11-06T21:47:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,9.674770039421814,42.40196078431372,1610612745,31,34,2021-11-06T21:47:38Z,2120000,38.0,38.0,1,left,MISS D. Nwaba driving Layup - blocked,"[1628021, 201145]",1610612745.0,HOU,driving,,,,,,5.4,Missed,Nwaba,D. Nwaba,,,,,,,,,,,,Green,201145.0,,,,,,,
217,PT07M30.00S,2021-11-06T21:47:32.5Z,2,REGULAR,block,,[],201145,,,1610612745,31,34,2021-11-06T21:47:34Z,2130000,,,0,,J. Green BLOCK (1 BLK),[201145],1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
218,PT07M30.00S,2021-11-06T21:47:32.5Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,31,34,2021-11-06T21:47:38Z,2140000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,216.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,
219,PT07M26.00S,2021-11-06T21:47:37.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203115,94.1688567674113,42.8921568627451,1610612743,33,34,2021-11-06T21:56:14Z,2150000,-36.0,2.0,1,right,W. Barton running Layup (11 PTS) (F. Campazzo 1 AST),"[203115, 1630267]",1610612743.0,DEN,running,,,,,,3.56,Made,Barton,W. Barton,,,,,,,,11.0,F. Campazzo,1630267.0,1.0,,,,,,,,,
221,PT07M23.00S,2021-11-06T21:47:42.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,33,34,2021-11-06T21:47:42Z,2170000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,out,[],201145,,,1610612745,33,34,2021-11-06T21:50:18Z,2180000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,
224,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,out,[],1628021,,,1610612745,33,34,2021-11-06T21:50:18Z,2190000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,
225,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,out,[],1630231,,,1610612745,33,34,2021-11-06T21:50:18Z,2200000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,
226,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,in,[],203932,,,1610612745,33,34,2021-11-06T21:50:18Z,2210000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,
227,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,33,34,2021-11-06T21:50:18Z,2220000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,
228,PT07M23.00S,2021-11-06T21:49:54.6Z,2,REGULAR,substitution,in,[],1626174,,,1610612745,33,34,2021-11-06T21:50:18Z,2230000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,
229,PT07M05.00S,2021-11-06T21:50:48.9Z,2,REGULAR,turnover,lost ball,[],1629645,,,1610612745,33,34,2021-11-06T21:50:55Z,2240000,,,0,,K. Porter Jr. lost ball TURNOVER (1 TO),"[1629645, 1628420]",1610612745.0,HOU,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,,1.0,Morris,1628420.0,,,,,,,,,,,,,
230,PT07M05.00S,2021-11-06T21:50:48.9Z,2,REGULAR,steal,,[],1628420,,,1610612743,33,34,2021-11-06T21:50:50Z,2250000,,,0,,M. Morris STEAL (2 STL),[1628420],1610612743.0,DEN,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,
231,PT07M02.00S,2021-11-06T21:50:52.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628420,74.32654402102497,85.04901960784314,1610612743,33,34,2021-11-06T21:50:59Z,2260000,175.0,189.0,1,right,MISS M. Morris 25' pullup 3PT,[1628420],1610612743.0,DEN,pullup,,,,,,25.76,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,
232,PT06M58.00S,2021-11-06T21:50:56.2Z,2,REGULAR,rebound,defensive,[],1630256,,,1610612745,33,34,2021-11-06T21:50:59Z,2270000,,,0,,J. Tate REBOUND (Off:1 Def:3),[1630256],1610612745.0,HOU,,,,,,,,,Tate,J. Tate,231.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,
233,PT06M48.00S,2021-11-06T21:51:06.6Z,2,REGULAR,3pt,Jump Shot,[],1630224,25.04927726675427,83.82352941176471,1610612745,33,34,2021-11-06T21:51:11Z,2280000,-169.0,183.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,,,,24.92,Missed,Green,J. Green,,,,,,,,,,,,,,,,,,,,
234,PT06M44.00S,2021-11-06T21:51:10.6Z,2,REGULAR,rebound,defensive,[],203115,,,1610612743,33,34,2021-11-06T21:51:11Z,2290000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,,,,,,Barton,W. Barton,233.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,
235,PT06M30.00S,2021-11-06T21:51:26.1Z,2,REGULAR,foul,personal,[],1628464,,,1610612743,33,34,2021-11-06T21:52:02Z,2300000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 203999]",1610612745.0,HOU,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,201639.0,1.0,0.0,Jokic,203999.0,,
237,PT06M14.00S,2021-11-06T21:51:59.2Z,2,REGULAR,2pt,Jump Shot,[],203999,85.23324572930355,22.794117647058822,1610612743,33,34,2021-11-06T21:52:05Z,2320000,-136.0,86.0,1,right,MISS N. Jokic 16' fadeaway Shot,[203999],1610612743.0,DEN,fadeaway,,,,,,16.11,Missed,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,
238,PT06M13.00S,2021-11-06T21:52:00.8Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,33,34,2021-11-06T21:52:00Z,2330000,,,0,,C. Wood REBOUND (Off:0 Def:5),[1626174],1610612745.0,HOU,,,,,,,,,Wood,C. Wood,237.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,
239,PT05M50.00S,2021-11-06T21:52:23.1Z,2,REGULAR,3pt,Jump Shot,[],1629645,31.35676741130092,32.84313725490196,1610612745,33,37,2021-11-06T21:52:29Z,2340000,86.0,242.0,1,left,K. Porter Jr. 25' 3PT step back (6 PTS),[1629645],1610612745.0,HOU,step back,,,,,,25.7,Made,Porter Jr.,K. Porter Jr.,,,,,,,,6.0,,,,,,,,,,,,
240,PT05M39.00S,2021-11-06T21:52:37.2Z,2,REGULAR,foul,offensive,[],203999,,,1610612743,33,37,2021-11-06T21:52:46Z,2350000,,,0,,N. Jokic offensive FOUL (2 PF),"[203999, 1630224]",1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,203177.0,2.0,0.0,Green,1630224.0,,
242,PT05M39.00S,2021-11-06T21:52:37.2Z,2,REGULAR,turnover,offensive foul,[],203999,,,1610612743,33,37,2021-11-06T21:52:37Z,2370000,,,0,,N. Jokic offensive foul TURNOVER (2 TO),[203999],1610612743.0,DEN,,,,,,,,,Jokic,N. Jokic,,,,,2.0,,,,,,,,,203177.0,,,,,,
243,PT05M27.00S,2021-11-06T21:53:07.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630256,8.278580814717477,54.82536764705882,1610612745,33,39,2021-11-06T22:00:05Z,2380000,-24.0,25.0,1,left,J. Tate turnaround bank Hook (4 PTS),[1630256],1610612745.0,HOU,turnaround bank,,,,,,3.49,Made,Tate,J. Tate,,,,,,,,4.0,,,,,,,,,,,,
244,PT05M05.00S,2021-11-06T21:53:29.2Z,2,REGULAR,turnover,bad pass,[],203932,,,1610612743,33,39,2021-11-06T21:53:41Z,2390000,,,0,,A. Gordon bad pass TURNOVER (1 TO),"[203932, 1628464]",1610612743.0,DEN,,,,,,,,,Gordon,A. Gordon,,,,,1.0,Theis,1628464.0,,,,,,,,,,,,,
245,PT05M05.00S,2021-11-06T21:53:29.2Z,2,REGULAR,steal,,[],1628464,,,1610612745,33,39,2021-11-06T21:53:30Z,2400000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612745.0,HOU,,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,
246,PT04M57.00S,2021-11-06T21:53:38.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628464,14.931011826544022,37.254901960784316,1610612745,33,41,2021-11-06T21:53:49Z,2410000,64.0,88.0,1,left,D. Theis 10' Jump Shot (4 PTS) (C. Wood 1 AST),"[1628464, 1626174]",1610612745.0,HOU,,,,,,,10.86,Made,Theis,D. Theis,,,,,,,,4.0,C. Wood,1626174.0,1.0,,,,,,,,,
248,PT04M55.00S,2021-11-06T21:53:44.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612743,33,41,2021-11-06T21:53:44Z,2430000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M55.00S,2021-11-06T21:54:55.0Z,2,REGULAR,substitution,out,[],1630267,,,1610612743,33,41,2021-11-06T21:55:09Z,2440000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,,,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,
250,PT04M55.00S,2021-11-06T21:54:55.0Z,2,REGULAR,substitution,in,[],1628408,,,1610612743,33,41,2021-11-06T21:55:09Z,2450000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,,,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,
251,PT04M41.00S,2021-11-06T21:55:25.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,90.3580814717477,53.92156862745098,1610612743,35,41,2021-11-06T22:02:03Z,2460000,20.0,38.0,1,right,N. Jokic turnaround bank Hook (4 PTS),[203999],1610612743.0,DEN,turnaround bank,,,,,,4.28,Made,Jokic,N. Jokic,,,,,,,,4.0,,,,,,,,,,,,
252,PT04M41.00S,2021-11-06T21:55:29.1Z,2,REGULAR,foul,personal,['1freethrow'],1628464,,,1610612743,35,41,2021-11-06T21:55:35Z,2470000,,,0,,D. Theis shooting personal FOUL (2 PF) (Jokic 1 FT),"[1628464, 203999]",1610612745.0,HOU,shooting,,,,,,,,Theis,D. Theis,,,,,,,,,,,,,,1628172.0,2.0,0.0,Jokic,203999.0,,
254,PT04M41.00S,2021-11-06T21:55:48.6Z,2,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,36,41,2021-11-06T21:55:48Z,2490000,,,0,,N. Jokic Free Throw 1 of 1 (5 PTS),[203999],1610612743.0,DEN,,,,,,,,Made,Jokic,N. Jokic,,,,,,,,5.0,,,,,,,,,,,,
255,PT04M22.00S,2021-11-06T21:56:09.7Z,2,REGULAR,3pt,Jump Shot,[],1628464,29.6484888304862,70.83333333333334,1610612745,36,41,2021-11-06T21:56:16Z,2500000,-104.0,226.0,1,left,MISS D. Theis 24' 3PT,[1628464],1610612745.0,HOU,,,,,,,24.9,Missed,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,
256,PT04M19.00S,2021-11-06T21:56:12.7Z,2,REGULAR,rebound,offensive,[],1629645,,,1610612745,36,41,2021-11-06T21:56:16Z,2510000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:0),[1629645],1610612745.0,HOU,,,,,,,,,Porter Jr.,K. Porter Jr.,255.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
257,PT04M17.00S,2021-11-06T21:56:14.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,7.30946123521682,48.77450980392157,1610612745,36,43,2021-11-06T21:56:24Z,2520000,6.0,16.0,1,left,D. Theis cutting DUNK (6 PTS) (K. Porter Jr. 3 AST),"[1628464, 1629645]",1610612745.0,HOU,cutting,,,,,,1.73,Made,Theis,D. Theis,,,,,,,,6.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,
259,PT04M14.00S,2021-11-06T21:56:24.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612743,36,43,2021-11-06T21:56:35Z,2540000,,,0,,TEAM delay-of-game VIOLATION,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,1628172.0,,,,,,
260,PT03M58.00S,2021-11-06T21:56:47.3Z,2,REGULAR,3pt,Jump Shot,[],203932,72.09264126149803,18.872549019607842,1610612743,36,43,2021-11-06T21:57:02Z,2550000,-156.0,210.0,1,right,MISS A. Gordon 26' 3PT,[203932],1610612743.0,DEN,,,,,,,26.12,Missed,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,
261,PT03M54.00S,2021-11-06T21:56:51.3Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,36,43,2021-11-06T21:57:02Z,2560000,,,0,,C. Wood REBOUND (Off:0 Def:6),[1626174],1610612745.0,HOU,,,,,,,,,Wood,C. Wood,260.0,6.0,6.0,0.0,,,,,,,,,,,,,,,,
