actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
362,PT00M03.40S,2021-12-24T03:04:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,80.1084099868594,50.49019607843137,1610612743,65,52,2021-12-24T03:04:23Z,3540000,2.0,134.0,1,right,MISS N. Jokic 13' turnaround fadeaway Shot,[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,,,,,,13.45,Missed,,,,,,,,,,,,,
363,PT00M01.30S,2021-12-24T03:04:19.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,65,52,2021-12-24T03:04:19Z,3550000,,,0,,P. Washington REBOUND (Off:1 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,
364,PT00M00.10S,2021-12-24T03:04:21.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,55.92969776609724,54.65686274509803,1610612766,65,52,2021-12-24T03:06:24Z,3560000,-23.0,473.0,1,left,MISS T. Rozier 47' running 3PT,[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,,,,,,47.38,Missed,,,,,,,,,,,,,
365,PT00M00.10S,2021-12-24T03:04:21.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,65,52,2021-12-24T03:06:24Z,3570000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,364.0,,,,,,,,,,,,
366,PT00M00.00S,2021-12-24T03:04:41.3Z,2,REGULAR,period,end,[],0,,,1610612766,65,52,2021-12-24T03:04:41Z,3580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,out,['startperiod'],1630267,,,1610612766,65,52,2021-12-24T03:19:55Z,3590000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,out,['startperiod'],1626162,,,1610612766,65,52,2021-12-24T03:19:55Z,3600000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,65,52,2021-12-24T03:19:55Z,3610000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,in,['startperiod'],201145,,,1610612766,65,52,2021-12-24T03:19:55Z,3620000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,in,['startperiod'],203486,,,1610612766,65,52,2021-12-24T03:19:55Z,3630000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2021-12-24T03:19:19.3Z,3,REGULAR,substitution,in,['startperiod'],1630163,,,1610612766,65,52,2021-12-24T03:19:55Z,3640000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2021-12-24T03:19:54.5Z,3,REGULAR,period,start,[],0,,,1610612766,65,52,2021-12-24T03:19:56Z,3650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT11M39.00S,2021-12-24T03:20:14.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,85.23324572930355,36.76470588235294,1610612766,65,52,2021-12-24T03:20:21Z,3660000,-66.0,86.0,1,right,MISS L. Ball 10' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,,,,10.88,Missed,,,,,,,,,,,,,
375,PT11M36.00S,2021-12-24T03:20:17.7Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,65,52,2021-12-24T03:20:21Z,3670000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,374.0,1.0,1.0,0.0,,,,,,,,,
376,PT11M25.00S,2021-12-24T03:20:28.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,5.601182654402102,50.245098039215684,1610612743,67,52,2021-12-24T03:20:34Z,3680000,-1.0,0.0,1,left,V. Cancar finger roll Layup (11 PTS) (W. Barton 2 AST),"[1628427, 203115]",1610612743.0,DEN,finger roll,,,Cancar,V. Cancar,,,,,,,,,,0.12,Made,,,,,11.0,W. Barton,203115.0,2.0,,,,,
378,PT11M08.00S,2021-12-24T03:20:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.11760840998686,48.529411764705884,1610612766,67,54,2021-12-24T03:21:36Z,3700000,-7.0,12.0,1,right,M. Plumlee Layup (3 PTS) (L. Ball 4 AST),"[203486, 1630163]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,1.43,Made,,,,,3.0,L. Ball,1630163.0,4.0,,,,,
380,PT10M57.00S,2021-12-24T03:20:58.8Z,3,REGULAR,foul,personal,[],1630163,,,1610612743,67,54,2021-12-24T03:21:07Z,3720000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 201145]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,202049.0,2.0,0.0,Green,201145.0,,,,,,,,,,,,,,,
382,PT10M50.00S,2021-12-24T03:21:25.5Z,3,REGULAR,turnover,offensive goaltending,[],203999,,,1610612743,67,54,2021-12-24T03:21:47Z,3740000,,,0,,N. Jokic offensive goaltending TURNOVER (3 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,202049.0,,,,,,,,,,,,,,,3.0,,,,
383,PT10M37.00S,2021-12-24T03:21:49.6Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,67,54,2021-12-24T03:55:51Z,3750000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1628420]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,1.0,Morris,1628420.0,,
384,PT10M37.00S,2021-12-24T03:21:49.6Z,3,REGULAR,steal,,[],1628420,,,1610612743,67,54,2021-12-24T03:23:56Z,3760000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
385,PT10M32.00S,2021-12-24T03:21:54.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,8.754927726675426,46.568627450980394,1610612743,69,54,2021-12-24T03:22:03Z,3770000,17.0,30.0,1,left,J. Green running finger roll Layup (9 PTS) (N. Jokic 4 AST),"[201145, 203999]",1610612743.0,DEN,running finger roll,,,Green,J. Green,,,,,,,,,,3.44,Made,,,,,9.0,N. Jokic,203999.0,4.0,,,,,
387,PT10M21.00S,2021-12-24T03:22:04.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,82.60512483574244,39.21568627450981,1610612766,69,54,2021-12-24T03:22:09Z,3790000,-54.0,111.0,1,right,MISS G. Hayward 12' floating Shot,[202330],1610612766.0,CHA,floating,,,Hayward,G. Hayward,,,,,,,,,,12.34,Missed,,,,,,,,,,,,,
388,PT10M19.00S,2021-12-24T03:22:07.7Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,69,54,2021-12-24T03:22:07Z,3800000,,,0,,G. Hayward REBOUND (Off:2 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,387.0,3.0,1.0,2.0,,,,,,,,,
389,PT10M17.00S,2021-12-24T03:22:09.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,95.6143232588699,3.1862745098039214,1610612766,69,57,2021-12-24T03:22:17Z,3810000,-234.0,-11.0,1,right,T. Rozier 3PT  (11 PTS) (G. Hayward 3 AST),"[1626179, 202330]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,23.44,Made,,,,,11.0,G. Hayward,202330.0,3.0,,,,,
391,PT09M54.00S,2021-12-24T03:22:31.8Z,3,REGULAR,3pt,Jump Shot,[],203115,29.911300919842315,70.09803921568627,1610612743,69,57,2021-12-24T03:22:40Z,3830000,-100.0,229.0,1,left,MISS W. Barton 24' step back 3PT,[203115],1610612743.0,DEN,step back,,,Barton,W. Barton,,,,,,,,,,24.98,Missed,,,,,,,,,,,,,
392,PT09M50.00S,2021-12-24T03:22:35.8Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,69,57,2021-12-24T03:22:40Z,3840000,,,0,,G. Hayward REBOUND (Off:2 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,391.0,4.0,2.0,2.0,,,,,,,,,
393,PT09M40.00S,2021-12-24T03:22:46.0Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,69,57,2021-12-24T03:22:50Z,3850000,,,0,,T. Rozier bad pass TURNOVER (2 TO),"[1626179, 203999]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,2.0,Jokic,203999.0,,
394,PT09M40.00S,2021-12-24T03:22:46.0Z,3,REGULAR,steal,,[],203999,,,1610612743,69,57,2021-12-24T03:22:47Z,3860000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
395,PT09M37.00S,2021-12-24T03:22:50.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628420,5.995400788436268,52.69607843137255,1610612743,69,57,2021-12-24T03:22:57Z,3870000,-13.0,4.0,1,left,MISS M. Morris running Layup - blocked,"[1628420, 203486]",1610612743.0,DEN,running,,,Morris,M. Morris,,,,,,,,,,1.41,Missed,,,,,,,,,,,,Plumlee,203486.0
396,PT09M37.00S,2021-12-24T03:22:50.3Z,3,REGULAR,block,,[],203486,,,1610612743,69,57,2021-12-24T03:22:53Z,3880000,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
397,PT09M37.00S,2021-12-24T03:22:50.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,69,57,2021-12-24T03:22:57Z,3890000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,395.0,,,,,,,,,,,,
401,PT09M37.00S,2021-12-24T03:22:58.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,69,57,2021-12-24T03:24:11Z,3895000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT09M36.00S,2021-12-24T03:23:06.1Z,3,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,69,57,2021-12-24T03:23:12Z,3900000,,,0,,N. Jokic bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,Jokic,N. Jokic,,,,,202026.0,,,,,,,,,,,,,,,4.0,,,,
399,PT09M25.00S,2021-12-24T03:23:24.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630163,93.38042049934296,52.450980392156865,1610612766,69,59,2021-12-24T03:23:31Z,3910000,12.0,10.0,1,right,L. Ball driving finger roll Layup (9 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,,,,,,1.57,Made,,,,,9.0,,,,,,,,
400,PT09M25.00S,2021-12-24T03:23:30.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,69,59,2021-12-24T03:23:30Z,3920000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT09M12.00S,2021-12-24T03:26:30.0Z,3,REGULAR,2pt,Jump Shot,[],203999,6.521024967148489,15.931372549019606,1610612743,69,59,2021-12-24T03:26:36Z,3930000,170.0,9.0,1,left,MISS N. Jokic 17' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,17.05,Missed,,,,,,,,,,,,,
403,PT09M09.00S,2021-12-24T03:26:33.0Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,69,59,2021-12-24T03:26:36Z,3940000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,402.0,4.0,3.0,1.0,,,,,,,,,
404,PT09M03.00S,2021-12-24T03:26:37.8Z,3,REGULAR,2pt,Jump Shot,[],1626179,76.82325886990802,47.549019607843135,1610612766,69,59,2021-12-24T03:26:44Z,3950000,-12.0,165.0,1,right,MISS T. Rozier 16' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,16.59,Missed,,,,,,,,,,,,,
405,PT09M01.00S,2021-12-24T03:26:39.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,69,59,2021-12-24T03:26:44Z,3960000,,,0,,N. Jokic REBOUND (Off:5 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,404.0,17.0,12.0,5.0,,,,,,,,,
406,PT08M51.00S,2021-12-24T03:26:52.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.149145860709593,51.225490196078425,1610612743,69,59,2021-12-24T03:29:38Z,3970000,-6.0,34.0,1,left,MISS N. Jokic floating Shot,[203999],1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,,,,,,3.41,Missed,,,,,,,,,,,,,
407,PT08M49.00S,2021-12-24T03:26:54.2Z,3,REGULAR,rebound,offensive,[],203999,,,1610612743,69,59,2021-12-24T03:29:38Z,3980000,,,0,,N. Jokic REBOUND (Off:6 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,406.0,18.0,12.0,6.0,,,,,,,,,
408,PT08M48.00S,2021-12-24T03:26:58.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,5.590000152587891,50.0,1610612743,71,59,2021-12-24T03:29:47Z,3990000,0.0,0.0,1,left,N. Jokic putback Layup (14 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,,,,,,0.0,Made,,,,,14.0,,,,,,,,
409,PT08M32.00S,2021-12-24T03:27:08.9Z,3,REGULAR,3pt,Jump Shot,[],1630163,64.07687253613666,43.13725490196079,1610612766,71,59,2021-12-24T03:27:15Z,4000000,-34.0,285.0,1,right,MISS L. Ball 28' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,28.73,Missed,,,,,,,,,,,,,
410,PT08M29.00S,2021-12-24T03:27:11.9Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,71,59,2021-12-24T03:27:15Z,4010000,,,0,,W. Barton REBOUND (Off:0 Def:4),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,409.0,4.0,4.0,0.0,,,,,,,,,
411,PT08M20.00S,2021-12-24T03:27:20.9Z,3,REGULAR,2pt,Jump Shot,[],203999,22.946780551905388,29.411764705882355,1610612743,71,59,2021-12-24T03:27:26Z,4020000,103.0,163.0,1,left,MISS N. Jokic 19' Jump Shot,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,19.29,Missed,,,,,,,,,,,,,
412,PT08M17.00S,2021-12-24T03:27:23.9Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,71,59,2021-12-24T03:27:26Z,4030000,,,0,,M. Bridges REBOUND (Off:1 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,411.0,5.0,4.0,1.0,,,,,,,,,
413,PT08M10.00S,2021-12-24T03:27:30.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,83.39356110381078,62.254901960784316,1610612766,71,61,2021-12-24T03:27:35Z,4040000,61.0,104.0,1,right,L. Ball 12' pullup Jump Shot (11 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,,,,,,12.04,Made,,,,,11.0,M. Bridges,1628970.0,1.0,,,,,
415,PT07M51.00S,2021-12-24T03:27:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201145,11.777266754270697,56.86274509803921,1610612743,71,61,2021-12-24T03:28:01Z,4060000,-34.0,58.0,1,left,MISS J. Green 6' cutting Layup,[201145],1610612743.0,DEN,cutting,,,Green,J. Green,,,,,,,,,,6.76,Missed,,,,,,,,,,,,,
416,PT07M48.00S,2021-12-24T03:27:53.5Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,71,61,2021-12-24T03:32:23Z,4070000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,415.0,5.0,5.0,0.0,,,,,,,,,
417,PT07M43.00S,2021-12-24T03:27:58.7Z,3,REGULAR,3pt,Jump Shot,[],1628970,93.24901445466492,95.34313725490196,1610612766,71,61,2021-12-24T03:28:05Z,4080000,227.0,11.0,1,right,MISS M. Bridges 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,22.7,Missed,,,,,,,,,,,,,
418,PT07M43.00S,2021-12-24T03:27:58.7Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,71,61,2021-12-24T03:28:05Z,4090000,,,0,,N. Jokic REBOUND (Off:6 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,417.0,19.0,13.0,6.0,,,,,,,,,
419,PT07M29.00S,2021-12-24T03:28:12.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.937582128777924,50.73529411764706,1610612743,73,61,2021-12-24T03:28:21Z,4100000,-4.0,41.0,1,left,N. Jokic finger roll Layup (16 PTS) (W. Barton 3 AST),"[203999, 203115]",1610612743.0,DEN,finger roll,,,Jokic,N. Jokic,,,,,,,,,,4.11,Made,,,,,16.0,W. Barton,203115.0,3.0,,,,,
421,PT07M17.00S,2021-12-24T03:28:24.3Z,3,REGULAR,3pt,Jump Shot,[],202330,84.83902759526939,95.09803921568627,1610612766,73,61,2021-12-24T03:28:28Z,4120000,225.0,90.0,1,right,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,24.28,Missed,,,,,,,,,,,,,
422,PT07M17.00S,2021-12-24T03:28:24.3Z,3,REGULAR,rebound,defensive,[],201145,,,1610612743,73,61,2021-12-24T03:30:36Z,4130000,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,421.0,2.0,2.0,0.0,,,,,,,,,
423,PT07M12.00S,2021-12-24T03:28:30.2Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203115,20.318659658344284,48.529411764705884,1610612743,75,61,2021-12-24T04:18:23Z,4140000,7.0,138.0,1,left,W. Barton 13' pullup Jump Shot (2 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,,,,13.87,Made,,,,,2.0,,,,,,,,
424,PT06M56.00S,2021-12-24T03:28:45.8Z,3,REGULAR,3pt,Jump Shot,[],1628970,71.30420499342969,78.67647058823529,1610612766,75,61,2021-12-24T03:29:01Z,4150000,143.0,217.0,1,right,MISS M. Bridges 26' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,26.03,Missed,,,,,,,,,,,,,
425,PT06M56.00S,2021-12-24T03:28:45.8Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,75,61,2021-12-24T03:29:01Z,4160000,,,0,,W. Barton REBOUND (Off:0 Def:5),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,424.0,5.0,5.0,0.0,,,,,,,,,
426,PT06M45.00S,2021-12-24T03:28:57.2Z,3,REGULAR,3pt,Jump Shot,[],203999,31.750985545335087,37.00980392156863,1610612743,75,61,2021-12-24T03:29:05Z,4170000,65.0,246.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,25.44,Missed,,,,,,,,,,,,,
427,PT06M41.00S,2021-12-24T03:29:01.2Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,75,61,2021-12-24T03:29:05Z,4180000,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,426.0,6.0,4.0,2.0,,,,,,,,,
428,PT06M36.00S,2021-12-24T03:29:04.9Z,3,REGULAR,3pt,Jump Shot,[],202330,76.82325886990802,9.803921568627452,1610612766,75,61,2021-12-24T03:29:12Z,4190000,-201.0,165.0,1,right,MISS G. Hayward 26' step back 3PT,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,,,,,,26.03,Missed,,,,,,,,,,,,,
429,PT06M32.00S,2021-12-24T03:29:08.9Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,75,61,2021-12-24T03:29:12Z,4200000,,,0,,W. Barton REBOUND (Off:0 Def:6),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,428.0,6.0,6.0,0.0,,,,,,,,,
430,PT06M28.00S,2021-12-24T03:29:12.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203115,26.363337713534822,14.950980392156863,1610612743,78,61,2021-12-24T03:29:20Z,4210000,175.0,195.0,1,left,W. Barton 26' 3PT pullup (5 PTS),[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,,,,,,26.24,Made,,,,,5.0,,,,,,,,
431,PT06M27.00S,2021-12-24T03:29:23.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,78,61,2021-12-24T03:29:23Z,4220000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M27.00S,2021-12-24T03:29:41.6Z,3,REGULAR,substitution,out,[],202330,,,1610612766,78,61,2021-12-24T03:31:59Z,4230000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M27.00S,2021-12-24T03:29:41.6Z,3,REGULAR,substitution,in,[],1626162,,,1610612766,78,61,2021-12-24T03:31:59Z,4240000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M13.00S,2021-12-24T03:32:17.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,90.3580814717477,58.57843137254902,1610612766,78,63,2021-12-24T03:32:23Z,4250000,43.0,38.0,1,right,M. Bridges driving floating Jump Shot (16 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,,,,,,5.74,Made,,,,,16.0,,,,,,,,
436,PT05M49.00S,2021-12-24T03:32:41.4Z,3,REGULAR,3pt,Jump Shot,[],203999,8.360709592641262,4.166666666666666,1610612743,78,63,2021-12-24T03:32:47Z,4260000,229.0,26.0,1,left,MISS N. Jokic 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,23.07,Missed,,,,,,,,,,,,,
437,PT05M47.00S,2021-12-24T03:32:43.4Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,78,63,2021-12-24T03:32:47Z,4270000,,,0,,T. Rozier REBOUND (Off:2 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,436.0,5.0,3.0,2.0,,,,,,,,,
438,PT05M41.00S,2021-12-24T03:32:50.5Z,3,REGULAR,3pt,Jump Shot,[],1626162,66.04796320630749,32.1078431372549,1610612766,78,63,2021-12-24T03:32:55Z,4280000,-89.0,267.0,1,right,MISS K. Oubre Jr. 28' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,28.12,Missed,,,,,,,,,,,,,
439,PT05M37.00S,2021-12-24T03:32:54.5Z,3,REGULAR,rebound,defensive,[],203115,,,1610612743,78,63,2021-12-24T03:32:55Z,4290000,,,0,,W. Barton REBOUND (Off:0 Def:7),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,438.0,7.0,7.0,0.0,,,,,,,,,
440,PT05M34.00S,2021-12-24T03:32:59.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203999,6.389618922470433,55.14705882352941,1610612743,80,63,2021-12-24T03:33:07Z,4300000,-26.0,8.0,1,left,N. Jokic turnaround Jump Shot (18 PTS) (W. Barton 4 AST),"[203999, 203115]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,,,,,,2.68,Made,,,,,18.0,W. Barton,203115.0,4.0,,,,,
442,PT05M34.00S,2021-12-24T03:33:03.3Z,3,REGULAR,foul,personal,['1freethrow'],203486,,,1610612743,80,63,2021-12-24T03:33:19Z,4320000,,,0,,M. Plumlee shooting personal FOUL (3 PF) (Jokic 1 FT),"[203486, 203999]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,202026.0,3.0,0.0,Jokic,203999.0,,,,,,,,,,,,,,,
444,PT05M34.00S,2021-12-24T03:33:13.0Z,3,REGULAR,substitution,out,[],1628427,,,1610612743,80,63,2021-12-24T03:33:26Z,4340000,,,0,,SUB out: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M34.00S,2021-12-24T03:33:13.0Z,3,REGULAR,substitution,in,[],203085,,,1610612743,80,63,2021-12-24T03:33:26Z,4350000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
446,PT05M34.00S,2021-12-24T03:33:25.0Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203999,,,1610612743,80,63,2021-12-24T03:33:30Z,4360000,,,0,,MISS N. Jokic Free Throw 1 of 1,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Missed,,,,,,,,,,,,,
447,PT05M31.00S,2021-12-24T03:33:28.0Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,80,63,2021-12-24T03:33:30Z,4370000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,446.0,2.0,2.0,0.0,,,,,,,,,
