actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2022-03-03T02:10:35.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-03T02:10:35Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-03-03T02:10:37.1Z,1,REGULAR,jumpball,recovered,[],201145,,,1610612743,0,0,2022-03-03T02:10:37Z,40000,,,0,,Jump Ball N. Jokic vs. I. Roby: Tip to J. Green,"[201145, 203999, 1629676]",1610612743.0,DEN,startperiod,J. Green,201145.0,Green,J. Green,Jokic,203999.0,Roby,1629676.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M33.00S,2022-03-03T02:11:01.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,86.5473061760841,50.73529411764706,1610612743,0,0,2022-03-03T02:11:06Z,70000,4.0,74.0,1,right,MISS A. Gordon 7' cutting Layup - blocked,"[203932, 1630197]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,7.41,Missed,Pokusevski,1630197.0,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2022-03-03T02:11:01.2Z,1,REGULAR,block,,[],1630197,,,1610612743,0,0,2022-03-03T02:11:03Z,80000,,,0,,A. Pokusevski BLOCK (1 BLK),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-03-03T02:11:04.2Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612760,0,0,2022-03-03T02:11:06Z,90000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M26.00S,2022-03-03T02:11:08.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,7.966491458607096,44.6078431372549,1610612760,0,2,2022-03-03T02:11:23Z,100000,27.0,22.0,1,left,T. Mann driving finger roll Layup (2 PTS) (D. Bazley 1 AST),"[1630544, 1629647]",1610612760.0,OKC,driving finger roll,,,Mann,T. Mann,,,,,3.51,Made,,,,,,,2.0,D. Bazley,1629647.0,1.0,,,,,,,,,
12,PT11M10.00S,2022-03-03T02:11:23.4Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,0,2,2022-03-03T02:11:27Z,120000,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1630197]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,1.0,Pokusevski,1630197.0,,,,,,
13,PT11M10.00S,2022-03-03T02:11:23.4Z,1,REGULAR,steal,,[],1630197,,,1610612760,0,2,2022-03-03T02:11:24Z,130000,,,0,,A. Pokusevski STEAL (1 STL),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2022-03-03T02:11:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630197,8.229303547963205,45.34313725490196,1610612760,0,4,2022-03-03T02:11:34Z,140000,23.0,25.0,1,left,A. Pokusevski running Layup (2 PTS),[1630197],1610612760.0,OKC,running,,,Pokusevski,A. Pokusevski,,,,,3.41,Made,,,,,,,2.0,,,,,,,,,,,,
15,PT10M52.00S,2022-03-03T02:11:42.4Z,1,REGULAR,2pt,Jump Shot,[],203932,80.23981603153744,22.058823529411764,1610612743,0,4,2022-03-03T02:11:47Z,150000,-140.0,133.0,1,right,MISS A. Gordon 19' pullup Shot,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,19.3,Missed,,,,,,,,,,,,,,,,,,,
