actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
91,PT04M34.00S,2021-10-23T01:31:28.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,11.12023653088042,38.72549019607843,1610612759,13,14,2021-10-23T01:31:34Z,890000,56.0,52.0,1,left,D. Eubanks 7' turnaround Hook (2 PTS),[1629234],1610612759.0,SAS,turnaround,,,Eubanks,D. Eubanks,,,,,7.67,Made,2.0,,,,,,,,,,,,,,,,,
92,PT04M19.00S,2021-10-23T01:31:42.9Z,1,REGULAR,2pt,Jump Shot,[],203115,76.2976346911958,28.186274509803923,1610612743,15,14,2021-10-23T01:31:47Z,900000,-109.0,170.0,1,right,W. Barton 20' pullup Jump Shot (5 PTS) (N. Jokic 3 AST),"[203115, 203999]",1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,20.22,Made,5.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,
94,PT03M53.00S,2021-10-23T01:32:08.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,13.222733245729303,50.245098039215684,1610612759,15,16,2021-10-23T01:32:16Z,920000,-1.0,72.0,1,left,D. Eubanks 7' turnaround Hook (4 PTS) (D. White 2 AST),"[1629234, 1628401]",1610612759.0,SAS,turnaround,,,Eubanks,D. Eubanks,,,,,7.18,Made,4.0,D. White,1628401.0,2.0,,,,,,,,,,,,,,
96,PT03M39.00S,2021-10-23T01:32:25.0Z,1,REGULAR,foul,personal,[],1630170,,,1610612743,15,16,2021-10-23T01:32:37Z,940000,,,0,,D. Vassell personal FOUL (1 PF),"[1630170, 203932]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Gordon,203932.0,,
98,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,15,16,2021-10-23T01:32:53Z,960000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,15,16,2021-10-23T01:32:53Z,970000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612743,15,16,2021-10-23T01:32:53Z,980000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,out,[],1629234,,,1610612743,15,16,2021-10-23T01:32:53Z,990000,,,0,,SUB out: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,15,16,2021-10-23T01:32:53Z,1000000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,15,16,2021-10-23T01:32:53Z,1010000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,in,[],203926,,,1610612743,15,16,2021-10-23T01:32:53Z,1020000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M39.00S,2021-10-23T01:32:32.9Z,1,REGULAR,substitution,in,[],201152,,,1610612743,15,16,2021-10-23T01:32:53Z,1030000,,,0,,SUB in: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M33.00S,2021-10-23T01:33:11.7Z,1,REGULAR,3pt,Jump Shot,[],203999,67.88764783180025,35.049019607843135,1610612743,18,16,2021-10-23T01:33:18Z,1040000,-75.0,249.0,1,right,N. Jokic 26' 3PT  (5 PTS) (P. Dozier 1 AST),"[203999, 1628408]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,26.04,Made,5.0,P. Dozier,1628408.0,1.0,,,,,,,,,,,,,,
108,PT03M09.00S,2021-10-23T01:33:35.2Z,1,REGULAR,2pt,Jump Shot,[],1629022,25.443495400788436,39.46078431372549,1610612759,18,16,2021-10-23T01:33:39Z,1060000,53.0,187.0,1,left,MISS L. Walker IV 19' pullup Shot,[1629022],1610612759.0,SAS,pullup,,,Walker IV,L. Walker IV,,,,,19.4,Missed,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2021-10-23T01:33:38.2Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,18,16,2021-10-23T01:33:39Z,1070000,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,
110,PT02M59.00S,2021-10-23T01:33:45.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,93.51182654402102,53.67647058823529,1610612743,20,16,2021-10-23T01:33:53Z,1080000,18.0,8.0,1,right,N. Jokic cutting Layup (7 PTS) (A. Gordon 1 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,2.03,Made,7.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
112,PT02M45.00S,2021-10-23T01:33:59.3Z,1,REGULAR,3pt,Jump Shot,[],1628401,33.590670170827856,44.6078431372549,1610612759,20,16,2021-10-23T01:34:04Z,1100000,27.0,263.0,1,left,MISS D. White 26' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
113,PT02M42.00S,2021-10-23T01:34:02.3Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,20,16,2021-10-23T01:34:04Z,1110000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT02M36.00S,2021-10-23T01:34:08.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630267,93.77463863337714,53.92156862745098,1610612743,22,16,2021-10-23T01:34:26Z,1120000,20.0,6.0,1,right,F. Campazzo running finger roll Layup (2 PTS),[1630267],1610612743.0,DEN,running finger roll,,,Campazzo,F. Campazzo,,,,,2.05,Made,2.0,,,,,,,,,,,,,,,,,
115,PT02M36.00S,2021-10-23T01:34:17.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,22,16,2021-10-23T01:34:17Z,1130000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,out,[],203115,,,1610612759,22,16,2021-10-23T01:35:39Z,1140000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,out,[],203999,,,1610612759,22,16,2021-10-23T01:35:39Z,1150000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,out,[],203932,,,1610612759,22,16,2021-10-23T01:35:39Z,1160000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,out,[],1628401,,,1610612759,22,16,2021-10-23T01:35:39Z,1170000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,in,[],201145,,,1610612759,22,16,2021-10-23T01:35:39Z,1180000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,in,[],203210,,,1610612759,22,16,2021-10-23T01:35:39Z,1190000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,in,[],203085,,,1610612759,22,16,2021-10-23T01:35:39Z,1200000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M36.00S,2021-10-23T01:35:20.9Z,1,REGULAR,substitution,in,[],1627749,,,1610612759,22,16,2021-10-23T01:35:39Z,1210000,,,0,,SUB in: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2021-10-23T01:36:00.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,22,16,2021-10-23T01:36:00Z,1220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M21.00S,2021-10-23T01:36:20.7Z,1,REGULAR,stoppage,court clean up,[],0,,,1610612759,22,16,2021-10-23T01:36:20Z,1230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M13.00S,2021-10-23T01:36:35.6Z,1,REGULAR,2pt,Jump Shot,[],1627749,23.078186596583443,62.99019607843137,1610612759,22,18,2021-10-23T01:36:40Z,1240000,-65.0,164.0,1,left,D. Murray 17' pullup Jump Shot (2 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,17.68,Made,2.0,,,,,,,,,,,,,,,,,
128,PT01M51.00S,2021-10-23T01:37:04.8Z,1,REGULAR,foul,offensive,[],203210,,,1610612743,22,18,2021-10-23T02:18:36Z,1260000,,,0,,J. Green charge offensive FOUL (1 PF),"[203210, 201152]",1610612743.0,DEN,charge,,,Green,J. Green,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Young,201152.0,,
130,PT01M51.00S,2021-10-23T01:37:04.8Z,1,REGULAR,turnover,offensive foul,[],203210,,,1610612743,22,18,2021-10-23T01:37:27Z,1280000,,,0,,J. Green offensive foul TURNOVER (1 TO),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,1627963.0,1.0,,,,,,,,
131,PT01M41.00S,2021-10-23T01:37:21.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,6.652431011826544,82.35294117647058,1610612759,22,20,2021-10-23T01:37:54Z,1290000,-162.0,10.0,1,left,D. Murray 16' fadeaway Jump Shot (4 PTS),[1627749],1610612759.0,SAS,fadeaway,,,Murray,D. Murray,,,,,16.21,Made,4.0,,,,,,,,,,,,,,,,,
132,PT01M33.00S,2021-10-23T01:37:37.5Z,1,REGULAR,foul,personal,[],1627749,,,1610612743,22,20,2021-10-23T01:37:47Z,1300000,,,0,,D. Murray personal FOUL (1 PF),"[1627749, 1630267]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,200834.0,,,,1.0,0.0,Campazzo,1630267.0,,
134,PT01M27.00S,2021-10-23T01:37:57.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628408,93.24901445466492,54.65686274509803,1610612743,24,20,2021-10-23T01:38:04Z,1320000,23.0,11.0,1,right,P. Dozier driving finger roll Layup (2 PTS) (J. Green 1 AST),"[1628408, 201145]",1610612743.0,DEN,driving finger roll,,,Dozier,P. Dozier,,,,,2.58,Made,2.0,J. Green,201145.0,1.0,,,,,,,,,,,,,,
136,PT01M16.00S,2021-10-23T01:38:08.5Z,1,REGULAR,turnover,bad pass,[],201152,,,1610612759,24,20,2021-10-23T01:38:15Z,1340000,,,0,,T. Young bad pass TURNOVER (1 TO),"[201152, 203085]",1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,1.0,Rivers,203085.0,,,,,,
137,PT01M16.00S,2021-10-23T01:38:08.5Z,1,REGULAR,steal,,[],203085,,,1610612743,24,20,2021-10-23T01:38:10Z,1350000,,,0,,A. Rivers STEAL (1 STL),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M12.00S,2021-10-23T01:38:12.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203210,92.9862023653088,47.30392156862745,1610612743,26,20,2021-10-23T01:38:22Z,1360000,-13.0,13.0,1,right,J. Green running DUNK (2 PTS) (F. Campazzo 1 AST),"[203210, 1630267]",1610612743.0,DEN,running,,,Green,J. Green,,,,,1.9,Made,2.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,,,
140,PT00M57.20S,2021-10-23T01:38:26.9Z,1,REGULAR,2pt,Jump Shot,[],1627749,20.45006570302234,35.78431372549019,1610612759,26,22,2021-10-23T01:38:32Z,1380000,71.0,140.0,1,left,D. Murray 15' pullup Jump Shot (6 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,15.68,Made,6.0,,,,,,,,,,,,,,,,,
141,PT00M43.80S,2021-10-23T01:38:43.3Z,1,REGULAR,3pt,Jump Shot,[],201145,67.7562417871222,41.66666666666667,1610612743,26,22,2021-10-23T01:38:48Z,1390000,-42.0,251.0,1,right,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,25.4,Missed,,,,,,,,,,,,,,,,,,
142,PT00M40.60S,2021-10-23T01:38:46.5Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,26,22,2021-10-23T01:38:48Z,1400000,,,0,,D. Vassell REBOUND (Off:0 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,
143,PT00M33.40S,2021-10-23T01:38:55.1Z,1,REGULAR,turnover,traveling,[],1629022,,,1610612759,26,22,2021-10-23T01:39:03Z,1410000,,,0,,L. Walker IV traveling TURNOVER (1 TO),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,1627963.0,1.0,,,,,,,,
144,PT00M15.70S,2021-10-23T01:39:26.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,71.30420499342969,20.098039215686274,1610612743,26,22,2021-10-23T01:39:33Z,1420000,-150.0,217.0,1,right,MISS F. Campazzo 26' step back 3PT,[1630267],1610612743.0,DEN,step back,,,Campazzo,F. Campazzo,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
145,PT00M13.60S,2021-10-23T01:39:29.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,26,22,2021-10-23T01:39:29Z,1430000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,
146,PT00M00.00S,2021-10-23T01:39:43.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201152,13.748357424441524,62.745098039215684,1610612759,26,22,2021-10-23T01:39:52Z,1440000,-64.0,77.0,1,left,MISS T. Young 9' floating Shot,[201152],1610612759.0,SAS,floating,,,Young,T. Young,,,,,9.97,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2021-10-23T01:39:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,22,2021-10-23T01:39:45Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,
148,PT00M00.00S,2021-10-23T01:39:49.2Z,1,REGULAR,period,end,[],0,,,1610612759,26,22,2021-10-23T01:39:49Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2021-10-23T01:42:08.8Z,2,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,26,22,2021-10-23T01:42:27Z,1470000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2021-10-23T01:42:08.8Z,2,REGULAR,substitution,in,['startperiod'],1627854,,,1610612759,26,22,2021-10-23T01:42:27Z,1480000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-10-23T01:42:29.7Z,2,REGULAR,period,start,[],0,,,1610612759,26,22,2021-10-23T01:42:29Z,1490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M43.00S,2021-10-23T01:42:46.2Z,2,REGULAR,3pt,Jump Shot,[],1630170,28.07161629434954,80.14705882352942,1610612759,26,22,2021-10-23T01:42:50Z,1500000,-151.0,211.0,1,left,MISS D. Vassell 25' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
153,PT11M41.00S,2021-10-23T01:42:48.2Z,2,REGULAR,rebound,offensive,[],1630170,,,1610612759,26,22,2021-10-23T01:42:50Z,1510000,,,0,,D. Vassell REBOUND (Off:1 Def:1),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,152.0,2.0,1.0,1.0,,,,,,,,,,
154,PT11M39.00S,2021-10-23T01:42:49.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630170,12.828515111695138,51.225490196078425,1610612759,26,24,2021-10-23T01:42:53Z,1520000,-6.0,68.0,1,left,D. Vassell 6' floating Jump Shot (2 PTS),[1630170],1610612759.0,SAS,floating,,,Vassell,D. Vassell,,,,,6.84,Made,2.0,,,,,,,,,,,,,,,,,
155,PT11M29.00S,2021-10-23T01:43:02.5Z,2,REGULAR,foul,offensive,[],203210,,,1610612743,26,24,2021-10-23T01:43:13Z,1530000,,,0,,J. Green offensive FOUL (2 PF),"[203210, 1627749]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Murray,1627749.0,,
157,PT11M29.00S,2021-10-23T01:43:02.5Z,2,REGULAR,turnover,offensive foul,[],203210,,,1610612743,26,24,2021-10-23T01:43:02Z,1550000,,,0,,J. Green offensive foul TURNOVER (2 TO),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,200834.0,2.0,,,,,,,,
158,PT11M16.00S,2021-10-23T01:43:27.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630170,11.383048620236531,46.32352941176471,1610612759,26,24,2021-10-23T01:43:34Z,1560000,18.0,55.0,1,left,MISS D. Vassell cutting Layup,[1630170],1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,5.75,Missed,,,,,,,,,,,,,,,,,,
160,PT11M11.00S,2021-10-23T01:43:32.9Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,26,24,2021-10-23T01:43:34Z,1580000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,
161,PT11M01.00S,2021-10-23T01:43:43.5Z,2,REGULAR,3pt,Jump Shot,[],203210,94.1688567674113,96.81372549019608,1610612743,29,24,2021-10-23T01:43:48Z,1590000,234.0,2.0,1,right,J. Green 3PT  (5 PTS) (A. Rivers 1 AST),"[203210, 203085]",1610612743.0,DEN,,,,Green,J. Green,,,,,23.41,Made,5.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,,
163,PT10M36.00S,2021-10-23T01:44:08.3Z,2,REGULAR,2pt,Jump Shot,[],1627749,20.45006570302234,77.94117647058823,1610612759,29,24,2021-10-23T01:44:13Z,1610000,-140.0,140.0,1,left,MISS D. Murray 19' Jump Shot,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,19.76,Missed,,,,,,,,,,,,,,,,,,
164,PT10M33.00S,2021-10-23T01:44:11.3Z,2,REGULAR,rebound,defensive,[],1628408,,,1610612743,29,24,2021-10-23T01:44:13Z,1620000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,
165,PT10M19.00S,2021-10-23T01:44:25.0Z,2,REGULAR,turnover,lost ball,[],201145,,,1610612743,29,24,2021-10-23T01:44:29Z,1630000,,,0,,J. Green lost ball TURNOVER (1 TO),"[201145, 1630170]",1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,1.0,Vassell,1630170.0,,,,,,
166,PT10M19.00S,2021-10-23T01:44:25.0Z,2,REGULAR,steal,,[],1630170,,,1610612759,29,24,2021-10-23T01:44:26Z,1640000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M14.00S,2021-10-23T01:44:30.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627854,31.225361366622867,27.205882352941174,1610612759,29,24,2021-10-23T01:44:39Z,1650000,114.0,241.0,1,left,MISS B. Forbes 26' 3PT - blocked,"[1627854, 1630267]",1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,26.66,Missed,,,,,,,,,,,,,,,,,Campazzo,1630267.0
168,PT10M14.00S,2021-10-23T01:44:30.0Z,2,REGULAR,block,,[],1630267,,,1610612759,29,24,2021-10-23T01:44:32Z,1660000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M11.00S,2021-10-23T01:44:33.0Z,2,REGULAR,rebound,offensive,[],1627749,,,1610612759,29,24,2021-10-23T01:44:33Z,1670000,,,0,,D. Murray REBOUND (Off:1 Def:1),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,167.0,2.0,1.0,1.0,,,,,,,,,,
170,PT10M09.00S,2021-10-23T01:44:35.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203926,7.5722733245729295,95.09803921568627,1610612759,29,24,2021-10-23T01:44:44Z,1680000,-225.0,19.0,1,left,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,22.63,Missed,,,,,,,,,,,,,,,,,,
171,PT10M06.00S,2021-10-23T01:44:38.1Z,2,REGULAR,rebound,defensive,[],1630267,,,1610612743,29,24,2021-10-23T01:44:44Z,1690000,,,0,,F. Campazzo REBOUND (Off:0 Def:3),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,,,
172,PT09M53.00S,2021-10-23T01:44:50.6Z,2,REGULAR,3pt,Jump Shot,[],203210,67.88764783180025,57.107843137254896,1610612743,29,24,2021-10-23T01:44:54Z,1700000,36.0,249.0,1,right,MISS J. Green 25' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,25.19,Missed,,,,,,,,,,,,,,,,,,
173,PT09M51.00S,2021-10-23T01:44:52.6Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,29,24,2021-10-23T01:44:54Z,1710000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,172.0,2.0,2.0,0.0,,,,,,,,,,
174,PT09M43.00S,2021-10-23T01:45:03.0Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612759,29,24,2021-10-23T01:46:28Z,1720000,,,0,,D. Murray lost ball TURNOVER (3 TO),"[1627749, 203210]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,200834.0,3.0,Green,203210.0,,,,,,
183,PT09M43.00S,2021-10-23T01:45:03.0Z,2,REGULAR,steal,,[],203210,,,1610612743,29,24,2021-10-23T01:46:28Z,1725000,,,0,,J. Green STEAL (1 STL),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M43.00S,2021-10-23T01:45:05.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,29,24,2021-10-23T01:46:39Z,1727500,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT09M43.00S,2021-10-23T01:45:07.2Z,2,REGULAR,substitution,out,[],203926,,,1610612743,29,24,2021-10-23T01:45:25Z,1730000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M43.00S,2021-10-23T01:45:07.2Z,2,REGULAR,substitution,in,[],1629640,,,1610612743,29,24,2021-10-23T01:45:25Z,1740000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M33.00S,2021-10-23T01:45:35.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,68.28186596583443,31.127450980392158,1610612743,29,24,2021-10-23T01:45:42Z,1750000,-94.0,246.0,1,right,MISS F. Campazzo 26' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
178,PT09M31.00S,2021-10-23T01:45:37.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612759,29,24,2021-10-23T01:45:42Z,1760000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,
179,PT09M31.00S,2021-10-23T01:45:40.0Z,2,REGULAR,substitution,out,[],201152,,,1610612759,29,24,2021-10-23T01:45:44Z,1770000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M31.00S,2021-10-23T01:45:40.0Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,29,24,2021-10-23T01:45:44Z,1780000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
